,symbol1,symbol2,balance
5304,SCHB,GSLC,1.136125565261045
395,IVV,IWS,1.1361119784418734
7336,IUSG,RDVY,1.1360372843114321
1896,XLK,SCHX,1.1359966110967281
9622,PFF,IWY,1.1359778813177406
3857,VV,XLE,1.135967495810006
336,IVV,SPYV,1.1359308571792142
9398,IWP,XLV,1.1359191933208272
8591,VOE,SPSM,1.1359141450554056
10770,OEF,SPY,1.1358895989275695
9595,PFF,SCHG,1.1358638769303115
7909,XLC,IWP,1.135826269404738
5222,SCHB,SPLG,1.1358065228916223
10857,OEF,SCHA,1.1357746151663963
10783,OEF,IJR,1.135764590976379
320,IVV,IVE,1.135758692369076
7246,IUSG,VT,1.1357298409675365
6710,USHY,SCHB,1.1356841646836193
3518,VT,COWZ,1.1356814521429979
6484,SDY,QUAL,1.1356810487909135
7525,IUSV,FTEC,1.135675177651672
4745,MBB,SOXX,1.1356127953299182
7710,ACWI,VBK,1.1356026929764675
10873,OEF,DGRW,1.1355382111835877
516,VTI,MOAT,1.1355291243239016
2052,IWM,MDY,1.1354689762084835
7037,DVY,SOXX,1.1354195613037892
10741,AVUV,DGRW,1.1353536899361463
10771,OEF,VOO,1.1353474858838253
3913,VV,DGRW,1.1353415151061625
10756,AVUV,GSLC,1.1353275884861225
7965,IYW,QUAL,1.135311110517868
6569,SDY,FTEC,1.1352201955863863
765,VUG,VBK,1.135219844016278
89,SPY,VOE,1.1352056861822604
2112,IWM,SPSM,1.1351720466773494
2956,SCHX,VBR,1.1351408780747951
7082,XLY,ITOT,1.1351027542635366
1412,IJR,XLY,1.1350968738482197
5191,SCHB,VTI,1.1350915911204105
8518,VOE,SPYG,1.1350853547678577
11603,NOBL,XLF,1.1350566670560558
347,IVV,XLI,1.1350471755112432
13089,VTWO,RDVY,1.1349781021167438
781,VUG,IWV,1.1349544294209748
7235,IUSG,VB,1.1349154016955079
8542,VOE,IUSV,1.134907357038691
6950,DVY,XLK,1.134900895606152
8105,XLU,VOE,1.1348809851652
3551,VT,IWP,1.1348685086352888
10675,AVUV,VV,1.1348402572787744
178,VOO,IWR,1.1347881933682877
5212,SCHB,ITOT,1.1347694986801908
11583,GSLC,SPMD,1.1347186860496081
2374,ITOT,DGRW,1.1346784260263572
4127,IWB,VTWO,1.1345433852444582
10437,HYG,IVW,1.1345342429770358
11520,GSLC,MDY,1.1345313666068273
3907,VV,IWP,1.1345057347027645
5258,SCHB,VXF,1.1344675979212173
5243,SCHB,VBR,1.134444992860931
420,VTI,VTV,1.1344444728071028
7100,XLY,IWB,1.134426760963716
9254,SLV,SPY,1.134423443366234
6381,VONG,AVUV,1.134417427921158
10669,AVUV,SPLG,1.134396963069088
3238,SPLG,VYM,1.134363054883274
4034,IWB,IWM,1.1343612703695303
2281,ITOT,VOO,1.1343612617697847
56,SPY,DGRO,1.1343522824406864
7302,IUSG,FNDX,1.1343056729182586
6137,MGK,SCHB,1.1342396211454688
630,QQQ,XLY,1.1342286487124311
10666,AVUV,SCHX,1.134183992247033
10112,EFG,IWM,1.1341319069554563
4960,BSV,SLV,1.134103137279968
5190,SCHB,IVV,1.1340682891443448
6663,USHY,VOO,1.1340668454324299
3194,VCIT,SLV,1.1340403167948485
11263,ESGU,DGRW,1.1339846083643128
9255,SLV,VOO,1.133980023992826
3472,VT,VIG,1.133979784952237
9721,IWV,IJR,1.1339725587587277
11181,ESGU,VO,1.133970986955108
8035,IYW,ESGU,1.1338500499006559
9828,IWV,VTWO,1.1338260478691147
5987,SPYV,AVUV,1.1337671071344186
5200,SCHB,IJH,1.1337135010069295
3827,VV,VIG,1.1336835729159007
10897,OEF,SPSM,1.1336805413568323
7527,IUSV,IWO,1.133643989700334
8884,FNDX,SPSM,1.1336279896700658
7228,IUSG,VO,1.1336058761522736
21,SPY,RSP,1.1336048913387493
6112,MGK,IWM,1.1335472070158996
2210,RSP,AVUV,1.1334861060799455
4696,MBB,SCHG,1.1334053348037616
8515,VOE,SCHG,1.1333970279133758
6295,VONG,ITOT,1.1333464714580048
4506,IVE,AVUV,1.1333298010161899
9808,IWV,AVUV,1.133274580936296
9814,IWV,VOOG,1.1332298957491578
1916,XLK,SCHB,1.133218222158527
11204,ESGU,IWR,1.133211645219723
10144,EFG,SCHB,1.1331934008260531
4124,IWB,SPSM,1.1331882366988815
8055,XLU,IJH,1.1330430576809292
3624,XLV,MGK,1.1329819987130911
8791,FNDX,IWM,1.132970176079585
8581,VOE,VOOG,1.1328889056995122
12067,IWY,MOAT,1.1328588115267473
25,SPY,VYM,1.1328576443940706
7870,XLC,SCHB,1.132750735553023
10155,EFG,MDY,1.1327406449650816
12720,SCHV,AVUV,1.1326767162241804
7742,ACWI,GSLC,1.1326609228485214
9426,IWP,SMH,1.132654713461146
3547,VT,FNDX,1.1326334545318668
5252,SCHB,MDY,1.132626842275235
6771,USHY,RDVY,1.1326127714241445
1402,IJR,MDY,1.1325997413817357
10186,EFG,IWP,1.1325974392370306
1368,IJR,QUAL,1.1325736179314436
6664,USHY,IVV,1.13254937592267
10812,OEF,IWB,1.1324731455956665
26,SPY,IWD,1.1324439411962344
7618,EFV,SOXX,1.1324387358774453
7667,ACWI,VV,1.1324040674860634
4439,IVE,IJR,1.1323100017643475
5189,SCHB,VOO,1.1323016394334715
10508,HYG,VOOG,1.1322781952234156
4117,IWB,IWN,1.1322633075326305
3268,SPLG,DGRO,1.1322437811678172
7750,ACWI,SPSM,1.132242273069658
12483,SPSM,FTEC,1.1322301324144715
3846,VV,XLF,1.1322099805708834
7426,IUSV,VGT,1.132180378619649
10201,EFG,ESGU,1.1321752953523363
3314,SPLG,GDX,1.132167229615541
10817,OEF,XLE,1.1321261293635874
8881,FNDX,IWY,1.1321171123501417
2115,IWM,SPMD,1.13211511878498
7856,XLC,VV,1.1320946533394791
1351,IJR,VIG,1.132088145479798
657,QQQ,GDX,1.1320735072437886
8495,VOE,SPLG,1.1320584549063368
6662,USHY,SPY,1.132037886298855
11375,VOOG,IWP,1.1320286186091821
7158,XLY,IWP,1.1319882373481776
10890,OEF,IWN,1.131987558812618
11471,GSLC,VIG,1.131969853871168
1458,IJR,IWO,1.1319426809776356
8540,VOE,IUSG,1.131934710697627
9735,IWV,IVW,1.131922387090699
5247,SCHB,COWZ,1.131914459904784
7851,XLC,SPLG,1.131836765630719
2573,VYM,QQQ,1.1317999420444724
2911,SCHX,VIG,1.1317581967567905
12124,IWO,XLK,1.131748388454052
11258,ESGU,MOAT,1.1316855618652673
10179,EFG,VHT,1.1315564190370586
10713,AVUV,XLY,1.1315549901307345
1463,IJR,SPMD,1.1315424031067913
11175,ESGU,VIG,1.131524923297636
11366,VOOG,VBK,1.131450946262527
6760,USHY,AVUV,1.131381672762996
1959,XLK,IWV,1.1313401655386288
7324,IUSG,AVUV,1.1312706399871217
3056,QUAL,VB,1.1312502180864412
3274,SPLG,USMV,1.1312240950999493
7822,XLC,VTI,1.1312110273248588
8704,VHT,OEF,1.1312058229792465
11355,VOOG,XLY,1.1311977957806651
2817,IVW,VV,1.1311852704619774
7681,ACWI,SCHB,1.1311742252487789
4542,QQQM,IWM,1.1311503322944676
7821,XLC,IVV,1.131120104337318
11232,ESGU,XLI,1.1311165610507732
7674,ACWI,XLE,1.1311079965501645
2888,IVW,GSLC,1.1310938118914655
2590,VYM,SPYG,1.1310903470619547
9726,IWV,IWM,1.131086464300171
8463,VOE,SPY,1.1310492210431153
1350,IJR,IJH,1.1310424184957781
10638,AVUV,VOO,1.1310228150600024
10212,EFG,SPMD,1.1310165714350502
5951,SPYV,QQQM,1.130968703245553
515,VTI,IWP,1.1309593130346725
1966,XLK,VOT,1.1309592182154307
9916,DGRW,VOE,1.1309263472853088
7661,ACWI,QUAL,1.1309019229372346
10094,EFG,VTI,1.1308631644372285
36,SPY,XLV,1.1307912574699992
10102,EFG,IJH,1.1307900574069705
8129,XLU,SPMD,1.1307880678470772
5317,SCHB,SPMD,1.1307855347354365
7910,XLC,MOAT,1.1307581313301711
10121,EFG,SCHX,1.1307006609773165
7820,XLC,VOO,1.130674886723071
6114,MGK,ITOT,1.1306315825139348
3558,VT,DGRW,1.1305798309117083
10129,EFG,VV,1.1305666831249919
7274,IUSG,USMV,1.1305571919783106
7645,ACWI,IJR,1.1305503490309605
1394,IJR,VBR,1.1305349289173212
7298,IUSG,SCHA,1.13048557760158
6752,USHY,IWV,1.1304276748270885
5488,SPYG,VBK,1.1303845974411784
6503,SDY,SCHG,1.130342713794054
279,IVV,VTV,1.1303274051109133
227,VOO,VHT,1.1302341587312832
13078,VTWO,AVUV,1.1302011120779178
3343,SPLG,SCHV,1.130179468900508
7726,ACWI,IWV,1.1299979243395195
10830,OEF,COWZ,1.1299760655820035
10122,EFG,QUAL,1.129946575648654
7819,XLC,SPY,1.1298657087667192
7300,IUSG,VHT,1.129849831098245
2364,ITOT,FNDX,1.1298423379304736
2933,SCHX,XLF,1.1298237396834478
10754,AVUV,ESGU,1.1297723039342928
8509,VOE,IVE,1.129727982088719
1369,IJR,SPLG,1.1297177091747348
13033,VTWO,COWZ,1.1296079080726176
6505,SDY,VBR,1.1295797522005342
1269,VIG,XLF,1.1295572090003887
2126,RSP,IJR,1.1295385494987273
9892,DGRW,USMV,1.1295236330804561
22,SPY,SCHD,1.1295006600060162
9858,DGRW,VYM,1.1294975919105168
479,VTI,SPYV,1.1294849385961894
8123,XLU,IWN,1.1294488238819547
8524,VOE,SPYV,1.1293943876280113
3528,VT,XLI,1.1293827589912062
7159,XLY,MOAT,1.1293532808106017
214,VOO,IUSV,1.1293316619261577
5099,SCHG,VV,1.129293335301758
5477,SPYG,XLY,1.1291984891718498
216,VOO,ACWI,1.1291886971501226
708,VUG,ITOT,1.1291875537499136
2393,ITOT,RDVY,1.129181195615238
5959,SPYV,MGK,1.1291785946431645
2603,VYM,IUSG,1.1291782093667948
12049,IWY,ACWI,1.1291392873518535
1367,IJR,SCHX,1.129098818946411
10176,EFG,SCHA,1.1290667427542846
6509,SDY,COWZ,1.1290408082717607
8554,VOE,FNDX,1.1290251368438238
3107,QUAL,SCHA,1.1290190047240667
11343,VOOG,COWZ,1.1290133817796695
8520,VOE,DGRO,1.1290024408415469
7256,IUSG,DIA,1.1290004102875533
10734,AVUV,IWP,1.1288761788677064
4515,IVE,IWO,1.1287977655071517
2795,IVW,VTI,1.1286614607601513
461,VTI,DIA,1.1286216694748952
527,VTI,VOT,1.1286194051915963
179,VOO,VNQ,1.1285521429071386
4597,QQQM,XLY,1.1284401691678994
11207,ESGU,DIA,1.1284344746701984
5063,SCHG,VTI,1.128423001474027
182,VOO,DIA,1.1284085327692155
8484,VOE,SCHD,1.1283980227702568
1464,IJR,VTWO,1.1283938787224301
9329,SLV,FNDX,1.1283546558940483
12029,IWY,COWZ,1.1283433325301433
10203,EFG,GSLC,1.1283287487727898
3595,XLV,IWF,1.1282164569304214
5288,SCHB,DGRW,1.1281954539929786
12103,IWY,SPMD,1.1281913430279267
132,SPY,SCHV,1.1280688897633058
12733,SCHV,IWO,1.1280553288585404
11386,VOOG,VOT,1.1280220684495939
6726,USHY,VXF,1.1279876705600036
1989,IWM,VUG,1.1279493868941974
5277,SCHB,FNDX,1.1279448034692874
9445,IWP,XLU,1.1279446158060737
7635,ACWI,VTI,1.127896757287613
3494,VT,XLF,1.1278571030125588
441,VTI,VYM,1.1278526702779823
10648,AVUV,VIG,1.1278489882942122
2345,ITOT,XLI,1.127814849399165
8106,XLU,FNDX,1.1278018517591113
3121,QUAL,IWV,1.1277708457682762
7529,IUSV,SPSM,1.1277659013494516
1450,IJR,ESGU,1.1276462390466095
4444,IVE,XLK,1.1276264950446686
436,VTI,SCHD,1.1276167701784987
7842,XLC,ITOT,1.1275437057124014
7912,XLC,IWV,1.1274670842240713
9318,SLV,IUSV,1.1274569165162085
12033,IWY,MDY,1.127427673240778
3026,SCHX,RDVY,1.1274274324742195
10123,EFG,SPLG,1.1273462777027399
2645,IWD,XLK,1.1273372674677091
2624,VYM,VOOG,1.1273361580232315
1452,IJR,GSLC,1.1273154459650467
10637,AVUV,SPY,1.1272988896039846
8582,VOE,GSLC,1.1272858479097074
5498,SPYG,IWP,1.1272852607811172
4424,XLE,SMH,1.1272754562839682
9824,IWV,SPSM,1.1272345540688677
499,VTI,ACWI,1.1272287595449832
3065,QUAL,VV,1.1272203093300117
3769,MUB,XLE,1.127103688076754
3095,QUAL,VXF,1.1270910894498376
6468,SDY,VIG,1.1270086800185781
1933,XLK,XLY,1.1269778506382773
365,IVV,VOE,1.1269529871606854
8813,FNDX,QQQM,1.1269509169724552
11146,IWS,SOXX,1.1268768975496921
8465,VOE,IVV,1.1268595387246871
6700,USHY,IWB,1.1267722290218518
8483,VOE,RSP,1.1267416571012268
3631,XLV,IUSG,1.1267167197238195
8464,VOE,VOO,1.126700244174161
2831,IVW,SCHB,1.126693015838153
10473,HYG,IUSG,1.1266662641833436
331,IVV,DGRO,1.126646772836336
8828,FNDX,VONG,1.126584395746765
3660,XLV,OEF,1.1265684066829877
10190,EFG,IWV,1.1265600464814136
10892,OEF,RDVY,1.1265365584972225
10162,EFG,VXF,1.1264904265312248
2291,ITOT,VIG,1.1264058630272982
6665,USHY,VTI,1.1263792935219799
12629,SCHV,IJR,1.1263540242214753
11399,VOOG,RDVY,1.1262775615006377
9238,EMXC,ESGU,1.1261939512490333
7900,XLC,VBK,1.1261933490117078
3141,QUAL,RDVY,1.1261898416210758
67,SPY,SDY,1.1261837963020311
3662,XLV,VOOG,1.1261792567316555
95,SPY,XLP,1.1261736411182237
8580,VOE,ESGU,1.126090971152904
10193,EFG,VOT,1.1260816397840465
9896,DGRW,SDY,1.1260682360699665
3562,VT,VOT,1.126053864122527
1891,XLK,ITOT,1.1259863670727257
1340,IJR,SPY,1.125966378859759
7766,VGK,XLF,1.1259531820779316
9155,EMXC,IJH,1.1259460069089726
9948,DGRW,NOBL,1.125927352015096
1375,IJR,VV,1.1259189483195111
11985,IWY,VO,1.1258960007736383
13006,VTWO,XLV,1.1258389914762457
6739,USHY,VBK,1.125784782027325
4042,IWB,QUAL,1.125762467301953
9939,DGRW,EWJ,1.125759056147619
497,VTI,IUSV,1.1257304415863112
299,IVV,IWD,1.1256920545457145
2874,IVW,IWV,1.1256715673645667
7889,XLC,XLY,1.1256399229226917
3080,QUAL,VBR,1.1256385935208215
5091,SCHG,SCHX,1.1256077945511267
3235,SPLG,SCHD,1.1255245467123598
11185,ESGU,SCHD,1.1255185394035896
7345,IUSG,SPMD,1.125511036646941
1932,XLK,VXF,1.12549059143619
8826,FNDX,MGK,1.125417765791124
8492,VOE,SCHX,1.1253977096978829
3278,SPLG,SDY,1.1253757750778528
8505,VOE,VNQ,1.1253732901175515
8092,XLU,SDY,1.1253641638383574
463,VTI,IVE,1.125343142750289
8330,EEM,SMH,1.125334988421987
691,QQQ,VTWO,1.1253088713561585
294,IVV,RSP,1.1252774790113373
7712,ACWI,SCHA,1.1251143596067048
6366,VONG,IWP,1.125105589586234
9599,PFF,MGK,1.1250632463958694
11977,IWY,IJH,1.1250148391816284
9227,EMXC,IWV,1.1249863820415595
5173,SCHG,GSLC,1.1249436160125896
12196,IWO,VHT,1.1249257657926366
298,IVV,VYM,1.124791009956676
8491,VOE,IVW,1.1247813243892824
7147,XLY,VBK,1.1247783800708913
11382,VOOG,DGRW,1.1247139598857627
12374,SPSM,VGT,1.124677705021448
7276,IUSG,MDY,1.124648741474137
8576,VOE,OEF,1.124569924831208
12074,IWY,DGRW,1.1245698777981528
7914,XLC,DGRW,1.124509845255175
197,VOO,SPYV,1.1244632564085089
486,VTI,SDY,1.1244148488503987
5223,SCHB,XLF,1.1243502091538742
3592,XLV,VUG,1.124306990571905
1405,IJR,SDY,1.124299667568272
506,VTI,VOE,1.1242314109890998
11196,ESGU,XLF,1.1242006195384613
9176,EMXC,VV,1.1241366687180143
8488,VOE,VYM,1.1241306921226297
11528,GSLC,XLY,1.12409356265
11866,RDVY,SOXX,1.1240780995250952
6464,SDY,VTV,1.1240724929056987
7526,IUSV,IWY,1.1240397137409894
8523,VOE,COWZ,1.124027320189858
5230,SCHB,IWB,1.1239735639209214
10091,EFG,SPY,1.1239680095788795
3504,VT,DIA,1.1239206431311364
10690,AVUV,SCHB,1.1238998245951475
8251,VBK,VHT,1.1238651033101092
9240,EMXC,GSLC,1.1238218013605565
6373,VONG,DGRW,1.1237539443489952
10137,EFG,XLE,1.1237165870529862
3078,QUAL,SCHB,1.1236791819362677
7222,IUSG,IJR,1.1236362066136218
4548,QQQM,VB,1.1235387913866888
1341,IJR,VOO,1.123511734431992
7654,ACWI,ITOT,1.1234830179094895
10782,OEF,VIG,1.1233923939333326
5308,SCHB,RDVY,1.1233431519578347
3604,XLV,IVW,1.1233387480125063
752,VUG,VXF,1.123284349820901
1151,IWF,GSLC,1.1232196629170648
10640,AVUV,VTI,1.1231533275087304
5129,SCHG,VXF,1.1230714094863183
10092,EFG,VOO,1.1230420477368175
7797,VGK,VHT,1.1230391336045793
7617,EFV,AVUV,1.1230074806982544
6117,MGK,VB,1.1230002501056497
5201,SCHB,VIG,1.122920536644267
5506,SPYG,DGRW,1.1229107205362543
8254,VBK,XLP,1.1229015152375328
10336,VOT,IWY,1.1228982161116212
1391,IJR,SCHB,1.1228912538443754
10504,HYG,OEF,1.1227314991858546
8510,VOE,QQQM,1.1227277719491178
13071,VTWO,DGRW,1.1227275176664457
5931,SPYV,QQQ,1.1227112447695162
5157,SCHG,IWV,1.1226395374629112
8121,XLU,IWS,1.1226226612910262
8499,VOE,XLV,1.1225935800074034
11353,VOOG,VXF,1.122550194046698
12870,SCHP,IAU,1.1225214810404318
7220,IUSG,IJH,1.122445483576104
8080,XLU,DIA,1.122429128089538
8556,VOE,XLP,1.1223760928846211
8593,VOE,SCHV,1.1223715826400937
1307,VIG,FNDX,1.122334300865409
9408,IWP,XLE,1.1223153501769565
1065,IWF,SCHX,1.1223027273916046
4704,MBB,VONG,1.1222828515322156
10204,EFG,IWN,1.1222647720383796
6403,VONG,VTWO,1.1222558152452602
309,IVV,XLV,1.1222476299089348
1566,IEMG,SMH,1.1222475666764922
9601,PFF,VONG,1.1222390305996546
12098,IWY,SPSM,1.1222158144661154
2310,ITOT,XLF,1.1222017669163629
1073,IWF,VV,1.1221452381300716
3137,QUAL,GSLC,1.1221396538763917
1358,IJR,IWM,1.1220578225569207
10760,AVUV,RDVY,1.122039818044084
2043,IWM,VBR,1.1220347277701204
3248,SPLG,XLV,1.1219854133676646
1343,IJR,VTI,1.1219783924712785
2809,IVW,ITOT,1.1219660350087632
4395,DIA,IWO,1.1219199345457536
7185,XLY,RDVY,1.121912728225926
11978,IWY,VIG,1.1218855441577482
1745,VGT,GSLC,1.1217642882866832
10183,EFG,XLP,1.1217437956024363
5521,SPYG,RDVY,1.121725895504426
8056,XLU,VIG,1.1216368242426178
6568,SDY,RDVY,1.1216223567222272
7458,IUSV,SCHG,1.1215810965117414
184,VOO,IVE,1.1215647687886519
12484,SPSM,IWY,1.1215209856936663
5111,SCHG,SCHB,1.1215197733404974
10114,EFG,ITOT,1.121502349729658
1362,IJR,VB,1.1214658086043403
3042,QUAL,IJH,1.121441830766257
2581,VYM,IVW,1.1214258916582187
5465,SPYG,COWZ,1.1213910769505224
10015,IEI,XLE,1.1213733691318426
11625,NOBL,XLI,1.121365692164925
1996,IWM,VIG,1.1213440037568307
8527,VOE,MGK,1.121254023503901
1719,VGT,VBK,1.1212438671271574
3053,QUAL,ITOT,1.121229073232982
9149,EMXC,VTI,1.12120699689229
6548,SDY,DGRW,1.1211750443038153
7169,XLY,VOT,1.1211698985636027
7190,XLY,SPSM,1.1210218690838458
2061,IWM,XLY,1.1210001982683464
6521,SDY,XLY,1.1209969614724484
8082,XLU,IVE,1.1209322985255015
10127,EFG,XLV,1.120919023099862
8775,FNDX,QQQ,1.1209021064577667
13060,VTWO,VHT,1.1208151689245738
199,VOO,USMV,1.1208034695361624
7858,XLC,IWB,1.1207915967449953
6523,SDY,IUSG,1.1207809044177883
9191,EMXC,SCHB,1.1207806523033654
11241,ESGU,ACWI,1.1207719549058948
4089,IWB,SCHA,1.1206828972436393
12425,SPSM,VONG,1.1206699780731744
143,VOO,VTV,1.120644408258712
11979,IWY,IJR,1.1206424734206752
4060,IWB,SCHB,1.1205700209139495
12663,SCHV,SCHG,1.1205630082033333
10639,AVUV,IVV,1.1205544773552216
5188,SCHG,VTWO,1.1205357228572397
12227,IWO,FTEC,1.120479933822955
7524,IUSV,RDVY,1.1204287881271644
13000,VTWO,QUAL,1.1203739767358278
6748,USHY,MOAT,1.1203626490743415
1454,IJR,IWN,1.1203526061840225
4663,MBB,VUG,1.120336978067187
2017,IWM,SPLG,1.1203126572374413
6753,USHY,DGRW,1.1202432351931817
6779,USHY,SPMD,1.1201939045516092
9059,XLP,JEPI,1.1201419274619084
2103,IWM,GSLC,1.120120390177852
5649,DGRO,XLK,1.1200988211832485
8065,XLU,VYM,1.1200513018706206
5062,SCHG,VOO,1.120050283844818
4485,IVE,IYW,1.1200365418667637
10103,EFG,VIG,1.1199803297784252
2101,IWM,ESGU,1.1199583745500201
11477,GSLC,VO,1.1199537426555977
9333,SLV,MOAT,1.1199437165666344
1795,VO,IJR,1.11992000987877
474,VTI,DGRO,1.1198996137305386
1828,VO,SDY,1.1198597840558289
2097,IWM,OEF,1.1198334620436983
6534,SDY,VOE,1.1197581569055313
9252,EMXC,SPMD,1.119739013286381
6166,MGK,SCHA,1.1197012500019004
10209,EFG,SPSM,1.1196545768354775
12071,IWY,GDX,1.1196542870197972
9223,EMXC,IWP,1.11961484799329
3247,SPLG,VT,1.1196060355707245
8553,VOE,VHT,1.119593404501657
1903,XLK,IWB,1.119573031693545
4517,IVE,SPSM,1.1195706501798972
6500,SDY,QQQM,1.1195156079673156
13095,VTWO,SPMD,1.119487418485612
11660,NOBL,SPSM,1.1194849650334404
7122,XLY,COWZ,1.1194332854948865
7430,IUSV,IWM,1.1194327790799914
7532,IUSV,VTWO,1.1194218210497764
4338,DIA,IJR,1.119381568286292
13037,VTWO,MDY,1.1193701402372365
295,IVV,SCHD,1.1193543736006024
1039,IWF,VTI,1.119316531548073
7461,IUSV,VBR,1.1193076442159142
9869,DGRW,XLV,1.1192691030157091
12981,VTWO,IJH,1.1192599098576377
3089,QUAL,MDY,1.1192531590919594
7291,IUSG,VGK,1.119190637413613
2998,SCHX,MOAT,1.1191542727516905
7743,ACWI,IWN,1.1191310572420552
9168,EMXC,SCHX,1.1190907469232094
8467,VOE,QQQ,1.1190560292751972
4920,BSV,XLE,1.1189772134100326
4048,IWB,VV,1.1189649597147715
9293,SLV,IVE,1.1189210241197312
254,VOO,IWS,1.1189002991780739
8501,VOE,VV,1.1188912820611387
8124,XLU,RDVY,1.1188728557935876
2021,IWM,XLV,1.118833603649631
6563,SDY,VOOG,1.118677986437136
5996,SPYV,IWO,1.1186488823235956
2917,SCHX,VO,1.1186395779285638
1984,IWM,SPY,1.1186368262042905
3836,VV,SCHD,1.1186358098141413
10781,OEF,IJH,1.1186351068799907
6297,VONG,VB,1.1186273667184679
1424,IJR,SCHA,1.1186136827652935
10116,EFG,VB,1.1185439322402133
1429,IJR,XLP,1.1185134033511897
12024,IWY,VBR,1.1185101902573897
1958,XLK,GDX,1.1184744528711954
1679,VGT,VV,1.1184648814070024
9170,EMXC,SPLG,1.118457005812657
4101,IWB,IWV,1.118443668666476
4116,IWB,GSLC,1.1184302054809558
5682,DGRO,IYW,1.118419171090836
2105,IWM,IWN,1.1184186401250134
12009,IWY,IWR,1.1183798302633217
1342,IJR,IVV,1.1183556553163676
5475,SPYG,VXF,1.1183387668571185
207,VOO,XLI,1.1183385579538514
7252,IUSG,IWR,1.1183381861189479
10698,AVUV,COWZ,1.1183251447046316
1953,XLK,IWP,1.1183096887975192
4021,IWB,VTI,1.1183060058314682
12676,SCHV,VONG,1.1182948184658674
9165,EMXC,ITOT,1.1182668667672617
6283,VONG,VIG,1.118260494794401
4020,IWB,IVV,1.1182354321862196
2944,SCHX,DIA,1.118151060121464
9285,SLV,XLV,1.1181281429859258
4271,JEPI,XLI,1.118121706076275
432,VTI,VO,1.118120513605053
10901,OEF,SPMD,1.118116714463278
776,VUG,IWP,1.1180915617795215
7069,XLY,IJH,1.1180790302280996
1330,VIG,RDVY,1.1180221933508019
12192,IWO,IYW,1.1179793197016172
12867,SCHP,XLE,1.1179743038379881
8466,VOE,VTI,1.117958976126018
10093,EFG,IVV,1.1179503333949652
8579,VOE,IWS,1.1179205723389727
4621,QQQM,MOAT,1.1178708684837715
6525,SDY,IUSV,1.1178215221588856
1437,IJR,IWV,1.1177885007792838
4036,IWB,ITOT,1.11774839120116
7470,IUSV,VONG,1.1177210093877203
575,QQQ,IWM,1.1177090537061174
3333,SPLG,NOBL,1.1176458286042872
6562,SDY,ESGU,1.117641317655529
512,VTI,XLP,1.1176231937242027
10862,OEF,FNDX,1.1176118957668086
10835,OEF,MDY,1.117585125041647
2979,SCHX,IUSV,1.1175244370308528
11390,VOOG,AVUV,1.1175206149996575
7194,XLY,VTWO,1.1175060439599795
6570,SDY,IWO,1.117434700807361
5260,SCHB,XLY,1.117426424086767
6499,SDY,IVE,1.117386078416427
4610,QQQM,SCHA,1.1173724576386665
5934,SPYV,IJR,1.1173536978668162
12208,IWO,DGRW,1.1173000689932668
6774,USHY,IWO,1.1172772958001365
8089,XLU,SPYV,1.117248459889745
1037,IWF,VOO,1.117241261415306
7521,IUSV,NOBL,1.1172115980914985
2226,RSP,SPSM,1.117173714786546
2058,IWM,XLI,1.1171697717571578
1086,IWF,SCHB,1.1171660646522938
8100,XLU,IUSV,1.1171563310759602
3856,VV,DIA,1.1171471612690138
9854,DGRW,SCHD,1.1171396286439317
7768,VGK,XLV,1.116992908242077
5152,SCHG,IWP,1.1169533969884797
11589,NOBL,IJR,1.1169463467262477
8218,VBK,IAU,1.116899221764118
3061,QUAL,XLF,1.1168965927651988
9163,EMXC,IWM,1.1168806729044072
8061,XLU,RSP,1.116815652753829
9146,EMXC,SPY,1.1168128667534167
8116,XLU,VOT,1.116756462694141
10943,SOXX,VONG,1.116736303874559
2014,IWM,SCHX,1.1166947645101881
409,IVV,SCHV,1.1166258967705287
6292,VONG,IWM,1.1165909496284985
6486,SDY,SPLG,1.116578934501439
12732,SCHV,IWY,1.1165733312659416
4513,IVE,FTEC,1.1165560346371224
2981,SCHX,ACWI,1.116546993980352
11239,ESGU,IUSV,1.1164917735265885
371,IVV,XLP,1.1164729477060074
7830,XLC,IJH,1.1164713390993641
1453,IJR,NOBL,1.1164649805597573
1873,VO,SPSM,1.116455899369812
8564,VOE,IWV,1.1164129538627283
10739,AVUV,IWV,1.1163916291915965
4019,IWB,VOO,1.1163411567276766
343,IVV,SDY,1.1162511433742
1259,VIG,VO,1.1161807080277535
9427,IWP,USMV,1.116098837962669
8064,XLU,VB,1.1160720597118794
4088,IWB,VBK,1.1160719856979795
7135,XLY,VXF,1.115999990278136
12738,SCHV,VTWO,1.1159902447180308
11752,IWN,GBTC,1.1159381788121934
6679,USHY,VO,1.11592764404892
10278,VOT,VONG,1.115927462786632
1868,VO,IWN,1.1158949724132152
1675,VGT,SCHX,1.1158826836110438
8781,FNDX,IWF,1.1158774962008426
8776,FNDX,VUG,1.1158691954095652
581,QQQ,VB,1.115866018437899
122,SPY,NOBL,1.1157945345506857
1985,IWM,VOO,1.115793862506104
193,VOO,DGRO,1.115730420013885
8053,XLU,VTV,1.1157301987277208
3889,VV,IUSV,1.1157094478693856
11275,ESGU,IWS,1.1156770587241367
1997,IWM,IJR,1.11566870571598
9456,IWP,XLP,1.1156291500404467
13027,VTWO,SPYG,1.1156238699428918
2153,RSP,SCHG,1.11561895921285
