Fri Jun 18 01:13:09 2021    output.dat

         298323675 function calls (280643773 primitive calls) in 290.736 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      857    0.059    0.000    0.059    0.000 {method 'sendall' of '_socket.socket' objects}
      857    0.029    0.000    0.029    0.000 {method 'setsockopt' of '_socket.socket' objects}
      845    0.432    0.001    2.211    0.003 C:\Users\marin\workspace\ib-auto-trading\backtest\backtest_trades_all.py:104(plotLines)
      246    0.000    0.000    0.000    0.000 {built-in method builtins.min}
      223    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:233(__next)
      175    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:164(__getitem__)
      138    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:254(get)
       98    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:249(match)
       82    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       74    0.000    0.000    0.001    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\urllib\parse.py:408(_splitnetloc)
       74    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\urllib\parse.py:416(_checknetloc)
       74    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       72    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:172(append)
       64    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       52    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:160(__len__)
       49    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\_strptime.py:234(<genexpr>)
       47    0.000    0.000    0.005    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\json\__init__.py:299(loads)
       47    0.000    0.000    0.005    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\json\decoder.py:332(decode)
       47    0.005    0.000    0.005    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\json\decoder.py:343(raw_decode)
       47    0.000    0.000    0.006    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\models.py:876(json)
    45/11    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:174(getwidth)
       43    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\re.py:270(escape)
       43    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       42    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:286(tell)
       40    0.000    0.000    0.003    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:276(_optimize_charset)
       40    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:249(_compile_charset)
       38    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
     36/2    0.000    0.000    0.004    0.002 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:71(_compile)
       36    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:111(__init__)
     28/2    0.000    0.000    0.001    0.001 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:493(_parse)
       26    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\calendar.py:58(__getitem__)
       22    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:81(groups)
       22    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
       21    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:432(_uniq)
       21    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       18    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       17    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:355(_escape)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:231(_verbose_message)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:64(<listcomp>)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:62(_path_join)
       14    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\calendar.py:77(__getitem__)
       13    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:65(_combine_flags)
       12    0.000    0.000    0.006    0.001 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\re.py:250(compile)
       12    0.000    0.000    0.006    0.001 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\re.py:289(_compile)
     11/2    0.000    0.000    0.001    0.001 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:435(_parse_sub)
       10    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\re.py:325(_subx)
       10    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        9    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:84(opengroup)
        9    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:96(closegroup)
        9    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:267(getuntil)
        9    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {built-in method time.strftime}
        6    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:453(_get_iscased)
        6    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\_strptime.py:219(__seqToRE)
        6    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        6    1.165    0.194    1.165    0.194 {built-in method builtins.print}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:80(_path_stat)
        5    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\_strptime.py:238(pattern)
        5    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1272(_path_importer_cache)
      4/2    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:461(_get_literal_prefix)
        4    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:595(isstring)
        4    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\_strptime.py:210(<genexpr>)
        4   15.277    3.819   15.329    3.832 {built-in method _pickle.load}
        4    0.000    0.000    0.000    0.000 {built-in method gc.enable}
        4    0.000    0.000    0.000    0.000 {built-in method gc.disable}
        4    0.001    0.000    0.001    0.000 {built-in method io.open}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:36(_relax_case)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:51(_unpack_uint32)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:874(__enter__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:878(__exit__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1438(find_spec)
        3    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\urllib\parse.py:85(clear_cache)
        3    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:385(cached)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:68(_path_split)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:301(cache_from_source)
        2    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\types.py:171(__get__)
        2    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\enum.py:763(value)
        2    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\enum.py:948(__and__)
        2    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:492(_get_charset_prefix)
        2    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:536(_compile_info)
        2    0.000    0.000    0.004    0.002 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:598(_code)
        2    0.000    0.000    0.006    0.003 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:759(compile)
        2    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:76(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:224(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:921(fix_flags)
        2    0.000    0.000    0.001    0.001 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:937(parse)
        2    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\calendar.py:53(<lambda>)
        2    0.000    0.000    0.006    0.003 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\_strptime.py:261(compile)
        2    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        2    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        2    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
      2/1    0.000    0.000  290.748  290.748 {built-in method builtins.exec}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:87(acquire)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:112(release)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:152(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:156(__enter__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:160(__exit__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:185(cb)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:166(_get_module_lock)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:220(_call_with_frames_removed)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:351(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:398(parent)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(has_location)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:486(_init_module_attrs)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:558(module_from_spec)
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap>:659(_load_unlocked)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:736(find_spec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:811(find_spec)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:901(_find_spec)
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap>:967(_find_and_load_unlocked)
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap>:1002(_find_and_load)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:90(_path_is_mode_type)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:99(_path_isfile)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:431(_get_cached)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:463(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:500(_classify_pyc)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:533(_validate_timestamp_pyc)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:585(_compile_bytecode)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:636(spec_from_file_location)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:781(create_module)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:784(exec_module)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:856(get_code)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:946(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:971(get_filename)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:976(get_data)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1017(path_stats)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1309(_get_spec)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1341(find_spec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1433(_get_spec)
        1    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:423(_simple)
        1    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:168(__setitem__)
        1    5.591    5.591  288.632  288.632 C:\Users\marin\workspace\ib-auto-trading\backtest\backtest_trades_all.py:270(main)
        1    2.116    2.116  290.748  290.748 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\_strptime.py:49(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\_strptime.py:83(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\_strptime.py:84(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\_strptime.py:80(__calc_weekday)
        1    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\_strptime.py:90(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\_strptime.py:91(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\_strptime.py:88(__calc_month)
        1    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\_strptime.py:95(__calc_am_pm)
        1    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\_strptime.py:128(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\_strptime.py:107(__calc_date_time)
        1    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\_strptime.py:152(__calc_timezone)
        1    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\_strptime.py:30(LocaleTime)
        1    0.000    0.000    0.001    0.001 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\_strptime.py:173(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\_strptime.py:170(TimeRE)
        1    0.000    0.000    0.001    0.001 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\_strptime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 {built-in method io.open_code}
        1    0.000    0.000    0.000    0.000 {method '__getitem__' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        1    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}


