Fri Jun 18 01:13:09 2021    output.dat

         298323675 function calls (280643773 primitive calls) in 290.736 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     4779    0.005    0.000    0.019    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\_asarray.py:110(asanyarray)
     4779    0.009    0.000    0.015    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\dataclasses.py:1047(is_dataclass)
     4779    0.005    0.000    0.007    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\inference.py:295(is_named_tuple)
     4779    0.041    0.000    0.058    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\inference.py:391(is_dataclass)
     4779    0.047    0.000    0.080    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\cast.py:1617(construct_1d_object_array_from_listlike)
     4779    0.017    0.000    0.028    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\common.py:170(all_none)
     4779    0.034    0.000    0.060    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:425(_simple_new)
     4779    0.003    0.000    0.003    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:532(is_)
     4779    0.010    0.000    0.031    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:1239(name)
     4779    0.008    0.000    0.011    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:4393(equals)
     4779    0.028    0.000    0.237    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:5947(default_index)
     4779    0.020    0.000    0.086    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:5969(_maybe_cast_with_dtype)
     4779    0.035    0.000    0.157    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:6023(_maybe_cast_data_without_dtype)
     4779    0.020    0.000    0.020    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\flags.py:47(__init__)
     4779    0.003    0.000    0.003    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\numeric.py:78(_validate_dtype)
     4779    0.025    0.000    0.074    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\range.py:133(_simple_new)
     4779    0.058    0.000    0.209    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\range.py:85(__new__)
     4779    0.196    0.000  246.112    0.051 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\frame.py:502(__init__)
     4779    0.050    0.000    0.070    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\generic.py:188(__init__)
     4779    0.013    0.000    0.022    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:132(<listcomp>)
     4779    0.045    0.000    0.254    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:126(__init__)
     4779    0.021    0.000    0.052    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:206(shape)
     4779    0.003    0.000    0.003    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:253(items)
     4779    0.056    0.000    0.173    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:318(_verify_integrity)
     4779    0.007    0.000    0.051    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:681(is_consolidated)
     4779    0.014    0.000    0.020    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:690(<listcomp>)
     4779    0.022    0.000    0.044    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:689(_consolidate_check)
     4779    0.006    0.000    0.057    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:991(_consolidate_inplace)
     4779    0.019    0.000    0.073    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:1699(<listcomp>)
     4779    0.063    0.000    5.133    0.001 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:1690(create_block_manager_from_arrays)
     4779    0.392    0.000    4.661    0.001 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:1733(_form_blocks)
     4779    0.019    0.000    0.547    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:1829(_simple_blockify)
     4779    0.035    0.000    8.477    0.002 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\construction.py:62(arrays_to_mgr)
     4779    0.126    0.000    3.296    0.001 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\construction.py:333(_homogenize)
     4779    1.556    0.000  222.917    0.047 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\construction.py:470(dataclasses_to_dicts)
     4779    0.059    0.000   11.819    0.002 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\construction.py:502(to_arrays)
     4779    0.639    0.000    0.639    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\construction.py:647(<listcomp>)
     4779    0.213    0.000   11.717    0.002 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\construction.py:613(_list_of_dict_to_arrays)
     4779    0.030    0.000    0.051    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\construction.py:655(_validate_or_indexify_columns)
     4779    0.037    0.000    5.774    0.001 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\construction.py:736(<listcomp>)
     4779    0.014    0.000    5.788    0.001 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\construction.py:713(_convert_object_array)
     4779    1.438    0.000    1.438    0.000 {pandas._libs.lib.dicts_to_array}
     4779    0.003    0.000    0.003    0.000 {pandas._libs.lib.is_iterator}
     4779    0.198    0.000    0.352    0.000 {pandas._libs.lib.clean_index_list}
     4779    1.016    0.000    3.567    0.001 {pandas._libs.lib.fast_unique_multiple_list_gen}
     4779    0.044    0.000    0.044    0.000 {built-in method numpy.arange}
     4779    0.012    0.000    0.012    0.000 {built-in method numpy.zeros}
     4779    0.012    0.000    0.041    0.000 {built-in method builtins.sum}
     4285    0.008    0.000    0.025    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\_collections_abc.py:766(__contains__)
     4285    0.031    0.000    0.056    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\client.py:1209(putheader)
     4285    0.005    0.000    0.008    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\client.py:1257(<genexpr>)
     4285    0.012    0.000    0.079    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\connection.py:216(putheader)
     4285    0.004    0.000    0.005    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\_collections.py:187(__iter__)
     4285    0.003    0.000    0.004    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\_internal_utils.py:14(to_native_string)
     4285    0.001    0.000    0.001    0.000 {method 'popleft' of 'collections.deque' objects}
     4285    0.006    0.000    0.006    0.000 {method 'fullmatch' of 're.Pattern' objects}
     4285    0.002    0.000    0.002    0.000 {method 'setdefault' of 'dict' objects}
     4285    0.003    0.000    0.003    0.000 {method 'lstrip' of 'str' objects}
     3429    0.003    0.000    0.003    0.000 {method 'endswith' of 'str' objects}
     3428    0.002    0.000    0.002    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\client.py:434(isclosed)
     3428    0.007    0.000    0.009    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\email\message.py:29(_splitparam)
     3428    0.012    0.000    0.019    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\email\_policybase.py:293(header_source_parse)
     3428    0.004    0.000    0.004    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\email\message.py:479(set_raw)
     3428    0.010    0.000    0.013    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\email\message.py:497(get_all)
     3428    0.012    0.000    0.056    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\email\message.py:564(get_content_type)
     3428    0.020    0.000    0.031    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\util\timeout.py:102(__init__)
     3428    0.009    0.000    0.017    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\util\url.py:274(_normalize_host)
     3428    0.006    0.000    0.009    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\_collections.py:215(add)
     3428    0.005    0.000    0.012    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\utils.py:942(check_header_validity)
     3428    0.012    0.000    0.012    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\cookiejar.py:877(__init__)
     3428    0.018    0.000    0.047    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\cookiejar.py:1258(__init__)
     3428    0.001    0.000    0.001    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\cookies.py:111(info)
     3428    0.004    0.000    0.004    0.000 {method 'acquire' of '_thread.RLock' objects}
     3428    0.001    0.000    0.001    0.000 {method 'release' of '_thread.RLock' objects}
     3428    0.002    0.000    0.002    0.000 {method '__exit__' of '_thread.RLock' objects}
     3428    0.002    0.000    0.002    0.000 {built-in method time.time}
     3428    0.002    0.000    0.002    0.000 {method 'seek' of '_io.StringIO' objects}
     3428    0.003    0.000    0.003    0.000 {method 'copy' of 'dict' objects}
     3428    0.003    0.000    0.003    0.000 {method 'setdefault' of 'collections.OrderedDict' objects}
     3428    0.001    0.000    0.001    0.000 {method 'items' of 'collections.OrderedDict' objects}
     3428    0.003    0.000    0.003    0.000 {method 'count' of 'str' objects}
     3186    0.006    0.000    0.014    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\fromnumeric.py:52(_wrapfunc)
     3186    0.001    0.000    0.001    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\fromnumeric.py:598(_transpose_dispatcher)
     3186    0.005    0.000    0.018    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\fromnumeric.py:602(transpose)
     3186    0.007    0.000    0.031    0.000 <__array_function__ internals>:2(transpose)
     3186    0.006    0.000    0.008    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\index_tricks.py:674(__next__)
     3186    0.006    0.000    0.014    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\shape_base.py:370(<genexpr>)
     3186    0.005    0.000    0.006    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\blocks.py:2515(_maybe_coerce_values)
     3186    0.014    0.000    0.014    0.000 {method 'reshape' of 'numpy.ndarray' objects}
     3186    0.005    0.000    0.005    0.000 {method 'transpose' of 'numpy.ndarray' objects}
     2665    0.007    0.000    0.151    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\models.py:818(content)
     2651    0.001    0.000    0.001    0.000 {method 'end' of 're.Match' objects}
     2571    0.016    0.000    0.016    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\threading.py:228(__init__)
     2571    0.004    0.000    0.040    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\email\message.py:588(get_content_maintype)
     2571    0.012    0.000    0.019    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\util\url.py:91(__new__)
     2571    0.023    0.000    0.038    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\util\url.py:244(_remove_path_dot_segments)
     2571    0.069    0.000    0.425    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\util\url.py:330(parse_url)
     2571    0.002    0.000    0.002    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\util\timeout.py:220(connect_timeout)
     2571    0.003    0.000    0.003    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\request.py:40(__init__)
     2571    0.003    0.000    0.006    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\utils.py:176(<genexpr>)
     2571    0.001    0.000    0.001    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\cookiejar.py:44(_debug)
     2571    0.010    0.000    0.062    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\cookies.py:37(__init__)
     2571    0.004    0.000    0.023    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\cookies.py:521(<listcomp>)
     2571    0.013    0.000    0.080    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\cookies.py:508(cookiejar_from_dict)
     2571    0.002    0.000    0.004    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\structures.py:62(__len__)
     2571    0.002    0.000    0.002    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\hooks.py:18(<dictcomp>)
     2571    0.005    0.000    0.007    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\hooks.py:17(default_hooks)
     2571    0.004    0.000    0.016    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\sessions.py:74(<listcomp>)
     2571    0.025    0.000    0.025    0.000 {built-in method winreg.QueryValueEx}
     2559    0.008    0.000    0.012    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\locale.py:386(normalize)
     2559    0.005    0.000    0.016    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\locale.py:469(_parse_localename)
     2559    0.006    0.000    0.045    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\locale.py:577(getlocale)
     2559    0.008    0.000    0.053    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\_strptime.py:26(_getlang)
     2559    0.023    0.000    0.023    0.000 {built-in method _locale.setlocale}
     2558    0.003    0.000    0.003    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\socket.py:729(readable)
     2557    0.070    0.000    0.158    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\_strptime.py:309(_strptime)
     2557    0.013    0.000    0.170    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\_strptime.py:565(_strptime_datetime)
     2557    0.007    0.000    0.007    0.000 {method 'groupdict' of 're.Match' objects}
     2557    0.008    0.000    0.181    0.000 {built-in method strptime}
     2557    0.001    0.000    0.001    0.000 {method 'weekday' of 'datetime.date' objects}
     2543    0.004    0.000    0.004    0.000 {method 'sort' of 'list' objects}
     2020    0.002    0.000    0.002    0.000 {built-in method builtins.max}
     1996    0.024    0.000    0.032    0.000 C:\Users\marin\workspace\ib-auto-trading\backtest\backtest_trades_all.py:52(normalizeFloat)
     1996    0.002    0.000    0.002    0.000 {built-in method math.ceil}
     1719    0.098    0.000    0.098    0.000 {built-in method nt.stat}
     1718    0.016    0.000    0.018    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\enum.py:334(__call__)
     1718    0.003    0.000    0.003    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\enum.py:646(__new__)
     1717    0.001    0.000    0.001    0.000 {built-in method nt.fspath}
     1714    0.001    0.000    0.002    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\ntpath.py:34(_get_bothseps)
     1714    0.019    0.000    0.045    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\ntpath.py:289(expanduser)
     1714    0.001    0.000    0.006    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\_collections_abc.py:804(__len__)
     1714    0.006    0.000    0.103    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\genericpath.py:16(exists)
     1714    0.008    0.000    0.009    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\contextlib.py:86(__init__)
     1714    0.003    0.000    0.006    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\contextlib.py:112(__enter__)
     1714    0.005    0.000    0.037    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\contextlib.py:121(__exit__)
     1714    0.004    0.000    0.013    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\contextlib.py:242(helper)
     1714    0.004    0.000    0.022    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\socket.py:99(_intenum_converter)
     1714    0.004    0.000    0.007    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\logging\__init__.py:1424(debug)
     1714    0.003    0.000    0.003    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\logging\__init__.py:1689(isEnabledFor)
     1714    0.007    0.000    0.029    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\urllib\parse.py:486(urlunparse)
     1714    0.009    0.000    0.014    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\urllib\parse.py:497(urlunsplit)
     1714    0.163    0.000    1.064    0.001 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\urllib\request.py:2486(getproxies_environment)
     1714    0.006    0.000    0.006    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\email\message.py:120(__init__)
     1714    0.003    0.000    0.005    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\email\feedparser.py:122(pushlines)
     1714    0.001    0.000    0.001    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\email\feedparser.py:125(__iter__)
     1714    0.004    0.000    0.156    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\email\feedparser.py:178(_call_parse)
     1714    0.023    0.000    0.152    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\email\feedparser.py:218(_parsegen)
     1714    0.001    0.000    0.002    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\email\message.py:181(is_multipart)
     1714    0.003    0.000    0.020    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\connectionpool.py:320(_get_timeout)
     1714    0.003    0.000    0.004    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\packages\six.py:642(itervalues)
     1714    0.002    0.000    0.002    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\packages\six.py:992(ensure_str)
     1714    0.002    0.000    0.003    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\connection.py:127(host)
     1714    0.003    0.000    0.004    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\connection.py:232(<genexpr>)
     1714    0.003    0.000    0.004    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\util\response.py:9(is_fp_closed)
     1714    0.002    0.000    0.003    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\util\retry.py:283(<listcomp>)
     1714    0.019    0.000    0.023    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\util\retry.py:225(__init__)
     1714    0.004    0.000    0.016    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\util\timeout.py:181(clone)
     1714    0.007    0.000    0.015    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\_collections.py:47(__init__)
     1714    0.013    0.000    0.177    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\_collections.py:92(clear)
     1714    0.001    0.000    0.002    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\response.py:251(<genexpr>)
     1714    0.003    0.000    0.030    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\response.py:425(_error_catcher)
     1714    0.005    0.000    0.131    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\response.py:555(stream)
     1714    0.012    0.000    0.030    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\poolmanager.py:170(__init__)
     1714    0.003    0.000    0.180    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\poolmanager.py:215(clear)
     1714    0.001    0.000    0.001    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\utils.py:687(set_environ)
     1714    0.012    0.000    0.081    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\utils.py:782(select_proxy)
     1714    0.011    0.000    0.025    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\cookiejar.py:1596(make_cookies)
     1714    0.010    0.000    0.039    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\http\cookiejar.py:1677(extract_cookies)
     1714    0.005    0.000    0.012    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\cookies.py:348(update)
     1714    0.001    0.000    0.001    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\cookies.py:104(__init__)
     1714    0.009    0.000    0.089    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\cookies.py:118(extract_cookies_to_jar)
     1714    0.005    0.000    0.019    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\cookies.py:529(merge_cookies)
     1714    0.005    0.000    0.048    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\structures.py:82(copy)
     1714    0.004    0.000    0.137    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\models.py:749(generate)
     1714    0.009    0.000    0.013    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\encodings\idna.py:147(encode)
     1714    0.003    0.000    0.004    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\sessions.py:755(<listcomp>)
     1714    0.005    0.000    0.009    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\sessions.py:749(mount)
     1714    0.006    0.000    0.006    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\adapters.py:58(__init__)
     1714    0.016    0.000    0.084    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\adapters.py:113(__init__)
     1714    0.009    0.000    0.039    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\adapters.py:146(init_poolmanager)
     1714    0.006    0.000    0.187    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\adapters.py:319(close)
     1714    0.001    0.000    0.001    0.000 {method 'extend' of 'collections.deque' objects}
     1714    0.001    0.000    0.001    0.000 {built-in method time.perf_counter}
     1714    0.002    0.000    0.002    0.000 {method 'read' of '_io.StringIO' objects}
     1714    0.001    0.000    0.001    0.000 {method 'truncate' of '_io.StringIO' objects}
     1714    0.003    0.000    0.005    0.000 {function SocketIO.close at 0x000000A9515D29D0}
     1714    0.008    0.000    0.008    0.000 {method 'readlines' of '_io._IOBase' objects}
     1714    0.002    0.000    0.002    0.000 {method 'split' of 'bytes' objects}
     1714    0.001    0.000    0.001    0.000 {method 'update' of 'collections.OrderedDict' objects}
     1714    0.002    0.000    0.002    0.000 {method 'clear' of 'collections.OrderedDict' objects}
     1714    0.032    0.000    0.032    0.000 {built-in method winreg.OpenKey}
     1714    0.001    0.000    0.001    0.000 {built-in method builtins.iter}
     1714    0.006    0.000    0.006    0.000 {method 'settimeout' of '_socket.socket' objects}
     1701    0.010    0.000    8.313    0.005 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\socket.py:690(readinto)
     1701    0.001    0.000    0.001    0.000 {method '_checkClosed' of '_io._IOBase' objects}
     1701    0.002    0.000    0.004    0.000 {method '_checkReadable' of '_io._IOBase' objects}
     1701    8.299    0.005    8.299    0.005 {method 'recv_into' of '_socket.socket' objects}
     1593    0.037    0.000    0.634    0.000 C:\Users\marin\workspace\ib-auto-trading\backtest\backtest_trades_all.py:39(sma)
     1593    0.001    0.000    0.001    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\multiarray.py:75(empty_like)
     1593    0.001    0.000    0.001    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\multiarray.py:644(result_type)
     1593    0.006    0.000    0.016    0.000 <__array_function__ internals>:2(empty_like)
     1593    0.004    0.000    0.010    0.000 <__array_function__ internals>:2(result_type)
     1593    0.008    0.000    0.037    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\numeric.py:75(zeros_like)
     1593    0.001    0.000    0.001    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\numeric.py:71(_zeros_like_dispatcher)
     1593    0.008    0.000    0.053    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\numeric.py:148(ones)
     1593    0.006    0.000    0.007    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\numeric.py:670(_mode_from_name)
     1593    0.001    0.000    0.001    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\numeric.py:749(_convolve_dispatcher)
     1593    0.011    0.000    0.047    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\numeric.py:753(convolve)
     1593    0.001    0.000    0.001    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\shape_base.py:20(_atleast_1d_dispatcher)
     1593    0.010    0.000    0.032    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\shape_base.py:24(atleast_1d)
     1593    0.005    0.000    0.041    0.000 <__array_function__ internals>:2(atleast_1d)
     1593    0.004    0.000    0.044    0.000 <__array_function__ internals>:2(zeros_like)
     1593    0.012    0.000    0.062    0.000 <__array_function__ internals>:2(convolve)
     1593    0.032    0.000    0.154    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\index_tricks.py:647(__init__)
     1593    0.001    0.000    0.001    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\index_tricks.py:655(__iter__)
     1593    0.003    0.000    0.003    0.000 C:\Users\marin\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\stride_tricks.py:20(__init__)
