Datetime,Open,High,Low,Close,Adj Close,Volume
2024-06-04 21:05:00-04:00,2345.800048828125,2347.10009765625,2345.300048828125,2346.300048828125,2346.300048828125,0
2024-06-04 21:10:00-04:00,2346.39990234375,2347.0,2345.89990234375,2346.39990234375,2346.39990234375,204
2024-06-04 21:15:00-04:00,2346.5,2346.699951171875,2346.0,2346.0,2346.0,135
2024-06-04 21:20:00-04:00,2345.800048828125,2346.800048828125,2345.300048828125,2346.5,2346.5,161
2024-06-04 21:25:00-04:00,2346.5,2347.199951171875,2346.300048828125,2347.10009765625,2347.10009765625,160
2024-06-04 21:30:00-04:00,2347.10009765625,2348.300048828125,2347.0,2347.89990234375,2347.89990234375,177
2024-06-04 21:35:00-04:00,2347.89990234375,2347.89990234375,2346.89990234375,2347.0,2347.0,131
2024-06-04 21:40:00-04:00,2346.699951171875,2348.89990234375,2346.60009765625,2348.800048828125,2348.800048828125,176
2024-06-04 21:45:00-04:00,2348.89990234375,2349.89990234375,2348.800048828125,2349.0,2349.0,415
2024-06-04 21:50:00-04:00,2349.10009765625,2350.699951171875,2348.10009765625,2350.10009765625,2350.10009765625,571
2024-06-04 21:55:00-04:00,2350.10009765625,2350.10009765625,2349.10009765625,2350.0,2350.0,220
2024-06-04 22:00:00-04:00,2350.0,2350.89990234375,2349.5,2349.699951171875,2349.699951171875,510
2024-06-04 22:05:00-04:00,2349.60009765625,2350.5,2349.39990234375,2350.199951171875,2350.199951171875,107
2024-06-04 22:10:00-04:00,2350.300048828125,2351.699951171875,2350.199951171875,2351.10009765625,2351.10009765625,242
2024-06-04 22:15:00-04:00,2351.199951171875,2351.800048828125,2351.0,2351.800048828125,2351.800048828125,65
2024-06-04 22:20:00-04:00,2351.699951171875,2352.300048828125,2351.39990234375,2351.699951171875,2351.699951171875,252
2024-06-04 22:25:00-04:00,2351.800048828125,2352.60009765625,2351.800048828125,2352.300048828125,2352.300048828125,245
2024-06-04 22:30:00-04:00,2352.300048828125,2353.10009765625,2352.300048828125,2352.800048828125,2352.800048828125,249
2024-06-04 22:35:00-04:00,2352.89990234375,2352.89990234375,2351.800048828125,2352.0,2352.0,306
2024-06-04 22:40:00-04:00,2351.800048828125,2351.89990234375,2350.5,2351.10009765625,2351.10009765625,688
2024-06-04 22:45:00-04:00,2351.0,2351.699951171875,2350.300048828125,2351.199951171875,2351.199951171875,629
2024-06-04 22:50:00-04:00,2351.10009765625,2352.10009765625,2351.10009765625,2351.60009765625,2351.60009765625,150
2024-06-04 22:55:00-04:00,2351.60009765625,2353.300048828125,2351.300048828125,2353.10009765625,2353.10009765625,181
2024-06-04 23:00:00-04:00,2353.0,2353.89990234375,2352.60009765625,2353.10009765625,2353.10009765625,370
2024-06-04 23:05:00-04:00,2353.10009765625,2355.0,2353.10009765625,2354.89990234375,2354.89990234375,663
2024-06-04 23:10:00-04:00,2354.699951171875,2356.300048828125,2354.199951171875,2354.60009765625,2354.60009765625,462
2024-06-04 23:15:00-04:00,2354.5,2355.60009765625,2354.39990234375,2355.39990234375,2355.39990234375,176
2024-06-04 23:20:00-04:00,2355.300048828125,2355.5,2354.10009765625,2355.39990234375,2355.39990234375,189
2024-06-04 23:25:00-04:00,2355.300048828125,2355.5,2354.10009765625,2354.699951171875,2354.699951171875,236
2024-06-04 23:30:00-04:00,2354.60009765625,2355.199951171875,2354.199951171875,2354.60009765625,2354.60009765625,361
2024-06-04 23:35:00-04:00,2354.5,2355.39990234375,2354.39990234375,2355.10009765625,2355.10009765625,118
2024-06-04 23:40:00-04:00,2355.0,2356.89990234375,2355.0,2356.0,2356.0,634
2024-06-04 23:45:00-04:00,2356.10009765625,2358.0,2356.10009765625,2356.800048828125,2356.800048828125,1022
2024-06-04 23:50:00-04:00,2356.89990234375,2357.800048828125,2356.5,2356.699951171875,2356.699951171875,635
2024-06-04 23:55:00-04:00,2356.60009765625,2357.10009765625,2356.300048828125,2356.89990234375,2356.89990234375,151
2024-06-05 00:00:00-04:00,2357.199951171875,2357.199951171875,2356.0,2356.199951171875,2356.199951171875,188
2024-06-05 00:05:00-04:00,2356.10009765625,2357.699951171875,2356.0,2357.199951171875,2357.199951171875,323
2024-06-05 00:10:00-04:00,2357.10009765625,2357.699951171875,2356.89990234375,2357.0,2357.0,142
2024-06-05 00:15:00-04:00,2356.800048828125,2356.89990234375,2356.39990234375,2356.5,2356.5,66
2024-06-05 00:20:00-04:00,2356.5,2356.699951171875,2356.199951171875,2356.300048828125,2356.300048828125,53
2024-06-05 00:25:00-04:00,2356.39990234375,2356.5,2355.60009765625,2356.10009765625,2356.10009765625,160
2024-06-05 00:30:00-04:00,2356.0,2356.39990234375,2355.60009765625,2356.10009765625,2356.10009765625,243
2024-06-05 00:35:00-04:00,2356.0,2356.89990234375,2356.0,2356.5,2356.5,118
2024-06-05 00:40:00-04:00,2356.39990234375,2357.199951171875,2356.300048828125,2356.800048828125,2356.800048828125,156
2024-06-05 00:45:00-04:00,2357.0,2357.89990234375,2356.89990234375,2357.800048828125,2357.800048828125,174
2024-06-05 00:50:00-04:00,2357.89990234375,2358.10009765625,2357.199951171875,2357.800048828125,2357.800048828125,412
2024-06-05 00:55:00-04:00,2357.699951171875,2357.89990234375,2357.0,2357.800048828125,2357.800048828125,141
2024-06-05 01:00:00-04:00,2357.89990234375,2360.0,2357.89990234375,2359.60009765625,2359.60009765625,952
2024-06-05 01:05:00-04:00,2359.699951171875,2360.300048828125,2359.300048828125,2360.0,2360.0,215
2024-06-05 01:10:00-04:00,2360.10009765625,2361.699951171875,2359.89990234375,2360.5,2360.5,780
2024-06-05 01:15:00-04:00,2360.39990234375,2361.199951171875,2359.800048828125,2359.89990234375,2359.89990234375,388
2024-06-05 01:20:00-04:00,2359.699951171875,2360.60009765625,2359.199951171875,2360.199951171875,2360.199951171875,353
2024-06-05 01:25:00-04:00,2360.300048828125,2360.800048828125,2359.60009765625,2360.10009765625,2360.10009765625,731
2024-06-05 01:30:00-04:00,2360.10009765625,2360.800048828125,2359.0,2359.199951171875,2359.199951171875,1139
2024-06-05 01:35:00-04:00,2359.300048828125,2359.5,2358.10009765625,2358.300048828125,2358.300048828125,270
2024-06-05 01:40:00-04:00,2358.300048828125,2359.10009765625,2358.0,2358.39990234375,2358.39990234375,184
2024-06-05 01:45:00-04:00,2358.39990234375,2359.10009765625,2358.0,2359.0,2359.0,121
2024-06-05 01:50:00-04:00,2358.89990234375,2358.89990234375,2357.300048828125,2358.10009765625,2358.10009765625,248
2024-06-05 01:55:00-04:00,2357.89990234375,2358.5,2357.199951171875,2357.199951171875,2357.199951171875,247
2024-06-05 02:00:00-04:00,2357.199951171875,2358.39990234375,2356.60009765625,2356.699951171875,2356.699951171875,653
2024-06-05 02:05:00-04:00,2356.60009765625,2357.300048828125,2355.10009765625,2355.60009765625,2355.60009765625,900
2024-06-05 02:10:00-04:00,2355.60009765625,2355.60009765625,2353.0,2353.39990234375,2353.39990234375,1230
2024-06-05 02:15:00-04:00,2353.39990234375,2353.39990234375,2347.800048828125,2348.5,2348.5,1511
2024-06-05 02:20:00-04:00,2348.300048828125,2350.800048828125,2347.89990234375,2350.699951171875,2350.699951171875,1339
2024-06-05 02:25:00-04:00,2350.60009765625,2351.5,2350.0,2351.0,2351.0,502
2024-06-05 02:30:00-04:00,2351.10009765625,2351.89990234375,2350.5,2351.0,2351.0,309
2024-06-05 02:35:00-04:00,2351.10009765625,2353.199951171875,2350.199951171875,2352.300048828125,2352.300048828125,480
2024-06-05 02:40:00-04:00,2352.199951171875,2353.199951171875,2351.800048828125,2353.0,2353.0,274
2024-06-05 02:45:00-04:00,2352.89990234375,2352.89990234375,2351.10009765625,2351.699951171875,2351.699951171875,441
2024-06-05 02:50:00-04:00,2351.5,2352.10009765625,2350.60009765625,2351.39990234375,2351.39990234375,196
2024-06-05 02:55:00-04:00,2351.60009765625,2353.39990234375,2351.5,2352.60009765625,2352.60009765625,241
2024-06-05 03:00:00-04:00,2352.5,2353.39990234375,2351.39990234375,2352.699951171875,2352.699951171875,390
2024-06-05 03:05:00-04:00,2352.699951171875,2353.300048828125,2351.199951171875,2351.5,2351.5,466
2024-06-05 03:10:00-04:00,2351.39990234375,2351.89990234375,2350.60009765625,2351.300048828125,2351.300048828125,238
2024-06-05 03:15:00-04:00,2351.10009765625,2352.5,2351.10009765625,2351.5,2351.5,310
2024-06-05 03:20:00-04:00,2351.39990234375,2351.5,2349.60009765625,2350.199951171875,2350.199951171875,365
2024-06-05 03:25:00-04:00,2350.39990234375,2351.10009765625,2348.699951171875,2348.800048828125,2348.800048828125,390
2024-06-05 03:30:00-04:00,2348.89990234375,2349.39990234375,2348.89990234375,2349.300048828125,2349.300048828125,20
2024-06-05 03:40:00-04:00,2351.300048828125,2351.60009765625,2350.10009765625,2350.10009765625,2350.10009765625,859
2024-06-05 03:45:00-04:00,2350.0,2351.89990234375,2350.0,2350.89990234375,2350.89990234375,343
2024-06-05 03:50:00-04:00,2350.800048828125,2352.300048828125,2350.0,2351.89990234375,2351.89990234375,397
2024-06-05 03:55:00-04:00,2352.0,2352.199951171875,2351.0,2351.10009765625,2351.10009765625,241
2024-06-05 04:00:00-04:00,2351.10009765625,2352.300048828125,2351.0,2352.10009765625,2352.10009765625,299
2024-06-05 04:05:00-04:00,2352.199951171875,2352.89990234375,2351.5,2352.699951171875,2352.699951171875,170
2024-06-05 04:10:00-04:00,2352.699951171875,2354.300048828125,2352.60009765625,2354.0,2354.0,341
2024-06-05 04:15:00-04:00,2354.0,2354.10009765625,2352.10009765625,2352.5,2352.5,757
2024-06-05 04:20:00-04:00,2352.60009765625,2353.39990234375,2352.0,2352.699951171875,2352.699951171875,760
2024-06-05 04:25:00-04:00,2352.699951171875,2353.5,2352.300048828125,2352.39990234375,2352.39990234375,182
2024-06-05 04:30:00-04:00,2352.300048828125,2353.5,2352.199951171875,2353.300048828125,2353.300048828125,223
2024-06-05 04:35:00-04:00,2353.300048828125,2354.199951171875,2353.199951171875,2353.60009765625,2353.60009765625,261
