Symbol,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
XOM,0.10715098108200409,0.008206560082666625,0.05434406246472212,0.03852005705242889,0.010670441329768937,-0.011777473373011771,0.014796173155216011,0.0008149792384257356,0.01657307682818591,0.08848334880609776,-0.022325348946184653,-0.004548183931230317
CRM,0.08348329263420388,-0.007435290506450272,0.0687037954639859,-0.049591685105180444,-0.01441493478515471,-0.002263138606344084,0.05683619031349337,-0.023638981793657015,-0.04685890701460985,0.07523567575777794,0.06358394959156877,-0.07872501057529431
NFLX,0.022550796123741407,-0.03241266802218956,0.00976122480008231,-0.16146762204768328,0.09489468790528016,0.02349598654454743,0.08750134574367996,0.027242048760373467,-0.0012920087297928855,0.15367578873055657,0.04263892286578471,-0.023031068055071453
AMD,0.030596363202004723,0.09111161280621645,0.023740292456752354,-0.09719035987939775,0.13717411328429846,-0.03906162966524723,0.12340359901930742,-0.044944766727910035,-0.11716867915104727,0.02477248766946331,0.27993891886856925,-0.013456763387879156
COST,0.020732535542188124,0.01683976689843932,0.040025373252030816,-0.004038548767931305,0.008113051330825932,0.0457413995291831,0.08694872659826995,0.002011828597342391,-0.026791774715080874,0.045769804397043035,0.08250639984409898,0.01266091740171793
ABBV,0.005136840864971459,0.06398938532235003,0.05565012624037391,-0.04624462713707783,-0.019277099008960075,0.014128324332316089,0.03743012749958604,-0.014018777144090574,-0.03148615303374003,0.04482324454882428,0.03828222092945244,0.0885159781550952
AMAT,0.012256565180227627,0.08213688435552591,0.02083093041757918,-0.07148710837430258,0.09380132108099559,-0.0017567939577762814,0.06543378320219433,-0.04424724213873402,-0.090030450730378,0.03169744322705115,0.15246144170178422,0.013217166544082523
WMT,0.009716777663344148,0.006223527976606043,0.05928737188635461,0.016903001151763547,-0.012163505612381914,0.0068597936933153525,0.038005461463147684,0.02391118403360659,-0.03228723877411743,0.06372382966415018,-0.01172631084730221,-0.005624025805170185
KO,0.0013008363543052237,-0.00014918330188011067,0.027196828756984075,0.027502908583470376,-0.01149544469090219,-0.0007942030625971985,0.03412958977448214,-0.028290010244646096,-0.06789131147887613,0.050602316321214,0.016931084735211138,0.045756467253966315
NVO,0.008749546473983627,0.030200949782031177,0.10219930020707713,0.04316877617282683,0.0125002173908762,0.03324044447761454,0.04748249190840067,0.05411128280751765,-0.040246887956088884,0.10047290848977308,0.05646897755833987,0.05013322699978162
JNJ,-0.017993828765588266,-0.023594637326430967,0.022837944464361454,-0.00536895181287228,0.006186810324018799,0.005463721464122939,0.013527591921162188,-0.028615610513141914,-0.030444120775841094,0.00863908632083558,0.014774819542071013,0.034319772608746114
ADBE,0.026065367359181597,-0.11434164324889422,0.021477107991251538,-0.041163141789016616,0.027990899875682984,0.09777890880945214,0.09958392920882757,0.0007843855309615325,-0.16133918715020665,0.11014865413893975,0.08711208532819385,-0.06712964863329988
GOOG,0.02321585102442762,-0.038673572963197844,0.09209207773562296,0.027553948240269327,0.04728274426683138,0.0013593715655490501,0.08194758828585424,0.014458028683266103,-0.08099746719280136,0.015806799097292063,0.033760918979585074,-0.019133410607430235
UNH,-0.04843942264337753,-0.025013392414454622,0.025835674169826277,0.022020730533413385,0.006006303680341274,0.001833288558542201,0.04628223503385972,-0.03047768167486879,-0.006816087028705546,0.11329818819280413,-0.0053645404114502915,0.020095517751029912
MRK,0.04637207820750174,-0.006096598736752316,0.04455555650033083,0.02799646614567336,-0.003995598971081843,0.04135702909444819,-0.035796078576533365,-0.010082340932163128,-0.012832808661683126,0.11498562447934053,-0.02107766786146829,0.03951108999966128
TSM,0.11676742411933794,-0.016445521391174094,0.038182413804162874,-0.0514880067104907,0.07502002087054782,0.01594827214544095,0.011830497211563188,-0.03131300833766463,-0.09908191590540398,-0.03022490862048192,0.1686542246314849,0.0025942202489148323
CVX,0.025685753780727127,0.027443137666819162,0.06110821062918411,0.0003382953589913529,0.015518011995698605,-0.04429773917027485,0.047787062677759264,-0.023009009321462548,0.001333087189879049,0.08397431095812609,0.004706222128302702,0.01919040041198065
SHEL,0.05769029607764564,0.023956525437860643,0.020779161615860946,0.021977761047956262,0.020091528807502368,-0.011095752155271532,0.01566426812305351,0.0034545941463606975,0.03235999069997745,0.05335356259622159,0.0020033505605657753,0.0021179069212456194
MSFT,0.00508424862895307,0.004708130878735488,0.06828658457684056,-0.009777701127911709,0.02839801018347768,0.03319162861034,0.04374889702732265,-0.009099370500757079,-0.07067613586927286,0.08126683417609488,0.07462878193272215,-0.016762356614446177
CSCO,-0.02851662182115104,-0.013136870254796077,0.03712599713344655,-0.06610730922555294,-3.711638853018395e-05,-0.0068912503717171725,0.04634233562030484,0.05121014423948026,-0.08197125953851662,0.05274092204335842,0.0007686835761024913,0.052647393829750845
LIN,-0.026608769210297867,0.027167326133460994,0.051798278221069895,-0.0034831675184982813,0.009333895920585367,-0.014525828878675179,0.046252033809155435,-0.01641552101389891,-0.04733030882110071,0.07244208503015741,0.07032967607385425,0.020335211674617753
BAC,0.039480346454569805,-0.017719561504110398,-0.041713440942570124,-0.02176620664478593,0.029531008987964763,-0.038446453924587315,0.043950648439315586,-0.0047126835536746015,-0.03951856268418789,0.09365114002897716,0.04924661673788574,-0.0034298505149616596
BRK.B,0.04376596780715062,0.02448255083873067,0.04559807561490511,-0.0003736809442671518,0.01332118069551741,-0.03377465251667869,0.044830115072988765,-0.0051927156762497555,-0.04048502312779878,0.04368881125457739,0.03280384157654056,0.013636079713188254
MA,0.06638291279864068,-0.016877750570588452,0.009221516752207318,0.019533162429172468,-0.030008658926750115,-0.008481498950581229,0.06181639323805451,-0.04649421102377971,-0.05325466385333696,0.024753608376765768,0.041393496892593085,0.04910074777586282
HD,-0.023642141162190284,-0.048758790360846994,-0.010073869549472425,-0.011610888503258449,-0.012012046377235353,0.01212540173240384,0.06702934983823379,-0.015253323553755452,-0.0389906620049684,0.04926906716950774,0.09563913002369755,0.04019808371622372
ACN,-0.018026979561632645,-0.04155044899957091,0.022748795325994203,-0.049428881691485654,-0.000924328885627379,-0.0001525084009712241,0.0721859598261861,0.00825508396816547,-0.06963992317298984,0.06816748583320524,0.05915179755116573,0.03332123684070335
ABT,-0.015578085143630757,-0.028339243768919792,-0.021744796710877885,0.0004536708367789133,-0.026504352185307334,0.0005569151002257355,0.02660714677749502,-0.029346823926266714,-0.06045997498409498,0.03476998409501127,0.0553776347640715,0.06499740403103083
AZN,-0.015689768427252487,0.017436836545303775,0.07017850652799273,0.06079325695963034,0.02430361038201795,0.012107066138592554,-0.013389778159304089,-0.02435134074798606,-0.030601476608973017,0.014906022416294165,0.01874403391358011,0.03420158090634847
PGR,0.07876551180896978,0.03030383329279966,0.05464521501170542,-0.010272654327329767,0.011827019544050965,-0.008585587924089866,-0.029062004224232812,0.0459398120123804,-0.023529065743779443,0.09744288787606285,0.01544399104310834,0.024457840919424267
TMO,-0.025901624313655242,-0.01879105221870529,0.05698313956976864,-0.023067834177199847,-0.015012138018133947,0.01670896563944918,0.07450099976641937,-0.015223156342789848,-0.04340848117614075,4.27363466720306e-05,0.06808339438227988,0.03656225724375961
PEP,-0.02072218084908517,-0.017709181337048092,0.048359018783129835,0.024322843611577605,-0.014672625201660155,-0.00324614285401173,0.04038407966840415,-0.021052375218546415,-0.04174666496055257,0.05008514056607186,0.016307769503206854,0.0278899850969276
V,0.06709905335684903,-0.01645537929096874,0.01288165465333894,0.014718227404889261,-0.015050693457684783,0.006121140515809226,0.044037970595292165,-0.03167882905367284,-0.06582766617577189,0.046316586191914956,0.020189631163508286,0.030035038989356815
QCOM,0.06653591635812088,-0.008744260009527808,0.0014287120923884473,-0.035988871845471226,0.05191686408247087,0.01732876706815764,0.09798405023583912,-0.07704774162494872,-0.09759060814111475,0.01808753019707528,0.21022371342000135,0.0021700214415217114
WFC,0.0919821763680863,0.03876203859214263,-0.08337846817225743,0.035064018767820254,0.029845501406936314,-0.036192729798974005,0.07195947840765211,-0.032063528392653994,-0.02490752148472027,0.07304441677140446,0.039354651648016804,-0.010291271557420897
IBM,0.026187958112961224,-0.027875082957145098,0.035731247742125584,-0.020958074705295565,0.033077135611150554,0.0228730209354448,-0.011522674486430148,0.010548446881837092,-0.04318964669215778,0.03178216338125991,0.06346893283927464,0.039698015725526524
TM,0.07901970382261185,0.0167953353548637,0.024654094352491922,-0.0532038718900569,0.005488757419933016,0.016802278461528097,0.043268908007098185,-0.029793831829465267,-0.021088156017315618,0.011109961613563554,0.05152150021553507,-0.022353049759461213
MUFG,0.10209293111257971,0.025775169540134885,-0.034270537879762086,-0.027362100292787184,0.04442325993690749,-0.016349425729426853,0.045494044089761286,-0.027564539191123522,0.010825897886725425,-0.011586763749165563,0.04670416374854943,0.08601027773664945
MCD,-0.01008425199043291,-0.018169421074455294,0.011467190193951112,0.021748732492576417,-0.019840966059342297,0.0024864728083923704,0.03335750092092712,-0.029691466215200208,-0.044333863109714954,0.06509011978811703,0.029744679250002976,0.0380193091496284
HSBC,0.11180503783018754,0.0014388046771943719,-0.0054695816324695406,0.03526146121270654,0.052967003234779486,-0.02215239024641552,-0.009574378618021425,-0.043003162203071245,-0.036007152289147006,0.021482073834582893,0.061209411511884304,0.05128677721414632
TXN,-0.004791118740094562,-0.013467617889778053,0.06846557179180383,-0.05003557521223351,0.06255152946342873,-0.02201442503857154,0.058548106503105934,-0.047094470011945035,-0.0367240549051849,-0.02375205160032423,0.0749603831375234,0.003836390169816221
DIS,0.07852350102844474,0.03941185114710544,0.008572591558053197,-0.061589535411137875,-0.06421242279979375,-0.04606715449969512,0.040331528294287065,0.00924892507881662,-0.0855679767241408,0.04517018492456126,-0.029430077740011273,-0.0220219597750011
META,0.09049183965506018,0.035204578130128596,0.0853022529489369,0.006268876295021764,0.04097786722902938,0.013630474490582911,0.040517724396515055,0.005856388331206608,-0.08601952252442402,-0.1188222240195738,0.11878829716368822,0.04585423266368941
GE,0.08934412752928345,0.08275067669961585,0.06925673156785246,0.0016078391414020565,0.04204918927390178,-0.05035323390479113,0.05462225016378689,0.004345765794315115,-0.07020094019132521,0.08577184032116181,0.04396541644915238,0.00670981526142748
NVS,0.005751786283597071,-0.02985374801105345,0.060378392315067364,0.029852402680810547,0.01751261851943381,0.008850929156598408,0.02250782121466277,-0.034667280942755396,-0.05237199468156414,-0.0006483756595839774,0.03769884300994223,0.04726714012801558
VZ,0.08357760880274971,-0.037715223571066825,-0.00010984534059340263,-0.026040573751227453,0.011226418047524556,-0.0027136238210060393,-0.046299768411240616,-0.02746694256964492,-0.06110487242685381,0.03353734798953282,0.027614082810779483,0.009319006885025368
CAT,0.01941172951220545,-0.0026018294027968145,0.08012833248020253,-0.04616290900260256,0.00856046254619569,-0.030900116676801426,0.05163445406580969,0.003939246325132724,-0.07674543556731539,0.07631609164749416,0.04968251544203306,0.08728693153670235
DHR,-0.03274567605232511,-0.016135983031636696,0.02559260729639797,-0.022022039435693586,0.017425430523980878,0.01231986848075603,0.10699677874692097,0.018217200981024417,-0.05537017823315397,-0.04248153731478036,0.09366418706971125,0.01077318640813015
GOOGL,0.019089965496728294,-0.03411936446940326,0.09051488024698699,0.018732002948034288,0.0506927688572133,-0.001474713139869771,0.09326547036017023,0.010122750098774946,-0.07710562063068997,0.014589722799872732,0.0317114286748866,-0.017167388818755864
MS,0.05021275954683657,-0.04578669338771746,-0.010862985940480999,0.001182502515474082,0.03910737808765169,-0.022069650780959488,0.08512119232364072,0.009647980970721134,-0.060639720474577774,-0.0028844429948874373,0.05850336168202767,0.04135061770133749
NVDA,0.13727733818327345,0.15666462727135644,0.1526669959516016,-0.06014693628571338,0.18033200108642183,0.09122077672349874,0.09254878388915211,0.01181223470810222,-0.12955701734642525,0.0945100888867723,0.22636481171640188,-0.059105809920855124
BABA,0.08034216840169739,-0.11378334425160778,0.05855807640834654,-0.056443359177720226,-0.024585694764812593,0.06197228489237794,-0.04248964425494384,-0.05584420515310148,-0.1137820389784648,-0.046496051035507725,0.01918309809692072,-0.004480735366615085
SAP,0.054016294687233346,-0.018426985349037566,0.04518832877852016,0.011537395655803695,0.00891384708290513,-0.0023086617614929694,0.015764760325845433,-0.0055182171054820595,-0.07379793938065315,0.09686435821373074,0.07625877172243034,-0.002293323282769655
TMUS,0.0015913632674147509,0.03605376466024509,0.019978723094220257,0.0033329562707541394,0.04413709652760553,0.012795581919707422,0.016532986213993534,-0.017782021685749938,-0.03589884417612954,0.019058713946988104,-0.0014529439681526164,0.01863365089289611
TJX,-0.0039701838792221,-0.030271472849923226,-0.012511808934201674,0.004617498774399209,0.01896816606452123,0.008334770113772594,0.04540472474600269,0.052616368365724885,-0.045100121249142755,0.048038928177926876,0.0608876154514418,0.05100613562063294
RY,0.04938705629694758,-0.01525667765490298,-0.006785040917826575,-0.0031487196697181086,0.03842000307258192,-0.020119028128488425,0.02441666637918057,-0.04030543270983189,-0.031228680244019296,0.005532354356021692,0.054290117907166535,0.044254638926931454
BX,0.08798533739829162,-0.011239800971773314,-0.002994542829755531,-0.01785415122191547,0.04974523562948979,-0.021358824233884327,0.15416134759840286,0.008723370023353142,-0.05881689130118806,0.05604577268580616,0.08098433042873447,-0.03654204677135623
PDD,0.031672687658397335,-0.08544468652411878,-0.14266068885253283,0.012344555997930412,0.0639757192409807,0.07442118559561156,-0.062209880861711676,0.21615927993223968,-0.07495837460392651,-0.036327660711458876,0.23262703556519357,-0.045648373281082254
MU,0.03149534332942797,0.03188357091457228,0.0741524916801121,-0.03015979392581211,0.05667095789327983,-0.04628109302799707,0.055823356638765066,-0.0521620129304596,-0.058871319677094434,0.013406841816403836,0.1398589780885436,0.033888432581723395
NOW,0.052673204961790586,-0.01756342969194206,0.008005003276927103,-0.05774127263371759,0.011725706667265134,0.07938098916370917,0.01549892636586451,0.02595834914612083,-0.07170052276251042,0.09216107926070904,0.03208483417986104,-0.011631691969028357
UBER,0.06758821850622372,0.08557258972052191,-0.0293965183282463,-0.06817171997997235,-0.0347966630991918,0.022817383775837807,0.05298695757489177,0.027316842647183964,0.013257756430258505,-0.02605313552388433,0.08886328119461924,0.014712196650173204
AXP,0.12165176556423536,0.05651400738595358,-0.017674987818515325,0.008475780111900894,0.004694596698188003,-0.027144746762754357,0.0395498442014783,-0.03479929265669853,-0.05289123426457824,0.042429877817861596,0.03579418475926436,0.03626204478268602
UPS,-0.029524218483611125,0.03286156096325954,0.028237573273775036,-0.01059075590766434,-0.010316028149290862,0.005110209919917813,0.010583344801427308,-0.01776696096577457,-0.10617809015279218,0.039012815888449216,0.05374758248028625,0.01127472278076839
INTU,-0.012018723519664562,-0.04409720015608901,0.02970503316509243,-0.022256429421197155,-0.01986145955529678,0.04323596705738669,0.12888103978761997,0.024522794344060128,-0.06897724511072534,0.07932925439231198,0.050012604540140816,0.011584209658364856
ANET,0.0005437131284856308,0.05360583905166524,0.1291549097562843,-0.07139321583467176,0.04014105736117965,0.0154957208882677,0.08369311343755936,0.08604455911294466,-0.06208356177430622,0.11739615798351188,0.15345066708877445,0.03392261943619468
RACE,0.029209744305646823,0.0654110773529708,0.02660137733221002,-0.0029148452663431135,-0.016132525735576747,0.012495819087558063,0.06527482365792496,-0.03026457465450331,-0.05252662380693648,0.07279845954021284,0.14059474605927558,-0.03435900994169946
AMGN,0.0205872526298669,-0.06342438317305295,0.04986527580769414,-0.029341446743734928,0.04079876371179403,-0.011340214181668973,0.020902495565497836,0.007697016537865291,-0.02355481374693739,0.04137314031417313,0.032817463734609774,0.0387961605161361
BA,-0.025852888029708088,-0.020990598390032773,-0.02202970433711719,-0.11495237531007138,-0.002485285049160707,0.008729091639671949,0.08058695552416202,-0.02898878604871576,-0.1289421101424649,0.030979277077896494,0.15024180086403335,0.06925719120031719
KLAC,-0.010685955383433088,0.006185925548294817,0.04213243215026985,-0.054580916241647404,0.10215110281665413,0.019628994251123744,0.11184577735057306,-0.04696048189914733,-0.07424102932920729,0.06136088685290445,0.16900521523312398,0.026734236837509934
ISRG,-0.05401568896106623,-0.008396706661570255,0.0625902426617863,0.017891191334669543,0.007965736794660228,0.035821210408347764,0.05785969988942533,-0.026544070484611493,-0.07018247070658101,0.10060509292718593,0.06019750586063196,0.05815516530437862
SNY,0.018667604022186552,-0.026343262573814103,0.05203014608053872,0.018843549372017404,0.03572194767281081,-0.018783115332716233,-0.01243925108139469,-0.057913312205405,-0.04455218789123624,0.008889525226271363,0.00849229772744601,0.06161478001254713
PANW,0.07138069400005398,0.08444640937538987,0.007613635199404094,-0.015950067642978627,0.026752828289517305,0.06930773458968142,0.021395630205317318,0.08144258574166334,-0.03832903961466035,0.049012731704335545,0.09292048277665672,-0.05381685168645071
HON,-0.027337012994209504,-0.05188557522611004,0.018794230890378422,0.0016576214573802983,0.015954255207257906,-0.009508582218020645,0.03623259336814407,-0.013973417571477667,-0.07328850339567024,0.0812503981058218,0.02861202254734163,0.025825298569804866
BP,0.06327967570216908,0.022413089543399007,0.01382149291736449,0.025184953933504645,0.005198091840762087,-0.03535204184258808,0.002834464309504662,0.031703700652890555,0.0281667876808032,0.05460898086578018,0.002433172531837798,-0.008578439768346305
SONY,0.029495510367061994,-0.08988071623584071,0.02850981458620642,-0.06629268847296343,0.03246683470692535,-0.04881634990094663,0.05221101516344184,-0.06333530882269893,-0.04445793293916019,0.036092331705783964,0.10615619972167349,0.019096603024279884
HDB,-0.04459566253464834,-0.041944497932100235,0.0061054339095147165,-0.029774191632100155,0.02024037599648479,0.010905079664430384,0.029133985611943247,-0.0018739618287133923,-0.054232903823475564,0.0029182099472446397,0.034907278018613784,0.027012444189734437
C,0.10827310249161386,-0.03522904123962541,-0.011243440382933975,-0.02929883951505341,0.04477494071015092,-0.06226817124088274,0.04590580453442461,-0.039899413560641084,-0.05807144800441096,0.017762254349538487,0.05713778498985785,-0.0006052924949471924
LMT,-0.001816979194086817,0.0524174329454532,0.02549279275758498,0.0033773000050030533,0.0025068399783347017,-0.0038026004140044867,-0.028549534037723756,0.0027205298274236935,-0.06973801941292579,0.11151593083133404,0.002124258062462636,0.027056075657366785
UL,-0.00846360148524646,-0.003919550038908981,-0.009508735506522351,0.04232606227113472,0.014448250938077667,-0.001384505491415694,0.025287086534468022,-0.04142517115616303,-0.03070730155935823,-0.005069592332012947,0.030507325218601184,0.024524601376809636
REGN,0.02945754616305274,0.014449720028235932,0.06876423320676861,-0.034465439572821915,0.0175821000953639,0.00882605567525277,0.01510877170548223,0.09494846402573905,0.026654111900637417,0.030675655258271577,0.01830898161628569,0.006023993990533365
TTE,0.03836935169558605,-0.04317087490841157,0.02284755727817907,0.012689100558890193,0.03779767735860959,-0.04255829608243272,-0.00344618415400381,0.012736364431613448,0.030944688143841475,0.07853316095744318,0.026409283211662027,0.03901970864497861
CI,-0.011883706464853335,0.023701205959880234,-0.00800157235474456,0.008574425780260048,0.017169719468537764,0.004145054721206631,0.021543829711730005,-0.037400233059994625,-0.009014988930499271,0.10411887700530935,-0.07779794462174787,0.11933577307230407
SCHW,-0.0376002883324699,0.013434125637197961,-0.08209655310366981,-0.02839775972234157,0.029993807493314095,-0.009370534164274191,0.06411878216254385,0.0012507155731843096,-0.019673914810005615,0.060867178820432834,0.05605035055901294,0.07246991846084454
CMCSA,0.06685992022032612,-0.06643327523677756,0.010953472690471644,-0.029566316562917305,0.03410696751763251,-0.03204869416476416,0.031913821519419384,0.009713586160681076,-0.10652938232408542,-0.01575847499396621,0.04690564032567501,0.0027377849044325497
SPGI,0.005677597675485406,-0.07453379996435468,0.03179950811028198,0.013316018287611253,-0.012319416062233246,0.0383207883283492,0.048961700746333735,-0.01114679572591859,-0.08024557608861364,0.0413234930696447,0.08552985987966714,0.014766415839428873
NKE,-0.02941431332708555,-0.04041085470440816,-0.02315929098655582,-0.015085313709775616,-0.03874760591515808,0.008134471635685092,0.06964005063895429,-0.0557490671422007,-0.13069096519939707,0.11389548260420246,0.08938993952645007,0.014829996781570709
BLK,-0.025322092640646738,-0.04671532807808295,0.015203310939080375,-0.04689931057870253,0.036064603029974635,-0.004756698653412023,0.05295397726877926,0.010586555413340673,-0.11518954294068869,0.08194298598780918,0.09809137463674711,0.03371360036633878
DELL,0.03925494418305638,0.013216986310848333,0.05992714183858139,0.0615372362847294,0.053884082099627195,0.02761948008196824,-0.021039073846602308,-0.026271312829725352,0.0616738371111315,0.05614834774813696,0.10442530420639984,-0.033013565504834363
BSX,0.03457636300584044,0.028799598520719966,0.03600008495891179,0.042494148514698155,-0.0027505533709633323,-0.004953884238407896,0.04214224938980515,0.0041378290784317056,-0.033104025463363995,0.025535364866303218,0.008199814950189732,0.057427384651337864
NEE,-0.10175791803458208,-0.02822596651395189,0.10848475539895637,-0.023609898455240724,0.044031689183959805,-0.010374004612133808,0.0472243473800095,0.004125382511658911,-0.09522410783325548,0.030917838924362655,0.043906437732215066,0.03365008798600255
PM,0.02607895954019479,-0.031226774775390154,-0.004152402187289554,0.04981462547329485,0.01143871846311914,0.02209217798135063,0.005099044010287564,-0.008238647915420136,-0.0697649006066741,0.022305049019952044,0.013759331000444353,0.0568404879242419
RIO,0.03713041062573571,-0.029700908292657813,0.044922214621510616,-0.005757161904595354,0.004187439009780108,-0.04499354044600401,0.023929612613627693,-0.04652583077272129,-0.03783613440422103,-0.024395198973151122,0.11708575287522527,0.060938302099693566
COP,0.07479191274920664,-0.01974223322946182,0.05139931757552082,-0.013824188630996798,0.0443338263661634,-0.02827876915815361,0.04953103257148054,0.04483234184521945,0.06014208307575767,0.10982838753079871,-0.03251111467067491,-0.0007458979703364917
ADP,-0.0545102053671499,-0.004383543036945399,0.045755801933926664,-0.02305852985241061,0.008147256689134352,0.0032618743376104375,0.1094624426582244,0.0135186174326107,-0.053398546060453946,0.0328425564525765,0.05832237892261408,0.00026615195474947545
INTC,-0.04182859219213109,-0.04011703530494626,0.1251597386053728,-0.145249947783171,0.013733811329869089,-0.03108029300914253,-0.0009443485439225574,-0.03774618617243386,-0.06514331145443782,0.01653786841006159,0.10390641821423663,0.0166193281812345
VRTX,0.09691114413498243,-0.06144132828526246,0.07114262868639114,0.020875010345118572,0.01205965578574772,0.03967624578264378,-0.0013077975660040764,-0.004312585635356118,-0.022824490601314418,0.04613705872172491,0.001603996039635606,0.07806558805014163
UNP,-0.016694237351391233,0.026002765380131503,0.017067990828384654,-0.04952965535461529,-0.01548098088581723,-0.008531907700766589,0.06477403869822111,-0.018156002173485564,-0.1017020233542768,0.08767447900708736,0.054708106250251874,0.042969734987471996
PFE,-0.09214113777038013,-0.0698755292401904,0.0511235310429865,-0.027232091705242156,0.056349674622832,-0.018767625622982897,0.022671295608468072,-0.015746966065060913,-0.05379537391357222,0.0006814535355931239,0.11193722139996343,0.022006607559748297
LOW,-0.022313511275685965,0.016705936242563446,-0.01834454746909205,-0.009833401599132263,-0.020287481570246985,0.005355532682519759,0.047722814049510544,0.018524486868804257,-0.0452956418759346,0.04091572003069891,0.05989478990823568,0.03782203648659599
DE,0.02273018906896403,-0.04150657344733736,0.09139026416018588,-0.05788366991358254,-0.05148765970681127,0.0006960913678130953,0.07712590203669596,0.022113430901115023,-0.090765702815149,0.05841225077987725,0.04032618093436913,0.023885807992566233
CB,0.04528034447188811,-0.004312015314486846,0.003909531166083687,0.012228463785849575,0.0062835963523640015,-0.031766879294510386,0.027602302968486498,0.024938843827636448,-0.015245882066565741,0.11288909481302478,0.003148789964187363,0.02628248664103716
LRCX,0.021224410515695496,0.020144529402720712,0.031080701098791647,-0.04552645737312663,0.0957881453398261,-0.0045301755618969985,0.0905713801313995,-0.06619834821530494,-0.10753964690805758,0.011548904959078565,0.19680904984027273,0.016746664653604377
RTX,0.04011483089692099,0.04112739350888939,0.016892660846986558,0.024074494783469652,0.0191674152280841,0.0005097407959028799,-0.03777946533538449,-0.021838372198785483,-0.07909397441197911,0.10764781169852866,-0.00943045101878918,0.039483570451337956
BHP,0.02686694616694696,-0.04278662688457391,0.07034537142220805,-0.049287628059687755,0.020649506209220708,-0.021115656169268138,0.03610864752334927,-0.08106115122152309,-0.06662211298150451,-0.005512138752063763,0.1354080600122173,0.06088762221072197
ELV,-0.009183912702987648,-0.006728976783314263,0.036718893353600825,0.029333552578410638,0.009803899040010083,-0.024386591673870917,0.018656340871039883,-0.02304632050501228,-0.025320490188834605,0.13486296878234585,-0.008809120476823917,0.03189097625995326
IBN,0.024365067186878624,-0.02053820888339027,0.015845579366411733,0.02968709646109252,0.023678489820282256,-0.034984754828718934,0.10876574782367283,0.021166653710269007,-0.026739776658484853,0.043875708335390895,-0.017287746317386943,0.023408247197099146
PLD,0.009560087262202846,-0.021165902327169233,0.03855975456832047,-0.03012718670264758,-0.029083508883088416,-0.01077767263810328,0.07173848766132133,-0.004477845945893251,-0.11103521838256207,0.04787791677136569,0.08141770609389698,0.08398627482962544
CMG,0.029868067312258256,0.015779377979697085,0.08842378720630939,0.066883402834028,-0.030535807530983866,0.034400019249422625,0.10530047682896755,0.008024141358824677,-0.05106232387802656,0.01204202505314822,0.047836982982107146,-0.014976419009893957
ADI,-0.01766674364800384,0.018160970820955653,0.047144349722528865,-0.037857104773457134,0.08296014846494343,0.0012237335014666229,0.05792625217906159,-0.07537062416375447,-0.028290123069391198,-0.014002957860468642,0.1366370730259927,0.008390305157387997
