,symbol,returns,sharpe,sortino,calmar,returns_ann,profitFactor
0,VTI,24.3335,1.8459267958582075,148.10524549891397,278.2493484658259,4603.622815163913,4.153071337994817
1,VEA,25.938,1.718856090102036,819.9300647452235,3029.304323451369,19601.579911489163,4.892518429047361
2,IEFA,24.542749999999998,2.4705154775222136,965.8053236126948,2462.435471938687,15163.673245811928,4.224871812044519
3,IWF,22.92275,3.1897995363812184,inf,2004.1045348302089,11208.20746275264,4.663167191842681
4,VIG,20.413500000000003,2.117683403818025,2550.6295135610103,2079.951545816062,11628.523177114532,7.089847194310347
5,VWO,18.761,2.020818443359815,409.34023778437887,893.3436797133425,5037.004218436861,5.163637133902059
6,VXUS,31.5005,2.2193141204416014,4301.412542706419,8187.036400339254,52929.64415157791,13.398206156027054
7,XLK,16.88375,2.1494874974102736,284.79952123666584,536.004887333137,3466.0356198550494,7.7376774844575635
8,ITOT,23.04375,1.9245941342724528,139.02267719946732,236.03429796020166,3604.131235006499,4.67799846451597
9,SCHD,22.305500000000002,2.2061118377697424,199.80273649437243,141.86557429804293,897.5600017769082,18.237092635435705
10,VB,36.31725,2.70356714130315,40024.15428285006,18681.229062587026,120802.9455183375,9.669652359860127
11,VYM,17.7595,3.312966859886634,991.1779883721075,640.327862364474,4131.094659665669,21.33698549618991
12,EFA,55.80775,2.5509474752191044,6789946.612008128,34753.644019670806,255564.9212968611,8.257527289288287
13,IVW,21.9865,2.0024151905175067,864.7154224342269,1681.4770169644362,9391.26730429197,11.351020904030209
14,SCHF,42.39125,2.7433630637672737,40162.20560158103,20477.052276576356,137116.7878768595,9.224740931836255
15,IXUS,29.069499999999998,3.346378906410407,27071.02089253436,6050.892639943686,34483.46951118874,7.555697263671174
16,IWB,18.5925,2.8428971578303366,639.5903319400088,872.5790660775593,4872.601824254541,4.962901005862517
17,VV,30.831500000000002,2.075384727065523,5843.035901446025,2930.805149595584,19625.021344756475,6.72042178147331
18,VNQ,49.09075,4.561452384559803,inf,58736.56717343995,393307.06944320106,10.559928716267303
19,IWR,20.13025,1.9728500973407483,451.9282382586091,1071.3101919227483,6579.802693409513,5.938867637890491
20,VGIT,8.705499999999999,2.9190259144240884,124.43984773429433,113.61631196825944,576.8451485638845,5.628199120250767
21,SCHB,20.08625,3.2129526162204938,inf,1136.4459832839605,6523.97750289036,6.6335376712471925
22,DFAC,27.08025,3.0704531439476836,2360.994307233039,4318.0617571729845,24128.902943975554,5.56128557509469
23,VBR,14.573249999999998,2.5603832554334263,260.17527077864867,366.05765444028526,2157.0602124067454,3.830100410580743
24,SPYG,29.273,1.3865236645906505,361.2047767759795,698.0806363007891,11382.771046064718,5.620725814671474
25,VONG,31.216749999999998,1.2503017764104565,325.47304731771453,910.9095092106538,16063.329230407353,5.392370654300469
26,VXF,35.344750000000005,3.946223605920906,inf,18345.567033948075,102513.21803793214,8.25697463990783
27,XLI,17.599,2.753200104858641,525.656244195911,560.9170389599799,4000.9373179483923,4.270149109773989
28,IYW,18.46275,1.679606167897681,169.54930320514848,553.983217558672,4749.448796020139,4.331265131223785
29,VHT,21.1605,2.7333574425515472,inf,1399.0640639719916,8023.17913658746,19.715249532450596
30,XLY,16.480249999999998,2.1323789452310433,227.0342709597646,493.8751118730462,3194.4265420862516,3.6667573381430008
31,IUSV,20.986,2.661754372986912,947.2351617539465,1393.1224158984162,7759.3449433859105,8.429191337360214
32,ACWI,35.926,2.3622427210860684,inf,19956.421173456427,113098.30741980197,9.155851583676156
33,VBK,23.69575,2.236031710775458,3860.1823749583405,2319.482950592859,12954.613222183638,5.165536290278095
34,XLU,32.8285,1.2586015070496175,260.09819092751303,819.8009116160808,6508.78807417469,7.332740705792662
35,USHY,27.907749999999997,1.9909346278289324,2276.5355228225994,5025.745734083967,28013.173329710702,9.80499420501526
36,XLP,16.933500000000002,1.7443193566194901,367.16976789965867,739.6890296619179,4894.130371014002,3.8455609997015348
37,FNDX,25.741999999999997,2.151210626978726,2316.6492208133836,3080.9441726974937,18910.98842534472,15.72155714172424
38,HYG,29.792999999999996,2.486724703317142,1804.0354845925585,2439.2367633131507,16333.420715990203,14.14664790800428
39,JEPQ,24.635,2.0084830669652933,1967.339064831324,2540.492411073206,15424.79476069489,9.362243764904576
40,EMB,14.59725,2.8530490095228727,461.9227120854819,352.16027283310257,2167.9163637416627,16.78775586578408
41,EFG,15.25225,2.327769256447708,206.59884902142514,433.8975788737644,2484.234963832214,4.347774305875488
42,SOXX,37.70275,2.438583613328766,12378.72924306992,20676.541467547228,152322.45858291327,15.806350735684102
43,EFV,19.83125,1.9576317325204975,536.7660220496176,1111.581266030684,6209.12781366325,6.2549012184383495
44,IWP,19.85875,3.1675409558079717,inf,1117.1244005119825,6242.3808996070975,6.302361321111537
45,IDEV,27.64375,2.608370376146747,3287.3857550314306,4776.882841477726,26713.495557576625,5.956835426259303
46,DGRW,23.2085,2.2940025499570877,inf,2117.410993843804,11826.015125756703,20.808085217846642
47,VOT,22.1905,2.302312104756456,inf,1747.7891582605275,9761.629217151076,12.282800905208193
48,OEF,20.657500000000002,2.860750556884766,1282.1517463299706,1305.2772589963772,7284.743069841666,7.580340714411109
49,IWS,20.8995,1.9474177019722674,701.1118256063135,1366.241044250747,7631.619502115167,8.046591972573264
50,AVUV,16.65625,2.1810464125415048,792.3831765910994,653.89671429589,3310.371736536619,5.059751488829728
51,VOOG,29.5435,2.2423794280709592,8022.615403671879,6572.715583866748,37513.15900585914,32.903700204692726
