da,strategy_name,code,weight
2021-05-19,shortSqueeze,2160,0.060091812461180234
2021-05-19,shortSqueeze,6191,0.05081627701499427
2021-05-19,shortSqueeze,7013,0.07695095917664474
2021-05-19,shortSqueeze,4849,0.05174142962693952
2021-05-19,shortSqueeze,5401,0.09572720295579887
2021-05-19,shortSqueeze,9603,0.0607379609822682
2021-05-19,shortSqueeze,8179,0.09220272942926795
2021-05-19,shortSqueeze,4004,0.058164739954149926
2021-05-20,shortSqueeze,7936,0.21553505310722876
2021-05-20,shortSqueeze,2160,0.03598181661163119
2021-05-20,shortSqueeze,2150,0.05605203889495014
2021-05-20,shortSqueeze,4849,0.030981768660462084
2021-05-20,shortSqueeze,7013,0.04607674802572875
2021-05-20,shortSqueeze,9433,0.048099201397737254
2021-05-20,shortSqueeze,8179,0.0552092134608018
2021-05-20,shortSqueeze,8515,0.4046038455736859
2021-05-20,shortSqueeze,5401,0.05731960013229901
2021-05-20,shortSqueeze,8750,0.050140714135475
2021-05-21,shortSqueeze,2150,0.05199772124748373
2021-05-21,shortSqueeze,7936,0.1999451194190365
2021-05-21,shortSqueeze,6787,0.03273372636966223
2021-05-21,shortSqueeze,8515,0.3753383176164156
2021-05-21,shortSqueeze,4849,0.02874081661114868
2021-05-21,shortSqueeze,7013,0.04274395627824774
2021-05-21,shortSqueeze,8750,0.04651397037764287
2021-05-21,shortSqueeze,7085,0.09620833795780814
2021-05-21,shortSqueeze,9433,0.044620122939567984
2021-05-21,shortSqueeze,8253,0.08115791118298632
2021-05-24,shortSqueeze,2150,0.07334316256423651
2021-05-24,shortSqueeze,7936,0.2820240396243464
2021-05-24,shortSqueeze,4849,0.040539130068943045
2021-05-24,shortSqueeze,2158,0.16201879604245994
2021-05-24,shortSqueeze,6787,0.04617115821358327
2021-05-24,shortSqueeze,1407,0.024965859647706763
2021-05-24,shortSqueeze,7013,0.06029066002783437
2021-05-24,shortSqueeze,7732,0.09744057487148736
2021-05-24,shortSqueeze,7269,0.14499799730711574
2021-05-24,shortSqueeze,4768,0.06820862163228662
2021-05-25,shortSqueeze,2150,0.054968586824712326
2021-05-25,shortSqueeze,7936,0.2113688906606584
2021-05-25,shortSqueeze,4849,0.030382909777599384
2021-05-25,shortSqueeze,6787,0.034603952574829934
2021-05-25,shortSqueeze,7732,0.0730289029380498
2021-05-25,shortSqueeze,1407,0.01871119236911293
2021-05-25,shortSqueeze,7013,0.04518611230537855
2021-05-25,shortSqueeze,8253,0.08579483062616246
2021-05-25,shortSqueeze,8750,0.04917152440385622
2021-05-25,shortSqueeze,8515,0.39678309751964
2021-05-26,shortSqueeze,2150,0.0748125976963063
2021-05-26,shortSqueeze,1407,0.025466052303518862
2021-05-26,shortSqueeze,7013,0.06149858740488173
2021-05-26,shortSqueeze,6787,0.047096200434226146
2021-05-26,shortSqueeze,3994,0.0219647782084353
2021-05-26,shortSqueeze,8253,0.11676731236561896
2021-05-26,shortSqueeze,7342,0.015114089674703056
2021-05-26,shortSqueeze,8750,0.06692275872164109
2021-05-26,shortSqueeze,8515,0.5400243295700998
2021-05-26,shortSqueeze,7729,0.03033329362056855
2021-05-27,shortSqueeze,2150,0.05970569358757895
2021-05-27,shortSqueeze,7013,0.049080180727985846
2021-05-27,shortSqueeze,6787,0.03758606703752971
2021-05-27,shortSqueeze,6191,0.03241118871688196
2021-05-27,shortSqueeze,6407,0.055900103289091785
2021-05-27,shortSqueeze,1407,0.020323693636348974
2021-05-27,shortSqueeze,3088,0.08550889359905967
2021-05-27,shortSqueeze,7085,0.11046994769904667
2021-05-27,shortSqueeze,7269,0.11803698798029014
2021-05-27,shortSqueeze,8515,0.43097724372618645
2021-05-28,shortSqueeze,2150,0.11016114779509144
2021-05-28,shortSqueeze,7013,0.09055633923847844
2021-05-28,shortSqueeze,1407,0.03749862507052043
2021-05-28,shortSqueeze,6787,0.06934890187455943
2021-05-28,shortSqueeze,7269,0.2177864337026864
2021-05-28,shortSqueeze,6407,0.10313956961504285
2021-05-28,shortSqueeze,3088,0.1577698423642536
2021-05-28,shortSqueeze,8750,0.0985434023333471
2021-05-28,shortSqueeze,6890,0.07053012627025323
2021-05-28,shortSqueeze,7729,0.044665611735767025
2021-05-31,shortSqueeze,2150,0.09653539923845986
2021-05-31,shortSqueeze,7013,0.07935549453624562
2021-05-31,shortSqueeze,6787,0.060771188964569504
2021-05-31,shortSqueeze,1407,0.03286044866570741
2021-05-31,shortSqueeze,7269,0.19084859541692245
2021-05-31,shortSqueeze,8750,0.0863546438737244
2021-05-31,shortSqueeze,6191,0.052404165408241395
2021-05-31,shortSqueeze,6407,0.09038231472125903
2021-05-31,shortSqueeze,7261,0.22764909242798848
2021-05-31,shortSqueeze,9433,0.08283865674688198
2021-06-01,shortSqueeze,2150,0.13522616867620596
2021-06-01,shortSqueeze,6787,0.08512789209351977
2021-06-01,shortSqueeze,7013,0.11116066825429222
2021-06-01,shortSqueeze,6407,0.12660696731208648
2021-06-01,shortSqueeze,1407,0.04603070592859187
2021-06-01,shortSqueeze,6191,0.07340741910981198
2021-06-01,shortSqueeze,7269,0.26733948954534287
2021-06-01,shortSqueeze,6323,0.02222767604849701
2021-06-01,shortSqueeze,6920,0.011907981234387091
2021-06-01,shortSqueeze,8750,0.12096503179726481
2021-06-02,shortSqueeze,2150,0.086389445405408
2021-06-02,shortSqueeze,7013,0.07101516352487316
2021-06-02,shortSqueeze,6787,0.05438408451917196
2021-06-02,shortSqueeze,6407,0.08088305538509503
2021-06-02,shortSqueeze,7269,0.1707902432116368
2021-06-02,shortSqueeze,1407,0.029406787130915615
2021-06-02,shortSqueeze,6323,0.014200184958864452
2021-06-02,shortSqueeze,6996,0.17141860700952186
2021-06-02,shortSqueeze,6920,0.007607432088089013
2021-06-02,shortSqueeze,6670,0.31390499676642397
2021-06-03,shortSqueeze,2150,0.06637041656370699
2021-06-03,shortSqueeze,7013,0.054558817496362225
2021-06-03,shortSqueeze,6787,0.041781658940333206
2021-06-03,shortSqueeze,6407,0.062140022472213834
2021-06-03,shortSqueeze,7269,0.13121301489757645
2021-06-03,shortSqueeze,6920,0.005844561616261652
2021-06-03,shortSqueeze,4047,0.18104257957621556
2021-06-03,shortSqueeze,6670,0.24116378220796456
2021-06-03,shortSqueeze,8750,0.059370901568989
2021-06-03,shortSqueeze,7261,0.1565142446603765
2021-06-04,shortSqueeze,2150,0.07515525001260817
2021-06-04,shortSqueeze,6920,0.0066181517643876045
2021-06-04,shortSqueeze,6787,0.04731190771701979
2021-06-04,shortSqueeze,6323,0.012353574511336405
2021-06-04,shortSqueeze,6407,0.0703649180837306
2021-06-04,shortSqueeze,7269,0.14858045873600662
2021-06-04,shortSqueeze,7261,0.17723057646766902
2021-06-04,shortSqueeze,4047,0.20500549846508356
2021-06-04,shortSqueeze,8750,0.06722927445556023
2021-06-04,shortSqueeze,6361,0.19015038978659793
2021-06-07,shortSqueeze,2150,0.08800272490682368
2021-06-07,shortSqueeze,6920,0.007749497061287204
2021-06-07,shortSqueeze,7261,0.2075274004589901
2021-06-07,shortSqueeze,7220,0.07408852498421917
2021-06-07,shortSqueeze,6323,0.014465366280528701
2021-06-07,shortSqueeze,6787,0.055399679981630465
2021-06-07,shortSqueeze,6407,0.08239350581862075
2021-06-07,shortSqueeze,6890,0.056343306365596875
2021-06-07,shortSqueeze,4047,0.2400503289228952
2021-06-07,shortSqueeze,7269,0.17397966521940772
2021-06-08,shortSqueeze,2150,0.09642022941242122
2021-06-08,shortSqueeze,6920,0.008490740318226875
2021-06-08,shortSqueeze,8179,0.09497040843681835
2021-06-08,shortSqueeze,7220,0.08117512933116461
2021-06-08,shortSqueeze,6890,0.06173257170590111
2021-06-08,shortSqueeze,7261,0.2273774997627111
2021-06-08,shortSqueeze,6787,0.06069868698792235
2021-06-08,shortSqueeze,6407,0.09027448572230597
2021-06-08,shortSqueeze,6323,0.015848985776065794
2021-06-08,shortSqueeze,4047,0.26301126254646257
2021-06-09,shortSqueeze,2150,0.08041033637128794
2021-06-09,shortSqueeze,7220,0.0676965766860214
2021-06-09,shortSqueeze,8179,0.07920124785286385
2021-06-09,shortSqueeze,7261,0.18962308377194853
2021-06-09,shortSqueeze,6890,0.05148231741602441
2021-06-09,shortSqueeze,6787,0.05062010189913105
2021-06-09,shortSqueeze,1407,0.027371510879589014
2021-06-09,shortSqueeze,4047,0.21934011378813117
2021-06-09,shortSqueeze,6407,0.07528504969249246
2021-06-09,shortSqueeze,7269,0.15896966164250995
2021-06-10,shortSqueeze,2150,0.07979153835187641
2021-06-10,shortSqueeze,8179,0.07859175437829392
2021-06-10,shortSqueeze,7220,0.06717561744788533
2021-06-10,shortSqueeze,6787,0.0502305547313023
2021-06-10,shortSqueeze,7261,0.1881638386802356
2021-06-10,shortSqueeze,3099,0.17380390485390865
2021-06-10,shortSqueeze,2379,0.03887298573311701
2021-06-10,shortSqueeze,3994,0.023426581842851246
2021-06-10,shortSqueeze,7269,0.15774631006595774
2021-06-10,shortSqueeze,4503,0.14219691391457184
2021-06-11,shortSqueeze,2150,0.08532339755178864
2021-06-11,shortSqueeze,8179,0.08404043388084399
2021-06-11,shortSqueeze,6787,0.05371298359589775
2021-06-11,shortSqueeze,3994,0.02505072088023109
2021-06-11,shortSqueeze,7516,0.05246556337751895
2021-06-11,shortSqueeze,7261,0.20120902973174493
2021-06-11,shortSqueeze,7220,0.07183282878964573
2021-06-11,shortSqueeze,2379,0.04156800688695774
2021-06-11,shortSqueeze,4047,0.23274176644884387
2021-06-11,shortSqueeze,4503,0.15205526885652731
2021-06-14,shortSqueeze,2150,0.11863078210656969
2021-06-14,shortSqueeze,8179,0.11684699257092562
2021-06-14,shortSqueeze,6787,0.07468072575744637
2021-06-14,shortSqueeze,7516,0.0729463546427471
2021-06-14,shortSqueeze,3994,0.03482967973176887
2021-06-14,shortSqueeze,7220,0.09987394905448595
2021-06-14,shortSqueeze,2379,0.05779475863719515
2021-06-14,shortSqueeze,4384,0.060448844156692196
2021-06-14,shortSqueeze,9101,0.15253538189760485
2021-06-14,shortSqueeze,4503,0.21141253144456418
2021-06-15,shortSqueeze,2150,0.11255985923807367
2021-06-15,shortSqueeze,6787,0.07085894427893032
2021-06-15,shortSqueeze,3994,0.033047273045820884
2021-06-15,shortSqueeze,8179,0.1108673550205589
2021-06-15,shortSqueeze,1407,0.03831514144542303
2021-06-15,shortSqueeze,6890,0.07206588932597346
2021-06-15,shortSqueeze,7220,0.09476290594649056
2021-06-15,shortSqueeze,9101,0.1447293932513776
2021-06-15,shortSqueeze,4384,0.05735537833063581
2021-06-15,shortSqueeze,7261,0.2654378601167156
2021-06-16,shortSqueeze,2150,0.1222665654798823
2021-06-16,shortSqueeze,6787,0.07696953255947793
2021-06-16,shortSqueeze,6890,0.07828055965762666
2021-06-16,shortSqueeze,9101,0.15721026977659563
2021-06-16,shortSqueeze,1407,0.041619284015799195
2021-06-16,shortSqueeze,6323,0.02009745329364915
2021-06-16,shortSqueeze,7220,0.10293487503804026
2021-06-16,shortSqueeze,8179,0.12042810655556846
2021-06-16,shortSqueeze,4503,0.21789187983194622
2021-06-16,shortSqueeze,4384,0.062301473791414076
2021-06-17,shortSqueeze,2150,0.12440945185979518
2021-06-17,shortSqueeze,6787,0.07831852737537554
2021-06-17,shortSqueeze,9101,0.15996559167972152
2021-06-17,shortSqueeze,2168,0.12011242214627953
2021-06-17,shortSqueeze,6323,0.02044968825473491
2021-06-17,shortSqueeze,1407,0.04234871807251894
2021-06-17,shortSqueeze,7220,0.1047389474831221
2021-06-17,shortSqueeze,6890,0.0796525319907326
2021-06-17,shortSqueeze,4503,0.22171072875235953
2021-06-17,shortSqueeze,4062,0.04829339238536002
2021-06-18,shortSqueeze,2150,0.10199690630171987
2021-06-18,shortSqueeze,6787,0.06420932958853737
2021-06-18,shortSqueeze,9101,0.1311475552873849
2021-06-18,shortSqueeze,6890,0.06530301131226987
2021-06-18,shortSqueeze,7220,0.08587007219207238
2021-06-18,shortSqueeze,1407,0.03471953428513223
2021-06-18,shortSqueeze,2168,0.09847399280509028
2021-06-18,shortSqueeze,4062,0.039593266785492506
2021-06-18,shortSqueeze,8179,0.1004632317284069
2021-06-18,shortSqueeze,4047,0.27822309971389386
2021-06-21,shortSqueeze,2150,0.09968216788368713
2021-06-21,shortSqueeze,6787,0.06275215007806227
2021-06-21,shortSqueeze,6890,0.06382101156758557
2021-06-21,shortSqueeze,1407,0.03393160215287455
2021-06-21,shortSqueeze,2168,0.0962392040983746
2021-06-21,shortSqueeze,4062,0.03869472918227646
2021-06-21,shortSqueeze,4503,0.17764410786098378
2021-06-21,shortSqueeze,8179,0.09818329883128973
2021-06-21,shortSqueeze,4047,0.2719090484250555
2021-06-21,shortSqueeze,4443,0.05714267991981063
2021-06-22,shortSqueeze,2150,0.1164154692577408
2021-06-22,shortSqueeze,6787,0.07328613686245185
2021-06-22,shortSqueeze,6890,0.0745344244400211
2021-06-22,shortSqueeze,4062,0.0451902797781457
2021-06-22,shortSqueeze,4443,0.06673502431519926
2021-06-22,shortSqueeze,2168,0.11239454702847856
2021-06-22,shortSqueeze,1407,0.03962758305881807
2021-06-22,shortSqueeze,8179,0.11466499023230114
2021-06-22,shortSqueeze,4503,0.20746461093863802
2021-06-22,shortSqueeze,9101,0.14968693408820552
2021-06-23,shortSqueeze,2150,0.11178857212062748
2021-06-23,shortSqueeze,6787,0.07037340181958358
2021-06-23,shortSqueeze,9101,0.14373767278116548
2021-06-23,shortSqueeze,6890,0.07157207659005965
2021-06-23,shortSqueeze,4062,0.043394205961976726
2021-06-23,shortSqueeze,2168,0.10792746021270612
2021-06-23,shortSqueeze,1407,0.038052596918448464
2021-06-23,shortSqueeze,4503,0.199218993577606
2021-06-23,shortSqueeze,3038,0.10382735467040266
2021-06-23,shortSqueeze,8179,0.11010766534742393
2021-06-24,shortSqueeze,2150,0.1249137723401554
2021-06-24,shortSqueeze,6787,0.0786360083766709
2021-06-24,shortSqueeze,3923,0.08761427145041685
2021-06-24,shortSqueeze,1407,0.042520387712740824
2021-06-24,shortSqueeze,6890,0.07997542066675334
2021-06-24,shortSqueeze,2168,0.12059932369217097
2021-06-24,shortSqueeze,4503,0.22260948089340596
2021-06-24,shortSqueeze,4062,0.04848916004193209
2021-06-24,shortSqueeze,8179,0.12303550873941449
2021-06-24,shortSqueeze,4443,0.07160666608633924
2021-06-25,shortSqueeze,2150,0.12475364631890538
2021-06-25,shortSqueeze,6787,0.07853520547149524
2021-06-25,shortSqueeze,3923,0.08750195937762259
2021-06-25,shortSqueeze,1407,0.042465881148901666
2021-06-25,shortSqueeze,6890,0.07987290077908003
2021-06-25,shortSqueeze,4503,0.22232411948128786
2021-06-25,shortSqueeze,9517,0.124159682896774
2021-06-25,shortSqueeze,4062,0.04842700215392816
2021-06-25,shortSqueeze,4443,0.07151487404195073
2021-06-25,shortSqueeze,2168,0.12044472833005444
2021-06-28,shortSqueeze,2150,0.10241636487946466
2021-06-28,shortSqueeze,6787,0.0644733881276021
2021-06-28,shortSqueeze,3923,0.0718346346076189
2021-06-28,shortSqueeze,6890,0.06557156757775569
2021-06-28,shortSqueeze,9517,0.10192875127969411
2021-06-28,shortSqueeze,1407,0.03486231711060462
2021-06-28,shortSqueeze,7261,0.24151754380785853
2021-06-28,shortSqueeze,4503,0.1825167344936412
2021-06-28,shortSqueeze,3038,0.09512260545665749
2021-06-28,shortSqueeze,4062,0.03975609265910269
2021-06-29,shortSqueeze,2150,0.10051127790534166
2021-06-29,shortSqueeze,3923,0.07049841039342303
2021-06-29,shortSqueeze,9517,0.1000327345973982
2021-06-29,shortSqueeze,6787,0.0632740933464992
2021-06-29,shortSqueeze,1407,0.03421382947590558
2021-06-29,shortSqueeze,7261,0.23702498124452165
2021-06-29,shortSqueeze,3038,0.09335319256240569
2021-06-29,shortSqueeze,6890,0.0643518451299591
2021-06-29,shortSqueeze,4503,0.1791216691263776
2021-06-29,shortSqueeze,4443,0.05761796621816836
2021-06-30,shortSqueeze,2150,0.1168878630834059
2021-06-30,shortSqueeze,9517,0.11633134936848673
2021-06-30,shortSqueeze,3923,0.08198491466226056
2021-06-30,shortSqueeze,6787,0.07358351932185697
2021-06-30,shortSqueeze,1407,0.039788384932335163
2021-06-30,shortSqueeze,3038,0.10856349076478505
2021-06-30,shortSqueeze,6890,0.07483687223436891
2021-06-30,shortSqueeze,7261,0.2756441280265933
2021-06-30,shortSqueeze,4062,0.04537365411218726
2021-06-30,shortSqueeze,4443,0.06700582349372008
2021-07-01,shortSqueeze,2150,0.1172737348301812
2021-07-01,shortSqueeze,3923,0.08225556433790204
2021-07-01,shortSqueeze,9517,0.11671538394488681
2021-07-01,shortSqueeze,6787,0.07382643420100349
2021-07-01,shortSqueeze,1407,0.03991973487055975
2021-07-01,shortSqueeze,6890,0.07508392469858988
2021-07-01,shortSqueeze,3038,0.10892188198447518
2021-07-01,shortSqueeze,7261,0.27655408803753206
2021-07-01,shortSqueeze,4062,0.04552344221428778
2021-07-01,shortSqueeze,2695,0.06392581088058198
2021-07-02,shortSqueeze,2150,0.11176406188990676
2021-07-02,shortSqueeze,3923,0.0783910906970156
2021-07-02,shortSqueeze,9517,0.11123194305706928
2021-07-02,shortSqueeze,6787,0.07035797208215622
2021-07-02,shortSqueeze,1407,0.03804425368700449
2021-07-02,shortSqueeze,3038,0.10380458997836108
2021-07-02,shortSqueeze,2168,0.1079037965510211
2021-07-02,shortSqueeze,7261,0.2635612164658276
2021-07-02,shortSqueeze,6890,0.07155638403690233
2021-07-02,shortSqueeze,4062,0.043384691554735504
2021-07-05,shortSqueeze,2150,0.11023527170473398
2021-07-05,shortSqueeze,3923,0.07731880030208847
2021-07-05,shortSqueeze,9517,0.1097104315805908
2021-07-05,shortSqueeze,6787,0.0693955645304889
2021-07-05,shortSqueeze,7261,0.2599560343159334
2021-07-05,shortSqueeze,3038,0.10238467524323695
2021-07-05,shortSqueeze,2168,0.10642780988481906
2021-07-05,shortSqueeze,3182,0.08425631157683809
2021-07-05,shortSqueeze,1407,0.03752385669484606
2021-07-05,shortSqueeze,4062,0.04279124416642419
2021-07-06,shortSqueeze,2150,0.10747652377513738
2021-07-06,shortSqueeze,3923,0.07538381999176083
2021-07-06,shortSqueeze,9517,0.10696481830003583
2021-07-06,shortSqueeze,6787,0.06765887112001263
2021-07-06,shortSqueeze,3038,0.09982239634210399
2021-07-06,shortSqueeze,2168,0.10376434749541548
2021-07-06,shortSqueeze,7261,0.253450374554182
2021-07-06,shortSqueeze,3182,0.08214771310809531
2021-07-06,shortSqueeze,4062,0.04172035048218506
2021-07-06,shortSqueeze,4443,0.061610784831071484
2021-07-07,shortSqueeze,2150,0.09007925843938773
2021-07-07,shortSqueeze,3923,0.06318141269058204
2021-07-07,shortSqueeze,9517,0.08965038292204257
2021-07-07,shortSqueeze,6787,0.05670690419880073
2021-07-07,shortSqueeze,3038,0.0836641074933937
2021-07-07,shortSqueeze,7261,0.21242426707800913
2021-07-07,shortSqueeze,4062,0.03496706165459322
2021-07-07,shortSqueeze,2168,0.0869679735305713
2021-07-07,shortSqueeze,3182,0.06885043188362405
2021-07-07,shortSqueeze,2170,0.21350820010899546
2021-07-08,shortSqueeze,2150,0.11023527170473398
2021-07-08,shortSqueeze,3923,0.07731880030208847
2021-07-08,shortSqueeze,9517,0.1097104315805908
2021-07-08,shortSqueeze,6787,0.0693955645304889
2021-07-08,shortSqueeze,3038,0.10238467524323695
2021-07-08,shortSqueeze,4062,0.04279124416642419
2021-07-08,shortSqueeze,2168,0.10642780988481906
2021-07-08,shortSqueeze,1407,0.03752385669484606
2021-07-08,shortSqueeze,7261,0.2599560343159334
2021-07-08,shortSqueeze,3182,0.08425631157683809
2021-07-09,shortSqueeze,3923,0.07731880030208847
2021-07-09,shortSqueeze,2150,0.11023527170473398
2021-07-09,shortSqueeze,9517,0.1097104315805908
2021-07-09,shortSqueeze,6787,0.0693955645304889
2021-07-09,shortSqueeze,3038,0.10238467524323695
2021-07-09,shortSqueeze,1407,0.03752385669484606
2021-07-09,shortSqueeze,3182,0.08425631157683809
2021-07-09,shortSqueeze,7261,0.2599560343159334
2021-07-09,shortSqueeze,4062,0.04279124416642419
2021-07-09,shortSqueeze,2168,0.10642780988481906
2021-07-12,shortSqueeze,2150,0.12196226685510571
2021-07-12,shortSqueeze,3923,0.08554409137411306
2021-07-12,shortSqueeze,9517,0.12138159344370913
2021-07-12,shortSqueeze,6787,0.0767779697817421
2021-07-12,shortSqueeze,1407,0.041515701398257866
2021-07-12,shortSqueeze,3038,0.11327651205265502
2021-07-12,shortSqueeze,3697,0.01136824702497844
2021-07-12,shortSqueeze,4062,0.04734344152628683
2021-07-12,shortSqueeze,3182,0.09321962560482319
2021-07-12,shortSqueeze,7261,0.28761055093832866
2021-07-13,shortSqueeze,2150,0.11378415533818721
2021-07-13,shortSqueeze,3923,0.07980798022342338
2021-07-13,shortSqueeze,9517,0.11324241865727099
2021-07-13,shortSqueeze,1407,0.03873188928576737
2021-07-13,shortSqueeze,6787,0.07162966600625024
2021-07-13,shortSqueeze,3038,0.10568081896083387
2021-07-13,shortSqueeze,3697,0.010605955585835197
2021-07-13,shortSqueeze,2170,0.26969416298564974
2021-07-13,shortSqueeze,2168,0.10985411715293356
2021-07-13,shortSqueeze,3182,0.08696883580384862
2021-07-14,shortSqueeze,2150,0.12032576300713764
2021-07-14,shortSqueeze,3923,0.08439625083035715
2021-07-14,shortSqueeze,9517,0.11975288113895084
2021-07-14,shortSqueeze,1407,0.0409586388998209
2021-07-14,shortSqueeze,6787,0.07574775407464748
2021-07-14,shortSqueeze,3038,0.11175655467043612
2021-07-14,shortSqueeze,3697,0.011215706567337298
2021-07-14,shortSqueeze,9519,0.035925310098502285
2021-07-14,shortSqueeze,7261,0.28375135919432837
2021-07-14,shortSqueeze,2168,0.11616978151848194
2021-07-15,shortSqueeze,2150,0.14642398387361744
2021-07-15,shortSqueeze,9517,0.1457268460094354
2021-07-15,shortSqueeze,3923,0.10270149103351162
2021-07-15,shortSqueeze,1407,0.04984241887913013
2021-07-15,shortSqueeze,6787,0.09217716675049047
2021-07-15,shortSqueeze,3038,0.13599614537964155
2021-07-15,shortSqueeze,3697,0.013648352576410464
2021-07-15,shortSqueeze,1419,0.1283996310531693
2021-07-15,shortSqueeze,2168,0.1413665850982789
2021-07-15,shortSqueeze,9519,0.04371737934631477
2021-07-16,shortSqueeze,2150,0.12167203652249396
2021-07-16,shortSqueeze,9517,0.12109274492402751
2021-07-16,shortSqueeze,1407,0.041416907598043076
2021-07-16,shortSqueeze,3923,0.08534052439612326
2021-07-16,shortSqueeze,6787,0.07659526330799737
2021-07-16,shortSqueeze,3038,0.11300695097759565
2021-07-16,shortSqueeze,3697,0.011341194312690041
2021-07-16,shortSqueeze,2168,0.11746955553390857
2021-07-16,shortSqueeze,1878,0.02367459840020299
2021-07-16,shortSqueeze,2170,0.2883902240269177
2021-07-19,shortSqueeze,2150,0.12167203652249396
2021-07-19,shortSqueeze,9517,0.12109274492402751
2021-07-19,shortSqueeze,3923,0.08534052439612326
2021-07-19,shortSqueeze,6787,0.07659526330799737
2021-07-19,shortSqueeze,1407,0.041416907598043076
2021-07-19,shortSqueeze,3038,0.11300695097759565
2021-07-19,shortSqueeze,3697,0.011341194312690041
2021-07-19,shortSqueeze,2168,0.11746955553390857
2021-07-19,shortSqueeze,2170,0.2883902240269177
2021-07-19,shortSqueeze,1878,0.02367459840020299
2021-07-20,shortSqueeze,2150,0.12167203652249395
2021-07-20,shortSqueeze,9517,0.1210927449240275
2021-07-20,shortSqueeze,3923,0.08534052439612325
2021-07-20,shortSqueeze,1407,0.04141690759804307
2021-07-20,shortSqueeze,6787,0.07659526330799737
2021-07-20,shortSqueeze,3038,0.11300695097759564
