,symbol,returns,sharpe,sortino,calmar,returns_ann,profitFactor,sqn
0,VWO,7.835879999999946,2.597425554337324,inf,11.165542335605815,47.39980308992686,,11.863198691941864
1,TLT,5.517360000000059,2.334512144643264,9.053733513720609,20.744709574291598,31.810974896698664,,3448.6194342180706
2,IVW,11.398540000000313,2.5459367398421326,16.04008120358789,20.67324926306577,74.2186187143457,,3.395188996076017
3,SCHX,5.518439999999988,2.763365275449623,inf,35.803304855979036,31.817913388502195,,247.24193548145595
4,SPLG,11.964799999999624,3.4004559241429004,225.69495297792392,52.42260177581023,78.82127513860048,,16.69059921369544
5,SCHF,12.381960000000007,2.213799853743951,inf,58.25103179722061,82.2742762492875,,3.0965892891977305
6,VT,11.901309999999983,1.526394924473165,14.441661912203562,18.916027739255636,78.30039554522037,6.051864230881559,0.9377717911918322
7,VNQ,5.631659999999931,3.4297131073678724,inf,28.246415782876152,32.54693258581902,,84.50978058167209
8,IWR,6.580609999999957,2.1730000447704723,14.287594799228817,18.251860964649172,38.78580106846541,,31.245477422696883
9,VCSH,6.39795000000007,1.8552321841089776,inf,149.9163606187396,37.56688721921711,,
10,XLE,8.786460000000341,2.4484293661367773,6.286962584789432,9.590433518863051,54.20526473718312,2.5453399336003155,1.1014456283928737
11,QQQM,7.412879999999815,2.1001259468288116,5.971232561545583,12.645311647981112,44.45029369251694,,11.760947764220889
12,DFAC,7.697360000000016,1.4139785706686387,5.734833756477952,14.576903189527977,46.4286336921083,3.435131850191886,0.8395009270910918
13,IBIT,10.494860000000045,0.7975548030491376,2.8229448900881864,2.2828868190914013,67.07139737585064,,14.960598717036225
14,BIV,6.794040000000212,1.6212708850748323,22.925073471213313,52.52794224712952,40.22105349706666,9.948763097258214,0.8047788944009685
15,JEPQ,19.089949999999924,2.6015241992059885,34.28757233117011,31.16837232944501,145.5923679192503,,4.620447272473195
16,PFF,5.5083599999999855,2.0221438468180035,inf,14.823104732769872,31.75316557225587,,
17,GDX,19.25171999999997,2.106561473433895,16.483440717865513,14.493150133264672,147.31290578815756,,42.50749317174213
18,SOXX,5.817780000000101,5.492368244918156,inf,,33.752407566962496,,51.26631072990591
19,IEI,13.189429999999877,2.6933579688534066,inf,45.20244017674222,89.11061970397228,,2.420763179424483
20,IWP,12.109160000000003,3.314727306267409,inf,61.727348477797136,134.30174871524767,,3.7348336475023163
21,VOT,5.6548199999999635,2.649968507459577,inf,22.084740481337782,32.69645828262,,3.547521361086909
22,GBTC,11.44403999999998,0.8782644752426269,3.0427775968260056,2.535228847340161,74.58488619915067,,52.484203313010575
23,IWO,7.747340000000127,2.4331204385009686,inf,9.484494984645512,46.77844927912056,,1.5259954369046493
24,FBTC,6.968519999999989,0.5925592021810454,1.6059524276215202,1.379887230388823,41.4032403703706,,32.048013245033125
25,INDA,7.413120000000083,1.9426702303664565,inf,37.945601164967634,44.45195358432095,,
26,GOOGL,6.875850000000311,4.897048276797807,inf,5.63271378321463,40.77436056642818,,46.935373060138105
27,AVGO,7.04916000000009,4.875533883171676,inf,,41.952321535575045,,64.07421359155542
28,WMT,7.044479999999704,3.3110829614306287,inf,26.468914700078344,41.92040834539756,,169.16174416195832
29,KO,7.204000000000131,2.6702915753908254,inf,32.918100680207466,43.0114487107746,,4.008546818313569
30,BAC,8.372710000000065,1.099547470879132,2.5578377256557148,3.8790630760543983,51.21268672358927,1.656120544035955,0.535859312858518
31,CVX,6.291360000000116,4.475300285149516,inf,27.652441142696592,36.85959260658005,,55.816740669134596
32,VZ,12.858659999999974,3.2141392657305903,inf,24.346083016022487,86.28566289874287,,84.00116165557539
33,DIS,12.561839999999808,4.14985479874184,inf,11.293913750987626,83.77969067719577,,73.1090325898069
34,AMAT,7.796160000000309,2.9558366957059126,8.798676735297967,8.657088924232154,47.12079553801263,,53.96786645572066
35,T,19.188899999999965,2.7139725181535814,32.74590868562481,11.169912841446944,146.64362150989868,,24.300205151584255
36,ARM,6.702840000000259,4.430973770806589,inf,,39.6063052947637,,60.122593756605724
37,BMY,15.130799999999988,3.230749986408723,inf,,106.39504088404283,,96.31484425586432
38,GILD,14.182200000000348,4.16213479846943,inf,32.738234002744235,97.79730785468159,,155.00979250803027
39,MDLZ,10.144800000000178,3.6069968721880237,inf,65.30751211114033,64.367083936747,,126.78781407362433
40,INTC,29.986120000000028,1.672002891047307,17.8731560660845,20.05678390515899,285.26175612871924,5.008726270605227,1.5165671142183361
41,GD,5.97513999999997,2.075155181425399,inf,11.385609804186126,34.77848370786829,,1.2402268264636702
42,DELL,6.844140000000144,3.8875979957795734,inf,,40.559687395360115,,29.31706684029729
43,APH,5.888699999999997,1.9170923665410031,8.601967736114254,8.672217020788453,34.21406420126565,,28.373807458803082
44,FCX,30.254919999999984,1.8668824461445437,18.468129091734337,42.315799753544326,289.3765966146102,,14.184455904849159
45,TGT,6.175980000000228,4.480767492829292,inf,,36.09727534409537,,40.09026247117376
46,USB,9.909050000000105,2.4675108167026383,inf,72.53063932110558,62.565802508578216,,32.364536042061175
47,NEM,14.056199999999968,2.6374347537699205,24.607758138120285,13.69000118243459,96.67734332150198,,122.79334072293275
48,SLB,13.321750000000101,2.851557924948526,inf,24.876053650557857,90.2503226442222,,17.49803241923442
49,FTNT,7.228080000000074,3.297105285086634,inf,108.92190540683765,43.176729671627065,,131.02671223337342
50,OKE,5.500620000000039,1.5611939076186412,5.954267527036655,6.34555387224718,31.703465889905758,,3.7399339126181026
51,TTD,15.222419999999664,4.133415519386887,inf,948.5329422293717,107.24113444850367,,88.6024034831096
