,symbol,ar,sr,mdd
2757,ITDF,0.5013822224383335,2.3018392837635324,0.04889080363383084
353,CONY,2.073750812381582,2.2868753700800353,0.2291145947045229
2399,DFVX,0.5243880448002907,2.276917479751035,0.04694480320522331
3546,JDVI,0.49744690370778843,2.275335548361673,0.03810272355719226
1318,FESM,0.555419151337045,2.2700674998894588,0.08422838384581674
3098,INDE,0.6231046974959049,2.257211085752429,0.0859223111683501
2978,ITDI,0.47932007779213714,2.256102540143442,0.04900720057541474
2712,CARK,0.8031541746111448,2.2520052913185347,0.0777947573248388
2994,ITDH,0.47911037383020716,2.248694263513533,0.04995901301765416
1790,EFUT,1.770882393862851,2.239981969636062,0.24425114569364592
21,NVDL,10.316227870290154,2.2332366274622353,0.36670804836228593
3184,GOOP,0.853410667634336,2.230505134400989,0.0930136930717066
2730,ITDE,0.47227780447572587,2.2254864922157127,0.04949987535622138
2695,ARKA,2.5533504134171605,2.2207977263612126,0.22403821025633097
2517,ZIVB,0.8343301759539532,2.2108243008399877,0.15378633432909738
667,QLTY,0.5507710851119154,2.194318408368727,0.04031194032111141
1870,AGQI,0.5171141961593375,2.187526366591877,0.04423623892268157
1484,MRNY,1.0802919944984395,2.15724444811698,0.12429394693966733
2341,AETH,2.2154763994857976,2.1498008601004743,0.3026397516469596
3586,JANP,0.48894932031438443,2.144546378985328,0.03699353004031934
1643,ISPY,0.5229278315667665,2.1421091100658893,0.0406907682656522
2932,SPWO,0.6153800408672083,2.1375302972948402,0.07435609224553194
2759,ITDD,0.43451250183981105,2.1282394817336567,0.0474705598222919
1610,DFAW,0.4588555227217008,2.126446803216925,0.045186856493716954
2135,BALI,0.47015916144470893,2.124954567655917,0.04392485489392566
3084,JPAN,0.6298274688649732,2.118964479836374,0.06778935093116994
1313,MSFO,0.5912222338027586,2.1116752931946894,0.06985667948114717
1887,RSSB,0.5118977556171502,2.105022147944176,0.08225579081381793
1732,BUSA,0.4465311133675638,2.097839715662591,0.048882361226187256
740,MAGS,0.7066859166466,2.094532017148257,0.09256999033402737
3629,GHEE,0.47651621020017076,2.0935646054391417,0.04390424545502472
1862,HRTS,0.6868122270550834,2.0869794434153186,0.1135468268338254
3039,AMZP,0.7866962037609535,2.04266573572348,0.06693718047239698
2442,ARKZ,2.3005504773791663,2.0317464640536747,0.2955879593529361
2583,SNOV,0.344315752958827,2.0289334466630122,0.042375519391737226
2753,IDEC,0.40737199467165075,2.0272509285092144,0.040534885589368394
3144,XRLX,0.5609280627309994,2.0210202927827923,0.050588987022962655
3026,BLCV,0.44891077021624914,2.01503778558911,0.0881072491132436
1795,GOOX,2.056982151954172,2.0130634013823356,0.25494920251806824
2848,ITDC,0.3945193431358416,2.0099810537057805,0.04561883704470874
3111,NFLP,0.8433851711387357,2.0038987938285664,0.11806383347152019
3358,NBGR,0.6082791331141701,1.9871436787414973,0.0904196239652867
2830,SCAP,0.544528455433088,1.9859075075366317,0.054235134709364155
2356,MYLD,0.49401547215836583,1.9742123325343826,0.04510973304365393
3160,VWI,0.46223373830622205,1.9669785698428544,0.03793356411135218
1102,QGRW,0.5740150309447101,1.9590577379645104,0.10019388352216227
1483,CGIE,0.425406679160933,1.9496946531827792,0.06357794493067957
790,CGBL,0.4152371226683076,1.9482063527896978,0.04541139878546918
1133,AMZY,0.6985890283007212,1.9401343260707338,0.10576237592906693
3124,SPDG,0.49807132404214993,1.9348108192015165,0.0588503811987782
3579,BTFX,3.9117597139749805,1.934355410796318,0.45266451309844086
3484,MAPP,0.4431759351387208,1.9329357945563082,0.05138914312743658
954,CGDG,0.40517153369645054,1.9222162780909346,0.051066247334660225
2613,CCEF,0.44610717046606596,1.9044511241683293,0.04247359264154284
3375,PEMX,0.46522950906635274,1.9018617753294051,0.09855914175041369
2741,GSC,0.5436979063043001,1.8994473093630053,0.06431208098910109
3554,BILD,0.5099376560738147,1.8907983922010416,0.05626887509279878
3452,BKWO,0.514700692800915,1.880459392830964,0.10053087595054029
3457,ZSC,0.4167151705902816,1.8606374484576813,0.04755008203906111
831,FDVL,0.40279536728801535,1.858980836626388,0.04043817173071634
2057,GNOV,0.3262666347359633,1.8558226271393174,0.04004460877988885
2897,ITDB,0.35141717473958356,1.8435225464641105,0.04478043278097528
1373,JTEK,0.7165144516811512,1.840238275875013,0.12167644331040164
2384,QUVU,0.39031772741069726,1.8362699670436087,0.0463132234184739
2749,JANH,0.4017067536100136,1.834644959613986,0.03620319375957842
2019,FTHF,0.3898178861037389,1.8327811248781667,0.055275339425429455
1011,FEPI,0.5083887415850619,1.8314607685563142,0.07115408401848596
3292,ADVE,0.44595678229690683,1.8232480752370837,0.07257798578971617
3355,SNPG,0.5864136738260555,1.8199892967262143,0.08860642437437315
3115,ECML,0.5198318024883206,1.8150203847500015,0.1017651372551499
3232,SPAM,0.6760886995783462,1.8114056105166787,0.11530338568376076
3157,TOLL,0.4701166023380978,1.796514664540469,0.10061227778232729
2872,NSI,0.44394828554405064,1.7927560085271648,0.06681410555653516
1439,BUFZ,0.3528514288529512,1.7886523513653088,0.03976314311753106
2493,RSHO,0.5003269910494375,1.7885432831999681,0.11823852680551872
3468,ALAI,0.46814796214125876,1.7838994915326079,0.08479076890307648
2431,ASIA,0.32083167969892457,1.7720013740633802,0.04650331436907461
3174,HIDV,0.44851776787193076,1.7671528702563755,0.09157432742488639
2333,BSMC,0.4035827843484501,1.7667094786590538,0.046158876862395316
529,APUE,0.37799169763111307,1.7633219760661853,0.08266038837201957
972,FDGR,0.4696376999667571,1.7590508887544891,0.07168947903581842
2604,PJFG,0.49017796349141274,1.757518158258119,0.10013908330732267
3404,ALUM,0.5869185762050235,1.7566318118142843,0.09849780571606209
714,YMAX,0.6171405687266767,1.7509135120684074,0.07485824237919537
76,BITX,2.50268107835149,1.744568120157341,0.4524520490506004
3614,AFJKU,0.5282036247650874,1.7421885358344362,0.06058256362792494
2266,TDVI,0.42440999769514964,1.7398747537921853,0.08817241361128621
3437,UPGR,0.34752795082744137,1.7395124356868603,0.08291900292647617
2929,AVEE,0.2920970262830176,1.7334971398503731,0.04646332648631732
1347,DCOR,0.3885269820978732,1.7298515887480124,0.06069545323331155
2130,GQI,0.38855321337012283,1.7221889919134963,0.051581669828538255
1673,EALT,0.3284024823798115,1.7160392588896998,0.045312300508272396
3078,PRAE,0.8065028749254919,1.712519764474889,0.05290199166799724
3328,EGUS,0.47500579826032197,1.7115384514037155,0.09397903727860184
2849,ABCS,0.40006765769778974,1.707660380972848,0.054141342226597514
3563,KBUF,0.35073170177852764,1.7051554411394974,0.039062041785356764
2511,SOVF,0.428474941023004,1.7030600065899522,0.06705921826573952
2330,SMRI,0.316326821564898,1.7016735148857924,0.05605632021403947
2441,JANJ,0.3738130380808371,1.6967557339988717,0.037041355193753615
3209,JHMU,0.4429719976254689,1.6950730709671014,0.04895734788589229
2916,AUMI,0.8466107271340726,1.6947154108455873,0.11028737039130698
1805,AJAN,0.3714079773992449,1.693361896280523,0.04046069326239637
1306,FDCE,0.43448264846955054,1.6880496864048138,0.05238427117564869
3399,AVNV,0.3679774725005547,1.6876661897272098,0.0807940227539949
2503,BGIG,0.3524857893648021,1.6791379150194936,0.05020827868157799
3576,TAFM,0.4813706622723557,1.6776876920359394,0.04534623289648916
3270,FLOW,0.3864398342270716,1.6666242281349375,0.07923500504267551
2611,YALL,0.42038292093219765,1.6658918900726458,0.10990556745573331
3008,LJAN,0.37117852044823274,1.655622255921454,0.03688637374094213
3502,AVXC,0.3100573057137024,1.6546303604826045,0.04003258784243887
1579,USCA,0.3562999240828686,1.651230886579489,0.08269763003920517
3207,MSFY,0.5470907991217551,1.6447674599004207,0.08600930127539491
2728,XNOV,0.28232608394088543,1.6441486970378478,0.03990010833839398
3421,RVRB,0.4985158142294679,1.6435503589050673,0.0885993013943227
3185,LGHT,0.43566492462634265,1.6339160310657548,0.0887885766994817
890,HELO,0.34764327629790026,1.6335534676741705,0.04390913808755355
938,VFLO,0.3661544897465687,1.6235469456334382,0.07268978182850773
3487,TAFL,0.4718434125052646,1.6198894374507091,0.05331386587716824
3620,EYEG,0.45770013969780887,1.619848484145196,0.05066691860568485
3424,IWFG,0.5552116195946517,1.6140168189814992,0.13819203290979643
3618,MCHS,0.45540407529721416,1.6137046475542334,0.08230991576224236
2370,SFLO,0.37465051860736276,1.612445028049177,0.05274582002971381
2588,JANQ,0.3598399005702577,1.6113906291027706,0.039070610368767675
3441,DVDN,0.5157974563683958,1.6108109663852954,0.06994495111408437
3350,KLXY,0.41612054309920055,1.6043859709340258,0.10170133145780037
1950,CCMG,0.3166265571949747,1.604169238414518,0.04285730344347563
3303,HF,0.37047636524806316,1.60152465855289,0.051560859329391945
1925,SGLC,0.36031692315026476,1.5971076673189957,0.08026810490065314
454,QQQY,0.3134315909395602,1.5955879579234968,0.055716863334760065
3481,BHYB,0.4365818648488897,1.5953105703371047,0.0392977884955218
803,BUFC,0.3127981896560432,1.5950908377775037,0.0382126009630452
1715,GDEC,0.349119599959254,1.5924686775802923,0.04026813264816854
3453,PUTD,0.4086314357397094,1.591631153961621,0.05035724023521332
3130,CHPS,0.40953142803542586,1.5912922953351514,0.114004641074431
2581,TYLD,0.3435271958100399,1.5910936446047839,0.04323596294350447
3600,QETAU,0.4290550370070827,1.5910740440482618,0.05689719840443944
2824,PSH,0.2979371755379172,1.5849916899628833,0.034968329408603255
2952,GGM,0.3031592330456161,1.5844505708335168,0.05523556719128494
3394,AIRL,0.4891929918493103,1.5740652767981047,0.06854435393441698
3587,QQQU,0.5623464445619053,1.568043433248882,0.16992845589330038
3509,JAND,0.3607936720777012,1.567729724911364,0.0548754590831609
2988,IRTR,0.2951176253686214,1.565554153311592,0.0456969707382693
3527,DFVE,0.3996067604834115,1.5598741697922145,0.04878368118730949
3535,OFOS,0.565451086316441,1.5579318848820365,0.10294314424508855
2634,LGRO,0.3519808315963189,1.557058967762647,0.10567959997550756
2610,BCHP,0.37004175268213646,1.5566318288747223,0.07719238783495261
2152,FWD,0.4755202512153076,1.5451680916920958,0.1436054646135863
2721,FDCF,0.4300112703665955,1.5347861601507735,0.1387593963930339
3523,CPLS,0.4265062535416766,1.5344739946789312,0.05290572215154508
3390,FCFY,0.3914254868538347,1.533763961707402,0.08291529307580589
3572,TBFG,0.3954579938846896,1.5286767314887226,0.0500478004047701
1669,MAXI,1.1137709079091205,1.5280281366179644,0.26167801418488623
2429,BITC,0.9029572343073919,1.5237238203424288,0.23985088710284316
1461,TGRT,0.4112675121197795,1.5233369470145737,0.08005731758628191
3064,GPOW,0.36536757455588487,1.521777557469063,0.09456482540870627
3483,STAX,0.44295959741113045,1.5215090210247657,0.04859508492027207
1352,JPEF,0.34480064155520274,1.5190990216178788,0.0729016994893276
3531,CNEQ,0.4078315936329997,1.5168898662401165,0.07377472093714571
2411,MAYT,0.28049970069114516,1.516469845694221,0.05778730253850678
3234,NRSH,0.39002860990301813,1.5152398543845271,0.08951890566355059
2439,HAPI,0.33785039622669877,1.5146032380409373,0.08424281144574394
1554,SQY,0.8023813126205459,1.5122961237976549,0.13573761860810254
2554,DEFI,1.039288429928828,1.5052035002381732,0.26223403605186174
833,JEPY,0.2967267509458045,1.5009687913358793,0.04224774256289227
1505,USSE,0.3389081866885322,1.500059857668991,0.06575323842593521
2479,FTWO,0.33700610120549435,1.497772267731905,0.09175499909780964
2210,GSEP,0.29404222746410835,1.4942749128782384,0.0406748846291534
2502,CVRT,0.3429012124894044,1.4940692101886575,0.07609950610558162
3569,AMJB,0.32086837687080294,1.4926684214086556,0.04703389625529991
3543,DCMT,0.287690430634304,1.4900340553408196,0.07612487118196061
3458,PJFV,0.33706754819153706,1.4878286579892748,0.09797243504797994
1075,FBY,0.5552351312132751,1.4756477814945754,0.15060992339446044
3263,HCOW,0.40137566875238573,1.4671778998154026,0.06651087057991494
3250,TXSS,0.2762037535450097,1.4651743462742994,0.05971993374973447
2803,USCL,0.3179986091186253,1.4641435362235193,0.08258558781860234
2321,PHEQ,0.283344758838755,1.4591626125098274,0.03993836356713769
3020,ITDA,0.2773375558861051,1.4472268659671415,0.04932858419859733
3386,SDCP,0.3657262408115354,1.4460956260210736,0.043616173790617725
1586,RUNN,0.31113203921257826,1.4459843009920565,0.08426672178373536
2476,FDIV,0.2988973464593012,1.4438472304132508,0.05376931548583573
3436,SRHR,0.46723375207940165,1.440636726800419,0.10481142785478842
3161,EVHY,0.3802705751830986,1.4397774818113167,0.041493662599024345
2238,STXG,0.3417431554035937,1.4393835948659783,0.09179711342612122
1026,BBLU,0.336061245057222,1.4371007511875027,0.08299332678368398
3548,PJFM,0.6205698699161122,1.4358259128606832,0.08408419529446676
2740,LOWV,0.31806404214983486,1.4339124651246375,0.059341025953919324
3570,INAV,0.34005808438040597,1.430904800581809,0.05905382994091941
1752,DUBS,0.29404483377031343,1.4193428233375205,0.07103244290301249
1792,PBDC,0.3324233914541024,1.4145477744424557,0.10611060051475371
2677,TVAL,0.27441705203115685,1.4090877860064124,0.07773948312999272
3364,EFRA,0.41842045641404013,1.4054641795738168,0.15501564049231856
3396,IWTR,0.40219555169051,1.4001404117433052,0.14049413535802077
2449,COWS,0.35164749276991203,1.3955209165077929,0.06562840806788232
3254,FFLS,0.3823945851347814,1.394677628536461,0.08205934246137182
3588,ANSCU,0.4255916016003882,1.3924328977521017,0.04931726771040759
2289,BSJV,0.24728113667044815,1.389866640962226,0.03910509766711481
438,TCAF,0.2975065171060338,1.389093612640234,0.06835112801938822
3605,DYCQU,0.3127088835684393,1.3877842443673256,0.04326552416108834
1537,NANC,0.32185199514588225,1.385941237602418,0.09199610640833404
3410,CGRO,0.4227425372610425,1.3832850050239531,0.08241992633922458
291,SVIX,0.8548428922746576,1.380370150071328,0.3615496885569655
3284,DIVD,0.38632717730875843,1.376970233420711,0.10586816809503968
2571,SEPT,0.28092367033490584,1.3736786345831768,0.05394393897985471
3423,PTEC,0.3798508842304664,1.3736549956679904,0.14425537926068183
3419,BKIV,0.4450819694122232,1.369530314796036,0.2312465501343297
1624,FTRB,0.2630328409022824,1.3693406441034237,0.04663549613432856
1095,CHAT,0.44341309323045497,1.365864691112157,0.14896776892237287
3622,HJAN,0.31244249004980285,1.3654641047949267,0.043453978450071186
2059,TRFK,0.4444603117089869,1.364748843141692,0.19757298789873845
3585,IFEB,0.3094030914340504,1.3580458746773671,0.0422404651223964
3366,XNAV,0.42727786415594915,1.3558805676672527,0.10920681671259441
2352,XIDE,0.2605457507172846,1.354884364513533,0.03740813013943168
3555,DXYZ,21.081460458126053,1.3497300034347766,0.8710064917150955
2234,SHOC,0.4935356362035812,1.344640383709659,0.18640217333523407
3217,MKAM,0.2924218437823134,1.3398827198031276,0.06268998000811007
3154,WABF,0.30636546608440196,1.3383788054710137,0.058668393472198925
2104,PAPI,0.2461444089114817,1.3376368269738224,0.04749066753475608
574,IWMY,0.31505746963764025,1.333215554692686,0.0590766770421568
1337,RSST,0.41887823521355405,1.331201473961338,0.08225337711722362
1480,DFSI,0.2667403001315074,1.3302559194757715,0.11516056038076099
3308,CDEI,0.34309653680838936,1.3223068965549951,0.09480976412717343
2278,JPMO,0.3178000946392421,1.320307377366126,0.08087429695412243
1969,ICOP,0.4753217913099994,1.3202929051300036,0.1947196284561601
3357,IVRS,0.34296698791568114,1.3190927587454242,0.133427534815155
2190,WISE,0.4734950229707384,1.3185475742336594,0.19629383699370082
3356,LNGG,0.3565452419839552,1.3159491767797673,0.09558797737579432
3504,QFLR,0.3089959032889822,1.3149326080726855,0.059337783193132834
3315,OCTD,0.3193865100212532,1.314785287414793,0.0605618128172646
870,FTGS,0.3194330763004243,1.3092309947693292,0.10456301831219522
2973,IBOT,0.34910262363460465,1.3072751595075551,0.17537335639589408
2103,TMSL,0.3062317494169555,1.302395457483527,0.11377908066246584
3117,SOF,0.3458984513380192,1.299560222058951,0.046268841356849465
1486,LSGR,0.3639914249841014,1.2964854349940107,0.09974068792216975
3417,SRHQ,0.3648982110608059,1.290871320212815,0.10244492099526539
2760,NDIA,0.24779973675278977,1.2905472053969194,0.04170435724069423
3354,FIXT,0.4241941783944385,1.2879140663873,0.1527347813964167
3446,SNPV,0.34936963764986473,1.2875306246665859,0.11321286217942896
3028,OCTH,0.30835611877081237,1.2797885991406606,0.05808901486486714
615,SMTH,0.23633613498193862,1.2763285347085491,0.04615422514181101
1742,AUGT,0.2640764343960569,1.2752772070576666,0.054594238319858386
2893,FDFF,0.27433899787910776,1.2720769631783275,0.11915351899627305
1086,DFSU,0.26394731164543006,1.2718360705020164,0.10181879019710229
3455,JHDV,0.38876310724390106,1.2634370638704409,0.11259105047667588
2383,AVGV,0.26361820192909,1.262775754163653,0.08108390355953958
3299,LCLG,0.37856621445351757,1.260675708487762,0.1570967954285829
2851,TYLG,0.3152138219269338,1.2599026135991573,0.09066558862481636
2448,ROE,0.2919556750706318,1.2582607480897607,0.09864694329569669
727,AMDY,0.5829215263462209,1.2579524084737332,0.2737210529354656
3279,GCAD,0.32066512801815494,1.2563431290852074,0.13209157081962836
3493,FLJJ,0.3483426042096487,1.2552168346993366,0.03832587007829645
760,EAGL,0.315308304991335,1.2548763449727944,0.03452667980353266
3516,MVFG,0.19073449741417403,1.250465593548249,0.037783636052856326
3591,AITRU,0.39493911482603594,1.2484112936382563,0.052853778442082035
2965,GABF,0.3358221629602085,1.2469596156118614,0.15931220109085115
3497,LNGZ,0.14641866509009915,1.2460529072554143,0.029569038764698862
3288,JHID,0.272753187397597,1.2445863541740654,0.11180507039272504
2622,ISEP,0.2282508859366812,1.2360936298192748,0.04519659300417303
3337,LCF,0.34332360997458,1.235486934008362,0.08544804612747893
3244,MSTI,0.2731649010715107,1.2296028165808839,0.046519149091191335
1417,GOCT,0.24558692214269717,1.2274867713163287,0.041627291729190725
1385,GAPR,0.23378240529599514,1.2272619625330434,0.049507845106571184
3598,EHLS,0.7317275565793355,1.2268391349100198,0.07170110450586777
3451,DYLG,0.30807331778130065,1.222288364268838,0.07467215469499694
1543,DGCB,0.2286474415785804,1.219982317424817,0.041280921220835626
397,FSCO,0.47561607992923527,1.2145924636839993,0.274477474414312
3134,OCTJ,0.29780316517299976,1.213705894567756,0.05546847948395403
1827,MSFX,0.6975818307365516,1.2132464381062738,0.17491256792419374
1126,SFLR,0.2578155472896222,1.2123730063344034,0.07212879011232937
1768,DFSE,0.24831449848714815,1.210971607983244,0.09443493084344662
1517,ZALT,0.22037883827936255,1.2100672648444701,0.055955642783578965
3471,FEBP,0.3264155473753705,1.2073566387647465,0.037451703741650785
3607,MAGX,0.8522071234960258,1.2039761193335192,0.1719057690122596
2924,IWLG,0.36139581915182317,1.2023459587696348,0.15285232947367053
3374,EVIM,0.31560396985487804,1.2022228696527277,0.04930334000225804
1618,GJUL,0.2349878282813993,1.1980336688770825,0.04740125809585792
2186,JUNT,0.22738213247684547,1.1965186444530072,0.05695030344476508
3486,AGGS,0.33081553042093437,1.1957934903619507,0.01459161935991615
3044,MCSE,0.40260274743414093,1.1946940591514454,0.2040325840818937
3362,FTIF,0.3322509275666212,1.194066766960393,0.10059448347825771
3178,CAMX,0.28585769259968186,1.1895390479196963,0.10415872034156119
3450,NTZG,0.32443246077330645,1.1892032981197573,0.11562309197940304
1356,SDVD,0.2842017740602425,1.187505761657944,0.09812923869293287
3123,AOTG,0.4790572812152505,1.1857935509279827,0.3076483421209812
2663,BRNY,0.2967014760757285,1.1834642412136396,0.11532160041828368
3129,SYII,0.32789744879071403,1.1815857270596928,0.12186016942977358
1526,MART,0.23680573984086206,1.1811895809730089,0.057340592196015346
1497,COWG,0.27227870413369715,1.175410788781931,0.09722321722496872
3465,SIXF,0.32004863168368836,1.1748197412381836,0.03645087245568224
1153,NFLY,0.4490407879211984,1.174785818447247,0.206318630751447
3422,GXUS,0.2745435740625999,1.1746399158659537,0.1133149314278795
2747,FCUS,0.3434978361876724,1.1741476510685107,0.11847804729296653
3222,BWEB,0.5532684739245912,1.1737691571781823,0.26314554280266406
3440,CMCI,0.2840577753008633,1.1722248784581197,0.10787379518119655
3459,CETF,0.26463272007181526,1.1721899189106961,0.06250817932140139
805,BUFQ,0.28024903472955986,1.169119483273951,0.14397959099963287
562,JIRE,0.2514875552008671,1.1671852004657661,0.12893116370683316
3528,APRP,0.13124915784683355,1.1649505234955566,0.03821648133331258
2940,AVNM,0.23566638454778932,1.162977353386393,0.08326946220897184
1812,MODL,0.2875143789208896,1.1592718232180792,0.08545428816841641
3271,KEM,0.28680392818300837,1.1588050158302907,0.06771247286651326
3368,CVSE,0.30145375014643694,1.1584560282909888,0.1083114266133565
3326,AVIE,0.3099815558563479,1.1583154513780838,0.1106641454632502
3380,AHOY,0.3151815656109158,1.1574059149870337,0.12035448289115276
2992,CANC,12.924122931258465,1.1526234734641045,0.14817385419394616
3057,EMDM,0.26861559600411256,1.149650051424006,0.13905646620218645
3432,USE,0.42220824446046334,1.1494751310804878,0.19263407107949945
2123,BBEM,0.20865113249677902,1.1481300058259432,0.06691562110268662
3031,XFIX,0.2619118109541867,1.1430793929600838,0.04262475806385115
2172,HYSA,0.2310131687378254,1.1399387639941203,0.040164240733035025
1716,GAUG,0.22775760565828085,1.1385365485504413,0.04523820518544996
3616,QMID,0.31374277978077014,1.137064788578512,0.07244911076698511
1835,AVGE,0.24650673929211342,1.1317190068967913,0.10205866538261989
1392,JBND,0.20983253214572795,1.1242302114888048,0.04745864737459129
