,symbol,returns,sharpe,sortino,calmar,returns_ann,profitFactor
0,VGT,8.63,2.697217693159987,inf,254.05174800750905,915.2986927948247,9.465036014405927
1,EFA,7.04,2.648141861456595,inf,187.90297023111575,571.8786050512227,2.9576294078552796
2,IUSV,9.6,2.1272928663908495,inf,503.19417612664444,1202.2534484743765,8.538507661559253
3,SCHA,10.255,1.7544319558367498,inf,232.82956365472683,2330.867628413104,7.638296927721503
4,JPM,16.98,1.6789856298007637,1455.037588378413,543.0331842592208,7974.67919184987,5.9534825965689215
5,V,19.365,0.7278183556438587,354.64381156922747,987.4455797000459,14108.756333680318,3.4098934025889465
6,CVX,24.060000000000002,0.791459317388052,1778.8144060250509,1374.7450444089475,14179.038899304584,4.2857930738185726
7,LIN,9.1,2.252565090192883,286.65709246009413,406.39776855006653,1045.7583117875827,15.07803121248395
8,CSCO,19.99,0.39152788340688327,499.35531829050234,1438.3831448609708,22348.127425261184,3.1536299265238643
9,WFC,19.53,1.3272450508201428,2676.481056452933,1399.448202107616,14669.090309936782,6.116295818427507
10,RTX,12.625,1.3725553028191297,inf,397.91414445461754,3983.7204335502574,7.610945137668181
11,ETN,5.42,3.6032442941600293,inf,94.4982656719824,338.37354013427665,6.314235184196715
12,BA,21.115000000000002,1.189586724808236,338.0086246766947,641.9634844508652,7187.0435304692155,2.9875739618834167
13,CMG,8.9,3.090106563404877,249.04014290639225,65.23539723930138,988.3802018598022,3.330667376829696
14,PYPL,28.15,1.0886889173100964,1718.5078000270382,3215.0105704024645,35310.35820849877,4.088567706922511
15,OXY,21.305,1.3319745521775954,690.0680809383332,1657.5806258282062,7514.000239853986,11.608086447149624
16,GEV,11.76,1.9214549386104842,inf,198.79221196605386,2149.153038245186,5.296226757918916
17,GIS,9.049999999999999,2.5638547912348666,inf,403.2971596657498,1031.1462436138768,15.172068827529872
18,LULU,32.135000000000005,1.0435155237886335,4496.854330188806,7829.581543483323,83365.99186605283,5.586744504595199
19,HPE,13.44,1.534821182481784,707.4684613404861,630.1552236663313,3315.498504340979,3.958939858294665
20,WBD,22.18,1.3956724410478805,262.5291865508069,555.8167222433599,9211.349063976697,7.19293599605986
21,EPAM,11.27,1.327538696863926,359.06520530537205,300.7517928125214,3041.923127637807,4.8117803080798165
22,LW,6.950000000000001,3.312492351566194,inf,152.0889168064786,556.2390795732845,3.7920168067227227
23,MOS,5.6899999999999995,3.5907635974727223,inf,103.84399743539745,370.922175046377,8.416755650472213
