da,strategy_name,code,weight
2021-05-10,zandaka,2929,0.1401157379263142
2021-05-10,zandaka,8698,0.5533424602046768
2021-05-10,zandaka,9418,0.3065418018690089
2021-05-11,zandaka,2929,0.1401157379263142
2021-05-11,zandaka,8698,0.5533424602046768
2021-05-11,zandaka,9418,0.3065418018690089
2021-05-12,zandaka,2929,0.1401157379263142
2021-05-12,zandaka,8698,0.5533424602046768
2021-05-12,zandaka,9418,0.3065418018690089
2021-05-13,zandaka,2929,0.1401157379263142
2021-05-13,zandaka,8698,0.5533424602046768
2021-05-13,zandaka,9418,0.3065418018690089
2021-05-14,zandaka,2929,0.1401157379263142
2021-05-14,zandaka,8698,0.5533424602046768
2021-05-14,zandaka,9418,0.3065418018690089
2021-05-17,zandaka,2929,0.1401157379263142
2021-05-17,zandaka,8698,0.5533424602046768
2021-05-17,zandaka,9418,0.3065418018690089
2021-05-18,zandaka,2929,0.1401157379263142
2021-05-18,zandaka,8698,0.5533424602046768
2021-05-18,zandaka,9418,0.3065418018690089
2021-05-19,zandaka,2929,0.1401157379263142
2021-05-19,zandaka,8698,0.5533424602046768
2021-05-19,zandaka,9418,0.3065418018690089
2021-05-20,zandaka,2929,0.1401157379263142
2021-05-20,zandaka,8698,0.5533424602046768
2021-05-20,zandaka,9418,0.3065418018690089
2021-05-21,zandaka,2929,0.1401157379263142
2021-05-21,zandaka,8698,0.5533424602046768
2021-05-21,zandaka,9418,0.3065418018690089
2021-05-24,zandaka,2929,0.1401157379263142
2021-05-24,zandaka,8698,0.5533424602046768
2021-05-24,zandaka,9418,0.3065418018690089
2021-05-25,zandaka,2929,0.1401157379263142
2021-05-25,zandaka,8698,0.5533424602046768
2021-05-25,zandaka,9418,0.3065418018690089
2021-05-26,zandaka,2929,0.1401157379263142
2021-05-26,zandaka,8698,0.5533424602046768
2021-05-26,zandaka,9418,0.3065418018690089
2021-05-27,zandaka,2929,0.1401157379263142
2021-05-27,zandaka,8698,0.5533424602046768
2021-05-27,zandaka,9418,0.3065418018690089
2021-05-28,zandaka,2929,0.1401157379263142
2021-05-28,zandaka,8698,0.5533424602046768
2021-05-28,zandaka,9418,0.3065418018690089
2021-05-31,zandaka,2929,0.1401157379263142
2021-05-31,zandaka,8698,0.5533424602046768
2021-05-31,zandaka,9418,0.3065418018690089
2021-06-01,zandaka,2929,0.1401157379263142
2021-06-01,zandaka,8698,0.5533424602046768
2021-06-01,zandaka,9418,0.3065418018690089
2021-06-02,zandaka,2929,0.1401157379263142
2021-06-02,zandaka,8698,0.5533424602046768
2021-06-02,zandaka,9418,0.3065418018690089
2021-06-03,zandaka,2929,0.1401157379263142
2021-06-03,zandaka,8698,0.5533424602046768
2021-06-03,zandaka,9418,0.3065418018690089
2021-06-04,zandaka,2929,0.1401157379263142
2021-06-04,zandaka,8698,0.5533424602046768
2021-06-04,zandaka,9418,0.3065418018690089
2021-06-07,zandaka,2929,0.1401157379263142
2021-06-07,zandaka,8698,0.5533424602046768
2021-06-07,zandaka,9418,0.3065418018690089
2021-06-08,zandaka,2929,0.1354893847382356
2021-06-08,zandaka,8698,0.5350721524380117
2021-06-08,zandaka,7816,0.3294384628237528
2021-06-09,zandaka,2929,0.1354893847382356
2021-06-09,zandaka,8698,0.5350721524380117
2021-06-09,zandaka,7816,0.3294384628237528
2021-06-10,zandaka,2929,0.1354893847382356
2021-06-10,zandaka,8698,0.5350721524380117
2021-06-10,zandaka,7816,0.3294384628237528
2021-06-11,zandaka,2929,0.1354893847382356
2021-06-11,zandaka,8698,0.5350721524380117
2021-06-11,zandaka,7816,0.3294384628237528
2021-06-14,zandaka,2929,0.1354893847382356
2021-06-14,zandaka,8698,0.5350721524380117
2021-06-14,zandaka,7816,0.3294384628237528
2021-06-15,zandaka,2929,0.1354893847382356
2021-06-15,zandaka,8698,0.5350721524380117
2021-06-15,zandaka,7816,0.3294384628237528
2021-06-16,zandaka,2929,0.1354893847382356
2021-06-16,zandaka,8698,0.5350721524380117
2021-06-16,zandaka,7816,0.3294384628237528
2021-06-17,zandaka,2929,0.1354893847382356
2021-06-17,zandaka,8698,0.5350721524380117
2021-06-17,zandaka,7816,0.3294384628237528
2021-06-18,zandaka,2929,0.1354893847382356
2021-06-18,zandaka,8698,0.5350721524380117
2021-06-18,zandaka,7816,0.3294384628237528
2021-06-21,zandaka,2929,0.1354893847382356
2021-06-21,zandaka,8698,0.5350721524380117
2021-06-21,zandaka,7816,0.3294384628237528
2021-06-22,zandaka,2929,0.1354893847382356
2021-06-22,zandaka,8698,0.5350721524380117
2021-06-22,zandaka,7816,0.3294384628237528
2021-06-23,zandaka,2929,0.1354893847382356
2021-06-23,zandaka,8698,0.5350721524380117
2021-06-23,zandaka,7816,0.3294384628237528
2021-06-24,zandaka,2929,0.1354893847382356
2021-06-24,zandaka,8698,0.5350721524380117
2021-06-24,zandaka,7816,0.3294384628237528
2021-06-25,zandaka,2929,0.1354893847382356
2021-06-25,zandaka,8698,0.5350721524380117
2021-06-25,zandaka,7816,0.3294384628237528
2021-06-28,zandaka,2929,0.1354893847382356
2021-06-28,zandaka,8698,0.5350721524380117
2021-06-28,zandaka,7816,0.3294384628237528
2021-06-29,zandaka,2929,0.04021651883725862
2021-06-29,zandaka,8698,0.1588223264825495
2021-06-29,zandaka,6768,0.8009611546801919
2021-06-30,zandaka,2929,0.04021651883725862
2021-06-30,zandaka,8698,0.1588223264825495
2021-06-30,zandaka,6768,0.8009611546801919
2021-07-01,zandaka,2929,0.04021651883725862
2021-07-01,zandaka,8698,0.1588223264825495
2021-07-01,zandaka,6768,0.8009611546801919
2021-07-02,zandaka,2929,0.04021651883725862
2021-07-02,zandaka,8698,0.1588223264825495
2021-07-02,zandaka,6768,0.8009611546801919
2021-07-05,zandaka,2929,0.04021651883725862
2021-07-05,zandaka,8698,0.1588223264825495
2021-07-05,zandaka,6768,0.8009611546801919
2021-07-06,zandaka,2929,0.11273348459511792
2021-07-06,zandaka,8698,0.4452049758044586
2021-07-06,zandaka,5541,0.4420615396004235
2021-07-07,zandaka,2929,0.11273348459511792
2021-07-07,zandaka,8698,0.4452049758044586
2021-07-07,zandaka,5541,0.4420615396004235
2021-07-08,zandaka,2929,0.11273348459511792
2021-07-08,zandaka,8698,0.4452049758044586
2021-07-08,zandaka,5541,0.4420615396004235
2021-07-09,zandaka,2929,0.11273348459511792
2021-07-09,zandaka,8698,0.4452049758044586
2021-07-09,zandaka,5541,0.4420615396004235
2021-07-12,zandaka,2929,0.11273348459511792
2021-07-12,zandaka,8698,0.4452049758044586
2021-07-12,zandaka,5541,0.4420615396004235
2021-07-13,zandaka,2929,0.11273348459511792
2021-07-13,zandaka,8698,0.4452049758044586
2021-07-13,zandaka,5541,0.4420615396004235
2021-07-14,zandaka,2929,0.11273348459511792
2021-07-14,zandaka,8698,0.4452049758044586
2021-07-14,zandaka,5541,0.4420615396004235
2021-07-15,zandaka,2929,0.11273348459511792
2021-07-15,zandaka,8698,0.4452049758044586
