Date,change_nq,change_es,diff,nq_open,nq_close,es_open,es_close,nq_return,es_return,nq_position,es_position,portfolio_return,cumulative_portfolio,cumulative_long_nq,cumulative_long_es,sr_portfolio,sr_long_nq,sr_long_es,mdd_portfolio,mdd_long_nq,mdd_long_es
2014-12-18,5398.0,-11313.0,1.0,103.26000213623047,104.25,204.74000549316406,206.77999877929688,0.009587428271243219,0.009963823539122278,1,0,0.009587428271243219,0.9756245345384476,0.9955230991691872,0.9790750469804108,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2014-12-19,5398.0,-11313.0,1.0,103.97000122070312,104.31999969482422,206.42999267578125,206.52000427246094,0.003366340963852946,0.00043603933475432337,1,0,0.003366340963852946,0.9789088193744042,0.9988743693583823,0.9795019622125706,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2014-12-20,5398.0,-11313.0,1.0,103.97000122070312,104.31999969482422,206.42999267578125,206.52000427246094,0.003366340963852946,0.00043603933475432337,1,0,0.003366340963852946,0.9822041602329412,1.002236921065696,0.9799290635965642,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2014-12-21,5398.0,-11313.0,1.0,103.97000122070312,104.31999969482422,206.42999267578125,206.52000427246094,0.003366340963852946,0.00043603933475432337,1,0,0.003366340963852946,0.9855105943324001,1.0056107922685653,0.9803563512135611,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2014-12-22,-8022.0,77324.0,-1.0,104.1500015258789,104.58000183105469,206.75,207.47000122070312,0.004128663455361889,0.003482472651526602,-1,1,-0.000646190803835287,0.9848737664492602,1.0097626207969221,0.9837704153954128,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2014-12-23,-8022.0,77324.0,-1.0,104.95999908447266,104.20999908447266,208.1699981689453,207.75,-0.007145579330620934,-0.002017573005906706,-1,1,0.005128006324714229,0.9899242053526572,1.002547281884922,0.9817855867613015,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2014-12-24,-8022.0,77324.0,-1.0,104.33999633789062,104.30000305175781,208.02000427246094,207.77000427246094,-0.0003832977528895035,-0.0012018074938242689,-1,1,-0.0008185097409347654,0.989113942747789,1.00216300776461,0.9806056694858031,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2014-12-25,-8022.0,77324.0,-1.0,104.33999633789062,104.30000305175781,208.02000427246094,207.77000427246094,-0.0003832977528895035,-0.0012018074938242689,-1,1,-0.0008185097409347654,0.9883043433507555,1.0017788809357049,0.9794271702437285,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2014-12-26,-8022.0,77324.0,-1.0,104.5999984741211,105.04000091552734,208.30999755859375,208.44000244140625,0.004206524357790601,0.0006240933432680399,-1,1,-0.0035824310145225607,0.9847638112193483,1.0059928881994813,0.9800384242208934,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2014-12-27,-8022.0,77324.0,-1.0,104.5999984741211,105.04000091552734,208.30999755859375,208.44000244140625,0.004206524357790601,0.0006240933432680399,-1,1,-0.0035824310145225607,0.9812359628000566,1.0102246217874566,0.9806500596775964,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2014-12-28,-8022.0,77324.0,-1.0,104.5999984741211,105.04000091552734,208.30999755859375,208.44000244140625,0.004206524357790601,0.0006240933432680399,-1,1,-0.0035824310145225607,0.9777207526543568,1.0144741562658455,0.9812620768519166,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2014-12-29,-22716.0,-11760.0,-1.0,104.94000244140625,105.0199966430664,208.22000122070312,208.72000122070312,0.000762285113389638,0.002401306296555172,-1,1,0.001639021183165534,0.9793232576791778,1.0152474748130855,0.9836183876556318,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2014-12-30,-22716.0,-11760.0,-1.0,104.72000122070312,104.31999969482422,208.2100067138672,207.60000610351562,-0.003819724228572927,-0.0029297372397180527,-1,1,0.0008899869888548744,0.9801948426363952,1.0113695094355446,0.9807366442356458,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2014-12-31,-22716.0,-11760.0,-1.0,104.5,103.25,207.99000549316406,205.5399932861328,-0.011961722488038277,-0.01177947085112113,-1,1,0.0001822516369171471,0.9803734847509635,0.9992717880308132,0.9691840855222457,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-01-01,-22716.0,-11760.0,-1.0,104.5,103.25,207.99000549316406,205.5399932861328,-0.011961722488038277,-0.01177947085112113,-1,1,0.0001822516369171471,0.9805521594233496,0.9873187762122628,0.9577676098374659,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-01-02,-22716.0,-11760.0,-1.0,103.76000213623047,102.94000244140625,206.3800048828125,205.42999267578125,-0.007902849633210396,-0.004603218260270367,-1,1,0.0032996313729400286,0.9837876200913871,0.979516144383812,0.9533587964867666,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-01-03,-22716.0,-11760.0,-1.0,103.76000213623047,102.94000244140625,206.3800048828125,205.42999267578125,-0.007902849633210396,-0.004603218260270367,-1,1,0.0032996313729400286,0.9870337565869507,0.9717751755814447,0.9489702778661894,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-01-04,-22716.0,-11760.0,-1.0,103.76000213623047,102.94000244140625,206.3800048828125,205.42999267578125,-0.007902849633210396,-0.004603218260270367,-1,1,0.0032996313729400286,0.990290604136336,0.9640953824915378,0.944601960554662,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-01-05,-229.0,35797.0,-1.0,102.48999786376953,101.43000030517578,204.1699981689453,201.72000122070312,-0.010342448830984528,-0.011999789245307625,-1,1,-0.0016573404143230969,0.9886493554961764,0.9541242753299306,0.9332669361073016,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-01-06,-229.0,35797.0,-1.0,101.58000183105469,100.06999969482422,202.08999633789062,199.82000732421875,-0.014865151693360534,-0.011232564970096276,-1,1,0.0036325867232642577,0.9922407100189156,0.9399410732428335,0.9227839546130336,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-01-07,-229.0,35797.0,-1.0,100.7300033569336,101.36000061035156,201.4199981689453,202.30999755859375,0.006254315818749587,0.0044186247529499605,-1,1,-0.0018356910657996266,0.9904192626124112,0.9458197615659086,0.9268613906365117,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-01-08,-229.0,35797.0,-1.0,102.22000122070312,103.30000305175781,204.00999450683594,205.89999389648438,0.010565464861645387,0.009264249010041062,-1,1,-0.001301215851604325,0.9891305133681656,0.955812787022183,0.9354480653571612,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-01-09,-229.0,35797.0,-1.0,103.62000274658203,102.62000274658203,206.39999389648438,204.25,-0.009650646337518897,-0.010416637403403508,-1,1,-0.0007659910658846109,0.9883728482319317,0.9465885758497536,0.9257038420506204,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-01-10,-229.0,35797.0,-1.0,103.62000274658203,102.62000274658203,206.39999389648438,204.25,-0.009650646337518897,-0.010416637403403508,-1,1,-0.0007659910658846109,0.9876157634604231,0.937453384277092,0.9160611207850415,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-01-11,-229.0,35797.0,-1.0,103.62000274658203,102.62000274658203,206.39999389648438,204.25,-0.009650646337518897,-0.010416637403403508,-1,1,-0.0007659910658846109,0.9868592586090856,0.9284063532075236,0.9065188442504684,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-01-12,6928.0,37746.0,-1.0,102.81999969482422,101.55000305175781,204.41000366210938,202.64999389648438,-0.012351649940048927,-0.008610193895081103,-1,1,0.0037414560449678235,0.990551549147741,0.9169390029305869,0.898713541231927,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-01-13,6928.0,37746.0,-1.0,102.54000091552734,101.5199966430664,204.1199951171875,202.0800018310547,-0.009947379201812365,-0.009994088452538078,-1,1,-4.670925072571344e-05,0.9905052812270752,0.9078178629635046,0.8897317186073613,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-01-14,6928.0,37746.0,-1.0,100.5,100.95999908447266,199.64999389648438,200.86000061035156,0.004577105318135883,0.006060639874071613,-1,1,0.0014835345559357305,0.9919747300396122,0.9119730409319736,0.8951240621383795,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-01-15,6928.0,37746.0,-1.0,101.43000030517578,99.6500015258789,201.6300048828125,199.02000427246094,-0.017549036517217134,-0.012944505019818338,-1,1,0.004604531497398796,0.9965423089287033,0.8959687927339408,0.8835371242226691,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-01-16,6928.0,37746.0,-1.0,99.5199966430664,100.81999969482422,198.77000427246094,201.6300048828125,0.01306273207002147,0.014388491970001974,-1,1,0.0013257598999805043,0.997863484760515,0.9076725930165248,0.8962498910397455,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-01-17,6928.0,37746.0,-1.0,99.5199966430664,100.81999969482422,198.77000427246094,201.6300048828125,0.01306273207002147,0.014388491970001974,-1,1,0.0013257598999805043,0.9991864121542653,0.9195292769064013,0.909145575400086,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-01-18,6928.0,37746.0,-1.0,99.5199966430664,100.81999969482422,198.77000427246094,201.6300048828125,0.01306273207002147,0.014388491970001974,-1,1,0.0013257598999805043,1.0005110934321049,0.9315408414811701,0.922226809211293,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-01-19,6928.0,37746.0,-1.0,99.5199966430664,100.81999969482422,198.77000427246094,201.6300048828125,0.01306273207002147,0.014388491970001974,-1,1,0.0013257598999805043,1.0018375309192629,0.9437093099057209,0.9354962622501501,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-01-20,-10627.0,-54696.0,1.0,101.43000030517578,101.62000274658203,202.39999389648438,202.05999755859375,0.0018732371175646594,-0.0016798238544637161,1,0,0.0018732371175646594,1.0037142101679501,0.9454771012132277,0.9339247933130607,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-01-21,-10627.0,-54696.0,1.0,101.31999969482422,102.13999938964844,201.5,203.0800018310547,0.008093167166344822,0.007841200154117555,1,0,0.008093167166344822,1.0118374370580752,0.9531290054452976,0.9412478845463211,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-01-22,-10627.0,-54696.0,1.0,102.54000091552734,104.02999877929688,203.99000549316406,206.10000610351562,0.014530893802087972,0.010343647009815249,1,0,0.014530893802087972,1.026540339400943,0.966978821803113,0.9509838204128036,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-01-23,-10627.0,-54696.0,1.0,104.0199966430664,104.26000213623047,205.7899932861328,204.97000122070312,0.002307301489228229,-0.0039846061139112866,1,0,0.002307301489228229,1.0289088774547956,0.9692099334787115,0.9471945244677561,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-01-24,-10627.0,-54696.0,1.0,104.0199966430664,104.26000213623047,205.7899932861328,204.97000122070312,0.002307301489228229,-0.0039846061139112866,1,0,0.002307301489228229,1.0312828804400274,0.9714461930016018,0.9434203273744985,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-01-25,-10627.0,-54696.0,1.0,104.0199966430664,104.26000213623047,205.7899932861328,204.97000122070312,0.002307301489228229,-0.0039846061139112866,1,0,0.002307301489228229,1.0336623609658824,0.9736876122494196,0.9396611689700539,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-01-26,-9222.0,-37191.0,1.0,104.13999938964844,104.13999938964844,204.7100067138672,205.4499969482422,0.0,0.003614821992602048,1,0,0.0,1.0336623609658824,0.9736876122494196,0.9430578768292409,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-01-27,-9222.0,-37191.0,1.0,102.5,101.44000244140625,202.97000122070312,202.74000549316406,-0.010341439596036586,-0.0011331513334769726,1,0,-0.010341439596036586,1.0229728040972572,0.9636182806219331,0.9419892495385659,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-01-28,-9222.0,-37191.0,1.0,103.06999969482422,100.91999816894531,204.1699981689453,200.13999938964844,-0.02085962483986377,-0.01973844744790641,1,0,-0.02085962483986377,1.0016339751824048,0.943517564799325,0.923395844240056,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-01-29,-9222.0,-37191.0,1.0,100.83999633789062,101.88999938964844,200.3800048828125,201.99000549316406,0.010412565349958009,0.00803473685557166,1,0,0.010412565349958009,1.01206355440573,0.9533420031016313,0.9308150868620534,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-01-30,-9222.0,-37191.0,1.0,101.80000305175781,101.0999984741211,200.57000732421875,199.4499969482422,-0.006876272658664046,-0.005584136885262614,1,0,-0.006876272658664046,1.0051043294577393,0.9467865635513475,0.925617288002148,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-01-31,-9222.0,-37191.0,1.0,101.80000305175781,101.0999984741211,200.57000732421875,199.4499969482422,-0.006876272658664046,-0.005584136885262614,1,0,-0.006876272658664046,0.9981929580379841,0.9402762009908089,0.9204485143625785,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-02-01,-9222.0,-37191.0,1.0,101.80000305175781,101.0999984741211,200.57000732421875,199.4499969482422,-0.006876272658664046,-0.005584136885262614,1,0,-0.006876272658664046,0.9913291110925565,0.9338106054583433,0.9153086038625412,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-02-02,-8867.0,-1329.0,-1.0,101.33000183105469,101.9800033569336,200.0500030517578,201.9199981689453,0.006414699636171325,0.009347638533670438,-1,1,0.0029329388974991127,0.994236618802703,0.9398007200094298,0.9238645778382067,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-02-03,-8867.0,-1329.0,-1.0,102.3499984741211,102.95999908447266,203.0,204.83999633789062,0.005959947429855599,0.009064021368919335,-1,1,0.0031040739390637354,0.9973228027803913,0.9454018828952264,0.9322385061137198,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-02-04,-8867.0,-1329.0,-1.0,102.54000091552734,102.87000274658203,203.9199981689453,204.05999755859375,0.0032182741184734695,0.0006865407557156295,-1,1,-0.00253173336275784,0.994797847367153,0.9484444453065042,0.9328785258422144,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-02-05,-8867.0,-1329.0,-1.0,103.12999725341797,103.76000213623047,204.86000061035156,206.1199951171875,0.006108842233985614,0.006150515000888221,-1,1,4.16727669026078e-05,0.9948393033459616,0.9542383427905816,0.9386162092094135,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-02-06,-8867.0,-1329.0,-1.0,103.91999816894531,103.12999725341797,206.55999755859375,205.5500030517578,-0.007602010483516558,-0.004889593913504176,-1,1,0.0027124165700123815,0.9975377219568566,0.9469842129049141,0.9340267571057468,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-02-07,-8867.0,-1329.0,-1.0,103.91999816894531,103.12999725341797,206.55999755859375,205.5500030517578,-0.007602010483516558,-0.004889593913504176,-1,1,0.0027124165700123815,1.0002434598031047,0.9397852289906862,0.9294597455591525,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-02-08,-8867.0,-1329.0,-1.0,103.91999816894531,103.12999725341797,206.55999755859375,205.5500030517578,-0.007602010483516558,-0.004889593913504176,-1,1,0.0027124165700123815,1.002956536737521,0.9326409718276449,0.9249150648444193,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-02-09,495.0,9899.0,-1.0,102.7300033569336,102.80000305175781,204.77000427246094,204.6300048828125,0.0006813948460704906,-0.0006836909055398487,-1,1,-0.0013650857516103393,1.0015874150597361,0.9332764685790824,0.9242827088261883,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-02-10,495.0,9899.0,-1.0,103.37000274658203,104.4000015258789,205.8800048828125,206.80999755859375,0.009964194175577036,0.004517158799906793,-1,1,-0.005447035375670243,0.9961317329780797,0.9425758165315012,0.9284578405979643,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-02-11,495.0,9899.0,-1.0,104.5199966430664,104.77999877929688,206.61000061035156,206.92999267578125,0.0024875827074351195,0.0015487733627820108,-1,1,-0.0009388093446531087,0.9951965551986544,0.9449205518331515,0.9298958113699485,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-02-12,495.0,9899.0,-1.0,105.45999908447266,106.0,207.88999938964844,208.9199981689453,0.005120433531341178,0.004954537410750323,-1,1,-0.00016589612059085546,0.9950314559509216,0.9497589547112115,0.9345030149554808,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-02-13,495.0,9899.0,-1.0,106.30000305175781,106.91000366210938,209.07000732421875,209.77999877929688,0.005738481588326495,0.003395950783017356,-1,1,-0.0023425308053091395,0.9927005641131049,0.95520912898617,0.9376765412008511,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-02-14,495.0,9899.0,-1.0,106.30000305175781,106.91000366210938,209.07000732421875,209.77999877929688,0.005738481588326495,0.003395950783017356,-1,1,-0.0023425308053091395,0.9903751324612222,0.9606905789858586,0.9408608445851592,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-02-15,495.0,9899.0,-1.0,106.30000305175781,106.91000366210938,209.07000732421875,209.77999877929688,0.005738481588326495,0.003395950783017356,-1,1,-0.0023425308053091395,0.9880551482046197,0.9662034841854478,0.9440559617070386,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-02-16,495.0,9899.0,-1.0,106.30000305175781,106.91000366210938,209.07000732421875,209.77999877929688,0.005738481588326495,0.003395950783017356,-1,1,-0.0023425308053091395,0.9857405985826061,0.9717480250900229,0.94726192928941,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-02-17,9994.0,10292.0,-1.0,106.91000366210938,107.01000213623047,209.39999389648438,210.11000061035156,0.0009353518912705343,0.003390672084824296,1,0,0.0009353518912705343,0.9866626129157924,0.9726569514431292,0.9504737838700683,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-02-18,9994.0,10292.0,-1.0,106.87999725341797,107.16000366210938,209.66000366210938,210.1300048828125,0.002619820507924384,0.0022417304802712142,1,0,0.002619820507924384,0.9892474918635115,0.9752051380716952,0.9526044899220687,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-02-19,9994.0,10292.0,-1.0,107.08999633789062,107.69000244140625,209.41000366210938,209.97999572753906,0.005602821216115128,0.0027218951122764427,1,0,0.005602821216115128,0.9947900686989131,0.9806690381093478,0.9551973794271202,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-02-20,9994.0,10292.0,-1.0,107.62000274658203,108.41000366210938,209.47999572753906,211.24000549316406,0.007340651322854885,0.008401803520724543,1,0,0.007340651322854885,1.0020924757326706,0.9878677875812281,0.9632227601325778,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-02-21,9994.0,10292.0,-1.0,107.62000274658203,108.41000366210938,209.47999572753906,211.24000549316406,0.007340651322854885,0.008401803520724543,1,0,0.007340651322854885,1.0094484871902805,0.9951193805629419,0.9713155685099016,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-02-22,9994.0,10292.0,-1.0,107.62000274658203,108.41000366210938,209.47999572753906,211.24000549316406,0.007340651322854885,0.008401803520724543,1,0,0.007340651322854885,1.0168584965631278,1.0024242049602698,0.9794763710731427,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-02-23,19921.0,-4490.0,1.0,108.3499984741211,108.5199966430664,210.94000244140625,211.2100067138672,0.0015689725089005496,0.0012800050693843041,1,0,0.0015689725089005496,1.0184539195896773,1.003996980980109,0.9807301057934583,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-02-24,19921.0,-4490.0,1.0,108.37999725341797,108.5999984741211,211.1199951171875,211.80999755859375,0.0020299061291606264,0.003268295080355826,1,0,0.0020299061291606264,1.02052128544332,1.0060350006054593,0.9839354211733798,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
2015-02-25,19921.0,-4490.0,1.0,108.44000244140625,108.33000183105469,211.66000366210938,211.6300048828125,-0.0010143914411197058,-0.00014173097787886543,1,0,-0.0010143914411197058,1.019486077385886,1.0050144873113782,0.9837959670439673,0.2619243809743071,0.2134782817917297,0.34895863550750783,-0.38386804501001465,-0.4687462768464175,-0.3876108881019775
