,Symbol
0,IGMS_20230519_10.0
1,AUPH_20230519_10.0
2,TELA_20230519_10.0
3,PTON_20230519_9.0
4,WW_20230519_7.5
5,BEEM_20230519_10.0
6,BLNK_20230519_7.0
7,EDIT_20230519_7.5
8,LCID_20230519_7.0
9,VTNR_20230519_7.5
10,INFN_20230519_6.0
11,OLO_20230519_7.5
12,PLTR_20230519_8.0
13,GPS_20230519_9.0
14,TWI_20230519_10.0
15,RIG_20230519_6.0
16,NEX_20230519_7.5
17,PR_20230519_10.0
18,CDLX_20230519_5.0
19,OSCR_20230519_5.0
20,IONQ_20230519_5.0
21,RKT_20230519_8.0
22,GEO_20230519_7.0
23,UA_20230519_7.5
24,SCPH_20230519_7.5
25,SG_20230519_6.0
26,BIG_20230721_7.5
27,DBI_20230519_8.0
28,PAGS_20230519_7.5
29,NYCB_20230721_8.0
