Symbol,rr,pl
CAR,2.200000000000001,2.9412322442075878
NVDA,4.000000000000003,2.940771342940008
BMA,1.4000000000000004,2.9065353780420056
REPX,11.000000000000009,2.8996272419789433
CPG,2.000000000000001,2.897716519097787
PRQR,3.300000000000002,2.8973530221191517
JOB,1.9000000000000008,2.8936622861467174
OLN,2.9000000000000017,2.8934665446369348
MSB,1.3000000000000003,2.891933845425616
MBI,1.1,2.8753341871070788
AXSM,5.400000000000004,2.8717953508802254
EDRY,1.9000000000000008,2.870883364868283
GOGO,4.900000000000004,2.8612202155985
TNK,4.400000000000003,2.854661180672066
PANL,3.6000000000000023,2.8485380316721427
WETG,2.100000000000001,2.8424651429454957
VKTX,20.600000000000016,2.8331864529329867
UIHC,3.300000000000002,2.832158991816845
BXC,27.100000000000023,2.8258092753062143
GGE,1.1,2.825803430121694
REI,3.8000000000000025,2.8244075490925673
VMD,2.200000000000001,2.8200162147358787
GGAL,3.300000000000002,2.8107361613838995
NERV,1.6000000000000005,2.8079592859984723
RRC,3.9000000000000026,2.7938272706100302
VLRS,2.000000000000001,2.7914876761300613
TA,30.000000000000025,2.7839954230805644
RELL,4.200000000000003,2.783088999257716
DCP,4.200000000000003,2.7791416750540865
SPLP,20.100000000000016,2.7670770278922356
MRO,12.800000000000011,2.757902353346607
ORMP,6.200000000000005,2.745555325703327
BATL,2.4000000000000012,2.7375928609300693
CLDX,6.900000000000006,2.7370620229218465
GLP,6.400000000000005,2.7369054653617724
FTNT,2.8000000000000016,2.7284926010309087
WHD,2.9000000000000017,2.7208911251714762
SHLS,1.8000000000000007,2.704804899086552
ESQ,4.000000000000003,2.7000436271598303
PWR,2.8000000000000016,2.6886740076358038
VIGL,2.6000000000000014,2.6825083146901774
NC,4.900000000000004,2.681803960678309
SQM,16.000000000000014,2.6797920224252283
NUE,9.900000000000007,2.6781578128717234
HCC,1.5000000000000004,2.676050159365078
GNE,17.300000000000015,2.6731877511662088
TASK,2.000000000000001,2.6711973215295868
INTT,2.6000000000000014,2.6664195743624957
HIHO,3.9000000000000026,2.652486827172622
PVL,29.100000000000026,2.6504519509997895
PR,5.600000000000004,2.6418943174132923
DMLP,11.600000000000009,2.6406195325663906
FNCH,1.1,2.6405298943787865
RMBS,1.0,2.6382271364004506
CLB,1.4000000000000004,2.629323520035589
AMC,4.400000000000003,2.629224609163081
TGTX,6.300000000000004,2.6286822339098395
TALO,1.9000000000000008,2.6242702760876755
CELH,4.900000000000004,2.623357444731576
NVO,29.800000000000026,2.6216727004053304
OMGA,1.9000000000000008,2.621432455276676
CTIB,3.8000000000000025,2.6169687883881387
SPPI,7.500000000000005,2.6106733638098576
IONQ,9.900000000000007,2.6035614094194632
INSE,2.7000000000000015,2.6021442649398177
COKE,2.100000000000001,2.597846675061214
VERV,1.1,2.594433820116667
SM,3.6000000000000023,2.587442027400343
DSX,4.600000000000003,2.585118073999244
CAAP,23.00000000000002,2.5808006903007197
GRRR,2.8000000000000016,2.5793073240551614
RVSN,7.800000000000006,2.577631730953665
RPHM,2.7000000000000015,2.5724407816848607
CHRD,8.800000000000008,2.5653728531770428
GNK,4.100000000000003,2.563485427386651
SCHL,11.90000000000001,2.5626215144734186
SFR,15.800000000000013,2.5619669168383483
VRNA,6.800000000000005,2.561868859775984
WNW,1.9000000000000008,2.561137950240284
CIA,2.000000000000001,2.557717022479954
MPC,2.300000000000001,2.5560204201794665
INSW,10.40000000000001,2.5547505455161916
INTA,8.600000000000007,2.554338601492393
NGL,3.500000000000002,2.554029478993528
IMXI,2.5000000000000013,2.551115816642567
AGFY,1.7000000000000006,2.5492422822005354
AMD,1.8000000000000007,2.5488479986034442
OMER,6.300000000000004,2.548505500009284
BBAR,2.300000000000001,2.5436288557531754
LPG,9.700000000000008,2.542036912769613
BLBD,2.200000000000001,2.541210463041257
LRN,3.6000000000000023,2.538281065561745
CDTX,1.6000000000000005,2.533906741731098
IRS,1.8000000000000007,2.5329049915876607
BOWL,1.2000000000000002,2.530852620480754
PMTS,4.800000000000003,2.525031885295453
ORCL,2.100000000000001,2.524203629905377
USAC,2.5000000000000013,2.5221475607958057
MUR,5.300000000000004,2.521195998220908
TIO,17.000000000000014,2.5187491805945363
HHRS,23.20000000000002,2.5176597887826815
OXY,2.300000000000001,2.515090353939889
HBIO,1.8000000000000007,2.5139303949202523
UFPT,8.700000000000006,2.5122611656181344
EGY,21.000000000000018,2.507518509082683
VIRI,6.400000000000005,2.495780241831609
SBLK,2.200000000000001,2.494395867345762
MNDY,2.300000000000001,2.4903642736426903
DAKT,1.4000000000000004,2.488468493892567
DNOW,4.3000000000000025,2.4882222398991356
COCO,5.100000000000003,2.4829323208116634
EDN,30.000000000000025,2.481540957712914
ALGM,2.6000000000000014,2.478177536108156
DKS,3.100000000000002,2.4748828124340503
SWAV,1.9000000000000008,2.474033417148481
BFRG,20.30000000000002,2.4698933505256804
AMLX,5.900000000000004,2.4622848775670323
PROK,1.8000000000000007,2.460494227350147
ESEA,1.7000000000000006,2.459850641296817
AVTE,3.200000000000002,2.459718464317591
CVV,7.2000000000000055,2.45864633821602
TRGP,1.5000000000000004,2.4564559980323852
ZIP,2.4000000000000012,2.451611354209982
EURN,11.20000000000001,2.445399096200115
DFIN,1.1,2.440276541479007
VAXX,7.100000000000005,2.4396007522292016
PLSE,1.0,2.4395904371947985
FTI,12.40000000000001,2.4394982687851114
COGT,8.700000000000006,2.4360526631878865
CIVI,4.800000000000003,2.4336850890531383
SLVM,1.7000000000000006,2.4328613217100106
ERF,1.6000000000000005,2.431692163413092
NAAS,9.000000000000007,2.4315353607710377
CVX,3.0000000000000018,2.4287558521199575
ACLX,11.000000000000009,2.4242909905029997
AIRT,3.300000000000002,2.417220951291073
NXL,3.300000000000002,2.417148726586796
FENC,14.800000000000011,2.4118329008787938
INOD,3.8000000000000025,2.409055079679325
CVE,3.6000000000000023,2.407312349389138
KFS,8.000000000000007,2.4067732936466886
PLX,7.900000000000006,2.4062382081924687
ARWR,3.500000000000002,2.4033558253687834
CC,5.400000000000004,2.399762407046484
BKR,3.100000000000002,2.393767140548374
BRY,1.2000000000000002,2.3887596530917508
ACCD,2.300000000000001,2.388639449010259
KGC,1.7000000000000006,2.3858106614063104
HES,3.7000000000000024,2.382885136318029
VSEC,1.0,2.380514582229709
PXD,4.900000000000004,2.3786818388291864
DFH,2.9000000000000017,2.3750070002955086
ZNTL,1.7000000000000006,2.3733317881575373
ALIT,1.7000000000000006,2.37261833931221
CDRE,2.200000000000001,2.3719812164883196
CCRN,1.7000000000000006,2.3718446382996303
GLOP,13.400000000000011,2.371026629789871
X,2.4000000000000012,2.3691482060897404
MTDR,5.300000000000004,2.367671977043083
FANG,3.200000000000002,2.3668988866729492
NSSC,6.100000000000005,2.3660556413445124
BLDR,9.900000000000007,2.3637361888309867
VLO,3.6000000000000023,2.360508748795066
GCBC,3.400000000000002,2.3594681976281833
IZM,7.700000000000006,2.3571559096064
LFLY,1.9000000000000008,2.357063022160254
ARQT,3.400000000000002,2.354174809539664
UA,1.7000000000000006,2.3526318433862814
KOF,26.600000000000023,2.3459334371136764
SMID,3.7000000000000024,2.344469229681923
ELA,1.2000000000000002,2.34378818655519
CIG,2.6000000000000014,2.3399707690045135
GRBK,3.500000000000002,2.337930271486522
ADD,1.0,2.336470596525997
MOS,2.4000000000000012,2.3337457558134966
BNTX,2.6000000000000014,2.3318574201570867
NFGC,1.7000000000000006,2.3308224431736964
GDYN,5.600000000000004,2.327641254756281
NVNO,1.4000000000000004,2.3232373551215737
NEWT,1.1,2.323023211745603
ASRT,2.200000000000001,2.3230141213764224
EGIO,21.30000000000002,2.3228623468793614
DXF,2.300000000000001,2.3200284607183663
AMX,2.300000000000001,2.3192495206048926
NR,3.100000000000002,2.319202126779449
JFBR,1.0,2.313478923523677
ITP,1.0,2.310689115665731
AA,2.5000000000000013,2.3074376793283466
HAYN,1.4000000000000004,2.3070523093619655
OSG,11.40000000000001,2.3023894866410797
TNP,16.100000000000016,2.297337512499982
IMUX,4.3000000000000025,2.29702784266088
SPT,1.5000000000000004,2.2954611326842453
AXON,7.100000000000005,2.290498335892487
SAI,4.200000000000003,2.287517102767565
HAL,2.7000000000000015,2.286722919615497
SJ,3.7000000000000024,2.2837582239048366
BBVA,2.7000000000000015,2.2819858935500004
PAC,8.900000000000007,2.281702565794744
UCL,2.6000000000000014,2.27452263113784
NE,3.8000000000000025,2.2734940119708686
INST,2.100000000000001,2.2723297321109244
LMB,5.800000000000004,2.271705791035295
OMH,24.50000000000002,2.270567734268181
HP,2.5000000000000013,2.2644236980712735
CVRX,1.6000000000000005,2.2630869050628055
LLY,8.900000000000007,2.262441625726385
ETNB,3.9000000000000026,2.2603833740636383
OGN,1.4000000000000004,2.2581558686074663
NVTS,1.4000000000000004,2.255884628627825
LANV,2.200000000000001,2.2551777572839034
ARCB,1.4000000000000004,2.2540091041917245
VNOM,11.100000000000009,2.2507652830173135
FSLR,1.2000000000000002,2.2502376968505335
PERI,3.7000000000000024,2.248540050654988
MPWR,3.0000000000000018,2.2440991382718174
TRDA,1.5000000000000004,2.242990420863343
DHX,1.4000000000000004,2.2418681745302216
LBRT,5.200000000000004,2.239255033942686
CEG,1.1,2.2385316244584534
XERS,1.7000000000000006,2.237110944955051
TC,1.6000000000000005,2.236959016537124
CTIC,4.3000000000000025,2.234104219909243
AGL,2.4000000000000012,2.2311298976142644
DRS,1.9000000000000008,2.230580763434667
PPIH,7.900000000000006,2.227595609175327
PGY,4.900000000000004,2.225652719342263
RETO,1.7000000000000006,2.224038586752359
CVCO,1.4000000000000004,2.219099164710096
LNG,15.500000000000012,2.2172442068298834
BSM,10.90000000000001,2.207235595078375
APO,1.2000000000000002,2.203566221211901
BLTE,11.30000000000001,2.2027787997208583
CLMT,8.300000000000006,2.2023642241505
CVT,1.6000000000000005,2.1982516304232136
GLNG,7.800000000000006,2.197429911145843
HOLI,3.9000000000000026,2.195901072653591
PTSI,1.3000000000000003,2.193868982337967
LUXH,1.3000000000000003,2.1937677020975883
SUPV,4.000000000000003,2.1920765258881665
UHG,2.000000000000001,2.188626940987124
PHAT,1.7000000000000006,2.188112309062793
CCJ,8.800000000000008,2.186169630087584
OVID,1.7000000000000006,2.1858144581016847
TRNS,1.9000000000000008,2.185021929318928
COP,2.9000000000000017,2.179939571532509
OCN,2.200000000000001,2.1755404152494444
SMTI,1.9000000000000008,2.1746453808341735
OXM,7.600000000000006,2.1680793021156073
U,2.5000000000000013,2.166275419192777
GNW,4.900000000000004,2.1644574094870177
SUP,2.6000000000000014,2.1614311220858213
PEPG,1.2000000000000002,2.1597505936697305
CRVL,2.8000000000000016,2.1586345789627863
DVAX,1.6000000000000005,2.157732457826889
TTI,5.600000000000004,2.1577081478153284
RRR,2.200000000000001,2.155709375980814
MGI,10.000000000000007,2.1541117697960726
RELY,3.8000000000000025,2.153179218926829
CFLT,2.100000000000001,2.153016766389264
AN,1.7000000000000006,2.151659494657285
HPQ,1.6000000000000005,2.1505017343728086
RAVE,1.4000000000000004,2.148399323683073
TMDX,6.300000000000004,2.146704769111034
FWONK,6.500000000000005,2.1461762010855012
GSL,1.4000000000000004,2.1455940141321084
ACI,1.0,2.1446406104049625
IMTX,1.0,2.14428792941738
VGR,1.3000000000000003,2.1432052478242096
TAL,3.200000000000002,2.1416418254943768
PDFS,7.500000000000005,2.1400105293572587
LNW,12.40000000000001,2.1372199658384403
SATX,16.700000000000014,2.1353394067727707
GLOB,3.0000000000000018,2.1342166338583644
IOVA,2.000000000000001,2.1337887105583797
XAIR,2.8000000000000016,2.1300667633000825
NCNA,4.800000000000003,2.128756474812977
ACER,3.100000000000002,2.125531750637794
CYH,1.8000000000000007,2.1228998014608056
SNPS,2.6000000000000014,2.1213766654748003
FCX,3.0000000000000018,2.1208523460457775
PRPH,3.9000000000000026,2.119955750384685
AXNX,1.0,2.118138261750135
SKY,1.3000000000000003,2.1174126116282315
HLX,3.100000000000002,2.1144157308517766
INMB,1.8000000000000007,2.1134292233050394
PTEN,1.6000000000000005,2.10902197573461
HHS,13.20000000000001,2.1075282068712
ENTA,2.8000000000000016,2.1071985789142857
VECT,30.000000000000025,2.103117971716185
AVTA,4.000000000000003,2.102352319938668
BCAN,8.800000000000008,2.101864994549186
CRC,2.000000000000001,2.0959050327940743
XOM,4.200000000000003,2.0951988258209955
LGVN,1.3000000000000003,2.0920299706087913
LAC,6.500000000000005,2.091789749686976
EPOW,9.100000000000007,2.0903541997371273
ANET,20.900000000000016,2.089217199139108
APA,3.6000000000000023,2.0881349622600816
OLB,7.800000000000006,2.087550814588312
VRDN,18.200000000000017,2.082724966744377
NAMS,6.100000000000005,2.0793439545973875
FRHC,3.100000000000002,2.07861917693486
TYRA,4.100000000000003,2.0749659806427094
KZR,2.8000000000000016,2.07490737453814
MT,1.4000000000000004,2.073639506615346
IAG,1.3000000000000003,2.0728057254701286
HOUR,1.1,2.0712886130356836
ANDE,10.100000000000009,2.071278828616794
CUK,1.5000000000000004,2.06929245017691
DKL,8.200000000000006,2.067687048059345
LSCC,6.400000000000005,2.0673761389601335
BSY,1.2000000000000002,2.064233536221378
DTST,5.5000000000000036,2.064211205249045
GRIL,2.300000000000001,2.0630281664534964
ITCI,1.3000000000000003,2.0630010159196477
RSVR,1.0,2.0596735795937304
IMVT,10.200000000000008,2.0588795983721333
TBBK,14.500000000000012,2.055888268186398
OBIO,16.900000000000013,2.053004684151969
PRVA,1.8000000000000007,2.049849662184839
TCI,8.200000000000006,2.0478524686731547
ODC,1.5000000000000004,2.0476064994794205
OMAB,6.500000000000005,2.046142729948342
CARS,2.300000000000001,2.0431325305783337
EOG,1.2000000000000002,2.0427849291323015
VYGR,1.3000000000000003,2.0416641407421814
AUPH,1.6000000000000005,2.040668774255568
OSCR,1.4000000000000004,2.0405110829579254
SMHI,3.300000000000002,2.0384975583933285
OR,2.000000000000001,2.0367632187278364
SKIN,2.8000000000000016,2.0357923682733463
DAVA,2.000000000000001,2.035233665433512
VRAR,3.500000000000002,2.032561470591956
ZEUS,9.700000000000008,2.0307389769446664
EXTR,17.000000000000014,2.0297736537135918
EPM,10.600000000000009,2.025539419852993
EXK,1.8000000000000007,2.020968194055651
INLX,6.100000000000005,2.0209197687564457
SKYT,2.4000000000000012,2.01742964649381
ALKS,3.6000000000000023,2.017259120047632
MGY,1.5000000000000004,2.017098301700185
TGB,1.6000000000000005,2.016177215605837
CRAI,8.600000000000007,2.016075869129004
ADNT,1.3000000000000003,2.014847891428477
XTNT,2.200000000000001,2.0135478606021655
NEXA,1.7000000000000006,2.009525038020828
TAST,5.100000000000003,2.0089837921249947
ADMA,1.2000000000000002,2.008697102373258
CION,1.9000000000000008,2.0073342506578538
SAIA,3.400000000000002,2.0058879483592156
SUN,1.9000000000000008,2.0049471174229505
CALM,1.0,2.00487331601311
ASUR,1.4000000000000004,2.0037687553457535
PACK,1.6000000000000005,2.003636864551095
TITN,1.5000000000000004,2.003582478861289
BROS,2.6000000000000014,2.0030919620965553
SIRE,15.100000000000012,2.0015633901115573
EBR,1.3000000000000003,1.999626247361827
DSKE,4.700000000000003,1.995420552919066
HILS,4.5000000000000036,1.9927382174555348
SLB,2.7000000000000015,1.9922896257323293
NET,3.300000000000002,1.991746249047158
ATKR,5.100000000000003,1.9917100987436094
CDMO,1.7000000000000006,1.9907536507676329
GGB,3.300000000000002,1.9893968831113749
DXCM,1.1,1.987575926588007
WWE,15.100000000000012,1.9854191453997774
CYTK,4.000000000000003,1.98302317985326
VBLT,1.9000000000000008,1.9828077328631333
ULH,10.40000000000001,1.982643152460402
OII,8.000000000000007,1.9818878239162845
IDT,3.200000000000002,1.977632916905877
LITM,2.100000000000001,1.9762764623378775
LPLA,11.20000000000001,1.9758117273813849
WSC,20.000000000000018,1.9710326221293022
TSCO,1.4000000000000004,1.9704321602029002
AAL,1.2000000000000002,1.9684423445276333
BHVN,7.500000000000005,1.9664099620585713
TACT,2.000000000000001,1.9664089557079625
PRTK,1.9000000000000008,1.9662463881314047
IMKTA,1.9000000000000008,1.9661668879894052
UNVR,1.5000000000000004,1.9659284997494035
GSAT,13.800000000000011,1.9645759477725142
MSTR,2.300000000000001,1.961758995597728
WTTR,3.8000000000000025,1.9609985202389744
CERT,1.2000000000000002,1.9591044507989863
AVID,2.7000000000000015,1.95898676338953
FRO,6.200000000000005,1.9561644859929244
ESTC,2.7000000000000015,1.9558198857907807
MDGL,25.70000000000002,1.9551802127842164
HBM,2.5000000000000013,1.9545284272542427
GROV,4.200000000000003,1.9542828590424801
CTXR,1.5000000000000004,1.953499135082842
AMBA,2.000000000000001,1.9522552755080196
MELI,2.300000000000001,1.9499584125235154
EYPT,7.900000000000006,1.9498199240140117
CF,3.0000000000000018,1.9486362941456603
ARTW,5.800000000000004,1.9472045313191246
STN,10.100000000000009,1.9471122367654337
HSCS,1.1,1.9459869104213134
ERJ,1.1,1.9457875636109412
PNTG,1.9000000000000008,1.945672403991661
ARQQ,5.100000000000003,1.9456238016189804
PANW,9.600000000000009,1.9454593902681507
VRCA,5.800000000000004,1.9451682336303515
CLH,2.7000000000000015,1.9450284348829894
NVEI,2.200000000000001,1.944470178665455
ABBV,3.6000000000000023,1.9421499570749214
SB,6.000000000000004,1.9420380748947457
NISN,3.9000000000000026,1.9409052866447272
ONTO,1.9000000000000008,1.9408322460430971
BBAI,4.600000000000003,1.9386028448056238
ARES,2.4000000000000012,1.9375761303986963
VRTX,3.100000000000002,1.9370058568635675
FCFS,12.60000000000001,1.9360314254072863
CBZ,4.800000000000003,1.9334699337370898
ITUB,1.9000000000000008,1.9332787599567076
AGO,1.1,1.9320132422319074
JUPW,1.1,1.9317705853651297
CSV,2.200000000000001,1.9313853046909417
ACGL,1.2000000000000002,1.9297476251861552
RETA,30.000000000000025,1.9288924123942344
AQUA,14.200000000000012,1.9287833345716154
IIIN,6.100000000000005,1.9266675541214902
AMBC,1.2000000000000002,1.9259581728309079
NBR,1.5000000000000004,1.925623130860514
MKTW,1.7000000000000006,1.9247849531212244
MCRB,3.8000000000000025,1.9229664768164818
VHC,7.800000000000006,1.9219959235888526
GOGL,6.900000000000006,1.921336118332794
WHG,1.8000000000000007,1.920212101533189
CHK,28.500000000000025,1.9193331965017897
CXT,1.4000000000000004,1.9192385903232287
TTEK,1.8000000000000007,1.9161468549826461
SEAS,1.1,1.9147316821309297
ESTA,2.300000000000001,1.9146826674601551
MXC,8.700000000000006,1.9138217629560386
BIVI,4.700000000000003,1.913374729098365
VOXX,1.0,1.9132095879291158
LAUR,10.100000000000009,1.9118182016384928
SGU,2.7000000000000015,1.9116299614143157
RNGR,11.80000000000001,1.9116091836046798
ASAI,2.000000000000001,1.9113032781726762
CRUS,1.4000000000000004,1.9103615928480109
NVAX,30.000000000000025,1.909449187768635
TLF,8.900000000000007,1.908679919048251
MOD,10.90000000000001,1.9079589975468167
PAG,3.8000000000000025,1.9079526928881974
MMSI,7.600000000000006,1.9077720026673508
MP,3.100000000000002,1.90760632866549
RENT,2.4000000000000012,1.9072778867048035
AMEH,3.400000000000002,1.9069661729788454
EZPW,18.400000000000016,1.906700389732168
IPAR,1.9000000000000008,1.9051513954332415
AVAV,2.7000000000000015,1.904656315504613
OEC,5.600000000000004,1.903505306902543
TRN,1.2000000000000002,1.9028794978996726
