,Symbol
0,ASAN_20230310_14.5
1,AI_20230310_24.5
2,PSFE_20230310_16.5
3,BYND_20230317_15.5
4,SAVA_20230310_23.5
5,RUN_20230310_22.5
6,UPST_20230317_16.0
7,MANU_20230317_19.0
8,ACAD_20230317_16.0
9,AFRM_20230317_10.5
10,TDOC_20230317_23.0
11,BTU_20230317_23.5
12,MARA_20230406_3.5
13,DKNG_20230324_16.5
14,PARA_20230317_19.5
15,PINS_20230317_24.0
16,FSLY_20230324_12.0
17,JWN_20230324_17.0
18,DOMO_20230421_11.0
19,MRO_20230324_23.5
20,NCLH_20230331_13.5
21,CLF_20230324_19.0
22,ARNC_20230421_23.0
23,SNAP_20230414_9.0
24,INTC_20230331_23.0
25,CFLT_20230616_15.0
