Symbol,Balabce
6338,7.092977389812138
8139,6.138940937975719
2872,4.147252383955133
4575,4.096033070736043
5726,4.071074593846852
3187,3.727821624632689
7809,3.6974988589291304
2767,3.589354933784146
9827,3.4711354345651095
2395,3.259102423010049
4417,2.937101124758322
1514,2.9307695954326958
9227,2.9096344118263
4393,2.829701876130567
4310,2.665582083705599
7859,2.5995103162792894
6298,2.5698391956066864
2195,2.544171437076095
4334,2.388673523948116
3093,2.332104216676381
6899,2.3146993424777653
7906,2.272734476059712
7173,2.2598418058891347
2338,2.2594910748297505
8040,2.258757432343978
7433,2.25719246965155
6554,2.2408130915615603
1518,2.225908874978426
5727,2.222547357772916
3181,2.189446910937675
3496,2.186193743225711
6236,2.172873164400605
9107,2.166143365567072
2813,2.1593224223667233
2585,2.1259531069306963
3306,2.111435591269835
4193,2.1104492206004912
3695,2.103658663881024
8168,2.1032762118185753
7184,2.086380089416605
8093,2.0179490752045424
9556,1.9828046387154328
4377,1.9760937122097444
7386,1.9699919719019947
7381,1.9547324697079962
7727,1.9477818819236838
2267,1.9195393213595224
8011,1.877731592503898
4260,1.877264810874945
4371,1.8686060863838614
7352,1.853405216305669
5036,1.8532957372668095
3948,1.8420712135815813
6730,1.8419991435966863
6590,1.8366051870946125
9927,1.8363003542354723
3238,1.8307733293596986
6417,1.8293836461239787
7815,1.8193985217536337
8699,1.8145371723435755
7991,1.7972290197179912
4107,1.7862031318975198
8550,1.7834978174588958
2676,1.7763644660987126
9274,1.7746439645507932
2353,1.7655580172582919
9268,1.7630610530930313
2780,1.7612879133247972
6031,1.7573087792683304
9888,1.7506740854007998
8029,1.7476763799793122
7561,1.7373776007396124
2892,1.7234391452065783
7373,1.723048870234246
6632,1.719917156486063
7095,1.7073758591811472
3498,1.705168539192597
6772,1.7036547796162829
4937,1.7027658481190684
3772,1.6959505335387808
3094,1.6945359122747403
6993,1.6904433195275352
8202,1.686482332776123
6081,1.6725207845135805
2986,1.6720355064285104
6078,1.6700716578329755
8209,1.6700474933497456
6779,1.6696666117043342
9558,1.6695781172379534
4395,1.6653649421125531
3446,1.6648249127894887
5480,1.6600574471154634
7071,1.657397435901976
7936,1.6520196859075411
7625,1.650426285413792
3774,1.650338128092048
6061,1.6482855193896306
8136,1.6467411688105291
9908,1.6449978970437795
5071,1.639353145779138
6551,1.6383583308605
2652,1.6371307526078893
2216,1.633913554706533
3399,1.6312660293916608
6380,1.627233526102389
8337,1.623620315391281
4413,1.6187719992663254
9104,1.6180421772395148
5248,1.6175385306588848
8114,1.6103208483160067
6125,1.6060009378712259
4323,1.6047105580972707
5192,1.6010253949084534
1888,1.5991216289161565
2307,1.596531434108981
6358,1.5917034450707728
1890,1.5882377689251759
3661,1.586591975720569
7901,1.5855625195734502
3482,1.5840993365136429
9302,1.5813839228527202
6614,1.5804781579019802
6946,1.5734074559207876
3073,1.5730938969593065
7128,1.5716394551676363
6547,1.5713466612238831
4966,1.56923568529071
5969,1.5678162717687807
7199,1.566418679567762
2726,1.5663354954373072
7879,1.5626682147568394
7849,1.562242773559464
4933,1.557125549047596
9749,1.5556525588779555
8135,1.553957866266745
6055,1.5532516988891096
5408,1.552415595000542
8914,1.551206908864711
7480,1.5499851913119687
3347,1.5478757270119612
4777,1.5477885463135506
6521,1.5349553702704295
9246,1.527523363039145
9101,1.527225233501412
5129,1.5267706442468587
8714,1.525450838635583
7638,1.5254157706625704
3099,1.5213700615984795
6249,1.5179200476085102
3132,1.517532305165895
4331,1.5150064517893373
6418,1.5130212647146428
7064,1.5109370062559375
5285,1.5104453709716918
8366,1.5056154657231036
6337,1.5021268804531673
4636,1.5017216480631372
9955,1.5015590375623182
7847,1.5013010591334406
9552,1.4994243970349794
5310,1.4970980983775886
7734,1.4957870849193098
7682,1.4891991034731715
8306,1.4883569821858897
4980,1.4872762099372783
8891,1.4849813154951126
3691,1.4827264359960057
3246,1.4813719771810117
6368,1.4813239348809668
8031,1.4810605904224698
1605,1.4800765130966569
7972,1.4778462003410837
4318,1.476251808955997
3561,1.4745518305942282
8050,1.4731238767374688
6789,1.4727616399301442
7769,1.4727499322725024
7380,1.4697349834847204
5941,1.469038682386721
6086,1.4672452117944947
6919,1.4658802485359894
3177,1.465767977116395
