,Symbol,DivdendToPrice
0,8524,0.08264462809917356
1,8410,0.08333333333333333
2,2930,0.013058419243986255
3,6171,0.049019607843137254
4,8285,0.05825242718446602
5,8368,0.062146892655367235
6,2354,0.038560411311053984
7,4228,0.08184143222506395
8,6165,0.053217821782178217
9,2485,0.09456264775413711
10,3673,0.0208133971291866
11,6188,0.02112676056338028
12,5020,0.09821428571428571
13,7775,0.08968609865470852
14,4005,0.07909604519774012
15,6240,0.02536997885835095
16,8334,0.06092436974789916
17,4220,0.05405405405405406
18,3649,0.023092369477911646
19,6074,0.04909819639278557
20,4215,0.09881422924901186
21,8359,0.06463878326996197
22,7186,0.05418250950570342
23,3861,0.052434456928838954
24,4246,0.11071428571428571
25,8544,0.053475935828877004
26,3834,0.07384341637010676
27,1887,0.051418439716312055
28,3168,0.04799301919720768
29,7762,0.04704532415375789
30,8706,0.1457975986277873
31,3280,0.042735042735042736
32,7184,0.04568527918781726
33,3665,0.0165016501650165
34,3169,0.01631321370309951
35,8624,0.12052117263843648
36,7646,0.05573248407643312
37,7940,0.09419152276295134
38,2170,0.02043681747269891
39,7955,0.07142857142857142
40,6470,0.06811145510835913
41,8593,0.08616692426584235
42,6339,0.07963246554364471
43,8214,0.045871559633027525
44,3160,0.02706766917293233
45,8841,0.03007518796992481
46,8596,0.04148148148148148
47,3648,0.027611940298507463
48,2975,0.05357142857142857
49,6140,0.055636896046852125
50,7599,0.010102489019033675
51,4290,0.023878437047756874
52,3675,0.01962481962481963
53,4188,0.08193186718413109
54,4245,0.05128205128205128
55,6471,0.07072135785007072
56,1803,0.021892655367231638
57,1934,0.06393982134461683
58,6197,0.055865921787709494
59,3173,0.05103448275862069
60,8381,0.07764390896921017
61,4248,0.06608811748998665
62,8185,0.05843293492695883
63,3402,0.03909355950172277
64,3933,0.0066050198150594455
65,7338,0.10512483574244415
66,3580,0.047058823529411764
67,3865,0.04285714285714286
68,6345,0.08505154639175258
69,7287,0.10282776349614396
70,5949,0.051347881899871634
71,7191,0.030690537084398978
72,1431,0.01232572877059569
73,5368,0.08856088560885608
74,6247,0.061124694376528114
75,7222,0.031746031746031744
76,6292,0.0798780487804878
77,8418,0.06738868832731648
78,3151,0.04642857142857143
79,9268,0.09641872963400236
80,5991,0.06323185011709602
81,3167,0.07242990654205607
82,1942,0.06589595375722543
83,5909,0.06459054209919261
84,5391,0.10380622837370242
85,6060,0.06880733944954129
86,9450,0.00974770642201835
87,1433,0.02947845804988662
88,4312,0.048170731707317074
89,3924,0.047197640486725666
90,4977,0.029801324503311258
91,3941,0.05286343612334802
92,8217,0.04276315789473684
93,8281,0.06564551422319474
94,8331,0.05032822757111598
95,4548,0.02912621359223301
96,6473,0.03961456102783726
97,5071,0.026737967914438502
98,6395,0.010638297872340425
99,4095,0.06624383368569414
100,3096,0.02615062761506276
101,2924,0.04602510460251046
102,6332,0.05405405405405406
103,3407,0.07147296457426973
104,9069,0.06625258799171843
105,3418,0.012913223140495868
106,5195,0.08418891170431211
107,3201,0.059487179487179485
108,4202,0.06960081883316274
109,4554,0.05986394557823129
110,3105,0.04757085020242915
111,4708,0.0875251509054326
112,6653,0.03006012024048096
113,8917,0.086
114,3449,0.06187624750499002
115,9511,0.0897308075772682
116,1802,0.06872509960159362
117,2186,0.03326713008937438
118,7752,0.050049554013875126
119,4506,0.05550049554013875
120,3276,0.04504950495049505
121,6741,0.05247524752475247
122,8133,0.0769990128331688
123,8086,0.055992141453831044
124,3880,0.03262955854126679
125,3538,0.021904306220095694
126,7224,0.0779467680608365
127,3275,0.038752362948960305
128,2874,0.04343720491029273
129,7279,0.06378986866791744
130,6083,0.056232427366447985
131,7239,0.09981325863678804
132,4612,0.010232558139534883
133,9543,0.02543940795559667
134,3176,0.07169287696577244
135,5930,0.07482367371971788
136,4633,0.04132231404958678
137,4636,0.04897459442913989
138,5301,0.04105839416058394
139,4536,0.056466302367941715
140,3405,0.05555555555555555
141,8920,0.008152173913043478
142,4045,0.04851752021563342
143,9055,0.045658012533572066
144,3222,0.015957446808510637
145,3086,0.038766519823788544
146,5975,0.04314063848144953
147,3034,0.04913793103448276
148,7970,0.03207331042382589
149,8242,0.04291845493562232
150,3050,0.045454545454545456
151,4272,0.05707762557077626
152,9099,0.042735042735042736
153,8182,0.02557544757033248
154,3562,0.031063829787234043
155,5110,0.06377551020408163
156,8037,0.060862214708368556
157,7240,0.06112984822934233
158,7172,0.040370058873002525
159,3166,0.07545605306799337
160,6463,0.09030654515327258
161,6546,0.031173092698933553
162,6237,0.06004901960784314
163,9880,0.0947867298578199
164,6996,0.032992930086410056
165,2433,0.04914196567862714
166,3036,0.07621247113163972
167,9006,0.014947683109118086
168,6630,0.011372110365398955
169,7296,0.07275426874536006
170,7994,0.06069578090303479
171,6750,0.05432372505543237
172,6183,0.0620384047267356
173,3421,0.02337472607742878
174,7226,0.06715328467153285
175,5445,0.05826656955571741
176,7976,0.024240231548480463
177,4917,0.05046197583511016
178,1605,0.05539772727272727
179,8570,0.016973125884016973
180,6995,0.0846262341325811
181,6699,0.028208744710860368
182,9946,0.0211118930330753
183,9832,0.08426966292134831
184,7545,0.026499302649930265
185,2929,0.017385257301808066
186,4725,0.061686086360520906
187,7453,0.0410958904109589
188,6282,0.05263157894736842
189,5943,0.05800542740841248
190,7942,0.0676132521974307
191,4912,0.024291497975708502
192,9434,0.11590296495956873
193,2915,0.024915824915824916
194,1909,0.030619111709286675
195,9842,0.020093770931011386
196,7732,0.035650623885918005
197,8020,0.0882744836775483
198,2613,0.05659121171770972
199,1812,0.07451763140385895
200,4951,0.05036447978793903
201,1417,0.06949040370615486
202,9090,0.022742254449571522
203,4088,0.06941715782580223
204,7739,0.05225342913128674
205,5802,0.0591869918699187
206,2002,0.03896103896103896
207,9692,0.02916396629941672
208,1961,0.06156837329876863
209,4433,0.015038809831824063
210,9025,0.03744351194318916
211,7811,0.059961315280464215
212,7483,0.07395498392282958
213,7313,0.0563019833653231
214,6078,0.009738186462324393
215,7961,0.06687898089171974
216,6264,0.03929024081115336
217,9386,0.03004427577482606
218,3197,0.007575757575757576
219,3640,0.044136191677175286
220,7278,0.10344827586206896
221,2001,0.03696741854636591
222,1973,0.050625
223,5901,0.061436280614362807
224,7220,0.04938271604938271
225,2148,0.02342786683107275
226,9005,0.01959011452682339
227,9536,0.0841852074564041
228,4613,0.036036036036036036
229,2784,0.06542617046818727
230,3395,0.05263157894736842
231,7718,0.05260011954572624
232,8233,0.02140309155766944
233,9551,0.047534165181224004
234,3738,0.08912655971479501
235,8905,0.04451038575667656
236,8871,0.08584961515689757
237,3539,0.0295159386068477
238,4116,0.07964601769911504
239,7199,0.020294117647058824
240,9007,0.011757789535567314
241,5333,0.0674026728646136
242,8802,0.039708029197080295
243,7459,0.0502283105022831
244,9882,0.06651506537805571
245,1969,0.06700738216922203
246,9956,0.06271186440677966
247,9795,0.04853273137697517
248,4212,0.04004512126339538
249,6035,0.11711711711711711
250,2154,0.026374859708193043
251,3116,0.05723905723905724
252,4526,0.050476724621424565
253,3964,0.035254616675993285
254,2169,0.04809843400447427
255,6617,0.044617958728388175
256,3676,0.016359918200408996
257,8278,0.02082176568573015
258,2491,0.038845726970033294
259,8877,0.04415011037527594
260,4927,0.03962575674188222
261,8697,0.04219178082191781
262,6718,0.07285974499089254
263,7203,0.05621621621621622
264,3191,0.044840626688276604
265,4182,0.06451612903225806
266,7984,0.04030091348737238
267,5911,0.07506702412868632
268,4634,0.07215392838054516
269,6136,0.04538174052322477
270,9889,0.06029882604055496
271,3064,0.009589770911028236
272,1982,0.08723404255319149
273,6460,0.04246284501061571
274,4204,0.05144467935165609
275,2908,0.04648705758055996
276,6326,0.03367534859247567
277,9729,0.04096638655462185
278,7937,0.03139717425431711
279,6287,0.07374476987447699
280,6222,0.013041210224308816
281,2685,0.04160166406656266
282,6249,0.036401456058242326
283,6914,0.023340248962655602
284,2681,0.027432712215320912
285,5946,0.027806385169927908
286,6407,0.06471494607087827
287,5857,0.08933129147524248
288,4436,0.02040816326530612
289,6999,0.03058103975535168
290,9303,0.0759579518480841
291,6430,0.0508130081300813
292,9143,0.04508611955420466
293,6134,0.06572295247724974
294,2899,0.030984507746126936
