Symbol,rr,pl
9107,6.000000000000004,10.19601083000517
6898,5.900000000000004,6.867893372797667
6338,10.500000000000009,6.80464379685237
2395,3.8000000000000025,6.718654727952235
7859,6.400000000000005,6.269594412274657
6619,5.900000000000004,5.805838064979889
6554,7.000000000000005,5.532698226876766
7809,7.500000000000005,5.222129739248431
9101,2.4000000000000012,5.217111700490178
4334,7.300000000000006,5.044005100800091
4235,4.5000000000000036,4.892272531446961
7033,4.800000000000003,4.7917456335357125
9272,10.90000000000001,4.770165156384744
1518,11.500000000000009,4.690222737635392
3498,11.80000000000001,4.687500496258574
3181,9.700000000000008,4.594731893242157
6249,28.200000000000024,4.587109764171577
2437,2.5000000000000013,4.397424662746739
9104,18.300000000000015,4.388151542437789
4837,2.7000000000000015,4.168985466760784
3093,29.100000000000026,4.154968250703663
2767,6.300000000000004,4.139065454616468
3377,3.7000000000000024,4.027892811752649
7080,4.600000000000003,4.020185082833045
2813,2.300000000000001,3.887868834343856
2986,19.500000000000018,3.704887061408339
9127,2.300000000000001,3.7008218744777603
6335,4.100000000000003,3.6937966618351163
6562,1.6000000000000005,3.676250555759786
9827,7.300000000000006,3.660793030995454
9888,13.600000000000012,3.5699097425046635
9110,7.600000000000006,3.5661640768352845
7047,11.600000000000009,3.5660441942150576
7610,12.900000000000011,3.480808658391727
3187,3.0000000000000018,3.4394311410706204
9119,5.200000000000004,3.4035142040442428
4393,1.1,3.3850764105938174
6298,6.600000000000005,3.345959994187939
3991,3.300000000000002,3.3195177661566366
7420,12.10000000000001,3.253921778161059
2585,13.300000000000011,3.230529172407738
3393,5.200000000000004,3.2196868026771375
6590,24.40000000000002,3.152868670685465
8040,4.000000000000003,3.081406346489538
3321,12.60000000000001,3.074764989243001
4107,7.900000000000006,3.0310147818597515
4933,1.5000000000000004,3.024025752416204
3675,4.800000000000003,2.977972041979322
5121,4.800000000000003,2.9702901940363717
8075,6.200000000000005,2.9543348782893517
4323,7.100000000000005,2.936864547031439
9115,17.700000000000014,2.9345071146684862
7187,4.3000000000000025,2.928388544725468
2780,8.300000000000006,2.9141808290211912
6924,29.500000000000025,2.8891404984796356
5480,6.100000000000005,2.8454734445875274
9362,5.400000000000004,2.829759605273283
7381,1.3000000000000003,2.776302677429173
3772,4.200000000000003,2.763191942458084
6430,7.400000000000006,2.754324102954658
1419,10.800000000000008,2.7542471310659495
6088,3.200000000000002,2.7502685557851803
4439,2.8000000000000016,2.727726838595692
6966,13.300000000000011,2.692209160390288
8011,2.300000000000001,2.6897900283554987
6036,2.4000000000000012,2.6634832731846463
6658,3.6000000000000023,2.662826906231964
7388,7.000000000000005,2.6585778364023738
3843,7.900000000000006,2.6414343725204588
1514,11.90000000000001,2.626621282092735
5698,1.9000000000000008,2.619532204456175
8508,2.9000000000000017,2.6171362950413
8914,2.200000000000001,2.597854120902258
6627,29.900000000000027,2.5950546176689615
4360,14.700000000000012,2.590593301791961
7769,29.900000000000027,2.5771008359162852
6547,2.300000000000001,2.571724968559953
7014,1.7000000000000006,2.5680572193743942
7808,3.200000000000002,2.5401145774741876
7906,3.400000000000002,2.5313217657185865
2436,4.5000000000000036,2.520087434621084
9558,26.00000000000002,2.5199786621593105
3608,2.9000000000000017,2.5196389953006793
9274,24.800000000000022,2.5007873995142895
