Symbol,Balabce,Period
7481,2.346774193548387,104
LILM,2.3467231243218083,9
VET,2.346250057220459,103
KAVL,2.3418972017738624,4
SGMA,2.3384615091177134,58
PLM,2.3374999711290005,4
2986,2.3365853658536584,179
6993,2.3255813953488373,38
DMTK,2.3255813566654555,7
7184,2.325,156
ANF,2.3243242569093785,216
BITF,2.3223351163795836,6
CJJD,2.3218391518582995,4
3810,2.3208430913348947,3
4937,2.3201970443349755,236
MTBL,2.3196506470201426,25
3660,2.3189655172413794,32
TTOO,2.3181817873942947,6
ADVM,2.315151508145643,79
FRES,2.3136246162702103,15
6526,2.3089005235602094,53
ODC,2.3087912285994427,145
YQ,2.308598458170316,18
3187,2.3072916666666665,67
FLJ,2.306648675822544,16
NAIL,2.30510195654398,97
CGA,2.30363637750799,6
DAWN,2.3020030981926034,11
RYAM,2.2994351500110857,18
RES,2.2980131049160644,21
VVPR,2.296551819817209,9
BEAT,2.294444568804756,3
EVLV,2.2929292515751882,83
RXST,2.292263604051367,43
9558,2.291950886766712,20
QNCX,2.28841112155302,41
INFI,2.287878682517046,13
9432,2.2869731294258298,99
BLDR,2.2869054042356924,400
TELL,2.2868525071423464,4
PTSI,2.2856170004986702,63
3760,2.285318559556787,83
6121,2.2829006266786034,131
BOIL,2.2828452563851114,40
ZKIN,2.282608550584161,3
TOVX,2.282608550584161,9
ATNF,2.2817680911628373,3
NEON,2.2815789960758184,30
NSPR,2.2792208294861243,180
USD,2.2781707437236864,98
4527,2.273559822747415,251
OXY,2.2719652904055057,184
HUYA,2.270833163625671,23
6380,2.269911504424779,113
EDRY,2.269687901224281,18
6946,2.2694794147669275,291
MDXG,2.268571444920131,139
LEJU,2.268571444920131,3
CPS,2.2682403521309507,3
KLXE,2.2648335693366786,14
4776,2.264826175869121,55
CPSS,2.263269588338689,40
WLDS,2.2612612235276175,7
2780,2.2580645161290325,317
7317,2.2551440329218106,125
ARQQ,2.2550790424894216,3
CMT,2.2545453851873223,242
6554,2.253393665158371,26
6227,2.2525107604017216,301
MMAT,2.2511414153092595,12
PHXM,2.249999973390784,11
INTT,2.249388622502609,43
ATLX,2.247644838327491,9
MAMA,2.2417581352314073,99
RENT,2.238805914381933,3
LNTH,2.2374594748630576,80
TTNP,2.237288323944591,30
5284,2.233050847457627,267
9107,2.2323529411764707,378
DMAC,2.2323522188854135,121
CAAP,2.2295082941134763,145
CAMT,2.225668844056542,126
SKYW,2.2250130350457087,122
RAIN,2.22145323295994,17
CBUS,2.2207793253311388,55
STRL,2.220713158406329,109
BLTE,2.2205662494519216,15
FFIE,2.2179488193144974,3
2884,2.217659137577002,162
3094,2.21656359991752,18
6696,2.2150943396226417,16
HRTG,2.213592266719566,96
VAXX,2.2116788035355213,6
PLSE,2.2069970916409405,144
NAAS,2.2058822910678444,10
3486,2.2046204620462047,200
ROIV,2.2044818018835066,126
MOXC,2.2023182426344485,21
2934,2.2016874246685414,355
SCWO,2.200000047683716,17
PSHG,2.1999999439015125,20
INZY,2.196850396657184,35
3097,2.196261682242991,260
ATHX,2.1951219122158774,19
RVSN,2.1944444168497026,61
1382,2.19435736677116,67
8154,2.1901639344262294,251
2813,2.189265536723164,131
3271,2.189054726368159,355
UHG,2.1890068479702416,10
6577,2.1876750700280114,49
INSW,2.186786827724029,212
4414,2.1857142857142855,20
ALLK,2.1856288557870935,58
EHTH,2.1839763749111767,41
CTSO,2.1836734528378057,13
LODE,2.1818181818181817,7
LFLY,2.1810088642892493,102
DXLG,2.179487320563267,6
6819,2.1782178217821784,134
ADMA,2.178160885678429,186
3010,2.1777777777777776,439
4264,2.174342105263158,12
CDZI,2.1736842980345212,34
THRN,2.171673866294038,120
OBE,2.1710526274512016,15
SHC,2.1708543472153248,47
TAYD,2.168904638413178,224
3175,2.168888888888889,303
7610,2.1686746987951806,220
PLPC,2.168091062816291,111
5352,2.167906482465462,121
CNTX,2.1666665010982156,13
EP,2.164556951519771,106
RIG,2.1640212611346366,239
8256,2.1638418079096047,25
GRBK,2.161968801008736,71
2892,2.1619318181818183,204
NCTY,2.1607143446346933,5
HROW,2.1601644158059283,89
NPCE,2.158940404670541,7
7683,2.1556642216788915,86
SAI,2.155038801238742,13
JXJT,2.154999923706055,3
CRDO,2.153743391613926,7
SITM,2.152230971128609,53
8242,2.151972157772622,125
8704,2.151193633952255,316
PRTA,2.150175143706693,40
6266,2.1482758620689655,281
PXS,2.1470587763878264,149
NEXT,2.146464625787594,17
BULZ,2.146140726997555,88
6137,2.145363408521303,150
SVRA,2.1453488347915908,226
4333,2.1445905616255914,150
XPO,2.141715363767106,33
7063,2.139917695473251,157
GCT,2.1354166647264115,45
TNP,2.1339764212456154,324
EGY,2.133217208388923,99
IDAI,2.132904554695501,9
JILL,2.1321961360329977,14
HGBL,2.126666704813639,132
9368,2.1266013564431048,270
TREE,2.125992109858741,10
1898,2.125,100
EDU,2.1248937345949597,175
DYN,2.123966820016441,14
4381,2.122463768115942,57
7189,2.1206434316353886,320
LQDA,2.120622548961854,65
7809,2.118589665339543,51
6707,2.118,60
7936,2.1176470588235294,165
GMDA,2.1168831631272345,14
FIX,2.116506664536438,333
4388,2.1150592216582065,13
MULN,2.1132075471698113,5
6315,2.1128608923884515,91
SMID,2.1116341533414675,15
3652,2.111191335740072,156
TNGX,2.111111068036391,5
ELEV,2.108527216313302,59
OTRKP,2.10769239233796,5
7433,2.105470287288469,170
IRTC,2.1054065098622554,119
6176,2.105022831050228,393
NTLA,2.104456905449411,49
LIXT,2.1041666625274553,10
7931,2.1012171684817424,47
2687,2.100263852242744,187
FSLR,2.10007065693891,81
VLD,2.1000000766345446,12
NXPL,2.098639440887358,37
4431,2.0973751058425063,103
3099,2.095151515151515,177
HUT,2.094736878429424,41
VERB,2.0917431224768097,27
GRCL,2.0917030749542214,8
BURU,2.0895521511716093,14
7318,2.0884615384615386,174
BTE,2.0869564380383068,105
7523,2.0868055555555554,143
3526,2.085769980506823,133
LBPH,2.0853082057464305,13
9425,2.0833333333333335,151
MLCO,2.0829104462679546,89
GHL,2.082503542872848,14
3299,2.0806451612903225,73
CLS,2.080142614654077,415
DUOT,2.0799999237060547,6
YSG,2.07977206912848,7
6083,2.0787401827552205,38
9218,2.0786206896551724,35
BGXX,2.074766280172343,13
PLX,2.0740740004880958,58
OSG,2.0724638165241127,227
OII,2.0721311338719075,50
IZM,2.071428453261931,37
RCEL,2.0700854451446116,135
PAVS,2.069892405926086,4
NRP,2.0697412633171464,85
RELI,2.069307007976746,5
7376,2.0690476190476192,128
4884,2.0687361419068737,64
7072,2.0671834625322996,24
8914,2.0667139815471964,299
7991,2.066666666666667,199
BZH,2.0645634008347695,98
9279,2.062648691514671,228
BSQR,2.0624998385707602,6
9552,2.0607630693788583,17
RLX,2.0603449773065585,32
ALVO,2.0593750169966367,44
YRD,2.0588236302423844,13
YMAB,2.0586320225048507,7
TSLL,2.057283047487283,17
DKNG,2.056758790843559,82
TMC,2.0563381440439468,10
GME,2.056162598343531,5
MGOL,2.0560747101292574,9
6551,2.0557491289198606,156
FRO,2.05495830323904,312
PR,2.0542919884428694,376
STIM,2.0542372355341953,32
9828,2.053291536050157,184
XERS,2.0526315270557127,44
AR,2.052575766461923,136
MHO,2.0518486719328575,165
PTGX,2.0518016980342817,55
CLSD,2.051181148186348,43
AGFY,2.0508849557522124,17
8219,2.0507859733978235,273
CVV,2.050761454903629,50
GROV,2.0506910842441584,4
COHN,2.04878044241883,10
FICO,2.0484961367167513,119
6632,2.0476190476190474,114
5351,2.0471821756225426,152
SVIX,2.047105085239829,138
SIGA,2.04674219920406,40
CETXP,2.046701857445195,5
AUR,2.0466666221618652,59
BWMN,2.046398898598594,113
9867,2.045751633986928,4
FNGU,2.044903493027351,68
TALK,2.044560837983485,34
MFH,2.0438596078453517,65
KRTX,2.043172760850966,35
IOT,2.042662115068941,115
MARA,2.042553151400872,6
CYCCP,2.041369465390058,357
CRK,2.04040400148253,43
AGRI,2.0402298464707678,23
NLSP,2.03921564960883,11
GTE,2.038961064696896,88
XENE,2.038486637672811,5
7687,2.037593984962406,263
IPW,2.033333300219643,16
FOR,2.03306980566983,113
COGT,2.0330395638305356,16
2158,2.0327498588368154,37
SD,2.0322581885632602,69
MRO,2.031613034425384,114
QSI,2.0312499697320168,5
CIR,2.0310333080598606,133
9697,2.030564784053156,149
SG,2.030302969382406,25
3825,2.0292397660818713,132
AIRS,2.027272773905563,11
PMTS,2.0270124253818125,84
3992,2.0264900662251657,59
ENIC,2.025806581614297,81
7157,2.0257826887661143,47
2157,2.0254110612855007,312
KOS,2.0231883833624194,81
4080,2.022727272727273,8
DADA,2.0218579021393377,30
9722,2.0214964861513023,260
ACHV,2.0200000762939454,62
2334,2.0186915887850465,23
PVL,2.018147184937966,85
9919,2.0161289909096887,15
GDC,2.0158730008554686,4
QTRX,2.015872924566332,163
3377,2.015714332534999,18
8022,2.0156599552572705,153
BCTX,2.0152439607228647,3
DPRO,2.0143885185158186,6
3778,2.014018691588785,74
WEAV,2.0128441561373145,24
5852,2.0126582278481013,278
TSP,2.012383987768561,5
APYX,2.012012000831673,27
XELAP,2.01041665696539,13
4107,2.010126582278481,202
DIG,2.009756151474097,107
4216,2.009753593429158,146
LXU,2.0093983525276715,18
CLVR,2.009259117538117,6
AVXL,2.008244054453938,14
ACER,2.0078740083570406,24
COMSP,2.007299263086461,32
3814,2.006779661016949,43
LYTS,2.0062111741455935,214
NVNO,2.002666727701823,17
LPG,2.001431535435417,296
KRUS,2.0009610984275326,18
NRDS,2.0,9
VSTM,2.0,7
PYXS,2.0,58
AEMD,2.0,6
NEPT,2.0,11
LGHL,2.0,4
MDB,1.9981463505458157,91
9960,1.9976949673453708,251
6417,1.9971212666426772,145
4052,1.9967532467532467,14
GLNG,1.9967131540446525,186
ICLK,1.9958676741460477,4
9268,1.9953841416388056,38
6334,1.9936102236421724,6
IAS,1.993031420634744,59
DRCT,1.9923664191602644,19
IRON,1.9896996621618857,42
ILPT,1.989637315300488,31
3679,1.9894179894179893,41
UXIN,1.98620684393521,17
TME,1.9851486469037334,17
SJ,1.9846152773975647,14
CVE,1.984594010185411,115
VRDN,1.9830507998741251,87
TRT,1.982869395631886,26
TTT,1.9818398151955778,145
PT,1.981481499877976,14
ALDX,1.980663067116808,23
RMTI,1.9800000190734863,38
FRLN,1.9799999237060546,6
SELB,1.9799499828879392,38
9941,1.9772727272727273,3
SRG,1.9771428789411272,6
INTR,1.9767442086118177,50
QNRX,1.9761904761904763,45
BTAI,1.9749151973401087,24
KNSL,1.9746385453492707,191
7011,1.9742807323452485,311
JFIN,1.9742340242740333,196
LNZA,1.974137887329135,83
MNPR,1.973684235292789,16
VIEW,1.9733334011501735,5
7047,1.971090670170828,130
6237,1.970970970970971,320
NGMS,1.9690648626166931,5
2705,1.9688179840464104,199
TMV,1.9684140248830804,144
SAVA,1.9682926084937118,19
4231,1.9676674364896074,70
ADAP,1.9674797063148357,8
CMPR,1.9667078279261017,92
HUIZ,1.9661017257363875,13
GE,1.9656221843961559,77
DAO,1.965432015622362,55
SND,1.9633508196512586,31
TRHC,1.9618320958013213,143
4621,1.9597780859916782,74
AMSC,1.9597316868120598,34
HLX,1.95939078123716,217
CWCO,1.9580279108255438,275
BLBD,1.9575644847466658,152
WRAP,1.9572649964527593,5
SRTS,1.956751046429314,55
OPEN,1.9562840654379512,82
2674,1.955470737913486,253
ANTX,1.9551450981517087,3
9270,1.955014749262537,78
BDTX,1.9548387513572554,12
CTM,1.9538461961689801,5
VTLE,1.9536574081255478,21
RELY,1.9534450641847692,91
CF,1.953009975745493,73
2585,1.952983725135624,135
4448,1.9526462395543176,84
BTCM,1.9523809956314901,4
OMER,1.952380910793899,71
NWLI,1.95200684672146,153
BXRX,1.9493669873723414,6
FREQ,1.9484847912884744,10
ACVA,1.9484776889902766,72
2163,1.947674418604651,216
CNET,1.9459458693176235,34
UCO,1.9445307296000027,96
GRRR,1.9444444959546328,7
CHEK,1.9444443340654771,27
7122,1.9439696106362774,135
9272,1.943112555871597,172
CLMT,1.9422535418423605,68
CEI,1.9420289855072463,4
1514,1.9420289855072463,201
TH,1.9403974074584596,138
3674,1.9396984924623115,19
9827,1.9393939393939394,10
8337,1.9391634980988592,138
SDPI,1.9390244478629082,8
NRT,1.938254929595134,111
LCID,1.937802534081336,9
DRRX,1.936416108496163,4
4449,1.9352189781021898,45
4963,1.9346642468239565,236
6898,1.9345864661654135,20
7734,1.9342137880360155,58
NVDL,1.9339207070667181,29
COE,1.9333333951455591,5
HEPA,1.9330483948282322,4
AXSM,1.9324965614519558,204
BORR,1.9320652186236782,254
ARLO,1.9311664138882696,87
NVIV,1.930174396343218,8
CLFD,1.9287910428761101,10
5192,1.9286271450858035,244
NVFY,1.9285716069798973,10
VIAO,1.9285714954746025,23
4586,1.9285714285714286,378
SGLY,1.927461207103416,85
5304,1.927325581395349,74
EH,1.9267606322430977,25
7867,1.9265905383360522,343
6723,1.9263445050662509,67
SJT,1.9259499523465988,121
STG,1.9257142203194755,20
GSUN,1.9255812478362129,7
8114,1.925498426023085,33
6730,1.9252631578947368,247
9076,1.9243772241992882,158
7762,1.9242105263157894,241
6036,1.9227340267459139,254
TIRX,1.9223301690017414,10
LUNA,1.9216101902529834,26
7525,1.9213973799126638,144
4442,1.9213554987212276,192
RCL,1.9212552198943058,167
RBT,1.921052705878367,7
7091,1.9192156862745098,52
6298,1.9181681681681682,42
HLLY,1.9166666727988317,22
TALS,1.9160306107629068,67
MYMD,1.9158877119850228,7
IREN,1.9150944160116528,45
OILU,1.9147809138780225,32
MCOM,1.9144773616545556,3
DATS,1.9142857945695229,14
GOEV,1.9135802335893701,3
NEXI,1.9132652688850622,6
FRGE,1.9129151078549331,6
FEDU,1.91282047582723,19
ADD,1.9124999357387433,28
KRYS,1.911837333023203,257
8140,1.9117007394519356,310
4690,1.9111933395004626,173
PPSI,1.9111110208456423,37
FGF,1.9108279616389074,18
4444,1.9103942652329748,64
8031,1.9095115681233934,251
AHT,1.909420291107008,20
CTIB,1.9090907810148157,13
7241,1.9088541666666667,63
VLCN,1.908397029923171,25
7050,1.9080949482653682,5
ASPN,1.907805022411596,39
WEBS,1.9074074045003069,142
4498,1.9072031148604802,14
3446,1.9068283343969368,27
ERX,1.906741241801915,116
KEN,1.9067299874512358,84
FGH,1.9066148726255665,8
ORIC,1.9057203994481215,257
RTC,1.9056973513710802,7
BTTX,1.9047619293360722,3
ATEC,1.9045750997633704,85
5013,1.9016786570743405,61
TISI,1.9016394365285567,11
6387,1.9013806706114398,152
3224,1.9012584704743465,315
NVO,1.9000842579535535,376
APDN,1.9000000936644434,3
SMHI,1.899999968629134,320
NMTC,1.8994974639571613,20
WGMI,1.8992805590864121,9
ENVX,1.8986782830636353,13
DCPH,1.8986173920304472,73
4419,1.8983957219251337,130
NFGC,1.8972972676909,10
5482,1.8972602739726028,160
NEOV,1.8972602113368358,8
IMPL,1.8972142449079654,6
4260,1.8963636363636365,42
NOA,1.896276586525613,76
EDN,1.8960630145945965,298
ELTK,1.8948453115649138,11
HSON,1.8947056153094404,85
CLEU,1.8933332761128743,10
1605,1.8930294832009773,82
5310,1.8928932300437857,156
AMPY,1.892045421448867,30
5967,1.8914728682170543,187
FSLY,1.8914473921555894,136
7065,1.8911149825783973,209
IDR,1.890756211605094,71
TORO,1.8903226818676204,63
7254,1.89009009009009,12
7314,1.8895238095238096,116
6614,1.888586956521739,16
8334,1.8884096376979447,240
LX,1.8876404208436242,24
GRNQ,1.8873239152844377,6
PGY,1.887272748080167,3
HCTI,1.885844751841103,4
EQT,1.8852904227597393,56
RMBS,1.8844198450493281,81
DAKT,1.8835759932215763,63
FOXO,1.8833332505491078,12
1966,1.8830242510699002,130
MEC,1.8827893191868807,36
