Symbol,Balabce,Period
RBOT,1.3970588029049669,13
GAN,1.3970587913037176,26
FATBP,1.3969647868720794,5
DOMO,1.396913150653026,43
CARS,1.396907173779827,118
6836,1.3967479674796748,15
6336,1.3966479759534323,10
9739,1.396551724137931,79
JACK,1.396538464304608,14
SQSP,1.3964117402727256,28
6617,1.3963963963963963,258
4977,1.396280400572246,45
7222,1.3962585034013606,108
CIEN,1.3962264150943395,26
5715,1.396153846153846,196
IWFL,1.396072840345444,85
7997,1.3959537572254335,68
ATGE,1.3959242894594421,49
6616,1.3958898797983714,18
8392,1.395867319195215,363
2981,1.3956997359486987,24
7305,1.3956876456876457,207
8725,1.3956577266922094,334
RLAY,1.3955071875819005,6
6463,1.3953488372093024,71
7879,1.3953229398663698,95
FENY,1.395317784380422,116
SMH,1.395120174464624,151
TEO,1.3950338753526093,14
DXPE,1.3950191308526645,15
UGA,1.3948934121199759,54
VDE,1.3947981705248684,85
2124,1.394722066254913,52
MDRR,1.3947001246294037,5
HWM,1.3945582095287585,251
CHIR,1.394545468417081,14
FOUR,1.3945323477546088,150
SUP,1.3944098544173225,15
4415,1.394375408763898,41
6630,1.3941666666666668,20
CLDL,1.3941175406366926,133
ZS,1.394068784025134,5
ZTO,1.3940031363707421,16
BXC,1.393727367778868,17
ADN,1.3935484125264352,15
3863,1.3933547695605573,109
IEZ,1.3932178891966656,25
AXR,1.3930435180664062,107
2681,1.3930099857346647,19
9041,1.3929618768328447,73
BITO,1.3926206898791784,27
2812,1.3924205378973105,21
9326,1.3923840373991094,69
PRDO,1.3923303580320288,10
2975,1.3923013923013923,6
FSFG,1.3918270413751006,10
GBTG,1.391752604686159,41
BDL,1.3917390574579653,19
PUBM,1.3916876714234077,6
2700,1.3916666666666666,61
4667,1.391634980988593,19
DAL,1.3916084560358843,10
7456,1.3915857524427977,42
SBET,1.3913043145438653,10
LIAN,1.3911845816877197,7
7361,1.391096960563373,20
DO,1.3910534750523678,7
7731,1.3910402429764617,23
SILO,1.390977423661061,9
LABU,1.3909604394358646,9
SEED,1.3908187908853824,16
TPC,1.3907848861502488,29
6461,1.3907666941467436,91
3976,1.390728476821192,3
5481,1.390625,346
6201,1.3904109589041096,8
ASO,1.3903269361797004,121
AKO.A,1.3903225849454617,87
FF,1.390041516489893,13
GSG,1.3899999506333296,86
ELUT,1.38995322976487,6
VGR,1.3899232663000225,20
6919,1.3899042645778938,155
4076,1.3897830650804759,67
7551,1.389763779527559,16
GLT,1.3897280918892592,8
CVCY,1.3897098387241247,54
DJCB,1.3896312812530964,60
FC,1.3893640893230472,43
BABX,1.3893463318669457,8
CYD,1.3893333435058595,36
TNON,1.389324892742054,6
SFM,1.389257123301806,284
5935,1.3891156462585035,10
4556,1.3890462700661002,3
4318,1.3890048712595686,311
4820,1.3888888888888888,55
7836,1.3888888888888888,7
PCVX,1.388873608495411,208
ORN,1.3885542850031336,36
DQ,1.3884854224574739,20
2721,1.3884615384615384,41
6629,1.3884297520661157,11
BODY,1.3884296649450614,4
5998,1.3882882882882883,44
AQB,1.3881748674639387,16
7048,1.387858347386172,111
SOXS,1.3878430123597403,5
3409,1.3877551020408163,13
THRD,1.387711966501784,80
3673,1.3877005347593583,86
TREX,1.3876238023708696,117
SIBN,1.387609142305174,34
BIGC,1.3873979891158716,28
HOVNP,1.3873874420850472,6
WTIU,1.3873111795211888,32
DRIO,1.3870967047271583,15
GLRE,1.3870130610035751,155
HRI,1.3868513661051651,47
9616,1.3867334167709637,158
CACC,1.3867167078891995,47
MFG,1.3866666158040364,142
LBRT,1.386654539136869,9
CTRA,1.3865401641891077,33
STEP,1.3864794874518536,27
SLVM,1.3863878723724767,7
EZPW,1.3862745693856513,10
FLR,1.3862401772119144,28
ALUR,1.386167119055038,11
ASR,1.38609266348977,118
1980,1.386070110701107,191
7096,1.3860045146726863,8
3632,1.3859154929577464,17
9663,1.3858695652173914,30
TCI,1.3858123642105284,29
HRT,1.3857263238408846,6
PLMR,1.3856156149953267,27
9260,1.3855868493881651,14
7282,1.3855109961190168,78
AULT,1.3852813852813852,5
6337,1.3852030558906312,8
AKO.B,1.3850467251402725,75
3991,1.3847619047619049,7
BTF,1.3847305745067002,26
ACRS,1.3845410044005388,22
CCRN,1.38438566653574,64
BZ,1.3842856543404716,20
KORE,1.3841808328163108,3
8551,1.3841387856257745,270
INVZ,1.3841269846075457,3
LVTX,1.3839662994819175,14
7250,1.3839622641509435,220
CTRN,1.3839080635158496,34
HLVX,1.3838468378431301,3
ON,1.3837288032143802,204
WAL,1.3836311587680765,48
PWSC,1.3833598263948341,79
3467,1.3832997987927564,23
6638,1.3832966127326658,37
CRPT,1.3832753264507065,7
IRBT,1.3832060835743678,10
GLOB,1.383160215435606,20
8399,1.3831417624521072,390
9028,1.3831231813773035,172
5036,1.3830195927775644,17
6804,1.3829787234042554,9
6969,1.3829787234042554,3
6503,1.3827785817655571,56
DSGR,1.3827116354906144,11
8934,1.3826247689463955,406
PRT,1.3824093418101835,15
SIEB,1.3819443961536462,6
BWXT,1.3818944747784156,180
INMB,1.3818181793930724,8
IVA,1.3818181345285474,14
EBR.B,1.3817871667166228,14
6090,1.3816666666666666,48
NUGT,1.3815250064044406,33
AAPU,1.3813229745251132,38
LMAT,1.38129500949932,65
UBR,1.3811251937204962,47
PWP,1.3809523711227134,13
4838,1.3807339449541285,26
3370,1.3807339449541285,32
ALSN,1.38070192034479,128
BLUE,1.3806146870578617,84
2372,1.3805970149253732,12
3626,1.3805309734513274,79
8923,1.380505415162455,180
CDMO,1.3804347492963271,8
SHCR,1.3803681021976122,10
GPRK,1.3803191176961511,4
7886,1.380281690140845,4
BOOT,1.3801639744492828,17
5411,1.3801214045812817,141
1803,1.3800813008130082,46
KOP,1.3799086684816382,51
BRID,1.3798449966675164,9
9214,1.3797595190380763,4
ELLO,1.379726403658181,36
LGF.B,1.3795743901678856,16
SLDP,1.3793859738557293,6
VITL,1.3793793842528606,14
ESLT,1.3793513100335903,90
CRH,1.3793292593918978,103
AIH,1.3793103920766108,7
6098,1.379229567933368,52
4312,1.3792093704245973,108
8007,1.3791286015460296,167
UNM,1.3790792476279192,128
SDRL,1.3790531312863186,16
KTCC,1.3789474085757607,3
5911,1.378654970760234,35
DNN,1.3786407733280435,37
7976,1.3786337209302326,233
4379,1.3784615384615384,66
AEO,1.3782426423626288,48
ACHL,1.3780487866929285,4
EYE,1.3779355695321307,11
ASLE,1.377932175611955,8
EEV,1.3777778550619295,146
ASTR,1.377777824872807,9
OPY,1.3777628449004933,23
7942,1.3777624309392265,154
2489,1.3777335984095427,20
AZPN,1.3775389571117054,153
CTG,1.3775100737437942,29
OB,1.3774104248947345,21
IPWR,1.3773913176163384,7
UDOW,1.3773543140549702,12
WMG,1.37734349587968,21
4251,1.3773313822939526,41
FL,1.377263993360222,14
GSL,1.3769980050004829,20
ZG,1.376968564666316,94
OMIC,1.3769634347654613,5
Z,1.3768023864531675,92
8897,1.3767313019390581,232
NIO,1.3767186679958083,18
MCRI,1.3766167750213407,14
6094,1.3766145479265806,13
1944,1.3764005602240896,85
CAL,1.3763144028362602,3
SENEA,1.3761515259139834,32
IEO,1.3761224305977544,104
BRP,1.3760330545943777,61
8135,1.376,16
6349,1.3759305210918114,169
ICPT,1.3759177627444534,10
1976,1.3758765778401123,260
OSTK,1.3756684538568262,15
4890,1.3756097560975609,10
SPWR,1.3755750564426823,14
7366,1.3755020080321285,8
GENC,1.3753554470666922,94
NMIH,1.3750604170409841,198
8130,1.3750575241601473,122
7744,1.375,100
MLI,1.3745775721693616,9
3900,1.3745454545454545,119
6750,1.3744186046511628,63
9986,1.3742487603576408,85
TWLO,1.3742003166605312,19
PXI,1.3740206059721327,19
TSAT,1.3739496642939455,4
BVFL,1.3739130404419881,10
7984,1.373699421965318,221
MSCI,1.3736973111674007,22
PTLO,1.3736331633019614,22
ISSC,1.3735725806037582,11
RYAAY,1.3735066080971623,105
NOW,1.3734722263841335,118
BANL,1.3734042948217309,4
7860,1.3732638888888888,15
HEES,1.3731786749468546,23
PASG,1.3730158985457035,4
2875,1.3728813559322033,28
AMAL,1.372851137834593,73
LECO,1.3727961328508065,170
ANIX,1.372767872585706,25
2733,1.3726937269372694,104
6322,1.3725806451612903,132
IVAC,1.3725490452738192,21
USLM,1.3723871046496976,111
3611,1.372340425531915,229
3131,1.372224846480869,105
6548,1.3722126929674099,9
8012,1.372004357298475,277
9644,1.3719135802469136,89
ZWS,1.3718704132172916,34
9658,1.3716577540106951,185
6406,1.3715989563920985,255
8037,1.3715377268385864,163
VSAT,1.3715289775525519,19
ASM,1.3714285641300434,9
IPX,1.3714285350981212,4
NYT,1.3714252808342609,173
BATL,1.37131577297777,19
BKTI,1.3710936699644674,15
SCU,1.370913191014732,49
ASPS,1.3705881904153263,61
TILE,1.3705722357607593,12
HCI,1.370522268256357,25
ATEN,1.3704820127181951,37
SIRI,1.3704452838888943,17
CYRX,1.3703703675869763,21
5491,1.3702989392478302,21
AMTB,1.3702791556553042,48
1921,1.3702770780856424,81
6189,1.3702422145328719,57
3135,1.37012987012987,320
7088,1.370023419203747,16
ENFN,1.3697787651417759,12
7905,1.369770580296896,157
1435,1.3696969696969696,33
3944,1.369693713057496,73
HALO,1.3695704897012428,24
HSDT,1.3694722124058312,6
ERIE,1.3694191068268045,47
PUMP,1.3692945494347237,36
WRBY,1.3689796292051977,5
9087,1.3689320388349515,33
SPIR,1.3688888549804688,5
3627,1.3686868686868687,7
3916,1.3686708860759493,88
9302,1.3686408504176157,175
LNW,1.368524179609637,22
3076,1.3684871311989957,9
OPRT,1.3684210196096147,14
OTTR,1.368368139763889,41
SAN,1.3682857656828147,31
BOXL,1.3682092456396715,3
APPN,1.3680884599982583,7
CMG,1.3680297397769516,22
4255,1.367965367965368,7
7856,1.3679619349722443,109
STOK,1.3678822139619262,6
3692,1.3678357570573139,7
BRZU,1.3677991528554334,43
SPTN,1.3677750959620614,83
7792,1.3676646706586826,27
ALTG,1.367379279594579,8
9531,1.3671906489318824,332
BMTX,1.367187494179234,6
DLTR,1.367065575798619,15
VTEX,1.3670212445538634,43
MPX,1.3669820911800872,121
BRN,1.3669724439533169,4
CLAR,1.3667002627401637,9
NVTA,1.3666667240637336,5
8601,1.366560528992088,122
HMY,1.3664772638758598,20
HUN,1.3664485486030702,74
FCEL,1.366402116652409,18
NSTG,1.36636237783457,12
EPOL,1.3663193702835756,30
LU,1.3663157412880345,9
3176,1.3662674650698603,166
EXC,1.3659821584289475,76
TELA,1.3659360229254949,27
FAZ,1.3659078328061207,18
NVAX,1.365894048361709,4
2742,1.3658940397350994,363
ICL,1.365887727043621,90
IRM,1.365886077430611,370
ALB,1.3658825107453707,23
SATL,1.365733068765965,17
SHCO,1.3657143456595284,6
PAR,1.3656007439484128,11
EMKR,1.3655171887627964,24
2418,1.3654970760233918,227
INLX,1.3654545870694248,53
1905,1.3653179190751445,230
3798,1.365203761755486,16
1762,1.3650875386199794,77
FCAP,1.3647747083651092,12
4978,1.3647540983606556,9
6046,1.3645833333333333,12
DV,1.3644236662188232,15
ATAI,1.3643411182238296,9
SFBS,1.3642685455346317,4
3484,1.3641755634638197,250
TSBK,1.3641456768633877,26
NWFL,1.3639999389648438,33
3865,1.363901018922853,297
MBC,1.36386145567055,37
TS,1.3637195823870134,63
ZSL,1.3636998329854946,40
OABI,1.3636364252114102,28
OPHC,1.3636363974146755,33
ZEPP,1.3636363354877703,3
PSX,1.363570198792671,373
EDF,1.3633878836332358,39
MUR,1.3632557679905026,10
NYCB,1.3632287168353836,40
6820,1.3630952380952381,344
4389,1.363027461486939,42
8119,1.362843729040912,174
3994,1.362781954887218,119
SID,1.3627451865067368,6
AGRO,1.3627329201376561,9
ACAX,1.36269439684823,17
4936,1.362566844919786,46
9348,1.3623762376237625,3
6841,1.3623221661312528,449
PNQI,1.3620671941313927,90
PHG,1.3619427596162639,89
FDS,1.3617566349622816,50
MIND,1.3617021006769376,14
9025,1.361574382921948,229
IYE,1.361494513949004,110
4633,1.3613861386138615,242
MKFG,1.3613613581362636,31
9983,1.361324182478805,264
BITS,1.361259351862151,4
FN,1.3612058358776626,497
LOPE,1.3611179683604637,11
MGLD,1.3611110835163693,4
PHAR,1.3610798553633343,18
1866,1.360999553770638,154
FRD,1.3607447981654532,5
BMI,1.3606946271097167,103
MXL,1.3606924569215004,11
PNT,1.3606138247772266,4
CNSL,1.3605947985043976,5
6787,1.3605557438156557,24
NBSE,1.360544235340355,3
7013,1.3604651162790697,50
6462,1.3604395604395605,64
3929,1.3604240282685511,7
6941,1.360381861575179,7
GNRC,1.3603754078067403,16
FET,1.360264229809145,9
KLAC,1.360212756483665,247
API,1.3599999745686848,13
SPXC,1.359920137052218,261
ULCC,1.3598325762961865,9
3727,1.3597560975609757,47
8088,1.3597495527728085,211
ACHC,1.3596009427217037,129
8714,1.3595505617977528,250
6517,1.3595352016404647,102
ACDC,1.3595019785515696,12
CVGW,1.359439699789032,12
VLYPO,1.3591762703190102,8
9508,1.3591220683031122,79
7919,1.358974358974359,225
WKME,1.358898681528857,5
3905,1.3588709677419355,26
VNT,1.3588667546822357,42
9059,1.3588342440801457,367
MDWD,1.358778618809203,7
KSET,1.3587671272896205,13
VEL,1.3587419754865036,29
4487,1.358695652173913,6
4072,1.35863153755407,37
1968,1.3585984983911334,284
MSB,1.3585793360876723,11
ZIVB,1.3584153381322939,12
CTRM,1.3583332753843755,6
TECB,1.3583151597396124,82
6664,1.3582089552238805,3
7140,1.3581349206349207,106
3321,1.3580998781973204,74
UNIT,1.3580901621916701,50
6188,1.3580645161290323,42
7093,1.358052434456929,5
ADES,1.3580246344273084,6
2730,1.357856494096276,259
TDCX,1.3577712603819578,33
PFMT,1.3575419656666583,3
FSM,1.357414364220172,52
3323,1.3571428571428572,50
4576,1.3571428571428572,35
MARK,1.3571428343349574,3
XOMA,1.3569055798140774,8
8275,1.3568862275449103,53
WSC,1.3568681882788396,30
COKE,1.3568219302430427,3
9307,1.3567382385033948,35
FRGI,1.3566667238871257,8
5033,1.3566121842496286,21
1786,1.3565573770491803,211
2602,1.3564516129032258,287
FVRR,1.3563920078146319,22
SAH,1.3563671881435595,9
7505,1.3561767357980163,80
PAGP,1.3559027139649373,369
FBCG,1.3558580022354672,87
OPAD,1.3557691731631651,3
AXNX,1.3557529137065467,24
HEP,1.355724179129886,51
CLPT,1.355718828783833,32
CASS,1.355605285376571,39
3221,1.3555240793201133,149
3326,1.355421686746988,5
VUZI,1.3553300229591854,27
URBN,1.3553191651689245,152
GPCR,1.3553129433674453,32
4611,1.3551020408163266,94
SLDB,1.3549784380837255,4
JAGX,1.3548387096774193,5
WFCF,1.3548102810974005,9
PZZA,1.354726566325401,17
9248,1.354685018528322,86
SSYS,1.3545454198663884,11
CERT,1.354401809756684,45
DUSL,1.3543180162774267,10
7606,1.354317548746518,24
7453,1.3543081873435825,313
AMZN,1.3542666419205294,66
SNBR,1.3541773329752615,7
AMTI,1.3541666472641125,9
BIS,1.3540404292420831,145
ESTC,1.3539724278743446,12
9656,1.3539651837524178,144
TSEM,1.3538904469538873,137
GRWG,1.3538812039724235,3
INSG,1.3536585658380917,11
SLB,1.353587102704236,78
RETL,1.353383439237789,14
ASIX,1.35337169500487,42
7256,1.353191489361702,19
MRBK,1.353189794966623,84
3964,1.3531054243764686,42
CPOP,1.3529411970950331,3
7042,1.3529411764705883,3
MOB,1.3529411581377482,10
6694,1.352760796763138,21
6902,1.3527324343506033,63
4547,1.3524264120922833,311
RNA,1.3524149796811078,6
5724,1.3522992985190958,13
DXJ,1.3522273554935802,309
SUNL,1.352201289454619,3
6382,1.3520710059171597,70
USIO,1.3520661235189477,42
STSS,1.3519607591060705,27
5031,1.351923076923077,9
4847,1.3518518518518519,66
RCKT,1.3516873852266535,8
9639,1.3516238639619862,26
4418,1.3516237402015678,18
DNA,1.3515625451109383,36
FOSL,1.35141162574334,3
AFYA,1.3513789166279206,17
GOGL,1.3513216476719527,63
4462,1.351276122633091,11
8595,1.3512522907758093,46
FUTU,1.3512328683513484,7
QCOM,1.351196915772461,11
3747,1.351123595505618,13
8524,1.3508064516129032,402
IGM,1.3506530918055475,77
MQ,1.3505245083887913,59
4286,1.350472177561417,19
6943,1.3504672897196262,67
EQ,1.3504672725394953,16
AVIR,1.3504398543003824,5
LMDX,1.350399932861328,4
MTEM,1.350393774894405,8
CCRD,1.3503156154578824,45
5729,1.350304773696367,36
GDRX,1.3502721866003053,6
8061,1.3501577287066246,31
3655,1.3499458460135025,39
8309,1.349940119760479,230
EXLS,1.349779931662448,228
7827,1.3496637848222863,263
5367,1.3495575221238938,156
FHN,1.349547531722787,126
8303,1.3494318181818181,303
FEAM,1.3493590360797627,3
PAC,1.3492969117285187,280
6877,1.3491797790425175,90
6413,1.3491257755217145,36
UDMY,1.3491178380124471,19
8367,1.3490374873353597,328
9782,1.3489991296779809,154
4935,1.3489795918367347,4
4420,1.348942598187311,12
2749,1.348936170212766,165
GEL,1.348865007911395,15
LPTH,1.3488372565820164,16
DYAI,1.3488372280579048,10
EQRX,1.348837148053638,3
1384,1.3487261146496816,145
JXN,1.3485714503696986,21
DBRG,1.3485444011176673,133
CWH,1.3484123666214485,15
4435,1.348314606741573,7
HYLN,1.3482142714593484,7
5269,1.3481781376518218,44
2573,1.348130277442702,105
3694,1.3481152993348116,17
SHYF,1.347988352436881,14
WMK,1.3479863875551104,115
MFIN,1.3479729588228566,6
BOWL,1.3479087156038154,159
VRSK,1.3477548814834235,108
TTC,1.3476645625910806,82
4056,1.347457627118644,12
CAT,1.347453051818283,42
3697,1.347333647947145,20
4636,1.3470899470899471,304
ATS,1.3470843065800093,195
VNOM,1.347064376535892,100
6200,1.3470533208606175,102
4739,1.3470404984423676,105
9435,1.3470191226096737,202
FPH,1.3469387298323432,15
MCBS,1.3469189425903811,54
7199,1.346784404641209,29
CTKB,1.3467820041562244,77
XPEL,1.3466319564521594,11
UIS,1.3465608971199226,3
QVCC,1.3465346803432379,3
1720,1.346483647535183,14
4712,1.346467391304348,50
MSFT,1.3463873692494837,73
ISUN,1.3462897687255473,4
HLNE,1.3462473883465187,18
DESP,1.3461538498663745,8
2930,1.3461538461538463,123
NOV,1.3460803954156284,28
PHX,1.3459916503194005,50
4041,1.345771144278607,263
7081,1.3456877266072917,24
7270,1.345679012345679,83
AGQ,1.345286051579257,28
7608,1.3452830188679246,261
GILD,1.3451183510198585,137
9251,1.3449781659388647,228
3771,1.3449671219018715,181
IMAX,1.3448276385442781,18
UCC,1.3446807662892921,24
7676,1.3446630888491353,8
4598,1.3445850914205344,13
7807,1.3445228340240838,46
SMRT,1.344444463086226,3
9336,1.3443526170798898,18
9413,1.3442622950819672,32
FATE,1.3441911034923015,9
7921,1.3441734417344173,254
2937,1.3441295546558705,9
AZTA,1.3440394671604234,36
VZIO,1.3440308495891549,8
2410,1.344,6
1780,1.3438485804416405,282
5129,1.343839541547278,12
3371,1.3436055469953776,59
CRNX,1.3435822837563245,9
8308,1.343487664128084,41
KSS,1.3434740082558811,23
4526,1.3434049970947124,235
MRAM,1.3433070647368404,11
6376,1.3431516936671575,5
2656,1.3430962343096233,5
KRON,1.3430657131199741,5
3461,1.3430656934306568,18
4875,1.3429602888086642,13
GFF,1.3427974456341947,9
AAME,1.3427418943932603,6
NVGS,1.3426422595708793,48
UBS,1.3425925588236034,175
2737,1.3425,83
9857,1.3423351866560762,375
SNDA,1.3423345350073252,7
3417,1.342281879194631,198
USCI,1.3421973955947943,77
YOSH,1.3421052549024037,17
4022,1.3420235878336437,110
ZI,1.3419108156539392,32
NWG,1.341818133177162,22
AMD,1.341815789159104,9
9264,1.3418134377038486,3
SVT,1.3417721991302798,43
USAU,1.3417430563051704,7
6470,1.3417322834645669,98
GRPH,1.341666625274554,31
ASAI,1.3414443060926315,37
NOVA,1.3413212206809222,9
9682,1.3413197172034563,69
VEV,1.3411764161397033,5
SNCR,1.3410853257611097,16
MAC,1.3409874000024307,7
AGL,1.3409090835200854,50
DBI,1.340703558623799,8
CBZ,1.3406235160270992,184
ALHC,1.340501813861229,28
TRTN,1.3404631403191414,3
6862,1.3404255319148937,185
3920,1.3404255319148937,5
GNK,1.3404065558272513,5
STCN,1.3403989259867912,35
M,1.3403602635078764,39
WCC,1.3403255714555753,13
SHEL,1.3401966942343375,313
EXP,1.3401636504798375,121
3765,1.3401268115942029,9
PYR,1.3401015566312495,5
6840,1.34,251
NMRK,1.3399504184019226,77
SXTC,1.3399280799199669,7
CVM,1.3399040492898708,5
SOVO,1.3397850028388048,101
6967,1.339779005524862,7
BLDE,1.3396824325173262,9
GRVY,1.3396194001249875,82
8600,1.3395638629283488,247
4934,1.3395061728395061,14
4707,1.3394160583941606,12
DBC,1.3393708767676387,78
8354,1.3393393393393394,23
TMST,1.3393200100322378,26
KWEB,1.3393090527666687,22
PAGS,1.3390674386319863,3
7571,1.3389830508474576,64
SBH,1.3388842312456097,35
AIR,1.3388475980627954,318
3688,1.3388386201641012,8
BSY,1.3386987741208363,148
SRTY,1.338664255295356,4
6420,1.3386034255599473,71
WINT,1.338582734815083,4
5029,1.3384895359417652,36
TSE,1.338414605115227,11
9361,1.338340486409156,38
XPP,1.3383399854317763,21
4331,1.3383270911360798,144
FLT,1.3382562388787296,195
VECO,1.3381643278694566,43
4060,1.337958374628345,25
NM,1.3379311032773402,11
TZA,1.3377898154977248,4
1952,1.3377659574468086,227
SRAD,1.3373737657864413,6
KNOP,1.3373737657864413,6
LEXX,1.337349441716315,9
AGM,1.3373250234759202,159
5461,1.3370729219785824,7
ANDE,1.3370467007907492,25
TLSA,1.3369565182180623,5
CEE,1.3369458329880375,5
6328,1.3368513632365875,52
SPRU,1.3366336995930597,8
OSPN,1.33650415874584,11
3774,1.336501938735868,16
DPSI,1.3364929131300616,3
IE,1.336470547844382,40
PGTI,1.3364102290226862,168
SPLK,1.3363440728956653,159
ROVR,1.3363184129645047,27
SEER,1.3362853051860926,3
ESBA,1.336038919821378,49
2784,1.3359133126934986,61
4307,1.3358974358974358,57
ETSY,1.3358200330989756,39
ITOS,1.3356582182004628,7
4901,1.3356037151702786,23
7459,1.3355338691159586,58
3038,1.335470072260389,11
6198,1.3353909465020577,7
7087,1.3352941176470587,13
EKSO,1.3352272257762996,13
JETD,1.335202156498674,17
7979,1.3351158645276293,28
9902,1.3349206349206348,65
ARC,1.334883554794613,69
3841,1.3348588863463005,18
4275,1.3347763347763348,273
3663,1.3347701149425288,17
GREK,1.334760252161934,84
4416,1.3346855983772818,7
SMDD,1.334651928877929,4
CMC,1.3345795145643287,71
7347,1.334453781512605,273
4970,1.334319526627219,15
MFA,1.3341522357042293,13
7287,1.3341232227488151,121
9037,1.3338632750397457,263
EG,1.3338011889031176,321
MLNK,1.3337722704776138,8
SOXX,1.3337203584814254,149
4880,1.3336119720844388,13
AMKR,1.3333334835641202,10
LSF,1.333333371177554,6
WGS,1.3333333654435808,3
4406,1.3333333333333333,5
3021,1.3333333333333333,68
OKYO,1.3333332744645494,5
OLED,1.333125118701437,148
MLKN,1.3326571423468216,8
FTXN,1.3326499074823497,89
HCA,1.3324953165324598,90
7203,1.3324801638085488,41
ALKT,1.332386281792868,22
1929,1.3323699421965318,129
1852,1.3323625773571168,221
4691,1.3322932917316692,255
JNUG,1.332282817304333,8
CIG.C,1.3321738595396926,365
TECS,1.33209878427011,19
AGIO,1.3320929948673692,45
5463,1.3320214669051877,395
8395,1.3319727891156463,284
RTL,1.331887134199453,3
2428,1.3318681318681318,34
WE,1.33168309913548,7
6794,1.331578947368421,132
TMF,1.331514369777397,9
WSO,1.3314180872079613,62
3542,1.331360946745562,5
PSTG,1.331316173479659,6
6369,1.3312693498452013,143
4185,1.33125,92
BNOX,1.3312100919392125,3
2871,1.3311957751791776,134
AMTD,1.3311897125829435,3
GANX,1.3311036810632415,66
TAOP,1.3310811154767486,3
AUMN,1.3310344028132735,7
FLL,1.3309776790779126,5
BPYPN,1.3309352883245698,9
3329,1.3308625336927224,413
PANL,1.3307494179999009,21
TDF,1.3306726872474721,28
OBT,1.3304827459927262,28
UTSL,1.330452363101161,13
AKLI,1.3303571457081302,4
BKU,1.3302752759137382,9
HELE,1.3301965764451944,8
BRF,1.3301610746164287,29
9984,1.3301343570057582,27
1814,1.329954954954955,7
SOXQ,1.3298676556035036,121
ACIW,1.3298429428691443,16
3440,1.3297491039426523,35
6292,1.3297297297297297,31
6997,1.3296296296296297,9
LILA,1.3296090308164679,9
POCI,1.3295453981016643,173
8698,1.3295081967213114,16
FWONA,1.3294555432776187,52
PRA,1.329383896252286,12
4013,1.3291984732824427,19
ASX,1.329113896940955,140
VCAR,1.3290662630594319,4
RMNI,1.32889222801811,36
8247,1.3286118980169972,274
2533,1.3285198555956679,82
AMCX,1.328515837832319,6
8706,1.3284313725490196,51
TTWO,1.3283860842631858,48
LTHM,1.3282947915867995,13
9629,1.328125,15
UNFI,1.3280654132216156,40
7342,1.3280254777070064,5
LIT,1.3279657362277206,37
OGCP,1.327948334578836,17
4176,1.327906976744186,13
9692,1.3278319579894973,319
ALEX,1.327755054703802,27
7803,1.3276327632763276,37
HCCI,1.3276063721082927,182
6302,1.3274273564847625,96
CORN,1.3273147949057191,56
CARA,1.327293359942611,3
CDNA,1.3272577351127248,12
RNR,1.327239801284397,34
2502,1.327213571926563,85
FRPT,1.3272109025954648,22
VALE,1.3271890244043245,31
5074,1.3271227910265782,10
HLTH,1.327102859270056,8
GEVO,1.3270676155964825,9
AMAT,1.3270459518631126,122
SKX,1.327034209926103,109
BKE,1.3269230617302676,60
INSM,1.3269139870913087,37
7259,1.3267833109017497,73
WATT,1.3267325853883125,21
TXRH,1.3267153317600282,134
7955,1.3265682656826567,247
LAKE,1.3265666226107848,19
SXC,1.3263666042255287,37
7094,1.3263525305410122,23
4116,1.32633371169126,174
8707,1.3263315828957238,140
INSP,1.326330917687725,14
7819,1.3262032085561497,124
EJH,1.3261648926842924,3
YCBD,1.3258984812535695,6
4536,1.3258587786259541,129
TTE,1.3258536641831808,332
LMNL,1.3258427748880612,3
MLP,1.325842644456652,61
SNCE,1.3257403263293126,6
9001,1.325657894736842,452
OIH,1.3256287555028532,22
AUVIP,1.3256216808936407,17
RWLK,1.3255814641192964,6
VIVK,1.3255814641192964,3
OOTO,1.3254902657432233,8
2670,1.3252768893976585,135
HIPO,1.325262277748285,7
SPR,1.325218673994445,23
6381,1.324945295404814,452
3934,1.3248031496062993,55
EXEL,1.32474535068072,108
7244,1.3246445497630333,290
MRVI,1.3246085321911767,6
IBKR,1.3245770116395477,239
CANF,1.3245614812938449,13
1861,1.3245546088303641,113
VRTX,1.324538258575198,131
CNM,1.324529988830826,155
NRIM,1.3244358904055318,48
FINV,1.3243902328395898,20
4196,1.3241713823767178,5
8065,1.3240660295395308,178
EVA,1.3240043316729408,70
LPLA,1.3239864819763558,245
2001,1.3239171374764596,97
OKTA,1.3237818639182972,21
MUFG,1.3237410448308407,19
AFIB,1.323706453641141,4
MRTN,1.3234420612586033,15
HHRS,1.3233333163791232,7
8118,1.323293172690763,129
WISH,1.3232103642815247,13
6331,1.3231357552581262,214
VRA,1.3230769817645733,34
FORTY,1.3228490237157229,48
2217,1.3227893601725378,85
6018,1.322758620689655,109
SOHO,1.3227272830718804,16
VINE,1.322709141775751,4
SMFL,1.3225806451612903,5
FLEX,1.3225806234530433,222
NVMI,1.3225376333240024,137
NX,1.3224347095250866,27
9070,1.322314049586777,166
SPI,1.3223140078989453,3
9709,1.3222003929273085,286
NEN,1.3221771672467888,12
QIPT,1.3221053073280735,43
GPC,1.321977762374291,77
SIF,1.3219177377539402,9
2651,1.3218487394957983,51
SSKN,1.3218390458104854,15
6863,1.3218274111675128,121
