Symbol,DividendGainPerDay
1802,5.696352927927796e-05
5941,5.6917480383105586e-05
2726,5.690329353206532e-05
MPV,5.6874325418096e-05
7426,5.679938143718729e-05
OGS,5.6766737703444126e-05
6850,5.676174139902561e-05
IRT,5.6683379689958564e-05
8002,5.667983376156845e-05
UTL,5.6667670991418865e-05
8137,5.6631124215953475e-05
7467,5.6606570218728104e-05
AE,5.658780464084667e-05
5021,5.656970090095093e-05
8052,5.653395622717925e-05
NTR,5.653376780962251e-05
HP,5.6486564094877445e-05
8281,5.645156364106528e-05
1929,5.6408250386080894e-05
3151,5.635845902458459e-05
7552,5.626527971567163e-05
5713,5.625690737907887e-05
EBR.B,5.6219430314693605e-05
WEC,5.6210993498168444e-05
3841,5.619053529835115e-05
1770,5.6135977029403254e-05
1961,5.6030420962925994e-05
6262,5.602707567651863e-05
7971,5.602241050979707e-05
8253,5.592705830402396e-05
4231,5.587046778285724e-05
6250,5.579813164478702e-05
6489,5.5726018890027646e-05
7847,5.571740173827192e-05
SJM,5.570535813658443e-05
2436,5.56899268966307e-05
6995,5.5635139978918456e-05
5930,5.5598970693414813e-05
EQNR,5.5568303012087095e-05
7896,5.5567313139454056e-05
5463,5.544252301969512e-05
6463,5.5407311857355295e-05
3123,5.539286173516896e-05
9967,5.5381005066777154e-05
8275,5.5363665802177265e-05
1798,5.533868451907963e-05
8928,5.52326789782602e-05
2163,5.508213604537377e-05
6125,5.490287127501625e-05
3661,5.487997106455701e-05
4361,5.4817404435458546e-05
8138,5.4810996834072994e-05
2573,5.480561480355619e-05
LYG,5.473996933315209e-05
5440,5.467952989169549e-05
6293,5.461053950164681e-05
TRTN,5.459553096410156e-05
9686,5.448822031556523e-05
9534,5.448230161331911e-05
LMT,5.44524014369833e-05
CMS,5.438261413363594e-05
7466,5.4322890322416546e-05
1979,5.428286043953474e-05
8424,5.42616526345508e-05
CPT,5.416906877886653e-05
1911,5.4148370710763624e-05
7427,5.4136814770869023e-05
1835,5.408392429269764e-05
WSO,5.403164675337141e-05
MDU,5.397532646058931e-05
BKR,5.396291803317067e-05
JEF,5.38830538207749e-05
4462,5.386361531893284e-05
R,5.378420444001409e-05
7347,5.3633622723181864e-05
8037,5.363097138613386e-05
4526,5.348071625556364e-05
6361,5.3459860082327276e-05
GEF,5.3354925702081895e-05
3106,5.3328316262517614e-05
7840,5.330130534734498e-05
2408,5.329402514365308e-05
6670,5.3292993287870524e-05
8798,5.3261085700384544e-05
2481,5.31139230948248e-05
9628,5.311232979344484e-05
4409,5.31076349356023e-05
9509,5.3071228599619595e-05
2737,5.304648935386428e-05
9072,5.2811964609847286e-05
DRI,5.280650098681187e-05
9034,5.27607052170702e-05
6542,5.27299115829278e-05
5945,5.2684265921156866e-05
7438,5.2681427583384016e-05
2353,5.2681007614371664e-05
CNP,5.264911536928164e-05
1942,5.262387560819574e-05
8566,5.257050984127408e-05
1951,5.249137866511976e-05
2108,5.245141747556137e-05
3277,5.242515060558012e-05
4183,5.2388983981908866e-05
IDA,5.230155642063828e-05
7975,5.230055721949607e-05
7235,5.224779952553631e-05
7713,5.220967221216926e-05
8032,5.219659630780699e-05
1762,5.216689094413123e-05
6363,5.215947701249366e-05
ERF,5.2129902968169286e-05
6678,5.204900840872507e-05
2918,5.2021072838521885e-05
7483,5.201933623977337e-05
4220,5.201909942412317e-05
ODC,5.198492905529215e-05
6457,5.197250721265881e-05
4221,5.196770186112679e-05
5991,5.19300844905267e-05
2136,5.191779531150096e-05
3050,5.1915767284742375e-05
7808,5.18990039367147e-05
8085,5.189066866354963e-05
4491,5.186414254143837e-05
3482,5.1859300024571836e-05
GPC,5.18524436654751e-05
8793,5.173173938036497e-05
4188,5.17013594226772e-05
ALEX,5.1653322367341576e-05
2883,5.155042095143732e-05
1419,5.154893912201757e-05
9381,5.153198067029981e-05
5406,5.152033667993129e-05
5237,5.151987686155451e-05
AZN,5.1513894677019305e-05
1826,5.14989605339922e-05
3002,5.1442404399906973e-05
4746,5.14058115547718e-05
MS,5.140209232162663e-05
8804,5.134043366853645e-05
6382,5.127396096617811e-05
7740,5.119463233041354e-05
1828,5.116550931264604e-05
7446,5.1164271988870174e-05
7957,5.112167011046698e-05
6459,5.109563658119527e-05
6023,5.109424936906857e-05
BBVA,5.1093156433684535e-05
2903,5.1034513433214536e-05
AMX,5.096919490698946e-05
6498,5.096691980459512e-05
EBR,5.095996708081177e-05
6877,5.092831688148837e-05
MAA,5.0896483579361655e-05
4238,5.0857083838490835e-05
5393,5.08499167399291e-05
9780,5.076243895214713e-05
5976,5.0664439359267936e-05
6042,5.0663814214764166e-05
1981,5.0632372259717435e-05
5451,5.0597870163703534e-05
AGM.A,5.0587558212822234e-05
UPS,5.058233954793575e-05
VABK,5.055673363180426e-05
5988,5.0534184005174624e-05
6249,5.0487791216436884e-05
7762,5.043789186500984e-05
4327,5.03929626898665e-05
1723,5.0359781348069365e-05
ATO,5.034865788952441e-05
6652,5.034584256349887e-05
7314,5.0323614257702116e-05
6737,5.030662829683167e-05
4317,5.0305227490756485e-05
9699,5.0289383650143764e-05
5911,5.027386139658955e-05
6454,5.0250445685601565e-05
7994,5.020879995388446e-05
6357,5.020506271807799e-05
5965,5.015756706326689e-05
4732,5.014520782802552e-05
1793,5.0137795988962275e-05
5201,5.0085626465263805e-05
6276,5.007563916647689e-05
4997,5.002885129693134e-05
FBP,5.001876234200951e-05
8157,5.000624591509936e-05
4668,4.996936324369366e-05
EVRG,4.9931733408587666e-05
3435,4.989882109234337e-05
4645,4.985762181462391e-05
2497,4.985730501959059e-05
8704,4.985066170731833e-05
UVE,4.9839056543694065e-05
INGR,4.980245615698544e-05
2689,4.978651812179328e-05
1949,4.9744028264653086e-05
9960,4.96689232378186e-05
9778,4.9636804421196325e-05
MUR,4.9593378804662494e-05
MPX,4.9428948554477927e-05
6814,4.93909780929554e-05
5729,4.934483335955417e-05
7510,4.934014001332472e-05
1841,4.9289319398174204e-05
4633,4.924939644693649e-05
9029,4.9200180585210844e-05
4762,4.918713821742056e-05
1718,4.917480924351952e-05
1976,4.913290645491863e-05
8905,4.908192631514859e-05
2924,4.907685476028433e-05
5481,4.905662331573402e-05
2109,4.898801056264699e-05
2792,4.896086579945412e-05
2795,4.892547068835126e-05
5331,4.878613184162259e-05
OMC,4.854842563778479e-05
RELX,4.8413345051222416e-05
NC,4.835798768539186e-05
9837,4.8355143453674734e-05
3201,4.8348314019029216e-05
ITRN,4.8280834928513044e-05
5921,4.825191068780296e-05
6333,4.824096835574071e-05
4272,4.8200070181238045e-05
PG,4.818590911736324e-05
NVEC,4.807124841557606e-05
MRK,4.805918846555671e-05
3636,4.802900721618104e-05
4743,4.8007608926357365e-05
9273,4.795306328014153e-05
GAIN,4.793539673784817e-05
3191,4.7894086438144984e-05
7255,4.787752120877254e-05
7315,4.778955133201846e-05
NJR,4.7775090941741675e-05
2670,4.776504126024578e-05
8152,4.770771555663451e-05
STRRP,4.76793805926545e-05
7804,4.764487437268234e-05
DRD,4.7634289582284765e-05
GD,4.7619976250183774e-05
8133,4.751911735084553e-05
8001,4.741799907323956e-05
9692,4.7411827652868106e-05
CCEP,4.740190731221712e-05
2488,4.7365710340731926e-05
AFL,4.736140088039282e-05
6286,4.7330922387820585e-05
EOI,4.7326747302155176e-05
6349,4.732435466980091e-05
4334,4.7315432559047544e-05
FAF,4.7285831629456704e-05
EXR,4.723499368405649e-05
CBT,4.72246202040415e-05
9063,4.7162980891991987e-05
JNJ,4.7031507113781344e-05
8242,4.700675658104061e-05
6210,4.696345279918643e-05
7721,4.6950701894984635e-05
6874,4.68751972310933e-05
9827,4.685547576044707e-05
8012,4.6849717900609814e-05
3772,4.679931075340555e-05
7593,4.677572278516468e-05
6863,4.6739257021704586e-05
5711,4.6739176994437784e-05
RDN,4.670304467854323e-05
AGM,4.662691543552557e-05
6859,4.6554975587879e-05
VST,4.654343747410287e-05
KIM,4.653878498199115e-05
3865,4.651374823146224e-05
PEG,4.650422594653755e-05
7670,4.648457803339502e-05
7187,4.648023807002661e-05
6741,4.647407542741885e-05
2685,4.643218775716352e-05
7270,4.6422834060112e-05
6302,4.641245783877271e-05
4041,4.638277640360929e-05
3946,4.638064143528763e-05
9845,4.635870524520533e-05
BG,4.627021343863465e-05
1968,4.6258578167078554e-05
3316,4.6245926867279876e-05
9795,4.621996950790289e-05
ADM,4.6215043324198305e-05
3501,4.608587613355054e-05
6282,4.5987377087394464e-05
6237,4.597353461123786e-05
9302,4.594121303021779e-05
4333,4.5927777889911376e-05
8081,4.590121399470086e-05
4026,4.588619762488428e-05
6277,4.5718405500475624e-05
7525,4.569883866052724e-05
RTX,4.5684999735042165e-05
ITUB,4.5623489443462166e-05
6943,4.5615665595594404e-05
2153,4.560785714694753e-05
4401,4.557994315100268e-05
2602,4.550100771686585e-05
6371,4.548866884944058e-05
2892,4.540289171332107e-05
2768,4.537046053359514e-05
7856,4.5310775651035776e-05
1417,4.5294607148087845e-05
ARES,4.5293160121008115e-05
8214,4.528792621687597e-05
7226,4.526946221967454e-05
7259,4.5258208758365364e-05
6104,4.524006870137582e-05
8150,4.5186793705585845e-05
6088,4.516078607069873e-05
3763,4.5155191144040764e-05
4980,4.5129804655840617e-05
3431,4.5086364464407894e-05
GNK,4.506736900832213e-05
7983,4.504738599916529e-05
8015,4.502519405022245e-05
FDUS,4.495989122350731e-05
HIG,4.4933367999106575e-05
HLI,4.488901268850391e-05
7990,4.48654241840756e-05
9791,4.4791491946786874e-05
8059,4.47649099928371e-05
9531,4.472524640413098e-05
4008,4.467882170221347e-05
9532,4.459544072983572e-05
SAN,4.4577621041559904e-05
2464,4.45036732353816e-05
2332,4.4469559076339346e-05
TPYP,4.444847305777465e-05
6113,4.443432062208832e-05
CRD.B,4.442056824901867e-05
3434,4.4389005428969236e-05
3132,4.4377006474310283e-05
3433,4.4341969417794615e-05
3964,4.4340109513082805e-05
CRH,4.4247245428745894e-05
7888,4.415615968607085e-05
6941,4.4122814277455564e-05
5644,4.412102642665645e-05
4676,4.4118251785173006e-05
6164,4.411677962408758e-05
9621,4.409946081593617e-05
EGP,4.408801338643258e-05
PSA,4.4067252344742395e-05
6342,4.405682525651655e-05
PLD,4.403496912040047e-05
9755,4.3974453051601486e-05
7296,4.392893143935301e-05
CZFS,4.384217819270835e-05
9304,4.382520118992522e-05
KO,4.375163917383586e-05
6265,4.366377463799611e-05
7819,4.3649268898066745e-05
1964,4.361610345294251e-05
9361,4.358317845378335e-05
5445,4.357641311162709e-05
9087,4.3554513069258936e-05
1514,4.354564237079182e-05
8050,4.3541900281240035e-05
7986,4.350653826003815e-05
4718,4.347272742142407e-05
8057,4.341524165003256e-05
TUR,4.33687154616505e-05
7939,4.332541871645839e-05
1934,4.32945245356074e-05
2305,4.3183704681878045e-05
6074,4.3076620401535015e-05
NUE,4.3042137924219265e-05
1439,4.3002572728543355e-05
7500,4.297485585637635e-05
2916,4.297406428488896e-05
7984,4.296976176006443e-05
1844,4.2955754404476556e-05
