Date,WILL5000PRFC,GDP,BuffetIndicator
2021-03-19,41443.12109375,22656.793,1.8291697811667342
2021-03-22,41670.69140625,22656.793,1.8392140231960452
2021-03-23,41192.8515625,22656.793,1.8181236665974747
2021-03-24,40794.171875,22656.793,1.800527191778642
2021-03-25,41067.19140625,22656.793,1.8125774202134433
2021-03-26,41720.1484375,22656.793,1.8413969019136998
2021-03-29,41521.44140625,22656.793,1.832626594869362
2021-03-30,41500.55078125,22656.793,1.8317045480024468
2021-03-31,41741.87109375,22656.793,1.8423556720384036
2021-04-01,42280.96875,23368.861,1.8092866721232155
2021-04-05,42805.80078125,23368.861,1.8317452776688603
2021-04-06,42815.62890625,23368.861,1.8321658426677276
2021-04-07,42778.859375,23368.861,1.8305924013583716
2021-04-08,43019.7109375,23368.861,1.8408989183298234
2021-04-09,43288.23828125,23368.861,1.8523897369773392
2021-04-12,43273.25,23368.861,1.8517483586384462
2021-04-13,43448.30078125,23368.861,1.859239129423124
2021-04-14,43297.55078125,23368.861,1.8527882373578242
2021-04-15,43769.21875,23368.861,1.8729718470232672
2021-04-16,43887.91015625,23368.861,1.8780508881562519
2021-04-19,43588.4609375,23368.861,1.8652368610305825
2021-04-20,43208.25,23368.861,1.8489668794726453
2021-04-21,43673.609375,23368.861,1.868880531875302
2021-04-22,43342.23046875,23368.861,1.8547001699719126
2021-04-23,43875.28125,23368.861,1.8775104721620792
2021-04-26,44050.03125,23368.861,1.8849883719193674
2021-04-27,44049.37890625,23368.861,1.8849604568339895
2021-04-28,44027.671875,23368.861,1.8840315698313237
2021-04-29,44220.94921875,23368.861,1.892302291444585
2021-04-30,43870.08984375,23368.861,1.8772883215724547
2021-05-03,43933.859375,23368.861,1.8800171465352975
2021-05-04,43559.6015625,23368.861,1.8640019110259587
2021-05-05,43513.76171875,23368.861,1.8620403330205095
2021-05-06,43723.921875,23368.861,1.8710335037295998
2021-05-07,44085.0703125,23368.861,1.886487763032182
2021-05-10,43515.1484375,23368.861,1.8620996734714628
2021-05-11,43219.05078125,23368.861,1.8494290663652797
2021-05-12,42208.5390625,23368.861,1.806187261865266
2021-05-13,42656.26953125,23368.861,1.8253465383379188
2021-05-14,43415.80078125,23368.861,1.8578483898402236
2021-05-17,43318.5703125,23368.861,1.853687704869313
2021-05-18,43016.01953125,23368.861,1.8407409557209484
2021-05-19,42865.51953125,23368.861,1.8343007616524398
2021-05-20,43344.19140625,23368.861,1.8547840823842463
2021-05-21,43322.73828125,23368.861,1.853866060534572
2021-05-24,43751.28125,23368.861,1.872204265753474
2021-05-25,43619.73828125,23368.861,1.8665752807229243
2021-05-26,43828.55078125,23368.861,1.8755107825430601
2021-05-27,43943.26953125,23368.861,1.8804198258207792
2021-05-28,43966.359375,23368.861,1.881407886118198
2021-06-01,44015.46875,23368.861,1.8835093738629367
2021-06-02,44088.5,23368.861,1.8866345261756658
2021-06-03,43845.9609375,23368.861,1.8762557977258711
2021-06-04,44239.75,23368.861,1.893106814234549
2021-06-07,44316.87109375,23368.861,1.89640697908854
2021-06-08,44410.171875,23368.861,1.9003995049223836
2021-06-09,44283.76171875,23368.861,1.89499016313846
2021-06-10,44468.51953125,23368.861,1.9028963170798097
2021-06-11,44618.1484375,23368.861,1.9092992353157476
2021-06-14,44675.171875,23368.861,1.9117393815214185
2021-06-15,44535.80078125,23368.861,1.9057754154663336
2021-06-16,44328.96875,23368.861,1.8969246618395308
2021-06-17,44313.05859375,23368.861,1.896243834637469
2021-06-18,43762.78125,23368.861,1.872696373605885
2021-06-21,44359.2109375,23368.861,1.8982187851389076
2021-06-22,44595.44140625,23368.861,1.9083275563259159
2021-06-23,44592.4296875,23368.861,1.9081986788958178
2021-06-24,44886.5703125,23368.861,1.920785540745867
2021-06-25,45037.9609375,23368.861,1.9272638464279452
2021-06-28,45109.94140625,23368.861,1.93034403372291
2021-06-29,45094.8984375,23368.861,1.929700315197219
2021-06-30,45113.859375,23368.861,1.9305116913913776
2021-07-01,45313.76171875,23921.991,1.8942303639671965
2021-07-02,45563.390625,23921.991,1.9046654864555377
2021-07-06,45453.08984375,23921.991,1.9000546335691706
2021-07-07,45502.78125,23921.991,1.9021318605963857
2021-07-08,45112.80859375,23921.991,1.885830012800774
2021-07-09,45684.890625,23921.991,1.9097444951383853
2021-07-12,45789.390625,23921.991,1.9141128606310402
2021-07-13,45513.6015625,23921.991,1.902584177148967
2021-07-14,45410.73828125,23921.991,1.8982842306583092
2021-07-15,45247.48828125,23921.991,1.8914599659054296
2021-07-16,44920.28125,23921.991,1.8777818806971376
2021-07-19,44271.94140625,23921.991,1.8506796280564606
2021-07-20,45045.0,23921.991,1.8829954413075398
2021-07-21,45463.69140625,23921.991,1.9004978058159956
2021-07-22,45491.5390625,23921.991,1.901661908596989
2021-07-23,45940.78125,23921.991,1.9204413733789967
2021-07-26,46039.640625,23921.991,1.924573946416082
2021-07-27,45744.25,23921.991,1.9122258678217878
2021-07-28,45830.73828125,23921.991,1.9158412977101278
2021-07-29,46003.0,23921.991,1.923042275201926
2021-07-30,45708.0,23921.991,1.9107105257250534
2021-08-02,45648.33984375,23921.991,1.9082165796212363
2021-08-03,45957.96875,23921.991,1.9211598545455517
2021-08-04,45762.51171875,23921.991,1.9129892540612525
2021-08-05,46105.6796875,23921.991,1.9273345470073957
2021-08-06,46143.3515625,23921.991,1.928909327091545
2021-08-09,46125.26953125,23921.991,1.9281534522460944
2021-08-10,46145.01171875,23921.991,1.9289787258405873
2021-08-11,46248.91015625,23921.991,1.9333219444924128
2021-08-12,46366.23046875,23921.991,1.9382262316188479
2021-08-13,46378.5703125,23921.991,1.9387420684381997
2021-08-16,46360.03125,23921.991,1.9379670885253655
2021-08-17,45999.98046875,23921.991,1.9229160511242562
2021-08-18,45556.48828125,23921.991,1.9043769509506963
2021-08-19,45498.26171875,23921.991,1.9019429327078168
2021-08-20,45908.66015625,23921.991,1.9190986300534096
2021-08-23,46381.828125,23921.991,1.9388782532774966
2021-08-24,46563.4609375,23921.991,1.9464709662962416
