,Symbol,Rironkabuka
1682,7537,1568
1683,1827,1334
1684,4499,494
1685,7525,5931
1686,7637,3526
1687,7482,2288
1688,9424,49
1689,7236,7520
1690,9168,1885
1691,2359,3600
1692,3835,938
1693,6405,2203
1694,2491,812
1695,6070,3192
1696,6489,3079
1697,2158,224
1698,9990,1881
1699,3952,2341
1700,4396,3734
1701,7628,3115
1702,7814,529
1703,5210,4001
1704,6137,3027
1705,5243,105
1706,3315,100
1707,3597,13194
1708,7962,639
1709,4972,4570
1710,7955,1056
1711,3452,2942
1712,6785,3440
1713,2674,3741
1714,4022,7725
1715,3073,3106
1716,325A,6683
1717,7823,1000
1718,8860,1162
1719,1429,1443
1720,2266,1159
1721,6675,7240
1722,7779,150
1723,3040,1432
1724,1904,5412
1725,296A,1149
1726,8018,987
1727,9644,742
1728,3741,6313
1729,9908,4084
1730,9769,5630
1731,9696,1854
1732,2933,1848
1733,6627,6560
1734,9216,1335
1735,9979,576
1736,9556,6926
1737,1780,3730
1738,2301,4467
1739,2819,2854
1740,6310,1005
1741,4783,6703
1742,2198,765
1743,3205,269
1744,9535,382
1745,7480,1830
1746,4112,2569
1747,7115,1707
1748,9386,3145
1749,3903,270
1750,3393,6192
1751,3788,1419
1752,7187,4609
1753,6050,2380
1754,3178,552
1755,8007,1575
1756,4979,3576
1757,2882,1042
1758,6539,1158
1759,7047,4481
1760,2804,1172
1761,4333,1349
1762,5902,3023
1763,7774,122
1764,2338,3
1765,9906,7733
1766,2884,1054
1767,5363,965
1768,8920,1718
1769,8881,598
1770,4671,3220
1771,202A,4184
1772,5246,69
1773,1972,11632
1774,3449,1517
1775,8551,2700
1776,5632,2756
1777,9850,398
1778,9658,4245
1779,9268,361
1780,8158,1270
1781,7952,3124
1782,8772,1335
1783,8139,675
1784,4344,44
1785,2497,443
1786,6958,445
1787,4968,1397
1788,8928,4569
1789,2477,4434
1790,1828,4513
1791,8203,1289
1792,3179,2721
1793,5139,880
1794,6997,1844
1795,8228,1161
1796,7305,7640
1797,4575,112
1798,7678,1230
1799,4659,4166
1800,2932,2900
1801,9913,2417
1802,5337,197
1803,6040,549
1804,7294,1149
1805,3921,3003
1806,5845,1484
1807,3388,3636
1808,6061,9195
1809,4563,7
1810,1866,8102
1811,1814,3335
1812,1736,2610
1813,5821,3117
1814,7466,4133
1815,5017,334
1816,6245,1982
1817,3696,3544
1818,9115,545
1819,135A,2956
1820,3154,717
1821,6626,3524
1822,6584,989
1823,4371,3473
1824,9377,1594
1825,6257,1973
1826,6199,3304
1827,6482,1086
1828,2830,1318
1829,3925,3211
1830,2120,303
1831,7856,2383
1832,5074,298
1833,4498,2955
1834,1847,8104
1835,6445,1952
1836,6191,523
1837,2009,1285
1838,9083,6827
1839,2469,4555
1840,6089,1029
1841,3662,629
1842,5957,1204
1843,8869,1442
1844,9845,1887
1845,6986,520
1846,8789,208
1847,9332,1655
1848,3276,2367
1849,6076,3265
1850,9057,5297
1851,9287,0
1852,4463,2654
1853,3075,1633
1854,5132,2175
1855,7820,1300
1856,6832,2479
1857,8285,538
1858,3489,9882
1859,9163,5207
1860,3877,3036
1861,6763,2996
1862,2389,1290
1863,9768,6322
1864,2163,3827
1865,2930,93
1866,3134,1629
1867,7621,1564
1868,6844,2238
1869,3180,1975
1870,6565,4493
1871,4258,1930
1872,6387,3925
1873,5981,2622
1874,3992,726
1875,3772,1740
1876,9233,1781
1877,4053,551
1878,7191,2286
1879,6961,6263
1880,4538,3529
1881,7554,661
1882,4599,105
1883,3939,710
1884,8338,190
1885,7094,2408
1886,4662,2343
1887,9687,5887
1888,5621,2497
1889,4410,1186
1890,4229,4606
1891,8089,2038
1892,6246,3085
1893,8070,904
1894,3565,2355
1895,5932,392
1896,3947,3524
1897,6874,9738
1898,5933,1773
1899,3773,1548
1900,7030,996
1901,3676,1696
1902,5015,941
1903,4448,60
1904,9709,1846
1905,3649,1120
1906,3068,1279
1907,7888,1492
1908,4493,1759
1909,5588,257
1910,2378,590
1911,9029,2926
1912,5945,3256
1913,6850,4097
1914,6470,919
1915,1712,1647
1916,1948,4349
1917,3834,1429
1918,3055,1108
1919,3553,897
1920,3611,4050
1921,3951,1383
1922,2204,3504
1923,9229,159
1924,8095,566
1925,7460,4342
1926,4434,1717
1927,2700,31982
1928,4809,3009
1929,8029,3884
1930,7320,2272
1931,8006,7238
1932,3837,1884
1933,9033,732
1934,165A,348
1935,6184,549
1936,2374,931
1937,9046,2174
1938,9359,1366
1939,6365,9249
1940,3891,3039
1941,4998,1867
1942,5142,1608
1943,7776,38
1944,4668,773
1945,6227,2502
1946,8091,4219
1947,5589,4238
1948,8093,2224
1949,6037,1840
1950,7481,5866
1951,3914,1194
1952,6572,187
1953,9880,2280
1954,9402,731
1955,218A,22
1956,4251,2498
1957,5586,229
1958,3166,1759
1959,7377,3319
1960,276A,3337
1961,2185,2734
1962,9537,5224
1963,3501,1848
1964,4013,721
1965,9059,1939
1966,3031,806
1967,6382,2298
1968,6653,2505
1969,6232,20
1970,6835,322
1971,4092,2634
1972,3712,8465
1973,5852,829
1974,8041,6798
1975,9704,21
1976,6157,1039
1977,1826,930
1978,9996,3137
1979,4192,53
1980,1381,4198
1981,6562,2969
1982,2415,3908
1983,4745,416
1984,2694,27
1985,4889,108
1986,6358,2964
1987,4973,2241
1988,3329,1690
1989,9782,3416
1990,2924,4829
1991,6643,9553
1992,4433,1302
1993,9799,1530
1994,1376,2034
1995,3484,1187
1996,338A,1566
1997,4113,2021
1998,4994,4021
1999,1832,1806
2000,5269,349
2001,3900,1183
2002,5078,9279
2003,6469,679
2004,9450,1239
2005,6194,1865
2006,7562,4762
2007,4404,2535
2008,7871,1413
2009,3968,439
2010,6378,1496
2011,3529,1486
2012,4064,3484
2013,9145,6161
2014,6255,1255
2015,6083,4950
2016,6927,942
2017,6706,2499
2018,6566,1904
2019,9414,1731
2020,3242,580
2021,1431,373
2022,3361,1908
2023,2340,485
2024,8076,3294
2025,297A,302
2026,7643,1735
2027,6293,954
2028,3526,5239
2029,9765,1498
2030,8364,1097
2031,3793,356
2032,8737,1100
2033,1491,30
2034,6264,1512
2035,5585,1206
2036,9702,2559
2037,2307,2485
2038,7699,1974
2039,3850,2577
2040,6073,1648
2041,5285,5354
2042,2335,1595
2043,7266,945
2044,2130,0
2045,3926,112
2046,6848,1156
2047,6540,2409
2048,4382,362
2049,8931,2337
2050,5484,3419
2051,2445,381
2052,6962,636
2053,6086,1845
2054,190A,38
2055,6779,995
2056,8085,7303
2057,8999,640
2058,4409,810
2059,6464,466
2060,7488,4690
2061,5892,1432
2062,3902,2280
2063,6484,4636
2064,7539,1269
2065,9248,2631
2066,4082,743
2067,6095,471
2068,5918,7897
2069,5922,24366
2070,6521,321
2071,4231,1150
2072,146A,11476
2073,3648,1549
2074,6035,873
2075,7777,15
2076,9312,5835
2077,6678,2956
2078,6298,1020
2079,7347,2443
2080,1716,3328
2081,6619,362
2082,7811,3798
2083,6571,1387
2084,8202,174
2085,7487,1767
2086,5941,4146
2087,1726,421
2088,4414,6210
2089,3140,280
2090,7417,2698
2091,6319,562
2092,9027,8004
2093,6989,2725
2094,7849,12107
2095,3417,1977
2096,6294,3342
2097,5658,325
2098,3023,2939
2099,7600,944
2100,4761,1946
2101,1981,1909
2102,4228,372
2103,2892,5117
2104,4978,76
2105,2193,153
2106,3300,4733
2107,5698,528
2108,6390,1293
2109,4977,2597
2110,1777,3706
2111,3905,95
2112,6047,425
2113,7455,423
2114,9251,1550
2115,9651,1741
2116,3157,1782
2117,4712,982
2118,2806,2721
2119,4691,1609
2120,6262,907
2121,5136,557
2122,4482,1568
2123,2904,826
2124,9713,1162
2125,6561,2735
2126,2814,1896
2127,6853,739
2128,4222,367
2129,4767,800
2130,7472,6281
2131,8023,2330
2132,2152,1540
2133,8908,1404
2134,5280,7125
2135,2982,729
2136,7299,3017
2137,6167,905
2138,9857,5404
2139,3454,1483
2140,9986,3057
2141,1435,178
2142,4620,606
2143,9686,2331
2144,7317,1636
2145,5137,749
2146,7634,8811
2147,3800,2091
2148,4299,2296
2149,8917,1357
2150,9171,2070
2151,9560,1962
2152,9982,2287
2153,7378,4558
2154,6797,2751
2155,8118,1328
2156,3558,1940
2157,7743,569
2158,2901,93
2159,4080,362
2160,3675,2725
2161,2440,64
2162,2816,883
2163,9612,1029
2164,2970,10512
2165,3504,1033
2166,8542,824
2167,6994,710
2168,8030,6316
2169,6224,2177
2170,3562,2850
2171,6648,10209
2172,7686,296
2173,4169,75
2174,1770,3035
2175,4425,222
2176,2991,3977
2177,2428,816
2178,4418,420
2179,7987,1043
2180,2937,1202
2181,8107,4
2182,9249,1009
2183,5388,2231
2184,4574,116
2185,3683,2023
2186,6798,2777
2187,4588,62
2188,9399,0
2189,4350,879
2190,8537,813
2191,6574,1858
2192,7692,10
2193,1776,1218
2194,4651,500
2195,7725,1712
2196,6955,422
2197,4054,1167
2198,9701,4119
2199,9272,5033
2200,3924,1979
2201,9341,1261
2202,4579,178
2203,9257,579
2204,3963,428
2205,9049,11584
2206,8165,169
2207,4465,3033
2208,1914,1212
2209,6444,108
2210,9307,1136
2211,1873,554
2212,3547,2103
2213,6087,2544
2214,4880,312
2215,3657,356
2216,7775,424
2217,9564,680
2218,7809,2862
2219,5258,200
2220,1384,3506
2221,3937,1765
2222,1960,1485
2223,5079,2626
2224,3418,883
2225,9221,1484
2226,3053,41
2227,6373,1289
2228,7068,1780
2229,2689,3199
2230,6317,1768
2231,6505,1961
2232,4011,1511
2233,9993,1283
2234,264A,217
2235,1787,6937
2236,2903,2297
2237,7991,3952
2238,5965,3009
2239,9275,4786
2240,8918,8
2241,2169,3201
2242,5958,8600
2243,6210,625
2244,1867,3720
2245,9270,702
2246,6203,1496
2247,7096,453
2248,7999,4657
2249,6312,1040
2250,7358,2134
2251,3911,864
2252,2597,424
2253,6496,5531
2254,9034,2691
2255,2818,687
2256,5967,676
2257,5816,1995
2258,4331,1330
2259,9731,7308
2260,3109,1266
2261,7505,3641
2262,5590,268
2263,7081,2515
2264,6616,1170
2265,4888,66
2266,4772,52
2267,4488,1435
2268,3544,718
2269,4376,155
2270,3991,3274
2271,2927,1419
2272,3665,253
2273,2586,66
2274,3640,13607
2275,6392,11228
2276,4093,667
2277,4026,2777
2278,8383,867
2279,5248,706
2280,9818,2336
2281,3415,563
2282,4347,1722
2283,2686,14
2284,7792,4521
2285,6918,3260
2286,5284,8274
2287,9067,600
2288,7636,1470
2289,7212,621
2290,2489,251
2291,5888,7720
2292,2935,1537
2293,2354,1245
2294,4238,2524
2295,3804,2072
2296,3695,288
2297,4811,4063
2298,8783,75
2299,5194,725
2300,1430,2195
2301,8898,1802
2302,5582,1277
2303,6863,3749
2304,6228,715
2305,4015,357
2306,3723,1772
2307,7133,3722
2308,9408,3269
2309,7450,543
2310,9636,882
2311,3856,1158
2312,2883,2196
2313,7048,112
2314,1450,2982
2315,3823,11
2316,3175,1
2317,2107,1887
2318,6715,2627
2319,3096,2433
2320,1433,1955
2321,9343,9572
2322,6882,1287
2323,5729,20650
2324,6322,3164
2325,7646,2847
2326,5018,2238
2327,7559,2774
2328,7521,2269
2329,7354,428
2330,5591,706
2331,7879,816
2332,4367,3150
2333,8904,1080
2334,6613,100
2335,5942,731
2336,1966,3012
2337,7119,1412
2338,4193,2987
2339,9846,2043
2340,5216,60
2341,3189,32
2342,3918,2840
2343,7711,2535
2344,6291,1756
2345,7885,1180
2346,9554,2208
2347,4320,1210
2348,4235,1461
2349,5885,2253
2350,4346,748
2351,2224,532
2352,6730,1409
2353,7908,427
2354,4304,1008
2355,1892,11671
2356,4267,797
2357,4512,260
2358,4762,3605
2359,8207,67
2360,4635,6193
2361,9325,3178
2362,6082,968
2363,7122,1746
2364,6393,4264
2365,4627,2594
2366,5869,2380
2367,7927,3676
2368,5921,6518
2369,4932,2623
2370,5951,1164
2371,5572,780
2372,2344,1641
2373,2485,752
2374,4800,2083
2375,6912,3699
2376,7416,940
2377,2652,818
2378,3542,1507
2379,9763,5953
2380,3969,2662
2381,2813,7196
2382,6149,4984
2383,9085,7545
2384,3943,2255
2385,7702,394
2386,4248,1073
2387,3538,2517
2388,3094,77
2389,9691,7205
2390,4056,73
2391,9890,2721
2392,3467,4009
2393,3979,1766
2394,1717,1601
2395,4936,257
2396,7794,178
2397,5721,16
2398,4389,3288
2399,8927,702
2400,9351,2075
2401,7444,3707
2402,8046,4270
2403,2162,568
2404,5955,71
2405,6440,323
2406,7514,1072
2407,8152,16183
2408,339A,3978
2409,5891,2318
2410,5819,3316
2411,5071,3640
2412,6668,2241
2413,5532,1038
2414,8190,772
2415,9306,2527
2416,8945,911
2417,4420,711
2418,3434,1453
2419,4168,945
2420,9407,4949
2421,7110,1570
2422,5204,4275
2423,4583,19
2424,3347,859
2425,7218,1490
2426,7614,3191
2427,8349,975
2428,6165,563
2429,3447,1268
2430,5009,1379
2431,4237,266
2432,5244,1084
2433,3082,1028
2434,9950,1678
2435,4263,215
2436,4875,0
2437,7061,2483
2438,7822,208
2439,5237,1854
2440,9553,138
2441,9074,4785
2442,254A,3005
2443,3777,10
2444,9904,413
2445,7445,10
2446,3934,2977
2447,3277,2035
2448,3420,2397
2449,7713,2793
2450,1853,419
2451,7318,3629
2452,7097,2049
2453,7247,305
2454,7441,2295
2455,9753,2805
2456,4441,1548
2457,4890,100
2458,206A,63
2459,6904,444
2460,5570,1052
2461,3955,1641
2462,9252,4463
2463,4264,761
2464,7841,2063
2465,6159,3077
2466,2798,1982
2467,6870,2009
2468,9428,3428
2469,5356,2211
2470,6919,1891
2471,6928,2373
2472,7551,1498
2473,4284,574
2474,7523,2349
2475,4644,1379
2476,2764,55
2477,6864,1717
2478,6560,4145
2479,6769,794
2480,6239,3606
2481,4495,2673
2482,1807,2406
2483,3321,2931
2484,7610,195
2485,6615,444
2486,8769,1045
2487,9245,1969
2488,8289,519
2489,3030,389
2490,3294,3316
2491,5984,893
2492,2735,1067
2493,6488,1782
2494,7727,821
2495,4308,550
2496,7682,922
2497,8150,3703
2498,5985,566
2499,4286,808
2500,9162,333
2501,5644,6716
2502,2410,7441
2503,3079,684
2504,7374,4404
2505,4479,388
2506,5871,1848
2507,7670,1471
2508,2907,2851
2509,4245,746
2510,6230,5608
2511,6554,1918
2512,6772,8902
2513,1436,1378
2514,4571,29
2515,7273,7152
2516,4055,1970
2517,7561,860
2518,6580,2324
2519,6316,3166
2520,4838,901
2521,153A,537
2522,6337,2086
2523,5282,398
2524,2112,958
2525,9193,1249
2526,1850,795
2527,8705,127
2528,9380,474
2529,6094,416
2530,8563,664
2531,2981,10730
2532,3435,2180
2533,6819,1157
2534,4896,142
2535,2877,1054
2536,3121,98
2537,2978,140
2538,7254,618
2539,4356,2300
2540,4019,148
2541,5129,424
2542,3080,716
2543,3392,933
2544,8039,2553
2545,9698,1991
2546,3103,438
2547,6161,2633
2548,4442,387
2549,5940,1267
2550,3135,1341
2551,7228,10102
2552,5391,2638
2553,5187,1925
2554,3776,132
2555,4176,92
2556,3063,216
2557,2993,2319
2558,6743,737
2559,6176,1481
2560,6557,577
2561,5707,1823
2562,9558,5680
2563,7161,233
2564,2315,21
2565,177A,2898
2566,6208,1162
2567,3160,456
2568,2934,275
2569,3571,890
2570,9959,1114
2571,4957,1858
2572,4524,3135
2573,3020,13710
2574,9322,1728
2575,6045,2438
2576,3853,674
2577,7022,270
2578,9206,6401
2579,4040,9688
2580,4412,124
2581,4175,764
2582,7196,1251
2583,5034,841
2584,9360,8472
2585,7038,578
2586,5368,1913
2587,4436,27
2588,6658,1219
2589,5026,179
2590,6493,362
2591,4374,1776
2592,9888,1336
2593,7386,2925
2594,4430,2949
2595,9980,154
2596,8365,1396
2597,6338,3008
2598,4582,49
2599,7134,2914
2600,7781,2337
2601,2173,1768
2602,7018,4397
2603,2391,1114
2604,7963,2843
2605,9285,0
2606,7486,1037
2607,6384,1955
2608,7235,1766
2609,2551,2951
2610,7050,3580
2611,3633,1672
2612,4074,1446
2613,3353,5187
2614,1798,10746
2615,9633,1264
2616,1848,693
2617,6533,957
2618,6180,7995
2619,6403,3874
2620,6018,3749
2621,2769,377
2622,2916,1007
2623,7082,2893
2624,8940,1732
2625,3954,2649
2626,9262,1148
2627,9445,1047
2628,2668,1421
2629,9664,684
2630,8747,2184
2631,8135,733
2632,9311,9464
2633,7277,385
2634,8119,1603
2635,4935,394
2636,3912,3234
2637,7367,763
2638,4392,352
2639,9246,266
2640,2370,13
2641,4031,912
2642,7674,651
2643,7227,2925
2644,3319,1
2645,2919,4740
2646,160A,3966
2647,3512,631
2648,6492,7353
2649,4934,553
2650,9723,330
2651,3981,3848
2652,9017,3159
2653,7409,1500
2654,4892,219
2655,8398,901
2656,6026,28993
2657,7435,1153
2658,7898,644
2659,8894,72
2660,7938,2921
2661,7494,316
2662,9235,41
2663,3069,154
2664,2134,10
2665,4262,2602
2666,3320,1877
2667,9160,502
2668,6568,1614
2669,8104,817
2670,7875,0
2671,3423,265
2672,151A,1667
2673,7819,925
2674,4490,859
2675,6748,1307
2676,6156,1282
2677,7673,1974
2678,3513,2166
2679,2983,4178
2680,5660,1568
2681,3168,425
2682,8562,173
2683,5607,940
2684,1420,1450
2685,241A,7
2686,4769,979
2687,4667,1435
2688,6044,2215
2689,5268,830
2690,7442,469
2691,2180,1929
2692,9218,1721
2693,3641,946
2694,8416,408
2695,5971,9612
2696,2438,495
2697,9791,1815
2698,3698,1314
2699,8208,793
2700,6612,359
2701,9872,1369
2702,4584,19
2703,7368,2523
2704,9130,989
2705,9223,193
2706,7604,404
2707,2397,93
2708,3541,101
2709,6356,2187
2710,7590,565
2711,8127,510
2712,1783,39
2713,5029,1536
2714,3892,3220
2715,9475,548
2716,5915,1475
2717,9227,47
2718,9514,449
2719,7608,2723
2720,7371,942
2721,6091,1284
2722,7434,3004
2723,3497,1966
2724,3840,26
2725,9761,3501
2726,9471,1889
2727,6930,1163
2728,4476,1652
2729,4845,316
2730,4642,1480
2731,2332,3166
2732,3560,4457
2733,4317,979
2734,3799,1760
2735,3004,4310
2736,7795,248
2737,7624,201
2738,7698,1365
2739,5923,1269
2740,5381,792
2741,2186,1127
2742,6497,1988
2743,5259,673
2744,2708,4984
2745,9720,2085
2746,2436,2630
2747,4406,244
2748,6039,3162
2749,2750,1775
2750,2303,3447
2751,6346,8294
2752,4397,91
2753,8144,1717
2754,3187,112
2755,2138,585
2756,6069,2578
2757,6428,381
2758,9927,1192
2759,1905,1890
2760,7079,8106
2761,4224,2655
2762,156A,2428
2763,3551,1572
2764,7722,1017
2765,3904,341
2766,9561,52
2767,9265,3465
2768,7291,336
2769,9679,1928
2770,9930,573
2771,3719,80
2772,3652,923
2773,3184,10867
2774,7049,524
2775,3374,3692
2776,6973,3465
2777,3021,1449
2778,8798,1
2779,5903,3109
2780,9264,2449
2781,7264,1677
2782,5578,2212
2783,7565,8443
2784,7039,4805
2785,2183,235
2786,4597,3
2787,4366,955
2788,4893,83
2789,7677,2245
2790,9780,1906
2791,1447,106
2792,173A,3330
2793,3847,7363
2794,4891,56
2795,6033,2272
2796,9827,737
2797,9063,4475
2798,5979,9857
2799,7461,900
2800,2330,52
2801,7490,1290
2802,3386,1584
2803,3760,2535
2804,4012,3839
2805,5983,7970
2806,5599,1594
2807,4925,2149
2808,3623,631
2809,9173,1849
2810,4629,2160
2811,2404,50
2812,5138,2041
2813,6542,2197
2814,4754,2495
2815,6513,1149
2816,6185,321
2817,4623,2694
2818,5966,5779
2819,7351,673
2820,3246,862
2821,4882,73
2822,3236,965
2823,7506,981
2824,6031,840
2825,7213,770
2826,1401,1412
2827,9656,891
2828,8560,651
2829,2488,2034
2830,1418,578
2831,3446,803
2832,4125,3015
2833,9337,2962
2834,5906,717
2835,8147,2313
2836,7425,5018
2837,6189,996
2838,1768,2030
2839,7635,2070
2840,7135,62
2841,2311,681
2842,7325,1150
2843,9885,585
2844,8938,698
2845,2122,1278
2846,3113,14
2847,7271,629
2848,6862,992
2849,245A,2549
2850,6402,2366
2851,3653,1130
2852,8045,1565
2853,1757,1
2854,3686,33
2855,5367,952
2856,7192,766
2857,7681,756
2858,3726,72
2859,1992,2366
2860,9367,1355
2861,4752,2880
2862,4256,640
2863,3656,146
2864,4777,35
2865,7343,1287
2866,7950,12313
2867,3628,18
2868,7872,655
2869,4234,764
2870,4929,419
2871,8700,2094
2872,3878,806
2873,2055,364
2874,3940,135
2875,4564,2
2876,9903,533
2877,1434,3059
2878,3750,42
2879,3807,9
2880,7066,778
2881,2483,3615
2882,3323,88
2883,3625,1477
2884,1438,1983
2885,3123,628
2886,6059,430
2887,6998,2189
2888,4883,36
2889,6093,144
2890,1446,460
2891,6858,867
2892,4398,3210
2893,9479,185
2894,5533,3867
2895,1718,7828
2896,7297,1323
2897,8554,537
2898,5695,3004
2899,3537,2354
2900,6551,1908
2901,3293,1297
2902,6546,1519
2903,3426,2422
2904,3066,227
2905,8226,550
2906,7531,2176
2907,6654,1657
2908,8891,5386
2909,5476,485
2910,3566,753
2911,6721,16
2912,8077,474
2913,4496,1613
2914,3396,1026
2915,6182,573
2916,1897,3553
2917,244A,3497
2918,7887,9429
2919,3948,1365
2920,4884,176
2921,3377,635
2922,4379,140
2923,2984,784
2924,192A,18160
2925,7084,1565
2926,2796,376
2927,6597,1952
2928,5576,4564
2929,7040,1695
2930,9625,1762
2931,2743,1
2932,7695,872
2933,6907,828
2934,4395,912
2935,6049,393
2936,4380,2410
2937,6778,693
2938,3173,1260
2939,1840,294
2940,9643,4438
2941,6888,902
2942,7883,455
2943,4428,928
2944,7857,2030
2945,7619,1619
2946,6158,1618
2947,8230,462
2948,4100,1079
2949,7940,811
2950,7370,1520
2951,3280,2452
2952,4198,1063
2953,6837,844
2954,7379,649
2955,3988,1029
2956,6570,2502
2957,3848,727
2958,9853,559
2959,5033,499
2960,9340,1153
2961,1844,295
2962,7980,1612
2963,5571,1143
2964,4531,396
2965,2195,589
2966,9876,613
2967,3920,1228
2968,4372,3578
2969,8518,215
2970,4598,20
2971,7111,33
2972,6495,60
2973,3933,940
2974,9346,4069
2975,4572,82
2976,4270,4225
2977,6899,2030
2978,5070,1835
2979,7087,1910
2980,7527,43
2981,7175,1965
2982,5283,7611
2983,9051,1011
2984,4446,673
2985,6286,1518
2986,2373,211
2987,7707,106
2988,4491,3767
2989,7833,1134
2990,4576,15
2991,3758,314
2992,9313,1388
2993,3440,1828
2994,194A,1995
2995,6391,5538
2996,3143,3728
2997,3671,1497
2998,3260,1
2999,3241,1061
3000,7812,4256
3001,3815,63
3002,8835,718
3003,6229,2272
3004,9976,1268
3005,4539,1730
3006,2293,1060
3007,7126,2527
3008,7808,8966
3009,3409,34
3010,6634,88
3011,6155,570
3012,2480,2252
3013,6408,3845
3014,198A,656
3015,2894,169
3016,3841,1149
3017,2776,51
3018,7509,6690
3019,9060,3985
3020,2788,796
3021,7089,2853
3022,4492,937
3023,3556,89
3024,8071,3145
3025,7078,137
3026,1771,2731
3027,7075,1463
3028,7080,3599
3029,7427,1894
3030,5843,2345
3031,6292,955
3032,3810,48
3033,3495,3836
3034,9282,0
3035,7726,1179
3036,4556,2639
3037,7065,823
3038,9867,15494
3039,5446,1861
3040,3065,669
3041,9219,260
3042,343A,2360
3043,280A,698
3044,4060,939
3045,2321,21
3046,4119,3560
3047,4624,5670
3048,4440,1106
3049,4486,2275
3050,7859,364
3051,5724,758
3052,3172,1923
3053,6171,614
3054,5936,2184
3055,3058,236
3056,5133,274
3057,2375,84
3058,9478,639
3059,6042,3502
3060,6942,508
3061,6327,704
3062,8025,1511
3063,4926,1087
3064,3131,6907
3065,6267,5697
3066,4990,688
3067,3997,484
3068,340A,3333
3069,7918,35
3070,155A,523
3071,2917,1302
3072,7804,4303
3073,6111,2861
3074,6343,142
3075,4172,4109
3076,6699,730
3077,5491,556
3078,1997,4712
3079,4076,3327
3080,3680,271
3081,4287,795
3082,2454,214
3083,4177,3610
3084,8260,494
3085,6092,1137
3086,9355,1569
3087,4437,1336
3088,9170,2616
3089,6964,943
3090,5542,1453
3091,7353,438
3092,6336,1356
3093,2464,551
3094,3070,5
3095,7060,751
3096,4829,103
3097,4728,869
3098,7127,288
3099,3261,687
3100,6838,499
3101,1383,801
3102,2654,454
3103,5956,657
3104,7953,578
3105,3936,40
3106,9036,996
3107,6629,523
3108,2136,1806
3109,3839,905
3110,9417,87
3111,4615,141
3112,4976,7397
3113,3169,579
3114,2795,1555
3115,269A,622
3116,7063,1
3117,4960,273
3118,2218,1928
3119,2408,818
3120,2493,651
3121,9212,114
3122,4260,214
3123,3996,193
3124,5900,1069
3125,6926,229
3126,2411,571
3127,8145,3588
3128,3469,511
3129,6577,3484
3130,7034,488
3131,4570,377
3132,2999,414
3133,5753,4694
3134,6614,429
3135,6776,394
3136,7091,754
3137,5527,2122
3138,3681,26
3139,5699,3405
3140,9446,881
3141,3267,994
3142,9366,1145
3143,5990,3059
3144,7214,649
3145,9778,4693
3146,196A,292
3147,2961,5924
3148,6297,966
3149,9159,1354
3150,6466,3598
3151,3359,706
3152,3965,877
3153,3816,2212
3154,5856,18
3155,3930,1401
3156,4319,348
3157,6142,1427
3158,2286,972
3159,5986,238
3160,6897,554
3161,4386,1558
3162,6131,751
3163,6549,3542
3164,6424,1904
3165,3286,1169
3166,2304,1739
3167,3441,1151
3168,6090,632
3169,2376,1309
3170,3059,910
3171,5343,88
3172,6038,1528
3173,4360,678
3174,130A,413
3175,4416,461
3176,1994,707
3177,4415,1056
3178,7571,103
3179,7208,1595
3180,6325,671
3181,9973,1
3182,5575,1670
3183,253A,723
3184,5939,4490
3185,3557,122
3186,2911,3973
3187,2179,1674
3188,5742,522
3189,3851,1302
3190,7538,493
3191,4391,2029
3192,5612,1635
3193,1380,369
3194,6360,4697
3195,3826,518
3196,3927,397
3197,3238,536
3198,3237,21
3199,3682,613
3200,9362,5344
3201,3190,1126
3202,7847,739
3203,4487,182
3204,9361,2347
3205,8115,1409
3206,205A,457
3207,1758,3087
3208,6494,98
3209,9385,2545
3210,1841,1539
3211,5884,59
3212,3858,173
3213,9929,607
3214,4068,976
3215,3067,410
3216,2437,388
3217,4167,342
3218,2058,1099
3219,6757,1028
3220,7120,7992
3221,8594,468
3222,7916,1366
3223,145A,362
3224,5355,977
3225,3967,466
3226,4450,2402
3227,9835,546
3228,7044,252
3229,4274,927
3230,5255,1
3231,137A,1902
3232,4445,2921
3233,7992,26
3234,5609,1341
3235,9444,727
3236,4069,652
3237,8887,474
3238,3917,351
3239,3896,458
3240,7807,2371
3241,4171,2311
3242,7975,1686
3243,3766,2176
3244,4881,48
3245,4591,55
3246,2481,1717
3247,2385,187
3248,3024,1898
3249,2345,40
3250,5134,303
3251,4736,622
3252,7746,47
3253,6901,1196
3254,8944,167
3255,4937,493
3256,4075,296
3257,6342,5301
3258,3521,210
3259,8617,416
3260,3536,51
3261,7694,348
3262,2747,3483
3263,5240,100
3264,6054,120
3265,7361,4051
3266,4351,615
3267,9259,1672
3268,2872,981
3269,2449,1730
3270,5257,8533
3271,3935,724
3272,6771,709
3273,3674,427
3274,7118,0
3275,7555,915
3276,9557,65
3277,9073,1145
3278,3422,225
3279,5250,979
3280,2215,913
3281,5596,6000
3282,7150,304
3283,3768,837
3284,6060,1933
3285,260A,81
3286,6072,45
3287,6034,616
3288,148A,1143
3289,3627,384
3290,3317,5004
3291,5010,316
3292,3770,469
3293,4594,8
3294,7443,370
3295,6096,503
3296,6545,1444
3297,3474,131
3298,7782,547
3299,7515,2683
3300,4429,966
3301,7399,766
3302,5987,2755
3303,9969,116
3304,9344,585
3305,9326,197
3306,4242,1679
3307,3524,2078
3308,3945,8982
3309,3437,3604
3310,2341,144
3311,3224,403
