,Symbol,Rironkabuka
3312,6563,2988
3313,3161,1214
3314,6518,922
3315,7625,668
3316,3461,617
3317,5603,758
3318,6195,351
3319,3083,420
3320,2876,490
3321,7836,94
3322,4173,342
3323,9082,845
3324,4750,828
3325,7114,622
3326,248A,1199
3327,7446,5551
3328,9237,2447
3329,9647,17529
3330,7284,1153
3331,3204,584
3332,3895,721
3333,5994,623
3334,211A,7741
3335,7058,4697
3336,9127,2457
3337,3583,3276
3338,7256,0
3339,7021,2279
3340,3622,335
3341,4833,8
3342,7897,135
3343,5035,528
3344,1795,6135
3345,7369,1309
3346,6548,77
3347,7036,354
3348,4387,804
3349,6662,101
3350,5189,2657
3351,7544,2432
3352,6181,1
3353,6943,6181
3354,4174,1904
3355,5998,993
3356,4494,0
3357,6822,5230
3358,9685,1609
3359,9776,1787
3360,6538,331
3361,2424,1162
3362,4827,2290
3363,2291,332
3364,3690,355
3365,5868,1657
3366,7217,1231
3367,5973,693
3368,1764,3888
3369,3071,109
3370,4885,1193
3371,3297,1562
3372,7923,1101
3373,6993,6
3374,8742,355
3375,3727,118
3376,4484,135
3377,3358,41
3378,6552,122
3379,3796,254
3380,5103,25
3381,6734,2235
3382,3667,25
3383,3372,180
3384,6666,368
3385,9421,221
3386,7215,294
3387,3035,954
3388,7057,1090
3389,7265,5961
3390,4645,666
3391,5870,1358
3392,3909,1814
3393,8996,1598
3394,7919,489
3395,6522,170
3396,6335,425
3397,2762,8
3398,4625,822
3399,7314,969
3400,4447,1107
3401,6836,91
3402,4334,532
3403,5597,93
3404,5031,114
3405,6334,255
3406,7805,1220
3407,6265,3771
3408,6166,51
3409,7464,2256
3410,4586,29
3411,2722,528
3412,6635,861
3413,6467,472
3414,7983,1049
3415,3202,103
3416,4261,5902
3417,3195,185
3418,5126,4207
3419,8836,15
3420,9425,102
3421,9760,173
3422,3444,302
3423,3266,103
3424,6599,4773
3425,1443,331
3426,1743,3243
3427,5619,464
3428,265A,615
3429,9466,300
3430,6396,5877
3431,3439,714
3432,3808,1
3433,4247,2078
3434,6656,182
3435,7791,1604
3436,7687,908
3437,6655,1004
3438,9849,3854
3439,3352,2553
3440,4170,120
3441,4014,30
3442,5953,7095
3443,7810,70
3444,5867,811
3445,3958,645
3446,3710,737
3447,7072,635
3448,4102,1658
3449,6633,444
3450,2974,1352
3451,3177,15466
3452,7129,1389
3453,2388,56
3454,9271,1674
3455,7902,1043
3456,2425,2411
3457,5697,772
3458,9012,2107
3459,7793,2340
3460,9820,7823
3461,6150,7942
3462,7359,48
3463,7831,98
3464,7863,1872
3465,5820,1149
3466,3744,115
3467,6307,688
3468,7076,947
3469,3181,1825
3470,5587,885
3471,3045,2833
3472,9854,172
3473,8138,5602
3474,4705,1133
3475,4178,1081
3476,3931,924
3477,4335,2074
3478,9256,1530
3479,1724,1478
3480,5618,40
3481,3577,1013
3482,2499,519
3483,3138,1083
3484,3494,559
3485,3054,415
3486,3753,68
3487,6218,541
3488,281A,554
3489,3490,5875
3490,9812,108
3491,5271,3368
3492,5279,1720
3493,8040,1252
3494,5256,3238
3495,9165,2073
3496,3607,448
3497,3929,145
3498,4438,58
3499,150A,306
3500,9419,219
3501,228A,1140
3502,7183,89
3503,4120,3280
3504,3691,211
3505,3970,1433
3506,9040,6061
3507,6248,3105
3508,5858,3318
3509,3645,374
3510,3747,124
3511,4766,172
3512,7131,6231
3513,5386,426
3514,4421,1665
3515,2139,672
3516,2323,281
3517,8166,112
3518,7894,2398
3519,6550,56
3520,2693,342
3521,5997,878
3522,2334,161
3523,3550,217
3524,4388,287
3525,2789,594
3526,7219,3267
3527,4427,173
3528,4735,354
3529,5458,1896
3530,5950,112
3531,3739,107
3532,9423,51
3533,7162,264
3534,4690,4294
3535,4199,154
3536,7375,298
3537,2435,139
3538,8559,293
3539,7069,876
3540,4197,5486
3541,3842,1011
3542,9565,118
3543,4341,1098
3544,7602,224
3545,5028,410
3546,3137,20
3547,9439,27
3548,9258,262
3549,6063,698
3550,6694,1311
3551,5928,353
3552,2342,237
3553,6198,855
3554,8912,104
3555,2687,840
3556,6537,275
3557,7922,597
3558,5162,800
3559,1444,1237
3560,7112,631
3561,2683,285
3562,6543,1547
3563,3477,1900
3564,7813,813
3565,3185,14
3566,3953,1395
3567,7360,1418
3568,7623,1137
3569,6578,668
3570,3248,1151
3571,6696,67
3572,4596,17
3573,2656,8
3574,7986,4230
3575,304A,2951
3576,7709,9
3577,7046,1472
3578,9353,2477
3579,6380,1244
3580,4124,1455
3581,7850,1128
3582,9767,2649
3583,220A,2037
3584,7035,61
3585,6193,1284
3586,4394,989
3587,6217,480
3588,5199,3874
3589,7771,57
3590,2962,278
3591,8746,418
3592,8886,1348
3593,9220,3373
3594,4196,463
3595,4650,119
3596,5075,1792
3597,2300,614
3598,8105,38
3599,7356,17
3600,7603,48
3601,9363,853
3602,9388,4753
3603,9342,1733
3604,9225,956
3605,1788,5816
3606,4673,5765
3607,5616,92
3608,3987,113
3609,3775,457
3610,231A,2875
3611,2351,280
3612,3998,318
3613,3326,142
3614,9972,296
3615,6173,1
3616,3011,166
3617,5704,528
3618,6081,0
3619,7064,726
3620,7827,2730
3621,6177,3
3622,2667,30
3623,9087,1467
3624,4814,75
3625,6022,2345
3626,3042,189
3627,1711,43
3628,3598,216
3629,4098,1044
3630,7074,17
3631,5969,1650
3632,8123,1619
3633,5125,1395
3634,334A,2046
3635,2196,201
3636,6138,1057
3637,6659,38
3638,7870,553
3639,9327,56
3640,6894,3374
3641,8225,8065
3642,6433,325
3643,3985,152
3644,3672,16
3645,7865,389
3646,6803,82
3647,6233,587
3648,2459,40
3649,9339,1147
3650,8013,389
3651,4052,103
3652,5577,219
3653,7640,50
3654,3346,8
3655,5247,350
3656,9635,2441
3657,7567,721
3658,5817,574
3659,4840,469
3660,9563,183
3661,7578,199
3662,7037,578
3663,6840,541
3664,3976,93
3665,5341,124
3666,6573,10
3667,6647,2811
3668,3306,722
3669,7601,385
3670,3944,2281
3671,3647,32
3672,7077,744
3673,7896,671
3674,8181,1220
3675,3375,4357
3676,7422,731
3677,3986,1067
3678,2736,554
3679,7031,692
3680,8247,469
3681,7116,0
3682,6046,39
3683,7957,1590
3684,3419,499
3685,3802,505
3686,9816,215
3687,4057,512
3688,5131,82
3689,9895,1124
3690,3600,1849
3691,6731,6
3692,6186,525
3693,4558,182
3694,3928,128
3695,8946,74
3696,9914,1119
3697,1738,985
3698,3559,451
3699,9978,19
3700,3416,1528
3701,4720,129
3702,4920,1326
3703,7501,1127
3704,7255,667
3705,2666,361
3706,9236,1277
3707,7877,2335
3708,4370,160
3709,7376,419
3710,4288,99
3711,3845,28
3712,3041,202
3713,1999,7548
3714,7083,589
3715,3111,178
3716,6085,36
3717,9214,2320
3718,8254,99
3719,3907,626
3720,2479,807
3721,9476,703
3722,3192,216
3723,7800,808
3724,6775,29
3725,4444,1031
3726,4424,112
3727,7043,413
3728,3779,38
3729,5952,161
3730,6400,464
3731,9562,1357
3732,4678,578
3733,6898,3827
3734,246A,954
3735,6029,97
3736,5905,1595
3737,4707,567
3738,4657,366
3739,6347,186
3740,7928,873
3741,2778,229
3742,7073,4191
3743,3664,6
3744,7939,787
3745,3961,380
3746,7477,1586
3747,6048,150
3748,9941,763
3749,9365,2026
3750,3077,330
3751,3174,188
3752,5287,861
3753,4017,146
3754,3670,2979
3755,4166,237
3756,6867,806
3757,7413,1132
3758,4378,354
3759,9376,461
3760,6558,495
3761,3974,932
3762,7345,135
3763,4016,1910
3764,6555,805
3765,9242,3469
3766,9254,1201
3767,5974,770
3768,6969,2170
3769,6786,22
3770,3910,236
3771,4243,1151
3772,9331,274
3773,2467,80
3774,171A,0
3775,4241,277
3776,7041,675
3777,7719,247
3778,9250,512
3779,7357,345
3780,5025,587
3781,7062,433
3782,9253,720
3783,6074,1470
3784,4179,21
3785,4018,423
3786,9215,85
3787,7042,936
3788,7502,897
3789,3646,426
3790,9240,187
3791,4616,2919
3792,4240,323
3793,143A,616
3794,4918,748
3795,4422,243
3796,6664,269
3797,6190,475
3798,2997,855
3799,7585,84
3800,7524,47
3801,157A,472
3802,3913,556
3803,3639,251
3804,7837,381
3805,7615,88
3806,4664,1186
3807,7815,793
3808,4361,2629
3809,3089,798
3810,2673,181
3811,7090,187
3812,2721,3
3813,7372,336
3814,7363,913
3815,4255,104
3816,259A,0
3817,7878,1080
3818,5962,2432
3819,3442,4159
3820,2137,841
3821,6663,299
3822,5342,165
3823,2156,439
3824,7985,1628
3825,6579,83
3826,4059,245
3827,9878,55
3828,3908,211
3829,7067,960
3830,6982,606
3831,7140,437
3832,3624,42
3833,242A,4375
3834,3223,2688
3835,3787,545
3836,7689,281
3837,2164,109
3838,6147,237
3839,3136,1828
3840,4265,141
3841,1382,1110
3842,9241,267
3843,4073,59
3844,3814,20
3845,3634,166
3846,4834,1829
3847,2926,111
3848,4020,329
3849,4679,76
3850,9610,0
3851,7790,0
3852,8995,717
3853,4316,163
3854,4760,2189
3855,6025,991
3856,6276,393
3857,7426,1281
3858,7462,371
3859,5380,2285
3860,7997,949
3861,7362,1123
3862,7851,389
3863,7886,785
3864,4995,2260
3865,3384,2103
3866,3370,233
3867,4381,78
3868,7093,309
3869,6416,702
3870,7138,358
3871,9244,468
3872,7946,2276
3873,9213,682
3874,6977,969
3875,3803,540
3876,8209,1
3877,6846,1777
3878,3032,214
3879,3849,1072
3880,7901,478
3881,6439,470
3882,3047,494
3883,2976,1048
3884,5241,0
3885,4250,875
3886,8143,213
3887,7170,0
3888,2172,529
3889,3824,289
3890,1449,93
3891,3977,204
