,Symbol,Sharpe,Sortino
0,LBAY,1.35,2.64
1,NREF,0.96,1.61
2,ALTL,0.87,2.08
3,CDC,0.84,1.37
4,KMLM,1.67,4.51
5,CCRV,1.76,3.45
6,USAI,1.54,2.54
7,DJCB,1.65,2.74
8,PFHD,1.39,3.82
9,DBMF,1.21,2.83
10,PTRS,1.34,2.57
11,AMNA,1.65,2.84
12,BSBK,1.1,3.67
13,AMTR,1.66,2.84
14,AMER,0.81,1.55
15,IVRA,0.95,1.7
16,AMND,1.55,2.62
17,RSF,0.99,1.6
18,KWT,1.8,3.43
