,Symbol,DivdendToPrice
0,DELL,2.6171549056019807
1,KEN,3.1984973995271866
2,CSWC,6.211957759412305
3,BHP,1.7797479610628781
4,HTGC,8.223707755895939
5,ARCC,5.866130766562609
6,AMSF,2.1632201330263494
7,MC,2.6748999604586796
8,FDUS,5.8928047526960405
9,STK,4.286959442332066
10,QQQX,5.163828585386706
11,BST,3.603292851816342
