Symbol,Balabce
3936,9.798209634496452
6573,7.947837862897147
3041,6.088991941664301
7018,5.510031718713168
5337,5.123428781997824
4011,4.924952503541892
9560,4.480963379944348
9252,4.390075398450578
6083,4.299134918910099
7578,4.275401664024456
5210,3.8224720597462554
6430,3.8041093857448223
6016,3.648121782637393
7047,3.63955270100503
7130,3.53050300556763
7014,3.4865367432651566
1382,3.476510660420516
3989,3.4535986929427276
5406,3.2673979686912498
2780,3.2616468166159853
7692,3.240267681272758
9268,3.2101836930426204
7687,3.140910511771336
6577,3.102762321570179
4586,2.915901986487849
6961,2.898645461712397
3777,2.8675061748574335
6677,2.8626238794263945
2304,2.8259074239219726
3399,2.8178099745409693
9867,2.785037647917575
2970,2.776616803053826
7972,2.7311301435694517
7686,2.7143948127207898
3945,2.7058543080426425
8890,2.7029834580422967
7868,2.693689493166287
3778,2.6881465716240207
3316,2.6802099960693218
8142,2.673557889259376
7715,2.6710161341918575
9127,2.656736201053792
6026,2.6465783724441163
9107,2.6413491943789347
9522,2.6297537274926257
3097,2.627420155824593
4264,2.6039992639391523
4492,2.5871892243395918
4169,2.583263858153522
5121,2.5773833490268756
2212,2.534600864875135
3397,2.5308347383331555
6837,2.529413784883415
7082,2.528342766817098
3854,2.5257857376924
2107,2.490749541163763
8219,2.482135981184415
2978,2.4717332179533242
5939,2.4715138941861396
2934,2.4683426369305197
5445,2.4666911092160664
2708,2.4509239689182305
5351,2.4371561646426874
6121,2.4368922290595907
7068,2.4302347570683427
7021,2.4296458924285873
7214,2.4198574848464087
2760,2.3954040352691064
7878,2.393505559332256
9696,2.392785698935059
7946,2.391303559426465
6932,2.3720719980610054
7059,2.3689041819799117
8136,2.3682672252415737
4333,2.3638532433785744
7318,2.3527205781324247
6565,2.346531695641092
2114,2.343963621602911
7066,2.3324556106765924
3840,2.331008337530077
9326,2.3117065193235455
6198,2.3064713853093664
9919,2.3017643732393567
3110,2.293456806281781
3271,2.2930971939200275
6315,2.2927252501905704
6627,2.2887005805725584
7427,2.2867281407093203
9368,2.2757427091733535
3486,2.275495781199843
7086,2.269409369286605
6675,2.2673005434060265
7065,2.2633819266221873
6723,2.2591703621366457
1773,2.2518844393374033
1712,2.243854540803634
2998,2.239781198765853
6023,2.23412265161318
7105,2.2325963124203487
7901,2.232503033460759
7072,2.227255708672051
5273,2.2239672923669196
9432,2.208290412585082
3843,2.2044259465904417
3073,2.201965771822656
4015,2.1991302585777146
7523,2.19776082774572
9363,2.197236036097413
9272,2.195403985726703
6526,2.195231232804926
4570,2.190468145429299
5384,2.1779504465419244
3561,2.175522572703633
5967,2.17498012050569
7867,2.1740173021337568
3458,2.172228812363293
7256,2.1710025938355746
3607,2.1624593182711145
7376,2.1601412364346655
9171,2.1560811680352194
2986,2.155913875225283
7550,2.155704314647222
6578,2.1549050824254574
7352,2.1449762680639717
2687,2.1431562937189272
8072,2.134202232740197
7089,2.133437777019998
6137,2.132578197567028
3175,2.1281648228061454
7776,2.1281079140122845
9913,2.123591673276874
7477,2.1197699916981763
8622,2.119597929270387
6898,2.1155370271007663
3864,2.1149817229229857
5851,2.1133644768317343
9425,2.1131212785987628
6036,2.1125698893860636
5204,2.111234105200053
7671,2.1109882380301497
5644,2.1071033175549623
1898,2.1041984819079924
7927,2.099839933271187
4621,2.0906682612229845
9468,2.088914506207269
7481,2.085411099774432
7931,2.0795782154205114
7683,2.0793077057724365
9828,2.0776651856014015
8058,2.0763928653366763
3992,2.0699178760520103
6237,2.069529324795141
7298,2.069184713580557
7997,2.063385576442687
5352,2.0613141136060817
4165,2.0610390934093967
7762,2.059342364181337
4091,2.0593222063504646
6772,2.054406821074579
5013,2.0533886235886016
3299,2.051140286090008
9101,2.049073922326931
3132,2.048495310817288
9418,2.0484884122343554
2983,2.046439100014694
4374,2.0449165514319323
8103,2.04357890571146
3498,2.038721765886746
8337,2.038470115927133
9104,2.0314085129377326
8157,2.0212334306065594
4258,2.017627068256458
6249,2.014276775306561
2767,2.0120617945295103
9450,2.0061681143123797
6718,2.0020396326090912
4527,2.000157430911949
7277,1.9973826097549132
5380,1.9855941757186972
1969,1.983036894309561
3494,1.9784538158020708
1515,1.977474111052819
7911,1.9761774266098902
8848,1.9748567435444337
3224,1.9746762778280806
6486,1.9732886875778364
5411,1.9686025511100305
9644,1.9642453195205518
3443,1.9620789936783836
8704,1.9613264405972382
5632,1.9612276833937268
4046,1.9595749651070484
3010,1.9590087706227814
2163,1.9549042292406769
9722,1.94741616416549
5976,1.9473981683488812
4231,1.9472986435621844
4979,1.9450741799342712
8101,1.943725247971124
6227,1.941498049461076
9503,1.9404788795738512
9216,1.9389920903666913
5184,1.938316384934255
5698,1.9370814476578055
6701,1.9363032305924504
5852,1.9345613806272453
6561,1.9333868045512324
9837,1.9300661478575014
9087,1.9290549043278387
6857,1.9269069309317937
5929,1.9237674024882592
