Symbol,RironHiritsu
9885,12.238467179487179
7354,3.193948717948718
3856,3.1764522436849925
2813,3.0100380582524275
5351,2.998718360655738
4442,2.4919687626774847
4395,2.4430678807947017
6045,1.571338430583501
6094,1.3754152704135736
7717,1.3503231472569779
4616,1.3182330917874396
5074,1.314996958174905
3843,1.2866139999999997
4800,1.2512768647281922
4222,1.1953438485804415
2666,1.1877414364640886
9247,1.186568215767635
4189,1.1735599564270152
3445,1.1637762688134405
3457,1.15606394891945
3322,1.1455034482758621
9514,1.1260049900199602
3675,1.1258751696065128
9428,1.1069464491362762
7820,1.1055556561085973
2462,1.1052363161332464
4005,1.0934137592137592
6419,1.0916535317318035
3134,1.0866580931263856
6938,1.0855575221238938
9543,1.0827056918547595
6425,1.0777357207615594
3333,1.076203001579779
4125,1.0755541967213114
2109,1.0678046511627908
7523,1.0639040492957748
7561,1.0587131147540982
7013,1.058625071770335
4678,1.054485111662531
7266,1.0510881720430107
7467,1.0507873577749682
2892,1.049523994778068
4994,1.0479126803086214
7525,1.045450501002004
5612,1.0454004344048653
5451,1.0449915373765868
8007,1.044952688172043
8707,1.044826502575844
6339,1.0445465265082268
8617,1.0426495065789474
6279,1.0418291768541157
5357,1.0415229924502405
9823,1.041478987341772
9386,1.0391159371492704
9248,1.039015552855407
9115,1.0388630410654829
4623,1.037805109489051
9304,1.0377494252873563
8051,1.0375287414965986
2760,1.0368038363892806
2715,1.0365188108108108
8159,1.0363150714285714
7296,1.0351345029239767
5903,1.0350639741518577
1805,1.0350213150289016
6301,1.0335339104625276
7916,1.033075825825826
9501,1.0324931220095697
3513,1.0318744036105738
8097,1.0318395085066163
4956,1.0315363157894737
7014,1.031433831990794
7610,1.0312037037037036
6632,1.0306910688140556
8150,1.030496095544327
5019,1.030467190226876
2812,1.0302364188163884
7537,1.029910278745645
5563,1.0297210526315788
5992,1.0296980198019803
7267,1.0293420927467303
4047,1.0288466819221966
2292,1.0286072346786248
5975,1.0284979375368297
4243,1.028403409090909
3447,1.0278891820580476
7995,1.0277872222222222
6237,1.0277332212885153
4539,1.0274746794871796
6919,1.0269905158936945
2267,1.0263732452518581
2395,1.0261424145299145
9517,1.0261405475880052
7760,1.0258664031620552
9536,1.0256260103626944
6325,1.0254227848101265
8570,1.025102677532014
8001,1.0250868664446913
1921,1.025000874125874
4235,1.0249725931131413
4023,1.0248657692307692
2332,1.0246604115226337
6159,1.0243157224697643
7004,1.0235907032181168
7972,1.023427104042412
1980,1.0233911111111111
1743,1.0232768729641695
5970,1.0231331868131868
8273,1.0229840868906288
5659,1.0229481132075473
6197,1.0223600000000002
6626,1.0223096907216496
9827,1.0222097777777777
4031,1.0219287958115182
