,Symbol
0,FRC_20230331_8.5
1,WAL_20230331_29.5
2,W_20230331_30.5
3,PACW_20230406_6.0
4,MANU_20230331_20.0
5,USB_20230331_31.0
6,GME_20230331_20.5
7,DB_20230406_5.5
8,TFC_20230331_29.0
9,GTLB_20230331_30.0
10,AI_20230331_21.5
11,FITB_20230331_21.5
12,ALLY_20230331_20.5
13,CHWY_20230331_30.0
14,BYND_20230406_12.5
15,RUN_20230331_14.0
16,EQT_20230406_27.0
17,TDOC_20230331_21.5
18,WFC_20230331_32.5
19,FHN_20230421_10.0
20,X_20230331_21.0
21,APA_20230331_31.0
22,WDC_20230331_31.5
23,GM_20230406_30.0
24,UPST_20230414_9.0
25,HAL_20230406_26.0
26,WBA_20230331_29.0
27,MARA_20230428_4.0
28,RF_20230421_11.0
29,UBER_20230406_27.0
30,AX_20230519_20.0
31,BAC_20230406_23.5
32,CPE_20230421_24.0
33,ZION_20230421_12.5
34,DAL_20230406_28.0
35,INTC_20230406_25.5
36,AAL_20230505_10.0
37,CUBI_20230519_2.5
