Symbol,CashHiritsu
2137,3.846757736586867
2415,2.049451911827433
2974,1.9807012126852934
8570,1.8580618877002943
4539,1.7869072844702567
8508,1.7503663735192145
6286,1.6981136063716853
8013,1.5845355450903258
8089,1.5579592154269062
1892,1.5557628470412992
7521,1.5304290052931273
8594,1.5230409102442468
8881,1.4857570674379619
2693,1.4731516595294825
9872,1.4251042683830084
1897,1.4092148429269014
9867,1.403883721963948
6142,1.3834358132023936
7238,1.373266050183491
