,Symbol
0,MARA_20230505_11.5
1,MCRB_20230519_5.0
2,PTON_20230505_9.5
3,WW_20230505_6.5
4,AUPH_20230519_10.0
5,AFRM_20230505_10.5
6,LYFT_20230505_9.5
7,PESI_20230519_7.5
8,SNAP_20230505_10.0
9,EDIT_20230505_7.0
10,PCT_20230519_5.0
11,SOFI_20230505_5.5
12,VLY_20230519_8.0
13,QS_20230505_7.0
14,LCID_20230505_7.0
15,VTNR_20230519_7.5
16,CHPT_20230505_8.0
17,CHRS_20230519_7.5
18,IGMS_20230519_10.0
19,STNE_20230505_11.0
20,KLXE_20230519_10.0
21,PLTR_20230505_8.0
22,CDLX_20230519_5.0
23,RIG_20230505_6.0
24,HOOD_20230505_9.5
25,ADTN_20230519_10.0
26,AG_20230505_7.0
27,BGFV_20230519_7.5
28,ELAN_20230519_9.0
29,GPS_20230505_8.5
30,KOS_20230519_7.0
31,CRK_20230519_10.0
32,PLTK_20230519_10.0
33,WOOF_20230519_9.0
34,CCL_20230505_9.0
35,BIG_20230519_10.0
36,MGI_20230519_10.0
37,SJT_20230519_10.0
38,DB_20230505_10.0
39,TDS_20230519_10.0
40,INDI_20230519_7.5
41,HBAN_20230519_10.0
42,NYCB_20230519_8.0
43,FNB_20230519_10.0
