,Symbol,DivdendToPrice
0,MAHLY,7.535621662852785
1,HTCMY,2.0979401146740284
2,DNPLY,8.375752437473507
3,OJIPY,2.4435320306702946
4,OCPNY,5.413260273972603
5,NPSKY,8.828596961572833
6,OSGSY,3.1258345198544535
7,RICOY,12.853332639440028
8,THYCY,24.75989974937343
9,SMTOY,8.267112970711297
