symbol,maxBalance,signal,wrSl,profitPerDay,maxLimit,maxSlLimit,wr
4268,22.519522864761356,0,0.31095406360424027,0.05465903607951785,-1.75134,10.0,1.0
DNTH,22.516459628991257,0,0.4444444444444444,0.2814557453623907,0.80977,0.03,1.0
9827,22.263526121703883,0,0.424812030075188,0.03649758380607194,-1.77979,8.0,1.0
CFFI,22.20067219825387,0,0.32134831460674157,0.0346344340066363,-1.2793,0.05,1.0
3498,21.9277142497654,0,0.3659942363112392,0.0389479826816437,-0.7169,45.0,1.0
7809,21.672634039442357,0,0.40825688073394495,0.045916597541191435,-0.12445,40.0,0
SCC,21.543683033244985,0,0.373015873015873,0.04841277086122468,-0.09356,0.08,0.3333333333333333
KEQU,21.372191266810823,0,0.40264026402640263,0.03776005524171523,-0.64252,0.03,1.0
6590,21.304472607456045,0,0.43661971830985913,0.03441756479395161,-0.16284,104.0,1.0
NBR,21.20913811366355,0,0.36117936117936117,0.03546678614325008,-1.08107,1.91,1.0
7014,20.663397990978456,0,0.4085106382978723,0.03763824770670029,-0.8706,11.0,1.0
6335,20.598882720358503,0,0.3258426966292135,0.04801604363719931,-0.00037,14.0,1.0
JDST,20.598294261281026,0,0.4612546125461255,0.04015262039236067,-0.32576,0.25,1.0
SOHON,19.846734480409218,0,0.3373134328358209,0.03346835494166816,-0.24583,0.04,1.0
LEU,19.650224755269956,0,0.2936708860759494,0.03645681772777357,-0.06892,0.55,0.6666666666666666
QRHC,19.54103665705,0,0.2458233890214797,0.03680044568182674,-0.08613,0.04,1.0
7095,19.284563471640997,0,0.24778761061946902,0.03302151279390582,-0.04915,60.0,0
NOA,19.09406115284082,0,0.18796992481203006,0.02960319558579972,-0.02643,0.03,0
6337,19.042071871977722,0,0.20824295010845986,0.0331166467338743,-0.20167,10.0,1.0
CPE,18.917270054908624,0,0.3404761904761905,0.02942032667948464,-0.59501,0.67,1.0
VTLE,18.808257193824613,0,0.4247104247104247,0.03854151064308322,-0.08395,1.91,1.0
TDW,18.706877034218937,0,0.31880733944954126,0.028516580844845943,-0.30466,0.29,1.0
RYI,18.694010363554163,0,0.4769736842105263,0.030298233976586975,-1.097,0.62,1.0
GNE,18.657919177412765,0,0.41818181818181815,0.02844194996556824,-1.08997,0.12,1.0
NC,18.47491813115045,0,0.15835140997830802,0.03453255725448682,-0.26351,0.03,1.0
DDS,17.844045236233622,0,0.09137931034482759,0.02801262988419721,-0.93837,0.2,1.0
CACC,17.737498508545965,0,0.12169312169312169,0.027758213628397442,-1.04244,0.05,1.0
TZA,17.607128896289364,0,0.4,0.02696344394531296,-1.7626,0.54,1.0
4481,17.48261314735251,0,0.2887323943661972,0.030617536159986882,-0.82333,15.0,0
NL,17.47035308870246,0,0.26959247648902823,0.04209723635831918,-0.00207,0.04,0.5
KOS,17.456132246672453,0,0.3506787330316742,0.026650583582706035,-1.11375,0.08,1.0
6658,17.41660516412586,0,0.401673640167364,0.029519669769704843,-1.21857,10.0,0.3333333333333333
AKRO,17.33730796685267,0,0.08456659619450317,0.03366467566379159,-0.1674,0.03,0.6666666666666666
3697,17.221707100853944,0,0.3197278911564626,0.027379502545077813,-0.57009,180.0,1.0
VIST,17.216932704460113,0,0.49557522123893805,0.02624532424460383,-0.14793,0.77,1.0
UCL,17.11381295181708,0,0.4189189189189189,0.15417849506141515,0.00108,0.06,0
HLX,17.008399895286825,0,0.4217506631299735,0.026954674952910974,-0.49321,0.1,1.0
ERX,16.96839785565787,0,0.40524781341107874,0.03046390997425111,-0.19612,0.64,0.5
SGML,16.891860468114576,0,0.14849187935034802,0.03049072286663281,-0.36391,0.07,1.0
MRC,16.865560932841273,0,0.3409090909090909,0.027158713257393354,-0.93467,0.08,1.0
PLPC,16.81825817908912,0,0.1718146718146718,0.027480814018119477,-0.46205,0.03,1.0
TRMD,16.603920249745325,0,0.4171974522292994,0.02534949656449668,-1.66551,0.29,1.0
NR,16.34219645157754,0,0.3252212389380531,0.02618941739034862,-0.31848,0.04,1.0
TTT,16.342117347414437,0,0.3730964467005076,0.025258295745617367,-1.61741,0.52,1.0
GRIN,16.324622530091954,0,0.37261146496815284,0.03200906378449403,-0.29978,0.23,1.0
XES,16.184660895091966,0,0.20040899795501022,0.02666336226539039,-0.30337,0.17,1.0
7187,15.99881319419109,0,0.45491803278688525,0.03258414092503277,-0.25591,41.0,1.0
CYBR,15.93867192955373,0,0.3276595744680851,0.024296755990173367,-1.48887,1.17,1.0
9268,15.91367450543807,0,0.5020746887966805,0.025750282371259012,-1.39618,17.0,1.0
3496,15.897353311457675,0,0.14571948998178508,0.024917481679400742,-0.22378,10.0,1.0
PRTA,15.890254658987606,0,0.07235621521335807,0.02739699079135794,-0.46437,0.05,0.5
EURN,15.873401935465342,0,0.4117647058823529,0.024271256782057098,-1.88691,0.11,1.0
CPG,15.850095586225416,0,0.46825396825396826,0.024235620162424185,-0.944,0.18,1.0
PBF,15.470416973793702,0,0.375,0.023582952703953813,-1.67205,0.42,1.0
MVO,15.446232678251954,0,0.5294117647058824,0.02686301335348166,-0.34938,0.45,0.5
ATMP,15.413960766894874,0,0.39185750636132316,0.024505502014141294,-0.27377,0.03,1.0
1605,15.408065691595429,0,0.5944444444444444,0.024150573184318853,-0.85452,28.0,1.0
4107,15.378692794436487,0,0.20874751491053678,0.024104534160558758,-1.08559,5.0,0.0
ERF,15.328090266245574,0,0.47540983606557374,0.025761496245790882,-0.84045,0.21,1.0
CRT,15.30821496281222,0,0.17926565874730022,0.02753276072448241,-0.46448,0.04,1.0
PFX,15.273416880835233,0,0.36151603498542273,0.024997408970270432,-0.61248,0.05,1.0
LXU,15.182383087138847,0,0.22580645161290322,0.024686801767705442,-0.94276,0.07,0.5
6573,15.182242155339276,0,0.5,0.1186112668385881,0.22637,103.0,0.5
9260,15.132912385138564,0,0.2264957264957265,0.025221520641897605,-1.07679,10.0,1.0
PBR,14.98403956480506,0,0.48663101604278075,0.02287639628214513,-0.89418,0.24,1.0
PRFX,14.934623294115454,0,0.4,0.3177579424279884,1.7329,0.43,1.0
SYM,14.927246984435081,0,0.47,0.02285949002210579,-1.23663,1.85,0.5
GPI,14.777592229359799,0,0.13612565445026178,0.02252681742280457,-1.0805,0.07,1.0
9110,14.34218436020575,0,0.3669064748201439,0.022479912790291143,-1.66684,30.0,1.0
DGICB,14.197197756773628,0,0.37579617834394907,0.025954657690628203,-0.54687,0.06,0.5
4933,14.037631819772296,0,0.1824175824175824,0.0256629466540627,-0.49666,13.0,0.6666666666666666
ON,13.937480173424586,0,0.44745762711864406,0.021608496392906334,-0.80148,1.37,0
EDZ,13.914868215408152,0,0.37969924812030076,0.02728405532432971,-0.10213,0.16,0.75
SM,13.822517174363913,0,0.44036697247706424,0.0246830663827927,-0.66987,0.66,1.0
PSCE,13.820787820892276,0,0.15711645101663585,0.02166267683525435,-1.06167,0.06,1.0
GUSH,13.663493484335953,0,0.43548387096774194,0.025635072203256948,-0.15271,1.14,1.0
ESTE,13.569493574494457,0,0.43354430379746833,0.024761849588493534,-0.0429,0.29,0.3333333333333333
1518,13.515096255862524,0,0.40145985401459855,0.024048213978403066,-0.63015,40.0,0.6666666666666666
WTM,13.414057305541242,0,0.21372549019607842,0.02047947680235304,-1.26816,0.04,1.0
TMV,13.355823755579767,0,0.408955223880597,0.020610839128981123,-1.60867,0.35,1.0
OXY,13.31921881192406,0,0.37272727272727274,0.02064995164639389,-1.41224,0.41,1.0
LBRT,13.308303309325202,0,0.4126984126984127,0.02174559364268824,-1.00392,0.24,1.0
SD,13.26348937887398,0,0.4951923076923077,0.022595382246804054,-0.58329,0.56,0.6666666666666666
6627,13.104697783754686,0,0.42258064516129035,0.020508134246877443,-0.05676,45.0,0.0
BCTX,13.103603592906051,0,0.40836012861736337,0.023738412305989224,-0.15471,0.22,0.4
FRO,13.011958678453487,0,0.39502762430939226,0.01983530286349617,-0.95599,0.15,1.0
2767,12.965541080306972,0,0.41361256544502617,0.021790825345053735,-0.53714,25.0,0
EFU,12.94375089696413,0,0.3633217993079585,0.023576959739461074,-0.62178,0.04,1.0
CHIE,12.916904497684943,0,0.35714285714285715,0.01993349459519281,-1.21988,0.03,0.6666666666666666
DVAX,12.842720778310582,0,0.345372460496614,0.019667259997412836,-0.90092,0.16,0.5
6532,12.74698289104674,0,0.44776119402985076,0.023649318907322338,-0.08883,87.0,1.0
RES,12.723677086733206,0,0.34772182254196643,0.021065690540949016,-0.38132,0.1,0.6666666666666666
VAL,12.641292356211046,0,0.49122807017543857,0.022100161461907422,-0.65848,1.03,1.0
IEZ,12.60765022292309,0,0.3942307692307692,0.01963808445938176,-0.79326,0.16,1.0
DUST,12.590694905846833,0,0.48148148148148145,0.02454326492367804,-0.35703,0.47,1.0
4777,12.520162964163884,0,0.34183673469387754,0.030536982839424107,-0.02007,8.0,1.0
TNK,12.503575179094382,0,0.16636528028933092,0.01914789460810778,-1.56204,0.07,1.0
9115,12.468296212335046,0,0.3592233009708738,0.025867834465425406,-0.01325,11.0,1.0
PR,12.466281152559262,0,0.3747178329571106,0.01903249030925078,-0.4396,0.12,1.0
SLB,12.452683903472131,0,0.3927710843373494,0.019187494458354593,-0.84523,0.39,1.0
EGLE,12.27453157060711,0,0.3567708333333333,0.022036860988522637,-0.02848,0.55,0.5
PHVS,12.193963274783643,0,0.3287671232876712,0.058908035143882334,0.06945,0.15,1.0
GRN,12.184106806902594,0,0.4379310344827586,0.021043362360798953,-0.2436,0.25,0.6666666666666666
6298,12.152904662074452,0,0.42857142857142855,0.020917219728183223,-0.45895,42.0,0.5
7298,12.133832723923268,0,0.3125,0.019048403020287704,-0.97521,6.0,1.0
MRO,11.950717805633323,0,0.4602649006622517,0.02053387939112255,-0.39541,0.35,1.0
RRC,11.916100513215053,0,0.45806451612903226,0.018736007096250083,-0.81269,0.63,0.6666666666666666
9101,11.905620280407083,0,0.465,0.018690141727483647,-1.20397,77.0,1.0
HRI,11.879147954486879,0,0.218436873747495,0.019098308608499804,-0.91695,0.54,0.5
4011,11.845899972198916,0,0.5294117647058824,0.12875978230650995,1.58502,195.0,0
UGA,11.785438003713127,0,0.45454545454545453,0.018328830487889778,-0.41699,0.48,1.0
4334,11.740814427726612,0,0.44970414201183434,0.019666355825337708,-0.6807,35.0,0
BXC,11.690332723850863,0,0.11703958691910499,0.017957500343856934,-0.91118,0.1,0
2987,11.607105481351406,0,0.42201834862385323,0.018278906269844734,-1.19857,20.0,0.5
LTHM,11.59165215598707,0,0.42857142857142855,0.021953886659066422,-0.36601,0.5,0.6666666666666666
GEL,11.536072432057974,0,0.29596412556053814,0.01919479605999663,-0.50283,0.08,1.0
2760,11.479780379572277,0,0.4720496894409938,0.018367648607315643,-0.57002,30.0,1.0
AR,11.457530708987065,0,0.3828125,0.01955210018598475,-1.30645,0.32,1.0
SIGA,11.429813131574926,0,0.3203592814371258,0.021404144441151546,-0.50117,0.1,0.5
6619,11.40698651043706,0,0.35655737704918034,0.024637119892952614,-0.01334,24.0,0.5
4417,11.295256563104699,0,0.33212996389891697,0.027283228413296376,-1.52306,60.0,0
TWI,11.137213168547845,0,0.2033195020746888,0.01897310590894011,-0.44993,0.06,0.5
6957,11.115009849580849,0,0.4076923076923077,0.017559257266320457,-0.54392,60.0,1.0
NOV,11.037128660789492,0,0.43548387096774194,0.018093653542277856,-1.14758,0.23,1.0
NERV,11.036864220801371,0,0.423728813559322,0.10219318722964232,0.2224,0.29,0
8136,11.031100393599333,0,0.35175879396984927,0.017649760629758933,-1.4171,22.0,1.0
PLSE,10.946479828076246,0,0.45977011494252873,0.057917882688234106,0.33078,0.2,1.0
OVV,10.937113304082757,0,0.46946564885496184,0.019357722662093374,-0.39715,0.98,1.0
EEV,10.919939593936288,0,0.3395061728395062,0.021453712365297226,-0.09516,0.06,0.6666666666666666
VIRI,10.89909837840491,0,0.44642857142857145,0.07785070270289221,0.05386,0.09,1.0
CLFD,10.838218788311876,0,0.4265402843601896,0.021807281264209007,-0.3891,1.81,1.0
4599,10.7924680885544,0,0.35410764872521244,0.020915635830531784,-0.23018,9.0,0.5
LIXT,10.710477137432113,0,0.48148148148148145,0.23801060305404695,1.06804,0.31,1.0
DDOG,10.686485385677626,0,0.430939226519337,0.017208511088047707,-1.19877,1.98,0.3333333333333333
1662,10.679268169197186,0,0.33762886597938147,0.016712469748352405,-1.23535,25.0,1.0
ONTO,10.677077657629935,0,0.42857142857142855,0.01627603301467978,-1.26015,1.07,1.0
7408,10.672018399176311,0,0.38287153652392947,0.01672730156610707,-1.46489,15.0,1.0
CVE,10.663773002802579,0,0.5272727272727272,0.018974685058367576,-0.10165,0.36,1.0
IONQ,10.659958947235419,0,0.4605263157894737,0.054948241996058855,0.09034,0.45,1.0
EH,10.636919758380184,0,0.5053763440860215,0.05345185808231248,0.00484,0.54,1.0
PTEN,10.565928263753236,0,0.43788819875776397,0.018311834079295035,-0.60657,0.27,1.0
CVI,10.52153341732417,0,0.4398496240601504,0.020670989032071062,-0.06842,0.57,1.0
OIH,10.480595714383375,0,0.3080260303687636,0.016350383329771255,-0.8031,1.67,1.0
4442,10.397147342459911,0,0.4057971014492754,0.01696108865001617,-0.95345,12.0,0
9722,10.396284083946615,0,0.2571428571428571,0.01634635862255757,-1.1633,10.0,1.0
4395,10.371244070779692,0,0.2692307692307692,0.022945230245087815,-0.00117,16.0,1.0
YXI,10.356706197541161,0,0.3324396782841823,0.01700608571024821,-0.78219,0.04,1.0
AN,10.341004996777555,0,0.4904109589041096,0.01662540996266488,-0.0914,1.46,1.0
6707,10.337347550479794,0,0.43217665615141954,0.017171673671893345,-0.88624,90.0,0
9246,10.328977009318212,0,0.3072289156626506,0.022851719047164185,-1.89857,60.0,0.3333333333333333
9104,10.322222107030836,0,0.46296296296296297,0.016306827973192474,-0.56933,70.0,0.6666666666666666
APA,10.29751546178041,0,0.3681159420289855,0.018355642534367934,-0.36646,0.46,1.0
DVN,10.296650428152388,0,0.4765957446808511,0.01812790568336688,-0.57823,1.07,0.6666666666666666
8890,10.273195880893484,0,0.36075949367088606,0.01871256080308467,-0.44589,10.0,1.0
ARCH,10.267317450634073,0,0.3,0.017285046213188673,-0.92782,1.16,1.0
NVO,10.21861290940037,0,0.5215827338129496,0.01560093573954255,-0.66048,0.52,1.0
6730,10.208980362147399,0,0.3317307692307692,0.01597649508943255,-1.23495,11.0,1.0
FRPH,10.19034731622276,0,0.1841620626151013,0.015605432337247717,-1.04515,0.03,0.0
UCO,10.187490815644038,0,0.45454545454545453,0.020253460866091526,-0.0007,0.82,0.6
SWN,10.186061248756035,0,0.24342105263157895,0.017471803171108122,-0.66635,0.04,1.0
BIVI,10.144816197132823,0,0.6296296296296297,0.07925637654010018,0.09655,0.87,0
EXTR,10.12695453561182,0,0.2454728370221328,0.016049056316342028,-0.63998,0.08,1.0
6266,10.113897888551381,0,0.3048245614035088,0.01587739071986088,-0.33278,13.0,1.0
6890,10.112766603002228,0,0.3465346534653465,0.016742991064573224,-0.62496,30.0,0
7375,10.047236802218176,0,0.34065934065934067,0.024505455615166285,-0.06388,28.0,1.0
VOC,10.03956470096525,0,0.23732718894009217,0.01792779410886652,-0.42711,0.04,1.0
CNQ,10.016057577930358,0,0.4707792207792208,0.015291690958672301,-0.40794,0.69,1.0
EBR,10.01445554507654,0,0.30670103092783507,0.01885961496247936,-0.5529,0.04,0.6666666666666666
CLS,9.948686793686317,0,0.3399122807017544,0.015235354967360363,-0.82176,0.08,1.0
NVOS,9.942943228641559,0,0.4411764705882353,0.07707707929179503,0.02571,0.03,1.0
COCO,9.898964180256282,0,0.4782608695652174,0.02075254545127103,-0.60997,0.56,1.0
AFBI,9.869563074263205,0,0.45671641791044776,0.015616397269403805,-2.90029,0.05,1.0
BLDR,9.869342198040481,0,0.4560260586319218,0.015517833644717738,-0.2057,1.25,0
5384,9.84657386741629,0,0.39473684210526316,0.015654330472839886,-1.04257,17.0,1.0
6315,9.807602486124349,0,0.3730964467005076,0.01534836069816017,-0.01171,25.0,1.0
SRPT,9.805949247858841,0,0.44972067039106145,0.015226629266861554,-1.86023,1.66,1.0
7033,9.785027719114412,0,0.35294117647058826,0.01580779922312506,-0.49702,40.0,0
TUR,9.669013305011854,0,0.4698275862068966,0.015155193268043658,-0.99277,0.36,0.5
6490,9.654996086185712,0,0.4921259842519685,0.015985092857923364,-0.19251,46.0,0
AI,9.653208779448866,0,0.4927536231884058,0.06435472519632578,0.01027,1.28,0
STN,9.644293622298242,0,0.2230769230769231,0.014952393212865492,-0.30755,0.03,1.0
8114,9.636459001424225,0,0.4124629080118694,0.015104167713831072,-1.7847,50.0,1.0
HOLI,9.619297502517504,0,0.30434782608695654,0.014844594911292445,-1.57659,0.08,1.0
GMS,9.572453599374825,0,0.14542190305206462,0.014841013332364069,-0.79612,0.05,0
7734,9.557657397075591,0,0.3973333333333333,0.014980654227391208,-0.42353,40.0,1.0
TALO,9.541405480685743,0,0.4311594202898551,0.017411323869864496,-0.2799,0.4,1.0
4980,9.451283168083497,0,0.43537414965986393,0.017215452036581962,-0.29612,40.0,1.0
TS,9.430580294183299,0,0.3969465648854962,0.014781473815334324,-1.19446,0.21,0.75
PARR,9.424594805759359,0,0.45180722891566266,0.014521717728442771,-2.15235,0.43,1.0
TECK,9.358351764052157,0,0.25213675213675213,0.01478412600956107,-0.14935,0.21,1.0
5480,9.265427778005225,0,0.3651226158038147,0.01611378744000909,-0.42997,22.0,0.5
SBS,9.250236547326487,0,0.3852040816326531,0.015651838489554124,-0.18227,0.07,1.0
6920,9.249732499656602,0,0.2709832134292566,0.016400234928469152,-0.10391,170.0,0.75
5632,9.237460416976209,0,0.422360248447205,0.014685946608865196,-0.069,15.0,0
EQNR,9.236843940116938,0,0.4179566563467492,0.015550242323429189,-1.17646,0.23,1.0
9416,9.216740050907962,0,0.4223433242506812,0.015464328944476446,-0.93144,17.0,0.5
NPCE,9.175243923021352,0,0.24615384615384617,0.05461454716084138,0.22019,0.04,1.0
TMDX,9.139397680885113,0,0.3325301204819277,0.014836684546891417,-1.59427,0.71,1.0
TRNS,9.09838505859114,0,0.11262798634812286,0.013911903759313669,-0.17404,0.03,1.0
7868,9.074701767260825,0,0.42258064516129035,0.014660261336447213,-1.52882,25.0,1.0
6967,9.063461276140231,0,0.49361702127659574,0.014318264259305262,-0.00193,105.0,0
6723,9.057940907999443,0,0.43492063492063493,0.014824780536823966,-0.34479,19.0,0
6034,9.009794975371117,0,0.38848920863309355,0.018349887933546062,-0.41727,25.0,1.0
6779,9.001703716003162,0,0.404320987654321,0.016396545930789,-0.37199,19.0,0.5
SENEB,8.93985961936613,0,0.4823529411764706,0.017028304036887865,-0.22731,0.03,1.0
6578,8.911924372338927,0,0.5555555555555556,0.060625335866251205,0.50998,9.0,1.0
