Symbol,Roe,Close
6038,69.0,718
6150,69.0,2654
9767,68.9,1649
1813,68.9,2068
3816,68.8,1007
2004,68.8,3055
7636,68.7,964
4627,68.6,1429
2602,68.6,4215
9025,68.4,1914
5993,68.4,878
6757,68.3,864
3201,68.3,1395
8101,68.2,2008
6998,68.2,2419
4221,68.2,2678
1436,68.1,793
4042,68.1,1959.5
6325,68.1,456
6113,67.8,1486.5
2612,67.8,3550
7246,67.7,611
4275,67.7,952
9651,67.7,982
9845,67.6,810
6823,67.6,2198
4642,67.5,939
7250,67.5,1414
5367,67.4,556
7976,67.4,1834
4664,67.4,766
1939,67.4,2876
8233,67.4,2074.5
8084,67.3,2486
5310,67.2,4485
6358,67.2,6060
6870,67.1,1600
6943,67.1,5140
8076,67.1,2004
9994,66.9,2935
8887,66.9,791
7420,66.8,1908
9890,66.8,1026
4018,66.7,750
8945,66.7,944
6800,66.7,1414
2469,66.6,1659
4611,66.5,927
3955,66.5,1140
7067,66.5,1069
2669,66.4,3050
6497,66.4,963
2935,66.4,1201
1805,66.4,1280
6248,66.4,1220
8291,66.3,442
9364,66.3,3168
3597,66.2,9940
4617,66.1,1465
6508,66.1,2420
7097,66.1,721
9955,66.1,2299
6503,66.0,1963
7844,66.0,692
5602,66.0,3055
9304,65.9,2721
8071,65.8,3285
8242,65.8,1667
9820,65.8,2450
6316,65.7,2246
3537,65.7,973
6340,65.7,2507
8151,65.6,1338
3946,65.5,2114
2735,65.5,542
1833,65.5,4510
6448,65.5,2539.5
2418,65.5,371
4540,65.4,2792.5
9099,65.3,1399
8081,65.3,1457
6486,65.1,1638
9361,65.1,1442
3670,65.1,1530
5982,64.9,2237
3447,64.8,731
6378,64.8,727
2805,64.8,4000
2385,64.7,185
1777,64.6,562
6023,64.5,919
6164,64.5,1341
5122,64.4,5540
4025,64.4,3220
9543,64.4,1006
8012,64.3,2309.5
4401,64.3,2831.5
1873,64.3,335
7739,64.3,1921
3386,64.2,948
8772,64.2,664
4628,64.1,7200
2221,64.0,5070
9919,64.0,1418
4242,63.9,1805
6287,63.9,2121
8889,63.8,446
3299,63.8,1195
6393,63.8,2074
2902,63.7,1481
6144,63.6,1390
7128,63.5,2883
3302,63.5,1957
6167,63.4,651
4997,63.3,598
9678,63.2,2534
2296,63.2,3915
7971,63.1,348
3353,63.0,2075
1979,62.9,4270
7129,62.8,1004
7444,62.7,1843
8215,62.7,1007
6192,62.7,89
6810,62.7,1653
8037,62.5,1581
6369,62.4,3490
5970,62.4,1743
6245,62.3,2005
3768,62.3,472
6145,62.3,2239
6137,62.2,3660
6362,62.1,2750
3950,62.1,3220
9932,62.1,2180
1847,62.1,2261
7555,62.0,753
7625,62.0,429
4629,61.9,1284
9412,61.9,687
3799,61.8,693
7427,61.8,1329
9070,61.8,4345
5991,61.7,1179
6928,61.7,1544
7613,61.6,1533
5363,61.6,387
3161,61.6,663
5446,61.6,1507
4188,61.6,971
1882,61.5,6630
4914,61.5,3500
7600,61.5,686
4099,61.4,1830
7521,61.4,1810
1814,61.3,1303
6371,61.2,3770
7102,61.2,2072
6744,61.1,1835
8040,61.1,838
4287,60.9,311
4366,60.8,611
4635,60.7,2770
4045,60.7,1389
1376,60.7,1412
3645,60.6,355
6310,60.6,1077
7749,60.6,2658
6848,60.6,891
4212,60.5,2465
6674,60.4,2548.5
2917,60.4,906
3861,60.3,577.6
6405,60.3,1000
5715,60.3,1989
4578,60.2,5553
5185,59.9,1329
1417,59.9,1799.5
6282,59.9,1966
7296,59.8,1809
3504,59.8,921
4616,59.7,1500
2408,59.7,584
6482,59.6,667
5957,59.5,567
7820,59.5,895
6863,59.3,1235
3847,59.3,3420
5802,59.3,1887.5
8011,59.2,2593
2927,59.2,774
3877,59.1,1553
9997,59.1,614
7917,59.1,3920
4272,59.0,1314
1762,59.0,2713
5451,59.0,3770
6882,58.9,1336
1884,58.9,1861
7434,58.8,1751
8793,58.6,3225
6339,58.5,1056
9022,58.4,3512
7752,58.4,1213.5
3267,58.3,506
1904,58.2,3420
6694,58.2,1202
7267,58.2,1602.5
9306,58.1,1498
9991,58.0,957
5368,58.0,912
3384,58.0,532
8995,58.0,815
9948,57.9,2773
1844,57.8,182
1451,57.8,707
6298,57.8,2607
7624,57.8,142
6637,57.8,1513
2795,57.7,726
7614,57.7,1251
4097,57.6,785
2815,57.6,4580
1803,57.5,954.1
9902,57.5,2518
5959,57.4,692
7897,57.4,120
7989,57.4,1434
8594,57.4,538
3708,57.3,3590
9832,57.2,1522.5
7864,57.0,1651
8158,57.0,967
3611,56.9,1555
8030,56.7,3060
1663,56.7,2183
1721,56.7,3193
5905,56.7,1658
6149,56.6,2022
2730,56.5,1479
2659,56.5,4610
5391,56.4,1163
4951,56.4,1503
4027,56.1,1341
6925,56.1,1959
8917,56.0,1100
3443,56.0,6900
4676,55.9,1495.5
6419,55.9,2405
5962,55.7,1462
2918,55.6,3415
6923,55.6,2755
7931,55.5,3505
5819,55.4,1504
8018,55.4,754
7635,55.3,1031
4409,55.2,501
3526,55.2,2092
4118,55.1,3829
6763,55.1,1880
1724,55.1,630
7475,55.1,2494
1720,55.1,786
6517,55.1,2256
7214,55.0,1360
7208,55.0,800
7218,55.0,824
3454,54.8,1101
9679,54.8,3285
3941,54.8,927.4
1418,54.7,198
3943,54.7,2013
1885,54.6,3745
8737,54.6,417
5933,54.4,1002
1967,54.4,920
2001,54.4,2277
1738,54.4,530
3106,54.4,2479
4547,54.3,3065
9074,54.3,2875
6617,54.3,2026
3352,54.2,1252
6651,54.2,3420
8334,54.2,662.2
9078,54.1,870
2754,54.1,431
1944,54.0,2216
1965,53.9,1368
1867,53.9,1427
8871,53.9,1988
3420,53.8,1357
9052,53.7,2102
9776,53.7,1000
7022,53.6,138
4243,53.5,777
4114,53.5,5324
6349,53.4,1171
6255,53.3,817
9351,53.3,1374
3848,53.2,895
3560,53.2,3370
4109,53.2,3120
4901,53.1,8555
6230,53.1,3335
5966,53.1,2376
9034,53.0,1835
4439,53.0,1710
1981,52.9,1370
9017,52.9,2037
4633,52.8,1375
9311,52.6,4505
7231,52.6,2699
6390,52.6,1159
9831,52.6,425.9
3951,52.5,895
4534,52.4,3265
1961,52.4,1760
5975,52.4,1943
1827,52.4,389
7219,52.2,2050
7399,52.0,538
5945,52.0,1696
4112,51.9,3215
1866,51.9,3100
6332,51.9,1300
2344,51.9,758
3593,51.6,3435
1964,51.6,2099
4644,51.6,984
4094,51.5,1213
6473,51.4,1373.5
9035,51.3,863
5729,51.2,2607
6492,51.1,2695
6592,51.0,4528
7966,50.9,2496
9408,50.9,1588
3648,50.8,714
5979,50.7,4200
3032,50.6,390
5632,50.4,1468
4728,50.4,700
6201,50.3,12055
5020,50.3,579.3
1718,50.3,4650
6718,50.2,2800
2796,49.9,654
9956,49.8,2339
2876,49.8,606
9990,49.8,901
7986,49.6,1301
8381,49.5,957
3896,49.5,411
8173,49.4,2257
5965,49.4,814
5532,49.3,1619
9471,49.3,1135
4301,49.2,1483
6676,48.9,3310
1934,48.8,959
7894,48.8,1987
3151,48.8,1052
9930,48.7,273
6737,48.6,4875
7565,48.6,3195
1712,48.6,959
7265,48.6,2580
4222,48.5,288
7859,48.5,921
8103,48.5,652
4531,48.4,283
4623,48.3,1800
6138,48.3,873
5942,48.3,485
9305,48.2,2254
8077,48.2,271
4098,48.2,1319
8842,48.1,4170
6455,48.0,1515
9818,47.9,1198
4972,47.9,2331
9063,47.7,2900
6357,47.5,1183
9816,47.5,216
3055,47.5,709
3402,47.4,779.3
3627,47.4,459
3028,47.3,1905
5997,47.3,632
9307,47.3,553
7482,47.3,1213
7276,47.2,2429
9622,47.2,899
1776,47.2,1015
7157,47.1,978
3109,47.0,1070
5218,47.0,1328
3892,47.0,1024
6472,47.0,284.3
1861,46.9,3580
1899,46.9,5080
3275,46.9,810
7727,46.8,472
1444,46.7,2499
5984,46.6,710
6293,46.6,1027
7981,46.4,1775
6382,46.4,931
4247,46.4,1171
5951,46.4,709
3421,46.4,1521
7561,46.4,653
3954,46.3,1750
3974,46.2,500
4955,46.2,1337
6269,46.0,1900
4286,46.0,826
2107,45.9,1881
3123,45.9,499
7911,45.9,3322
9837,45.7,1334
6741,45.6,953
5035,45.6,486
5941,45.6,1665
4619,45.5,1193
9656,45.5,714
4631,45.5,2432
5078,45.4,2878
3322,45.4,533
1766,45.4,8070
8835,45.3,777
6151,45.3,1831
9514,45.3,459
2112,45.2,235
6997,45.2,1463
7955,45.2,671
6140,45.2,889
7938,45.1,2011
9846,45.1,1087
9401,45.1,2506
3657,45.0,491
4538,45.0,1896
9976,44.9,1251
8142,44.9,3240
7949,44.9,2852
3293,44.8,750
6742,44.8,474
5817,44.7,591
7870,44.5,414
6580,44.5,750
4376,44.4,330
9357,44.4,1207
5983,44.3,5640
7871,44.2,766
8281,44.2,931
5974,44.0,653
4465,43.7,2044
7841,43.4,779
8147,43.3,1236
5262,43.3,896
7122,43.3,1857
8278,43.2,1878
7201,43.2,592.5
1780,43.2,1322
7675,43.2,1900
4061,43.1,2615
4524,43.1,2177
1795,43.0,3340
5695,43.0,2275
2270,42.9,2214
6091,42.8,512
5612,42.8,1053
8214,42.7,1087
3513,42.7,1637
9076,42.7,2070
9355,42.6,1633
6820,42.6,3180
5484,42.6,1760
4634,42.5,2585
6971,42.3,8084
1887,42.3,598
9409,42.2,1609
4767,42.2,312
9201,42.2,2839.5
3512,42.1,418
3944,42.0,2288
8881,42.0,493
4761,41.9,843
2376,41.7,796
8276,41.7,2299
5943,41.6,1523
5162,41.5,542
6798,41.3,2471
8152,41.3,2572
8104,41.2,529
9532,41.0,2844.5
8016,41.0,494
9476,41.0,477
6834,40.9,1327
3839,40.8,552
4043,40.8,2353
7999,40.7,1912
9404,40.7,1441
1771,40.6,713
2329,40.6,1169
5388,40.6,973
1950,40.5,1973
5189,40.5,1695
1822,40.5,3575
9087,40.5,2630
7068,40.4,804
3001,40.3,1653
6540,40.2,918
9319,40.1,1068
4521,39.9,3212
2281,39.8,2235
5287,39.8,603
9996,39.8,1497
3947,39.7,1515
1799,39.7,1613
6297,39.6,461
9479,39.5,182
3159,39.5,329
3096,39.5,1007
8125,39.5,1500
6995,39.3,2413
9083,39.3,3385
4464,39.1,1354
5987,39.1,1691
7590,39.1,594
3952,39.0,1344
6768,38.9,576
4471,38.9,4255
9353,38.9,1815
3002,38.9,4760
2664,38.8,2403
8167,38.8,1801
8050,38.7,2562
7531,38.6,1390
1810,38.5,768
7254,38.4,470
5660,38.3,1044
9060,38.3,3555
7925,38.2,1555
6809,38.2,1040
2120,38.1,197
7441,38.1,1790
7950,38.0,8300
7350,38.0,2411
6989,37.8,1360
4569,37.6,1805
1938,37.6,1248
6485,37.5,1348
4976,37.3,2474
7196,37.2,837
1853,37.2,333
5921,37.0,3130
6864,36.9,1181
8046,36.8,2415
3116,36.6,2702.5
3320,36.6,1170
7628,36.5,1760
7856,36.4,1600
6247,36.3,933
1815,36.3,1983
9980,36.1,108
8713,36.1,1494
9686,36.0,1219
4839,35.9,1042
4678,35.9,362
8118,35.8,672
7958,35.8,2465
3087,35.7,2198
7282,35.7,3102
5851,35.6,3140
7167,35.6,436.1
6615,35.5,404
9995,35.3,431
8377,35.2,1621
9369,35.2,931
5703,35.1,1674
5990,35.0,1947
7983,34.9,1622
2790,34.8,1811
4319,34.7,202
3932,34.7,2216
6496,34.6,3010
1443,34.5,209
7371,34.4,548
3426,34.4,1293
5711,34.3,2471.5
6346,34.2,4200
4957,34.2,581
7505,34.2,1315
6647,34.2,1625
6853,34.1,395
9313,34.0,705
3817,33.9,3550
1832,33.9,671
7932,33.9,4950
7670,33.9,759
6408,33.8,3365
2282,33.8,4337
8366,33.7,3865
6330,33.7,695
5706,33.6,4339
8006,33.6,3030
1892,33.5,3605
2286,33.5,595
6295,33.5,293
6505,33.5,916
2449,33.5,1030
2982,33.4,238
4548,33.3,762
9876,33.2,262
5018,33.2,1280
4551,33.1,3555
6210,33.0,640
6425,32.9,1932
2599,32.9,1155
5988,32.9,2283
5187,32.8,883
8138,32.6,2933
2654,32.6,357
7175,32.6,1046
2961,32.5,2726
4998,32.3,1080
6306,32.2,665
7226,32.1,1907
7946,32.1,1518
7326,32.0,1079
1945,32.0,952
4707,31.7,320
9972,31.6,235
2806,31.5,1749
4205,31.4,1340
4367,31.3,2283
3580,31.3,817
3608,31.1,833
8115,30.9,594
7084,30.4,900
5928,30.4,292
6292,30.4,1058
6203,30.2,748
5946,30.1,2081
9835,30.1,574
6471,29.9,815.3
1948,29.8,5030
8905,29.5,1759.5
5282,29.5,296
9419,29.4,185
6018,29.4,1916
8045,29.4,819
9324,29.2,1089
6964,29.1,520
4078,29.1,1836
5161,28.9,1499
6770,28.8,1250.5
1764,28.7,2517
6463,28.7,1766
6644,28.7,625
2196,28.6,260
2121,28.5,2341
8864,28.5,559
7486,28.5,671
5610,28.4,1043
8127,28.3,296
6973,28.3,2318
7795,28.3,171
1811,28.3,3535
7916,28.1,1234
5607,28.0,443
6958,27.9,739
7460,27.9,1475
2009,27.8,697
9265,27.7,2115
7559,27.7,1411
5658,27.6,303
7942,27.6,1791
7442,27.6,349
6901,27.6,1241
7769,27.5,2679
7501,27.4,775
7953,27.2,400
5279,27.2,784
4624,27.1,2911
5956,27.1,533
4229,27.0,3120
7885,27.0,816
4215,27.0,590
6898,27.0,1532
3190,26.8,587
8789,26.7,63
9755,26.6,2128
9040,26.5,3395
7721,26.5,1590
8359,26.4,774.2
5237,26.3,863
6844,26.3,2969
2138,26.0,814
3441,25.9,920
8609,25.9,701
5013,25.9,1681
6814,25.9,1760
6654,25.8,1111
8219,25.7,1442
7240,25.5,1945.5
1914,25.5,449
7297,25.0,896
5900,25.0,786
2919,24.9,3510
4224,24.5,1468
4621,24.4,1411
6319,24.2,245
4581,24.2,5540
2747,24.1,3065
6675,24.1,2246
2540,23.9,1843
9081,23.8,3085
7220,23.7,1656
6937,23.6,914
4231,23.4,805
6286,23.3,610
8145,23.3,2430
1807,23.2,2629
8285,23.1,330
8338,23.0,261
2060,23.0,754
3204,22.9,461
9085,22.9,3305
8920,22.8,813
4636,22.8,1425
3551,22.7,758
7351,22.7,608
3542,22.7,481
8742,22.6,232
7222,22.4,773
7294,22.3,890
8086,22.2,1104.5
7238,22.1,121
6111,21.7,2076
7299,21.7,4635
7914,21.7,3580
7259,21.5,5597
9036,21.5,936
2916,21.5,672
7487,21.3,1577
7899,21.2,436
6069,21.0,1182
4705,20.9,855
6648,20.8,1961
7646,20.5,1372
2908,20.5,1972
7278,20.4,2561
6778,20.4,718
5909,20.3,900
5809,20.2,688
4092,20.2,1979
2814,20.2,1788
9193,20.1,583
3970,19.9,1340
7902,19.8,836
9405,19.6,631
8123,19.4,1079
4249,19.4,2615
5449,19.2,1868
3927,19.2,493
1840,19.1,219
3758,19.1,312
2907,18.9,970
6858,18.8,435
9082,18.8,1051
7831,18.8,133
4113,18.7,714
9407,18.7,5000
9502,18.6,1801.5
6060,18.5,983
2108,18.5,1923
4539,18.3,1620
5940,18.3,74
7922,18.3,443
5932,18.2,822
7455,18.2,405
6927,18.1,484
3236,18.0,158
4116,17.9,2135
7313,17.9,1787
5923,17.9,3250
9402,17.8,606
3434,17.7,1417
7280,17.7,852
8070,17.6,826
5110,17.2,1782
7745,17.0,1879
6118,16.6,895
6794,16.6,1046
7229,16.4,2121
4553,16.1,2513
2877,16.1,873
5901,16.1,2402.5
3440,16.0,686
9073,15.8,576
6493,15.7,308
9633,15.7,1068
2117,15.6,2055
8226,15.1,218
3059,15.0,998
7264,14.8,1383
4917,14.7,1264
1960,14.5,695
7490,14.5,901
7315,14.5,814
3202,14.5,87
1994,14.2,510
2812,14.2,1170
8630,13.9,6466
5953,13.8,2140
7937,13.7,2118
2053,13.5,1056
3461,13.5,316
3710,13.3,656
2915,13.2,1587
6395,13.2,1154.5
9067,13.1,248
2359,13.0,1723
4102,12.6,1379
8622,12.6,436
3548,12.4,794
3674,12.4,399
1848,12.4,447
2137,12.4,795
9380,12.2,282
6402,12.0,1176
8217,12.0,839
7368,11.3,1420
9635,11.3,2040
1897,11.2,2761
5915,11.2,2230
3501,11.1,2193
8892,11.0,896
2883,11.0,1935
3244,11.0,2419
1841,10.7,912
4064,10.6,1474
2613,10.5,1938
3553,10.4,732
7416,10.4,524
6302,10.2,3443
4494,10.0,729
5288,10.0,682
9503,9.9,1919
9761,9.7,1278
8830,9.0,4290
2055,9.0,260
6142,8.9,1480
8940,8.6,505
3895,8.5,424
6897,8.4,504
5998,8.3,921
4625,8.2,660
3524,8.1,1425
9699,8.0,3530
9986,8.0,2420
5482,7.9,3460
1793,7.9,2516
4228,7.8,474
7717,7.7,2262
5992,7.5,712
2903,7.4,989
7872,7.3,621
7702,7.3,514
5380,7.3,1556
9993,7.2,1256
5070,7.1,476
5697,7.0,533
8135,7.0,290
9742,7.0,1557
4246,6.9,750
8700,6.7,1363
7287,6.5,1232
5976,6.4,994
8439,6.3,5740
2904,6.2,733
4095,6.0,1153
4093,6.0,1735
6470,6.0,857
8025,5.5,1165
7923,5.4,512
3953,5.4,670
5017,5.0,336
5280,5.0,1203
5609,5.0,921
9872,5.0,1005
5355,4.7,549
8144,4.6,1219
1893,4.4,784.5
8289,4.1,506
1905,4.0,1015
2432,4.0,1532
5191,4.0,1048
1930,4.0,956
6938,3.1,315
6698,3.0,612
7857,3.0,1307
7883,3.0,368
6994,3.0,420
9475,2.9,366
9539,2.5,2434
8364,2.0,1550
5204,1.0,3085
4620,0.3,450
8614,-371.8,302
