Symbol,Roe,Close
1717,141.3,781
9365,140.8,1269
6361,140.3,7960
3937,140.3,1740
4022,139.8,2048
3992,139.8,677
2425,139.8,714
6734,139.7,1276
1382,139.6,1913
5805,139.4,2601
3138,139.2,714
6396,139.1,2995
4450,139.1,2368
3666,139.1,630
7164,139.0,4784
2991,138.8,1053
6460,138.8,2242
9692,138.8,1687
7906,138.5,1444
8996,138.5,847
3540,138.4,3395
9478,138.2,294
9446,138.2,551
7740,137.8,4255
4202,137.8,1451.5
7781,137.7,915
3416,137.6,878
9268,137.6,2198
5929,137.5,2126
7716,137.4,2667
9753,137.1,990
9739,136.9,2819
2689,136.9,1814
3997,136.9,1096
3452,136.9,876
7734,136.8,6090
3433,136.5,1435
6862,136.5,954
9027,136.4,3040
4290,136.1,668
4674,136.1,1853
9256,136.1,916
6368,136.1,5600
4189,136.0,2328
7379,136.0,871
3089,135.8,1179
6702,135.6,19815
7846,135.3,4525
4709,135.1,1535
3246,135.0,1004
1925,135.0,4240
9889,134.8,3125
6969,134.5,625
4783,134.5,1061
6789,134.0,3515
4885,133.8,722
2179,133.7,711
6284,133.7,4970
9336,133.7,2260
7687,133.7,1693
6231,133.7,3115
4743,133.7,1052
3538,133.6,1186
7192,133.5,519
3107,133.3,2986.5
9702,133.3,1432
1909,133.2,2327
6257,133.1,1149
4931,132.9,1550
2768,132.8,3122
4430,132.8,1107
2183,132.5,551
9433,132.4,4647
2924,132.4,1308
4847,132.4,1015
6076,132.3,1208
6235,132.1,1631
6188,132.1,613
1888,131.7,2908
5644,131.7,4290
3436,131.6,2157
6568,131.4,1445
6161,131.3,960
1850,131.2,320
6432,131.2,4345
3802,131.0,528
6549,131.0,1200
3284,131.0,1041
2792,131.0,1595
2169,130.8,1722
1808,130.6,1835.5
6198,130.4,378
4956,130.3,2511
8005,130.3,922
9682,130.3,3270
2181,130.2,238.2
7525,129.9,3405
2294,129.7,2478
4076,129.6,1580
7595,129.6,3485
3131,129.5,2210
3321,129.4,1070
3683,129.4,693
9147,129.3,7642
6507,129.3,1823
1739,129.2,824
7637,129.1,2241
4498,128.9,1979
7606,128.8,1806
7760,128.8,486
9416,128.8,1234
5021,128.7,5855
9270,128.6,1526
6301,128.5,3730
6333,128.5,2712
9273,128.4,764
3837,128.3,1650
2475,128.2,2167
9066,128.2,2542
3177,128.0,2940
6638,127.9,885
3988,127.3,864
4694,127.2,2887
5074,127.2,423
7271,127.2,699
7369,127.1,2545
6570,127.1,783
3047,127.1,354
4020,127.1,794
2685,126.9,3375
8075,126.9,5570
9127,126.8,1684
4685,125.9,2575
4349,125.8,4000
4299,125.5,1371
8908,125.3,715
7827,125.3,1541
2914,125.0,3750
8914,125.0,2809
9827,124.7,517
3733,124.7,9550
7812,124.1,1982
5393,124.1,3080
4718,123.9,1567
9927,123.9,885
9621,123.6,4850
9360,123.5,1868
8137,123.5,2165
2152,123.4,1240
2349,123.4,1685
2479,123.2,240
3076,123.0,2345
4626,123.0,2964
1775,123.0,4790
9658,122.9,2072
7059,122.8,1518
8057,122.7,6980
5757,122.6,3600
1605,122.6,2083
7575,122.6,1115
9619,122.5,1513
6516,122.4,5890
9904,122.3,390
3636,122.2,4680
7130,122.1,3705
5351,122.0,1575
5981,121.9,1416
3495,121.9,1489
7031,121.7,980
1301,121.6,3720
7821,121.3,2980
5458,121.3,791
2483,121.1,1680
6400,121.0,320
3598,121.0,177
6988,121.0,10635
4072,120.7,2796
6957,120.7,5710
6914,120.7,1762
7991,120.6,1457
4125,120.5,3175
1968,120.4,4040
2970,120.2,1506
2984,120.1,921
3141,119.7,2606.5
9709,119.7,782
6360,119.7,2682
3359,119.6,500
7805,119.6,652
6092,119.6,585
4752,119.4,1412
5290,119.4,1470
6376,119.4,944
9896,119.3,958
8923,119.1,1910
7360,119.0,828
7467,118.7,4370
8041,118.7,2394
6504,118.6,6152
4491,118.4,1485
5121,118.4,1327
4317,118.4,376
6322,118.2,1643
9248,118.2,1864
6044,118.1,1071
6328,117.9,2726
3252,117.8,2180
3020,117.8,2383
6542,117.7,819
2374,117.6,915
5334,117.6,3427
7863,117.5,894
5273,117.4,4315
5461,117.4,1960
2715,117.4,1711
1879,117.3,1133
1716,117.1,1271
7705,117.1,2326
9672,116.9,4250
6342,116.9,3345
3659,116.9,3035
6730,116.8,1809
7551,116.8,618
9029,116.7,1056
4549,116.7,1555
6539,116.6,1129
4516,116.6,5543
4746,116.5,6620
4198,116.5,1993
3723,116.4,1233
8072,116.4,2180
9843,116.3,15690
2480,116.1,1361
6677,116.1,3280
7202,116.0,1937.5
1434,116.0,719
3034,115.9,1658
6622,115.9,5550
6418,115.8,1120
9856,115.7,1132
3741,115.6,3980
3166,115.4,1384
3003,115.3,1420.5
9908,115.2,1835
9824,115.2,3200
2185,115.0,1216
9960,115.0,4910
5563,114.9,289
7456,114.8,2486
2892,114.8,4045
8275,114.7,1182
6919,114.7,1776
2301,114.5,1755
6787,114.4,4370
3891,114.4,1758
3181,114.3,816
3458,114.1,1607
2999,113.9,370
7833,113.8,615
9444,113.7,638
2742,113.5,4500
2737,113.5,5000
9057,113.4,2365
2503,113.3,2183
4082,113.2,992
3539,113.1,2040
1928,113.0,2990.5
9632,113.0,13900
2168,112.9,1742
5352,112.6,10170
3317,112.6,2237
8014,112.6,2817
7241,112.4,766
3604,112.4,850
1926,112.3,1963
6571,112.2,1600
2997,112.1,612
8150,112.1,2209
8928,112.0,1981
4365,112.0,14150
5410,111.7,4340
7004,111.6,854
9428,111.5,974
9647,111.5,3755
4350,111.4,514
7593,111.3,510
8065,111.2,1488
3148,111.0,3190
4781,111.0,973
6392,111.0,4480
3176,110.9,1287
1929,110.7,1029
3498,110.7,7900
2751,110.7,2699
2693,110.5,259
2136,110.5,1045
6176,110.5,627
6035,110.5,1441
9362,110.5,2089
4304,110.3,1253
2332,110.2,1293
6364,110.2,2018
4992,110.2,924
6016,110.1,7100
7425,109.9,3030
9436,109.8,3195
9691,109.7,2195
6381,109.5,1126
7985,109.3,1452
5079,109.2,3000
9249,109.2,1689
8194,109.2,3505
7791,109.2,740
9687,109.0,2610
3280,109.0,632
6817,108.9,1161
7537,108.9,1308
4391,108.6,1263
8098,108.5,3185
4662,108.5,968
8052,108.5,5350
5903,108.4,1186
6420,108.4,5090
3449,108.4,1090
7775,108.3,527
2674,108.3,1499
7679,108.2,2748
1719,108.1,1061
6855,107.8,1460
8508,107.7,468
3834,107.4,616
2488,107.2,894
2216,107.2,2180
9959,107.1,581
6095,107.1,794
6879,107.0,674
6489,106.8,947
9823,106.8,3100
3242,106.8,395
9746,106.7,3500
3738,106.7,1776
3184,106.7,2675
3134,106.6,1004
8074,106.5,4360
7269,106.4,6373
6305,106.3,4056
7972,106.3,1293
8043,106.3,2496
1812,106.2,2283
8424,106.2,11855
9359,106.1,762
3355,106.1,930
6960,106.0,6090
8088,106.0,7161
6627,106.0,5620
3962,105.7,1701
8203,105.6,620
2437,105.6,558
5408,105.6,805
9717,105.6,1513
3569,105.5,2393
3080,105.5,504
6424,105.5,979
7994,105.5,2172
8230,105.4,348
4183,105.4,4073
9974,105.3,6690
3981,105.2,1147
8769,105.2,456
2122,105.2,923
2782,105.2,2093
3023,105.2,1533
6267,105.1,2741
9639,105.0,4000
7533,105.0,1030
9251,104.9,1011
7715,104.9,2074
7607,104.8,2390
7921,104.8,2378
9513,104.8,2346
9696,104.6,1500
4320,104.5,543
5464,104.4,4300
6480,104.4,547
1966,104.3,1228
1333,104.3,2782
6554,104.2,714
2531,104.0,1224.5
5816,103.6,785
3878,103.4,644
9795,103.4,1846
8898,103.4,1060
9303,103.3,2400
6141,103.3,2631.5
9028,103.3,1335
9787,103.2,3380
1972,103.2,4695
6724,103.2,2233.5
6929,103.0,2791
8085,103.0,2515
2335,102.9,1084
9685,102.8,553
6039,102.7,1760
9934,102.5,3230
4298,102.4,1338
2153,102.3,1623
7227,102.3,1381
9242,102.3,1550
5857,102.2,1897
5542,102.1,1132
4712,102.1,856
9765,102.0,930
3139,102.0,2010
7500,102.0,6170
3173,102.0,768
8051,101.9,1202
1723,101.9,4210
7980,101.8,770
9262,101.8,1048
5076,101.7,1624
7453,101.7,2094
6599,101.5,2285
3566,101.5,489
6294,101.5,2174
5108,101.3,5999
9913,101.3,1256
8091,101.2,3895
3437,101.1,2245
8023,101.1,862
1959,101.0,4379
4091,100.9,3928
8157,100.8,2083
8066,100.8,1483
8260,100.8,353
8877,100.8,3060
9051,100.5,795
6750,100.4,1648
6136,100.4,1810
6331,100.3,3000
4556,100.2,1071
6005,100.2,2924.5
9882,100.1,1730
1401,100.1,556
6999,99.9,1571
6804,99.7,1756
8155,99.7,2724
9039,99.7,2530
7446,99.6,3605
8059,99.5,1924
5753,99.5,1928
7545,99.3,1881
4174,99.3,1027
7261,99.2,1752
4008,99.1,5080
5184,99.0,3230
6806,99.0,16585
1949,98.9,2546
5471,98.8,6365
2481,98.8,660
3231,98.8,3715
3851,98.7,1068
2415,98.7,1049
4041,98.6,5270
5911,98.4,2580
7058,98.4,2874
5713,98.4,4388
4040,98.2,4035
4204,98.2,2103
7868,98.0,3055
6803,98.0,102
1332,97.9,701.9
2670,97.9,2442.5
3931,97.8,1045
3826,97.6,398
6363,97.6,1865
8097,97.6,1628
6877,97.5,3650
7762,97.4,906
3172,97.1,1383
9366,97.0,729
7217,96.8,856
7725,96.8,1036
5481,96.8,2589
8804,96.6,2133.5
6633,96.5,306
1952,96.3,2183
3333,96.2,1302
3248,96.1,729
7952,96.0,3350
2292,96.0,3320
7305,96.0,2915
9551,95.9,1989
3277,95.9,1057
6745,95.8,1705
6013,95.6,1518
5930,95.6,1368
9069,95.6,1054
5357,95.6,1430
9037,95.6,3915
9780,95.6,2806
4930,95.5,2158
7270,95.4,2778.5
9260,95.3,6550
3546,95.2,1005
6875,95.1,3985
6498,95.1,1122
9233,95.0,891
4559,94.7,1902
7988,94.7,3942
9857,94.6,1855
6874,94.5,2795
8572,94.5,338
7417,94.4,2041
5075,94.4,1270
4838,94.3,541
7273,94.3,1566
6103,94.3,6473
1786,94.2,322
2700,94.2,5460
2393,94.2,1727
3360,94.2,2162
4769,94.1,852
5283,94.0,2872
6379,93.9,1379
6932,93.9,1172
7451,93.8,4500
5285,93.7,890
6653,93.6,1117
7608,93.6,748
6436,93.5,3196
6249,93.4,2345
4088,93.3,1980
7513,93.2,654
6824,93.1,2110
9367,93.1,724
3238,93.0,482
9929,93.0,420
7466,92.9,1825
9065,92.7,4843
6159,92.7,1314
8159,92.6,2725
3297,92.5,1137
6158,92.1,1012
7713,91.9,1443
9842,91.9,1607
6343,91.7,107
7105,91.6,1286
7570,91.4,1179
4990,91.3,427
7488,91.2,2500
5699,91.0,1139
3392,91.0,581
4658,91.0,791
8927,90.9,221
3766,90.8,739
4361,90.8,1569
3676,90.8,848
8141,90.7,1136
7461,90.5,549
3417,90.4,989
8133,90.4,1552
4362,90.1,2699
7723,90.1,2299
4526,89.9,2302
7087,89.9,826
7800,89.8,642
3435,89.7,1268
9799,89.7,1249
6042,89.6,2441
6412,89.5,2055
6962,89.4,764
7711,89.4,1077
8935,89.2,1161
8029,89.1,2258
5967,89.1,1188
3986,89.0,1424
8060,89.0,3666
6912,88.8,1194
7979,88.7,2480
6074,88.7,530
6623,88.7,3640
6616,88.6,1944
7516,88.5,3695
7514,88.5,917
9906,88.4,2225
4172,88.1,1586
3254,88.0,1507
9628,88.0,1078
7523,88.0,1063
6180,87.9,2873
5958,87.9,2187
9055,87.8,1601
3036,87.8,1320
7649,87.8,6385
6619,87.7,897
4107,87.7,7930
4031,87.6,1175
8273,87.5,3733
6272,87.5,1502
3469,87.5,401
3035,87.1,528
2003,87.1,4750
9768,87.1,1637
7819,86.9,525
3024,86.9,751
7504,86.9,1962
3431,86.7,3060
5011,86.7,2399
5304,86.6,12170
5333,86.6,1813.5
5821,86.6,1419
7203,86.5,2894.5
6246,86.5,1767
4762,86.5,1076
8227,86.4,15155
9788,86.3,971
8844,86.3,700
3796,86.2,454
7726,86.2,1193
1439,86.1,1417
4120,86.1,2453
5356,86.0,640
2461,85.9,407
6707,85.8,7592
6454,85.8,2795
7298,85.6,1387
9171,85.5,738
6428,85.5,381
6785,85.4,1128
4671,85.3,2016
2587,85.3,4687
7538,85.2,302
2433,85.2,1109
1826,85.1,654
6226,85.1,1144
9791,84.9,1088
7927,84.8,1889
2229,84.8,2705.5
5906,84.7,387
7623,84.6,532
4659,84.4,2187
5186,84.3,3685
2411,84.1,371
3934,84.1,1209
6797,84.1,1640
3405,84.0,1560.5
8131,83.9,1321
7939,83.8,516
9533,83.8,2752.5
3423,83.8,298
8198,83.7,3010
7951,83.6,3518
6265,83.6,1740
6326,83.5,2096
9869,83.4,4880
5301,83.4,1092
8931,83.4,1173
7811,83.4,1619
6229,83.3,1222
5659,83.3,4745
4308,83.1,393
9441,83.1,1666
2899,82.9,2173
8999,82.9,573
4809,82.8,1955
3918,82.8,940
6307,82.7,367
2391,82.7,1225
7804,82.4,1238
3264,82.4,127
4673,82.3,2440
7888,82.3,541
3361,82.2,698
6908,82.2,3970
6474,82.2,3920
4994,82.2,2947
2428,82.0,561
7673,81.9,1133
8591,81.9,2701.5
6458,81.8,2532
6850,81.8,2092
7464,81.6,8070
4977,81.6,780
7634,81.6,3865
7485,81.5,11680
1997,81.5,1399
6135,81.5,5890
7970,81.4,1419
7244,81.4,521
6351,81.4,3800
6250,81.4,1449
3323,81.3,84
7681,81.2,2721
8007,81.1,972
8860,81.1,693
6977,80.9,1061
9535,80.8,377
8255,80.8,3865
4182,80.8,2316.5
4826,80.8,610
3841,80.7,974
1999,80.7,2769
2733,80.6,6340
1980,80.6,1463
3167,80.6,968
4284,80.5,410
9059,80.5,711
3583,80.4,849
9310,80.3,628
7520,80.3,2213
7850,80.2,865
8022,80.1,3970
7283,79.9,1282
7552,79.7,2370
4348,79.7,2534
1768,79.6,955
2976,79.6,732
4203,79.5,6918
7463,79.4,1036
9247,79.4,1131
6597,79.4,1782
5406,79.4,1727.5
1976,79.3,1108
5445,79.3,3760
3104,79.2,3640
1871,79.2,932
3153,79.2,1290
9058,79.1,7470
6996,79.1,1439
1828,79.0,1339
3341,78.9,1287
2734,78.9,729
7912,78.8,3979
8089,78.7,1468
7683,78.7,2480
8616,78.5,530
6278,78.5,3460
3160,78.5,671
7751,78.4,3729
4023,78.4,8240
7414,78.4,1690
7643,78.4,840
6788,78.3,3075
6365,78.2,3625
5331,78.2,6620
7458,78.2,2197
6748,78.2,485
3291,78.2,2258
9068,78.2,3875
9075,78.0,3470
2114,78.0,921
1802,77.9,1313.5
9867,77.7,5630
4886,77.7,1804
4489,77.7,1030
9301,77.6,4395
6543,77.6,561
1770,77.6,1139
9322,77.4,1056
6309,77.3,2848
7438,77.2,1163
1835,77.2,2870
6776,77.2,384
1963,77.2,1606
2305,77.2,2041
5463,77.1,3855
7510,76.9,1817
2983,76.9,785
4462,76.9,1994
7984,76.7,2389.5
5411,76.7,2191
6171,76.5,319
6643,76.5,2258
9600,76.4,1804
3849,76.2,802
2331,76.1,852.8
5922,75.9,8760
6345,75.8,893
2485,75.7,450
2264,75.7,5586
1921,75.7,566
4463,75.6,940
1438,75.6,1490
3559,75.5,401
7943,75.5,2728
5971,75.5,4550
3622,75.5,581
8282,75.5,1292.5
9763,75.4,2479
5698,75.4,667
5631,75.3,2564.5
4554,75.3,1435
2750,75.3,740
8218,75.2,3165
4237,75.1,351
3388,75.1,1395
2325,75.0,2614
6905,74.9,1219
3105,74.8,1110
9782,74.8,1380
9729,74.8,1880
8897,74.7,449
6073,74.7,1571
6277,74.7,4125
5101,74.7,3201
1726,74.6,349
1870,74.6,1253
4754,74.6,1178
3050,74.5,1172
6926,74.5,276
4360,74.4,523
9414,74.2,882
4238,74.2,1461
7928,74.1,550
8283,74.1,4758
6335,74.1,442
7224,74.1,1207
6459,73.9,1385
7509,73.9,3330
9740,73.9,2565
2681,73.9,2313
1515,73.9,5280
6488,73.9,814
9368,73.9,1349
2109,73.8,3015
5195,73.7,1592
3071,73.6,109
9852,73.5,4000
3182,73.5,1390
2445,73.4,466
1788,73.4,3220
6752,73.4,1445.5
6555,73.4,657
4719,73.4,2819
1951,73.3,3156
6518,73.3,1112
6291,73.2,1357
6165,73.1,419
4725,73.1,1716
7731,73.1,1416.5
7823,73.0,771
9627,73.0,4270
1982,73.0,2217
5440,72.9,2125
4935,72.9,744
8253,72.9,2423.5
1992,72.7,1729
5714,72.6,5201
6356,72.6,482
2156,72.6,298
1869,72.5,1146
7239,72.5,1676
6104,72.3,3540
6566,72.3,842
9413,72.2,2769
6258,72.2,6210
7472,72.2,3185
4220,72.1,854
7483,72.1,2066
6915,72.1,2914
9363,72.0,358
7619,72.0,688
6902,71.9,2298.5
6484,71.9,1637
3232,71.8,557
6899,71.7,3205
5947,71.7,2917.5
7817,71.6,2677
3191,71.5,1773
1381,71.4,2863
4262,71.4,801
4028,71.3,1364
1758,71.2,2010
6894,71.1,1530
6982,71.1,658
9470,71.0,930
4577,71.0,1899
7539,71.0,1115
7840,70.9,1257
1942,70.9,1325
7435,70.9,1077
6538,70.9,224
6859,70.9,2311
7887,70.8,5410
6045,70.8,466
7919,70.7,145
9605,70.7,17860
9880,70.6,1670
7292,70.6,3740
7813,70.6,639
9698,70.5,911
6701,70.5,7904
7963,70.5,1606
5936,70.5,676
2666,70.5,151
9830,70.4,2303
7040,70.4,865
3289,70.4,957.8
8566,70.3,4450
3641,70.2,873
1975,70.1,2673
3477,70.1,601
5302,70.1,4565
1798,69.9,2885
5969,69.7,1161
2499,69.7,345
8904,69.6,837
9072,69.5,3206
4206,69.3,3438
1384,69.3,1115
1743,69.3,1177
1736,69.1,2989
7459,69.1,2412.5
9258,69.0,303
3612,69.0,1586
