Symbol,rr,pl
4393,11.500000000000009,23.458321213220874
2195,27.300000000000022,23.089026057428676
7809,7.900000000000006,12.446729151526407
6338,20.700000000000017,11.27205503770452
9107,20.500000000000018,10.443361569165253
3498,8.600000000000007,9.276589077405418
2767,28.400000000000023,9.045192805397662
3989,14.800000000000011,8.402803126547226
3377,17.200000000000014,7.981117577800859
4334,12.50000000000001,7.252910391845743
6619,4.800000000000003,7.220618322464799
4235,18.900000000000016,6.973975983950005
2780,20.900000000000016,6.884288874019602
9110,27.400000000000023,6.815374717922369
6088,5.5000000000000036,6.7724194520898156
9104,15.700000000000014,6.455288435439755
3093,5.600000000000004,6.365688057517838
7426,26.200000000000024,6.365465995331519
9101,9.200000000000006,6.2017192616081065
3945,7.700000000000006,6.0654677710316065
2395,29.500000000000025,6.017198899183618
7033,4.200000000000003,5.964278061760135
2437,5.400000000000004,5.859517622988005
7014,21.700000000000017,5.7839142335435145
6083,14.700000000000012,5.723841966790779
6554,8.800000000000008,5.544048969302147
9827,9.000000000000007,5.392114584476399
8011,20.100000000000016,5.385995835196005
6036,12.50000000000001,5.338723194686713
6626,14.900000000000013,5.266444901068881
5698,12.50000000000001,5.228788522864805
2987,8.700000000000006,5.145811542197028
5935,5.100000000000003,5.089864880470677
6298,3.7000000000000024,5.039402325776938
2986,25.600000000000023,4.981544765620811
6125,17.700000000000014,4.931697334011834
7685,6.300000000000004,4.717670344080773
4933,24.70000000000002,4.691979999410158
6898,3.300000000000002,4.672903591879869
6249,25.20000000000002,4.646882454354972
7047,7.100000000000005,4.611225776140808
1518,5.0000000000000036,4.607162401199945
6200,4.400000000000003,4.58567432449952
9274,26.50000000000002,4.551218362906759
9127,5.800000000000004,4.490179431707307
3187,6.700000000000005,4.485175443829163
9467,3.400000000000002,4.480298524385988
6081,3.7000000000000024,4.391148759395542
2170,7.400000000000006,4.389428339986164
9115,21.60000000000002,4.381829332113692
7379,6.800000000000005,4.375669245760159
7769,28.800000000000026,4.3360836708075645
6590,7.600000000000006,4.283212636289732
2150,6.500000000000005,4.263422889721499
7373,26.800000000000022,4.225439749539704
4251,14.200000000000012,4.169103342500642
4932,5.300000000000004,4.16458044239384
6658,4.200000000000003,4.159701709539406
4934,17.900000000000016,4.111692922803735
7623,7.300000000000006,4.111514044263407
6946,14.800000000000011,4.089717616661617
2424,5.300000000000004,4.085041692810416
7187,3.200000000000002,4.07632964822509
6772,20.900000000000016,4.051070023310007
9218,16.200000000000014,4.04485477307894
7610,24.90000000000002,4.018455685974706
3604,5.900000000000004,4.017920906047883
4680,4.900000000000004,4.0134142488707285
4395,3.0000000000000018,3.979307669580358
6490,10.800000000000008,3.9559619334378358
4481,12.40000000000001,3.9473268199177673
7298,12.70000000000001,3.9414798064066594
4442,15.200000000000014,3.9045533256768667
3328,5.900000000000004,3.8792284125644003
2585,6.200000000000005,3.875736279320646
6547,21.80000000000002,3.871996995329214
7537,19.80000000000002,3.8256487599118216
9625,5.900000000000004,3.825191815793092
3181,14.00000000000001,3.8109540278952885
3793,3.400000000000002,3.7891924779724886
3321,29.800000000000026,3.780401418941624
5032,5.900000000000004,3.770852489183145
9268,6.900000000000006,3.7567291038524186
4673,9.000000000000007,3.7555468015448117
6565,4.900000000000004,3.6894517209676567
7211,3.500000000000002,3.685041351302701
1514,8.000000000000007,3.679396334728174
7050,4.3000000000000025,3.658514154486708
1407,6.500000000000005,3.6538217006914
8891,9.700000000000008,3.61300311227907
7906,18.500000000000014,3.6041696763732016
6034,5.200000000000004,3.59052736442427
3393,7.700000000000006,3.5867521498846564
5401,13.20000000000001,3.5862330692336544
6817,8.400000000000006,3.580824376884809
6899,19.600000000000016,3.5456302603764764
7637,6.900000000000006,3.544114145518404
6580,3.500000000000002,3.531334862489197
5803,3.6000000000000023,3.530168387981375
2157,12.10000000000001,3.5252494515814536
4331,4.5000000000000036,3.5226858843107407
7859,5.0000000000000036,3.51990208360511
6668,5.100000000000003,3.50955907428603
1783,10.000000000000007,3.496537313750141
4174,13.10000000000001,3.4883739001965606
2778,5.300000000000004,3.4774611819795673
3608,4.800000000000003,3.4703080470133076
7280,6.600000000000005,3.470158332723636
3186,6.600000000000005,3.4542140585841796
2410,19.80000000000002,3.4536697466240236
7372,18.800000000000015,3.444217335878753
3912,25.100000000000023,3.4406675793868584
8154,8.800000000000008,3.4355442101310603
5480,8.200000000000006,3.4350490734595054
4657,13.900000000000011,3.4269366442003726
6627,27.400000000000023,3.414320774769852
5702,6.500000000000005,3.407635899800578
6919,11.70000000000001,3.4057699039057896
9171,6.600000000000005,3.403172527197915
8508,5.200000000000004,3.4005286955340104
9363,5.5000000000000036,3.37211436899802
2981,6.700000000000005,3.3592088277504235
7064,8.100000000000007,3.348918723407859
7148,12.60000000000001,3.34717116925232
4323,20.600000000000016,3.3318961575561152
3772,29.400000000000027,3.322792757873138
9418,25.300000000000022,3.310209659570989
8233,8.700000000000006,3.276460766348745
6866,29.400000000000027,3.263386757992841
2127,7.800000000000006,3.250056057410637
6430,17.500000000000014,3.2469439521302363
5423,7.500000000000005,3.2438680112787432
6730,21.60000000000002,3.2341888767882585
8016,5.600000000000004,3.2329672536829284
2983,9.000000000000007,3.222308857893886
3904,23.70000000000002,3.2145240268695945
1758,7.900000000000006,3.2099901669948396
1419,30.000000000000025,3.193621114362182
2726,12.60000000000001,3.1778184991341525
2813,28.700000000000024,3.162567408941248
7080,5.300000000000004,3.1492393462214943
6368,3.200000000000002,3.1475448132553385
7036,26.50000000000002,3.1461331165589472
7003,9.100000000000007,3.144654054910593
6966,2.5000000000000013,3.143813800508168
7082,2.000000000000001,3.117069272573573
4687,5.5000000000000036,3.1106551712488146
5408,16.400000000000013,3.0963978080668344
7726,4.200000000000003,3.090871995354826
4722,8.600000000000007,3.0841795943615526
7133,9.900000000000007,3.0803704032203756
8242,9.900000000000007,3.0740503488741
3679,6.300000000000004,3.0721639637034825
7013,3.500000000000002,3.0598991112207523
8219,9.700000000000008,3.0555763164769583
3796,18.500000000000014,3.042462294940616
9272,4.000000000000003,3.0373054957543433
8101,9.600000000000009,3.0286213476304145
2372,4.5000000000000036,3.0237143947344647
6058,5.800000000000004,3.0196827437463947
1662,5.900000000000004,3.011629214134409
4193,7.900000000000006,3.00801402390835
9325,17.800000000000015,3.007654736464569
6199,7.400000000000006,3.0011776784026942
6086,15.000000000000012,3.0002388854932995
9856,4.000000000000003,2.998363352430519
3238,17.700000000000014,2.9927714241692467
9726,6.700000000000005,2.992126566348781
7087,4.600000000000003,2.9917001113786243
7849,18.300000000000015,2.988443250095661
8103,7.400000000000006,2.9883329642614163
7228,11.20000000000001,2.985031967069163
8914,5.200000000000004,2.9813453586271383
9908,9.000000000000007,2.9779799084718523
6957,5.200000000000004,2.976568132445931
1743,13.400000000000011,2.973192185480584
4966,4.200000000000003,2.9683488174184696
9888,22.500000000000018,2.9615435900941125
3132,3.200000000000002,2.9591633431129054
1605,4.5000000000000036,2.9559356316876544
4616,16.800000000000015,2.9529165303750413
5816,7.100000000000005,2.951905901609115
6264,6.200000000000005,2.9518621694463256
7990,12.800000000000011,2.950856800885007
8002,4.200000000000003,2.9502291084843413
4980,2.5000000000000013,2.949288180347351
8031,11.500000000000009,2.9481020735066825
6629,3.400000000000002,2.9376227783047826
9896,9.200000000000006,2.935027646576286
9501,6.800000000000005,2.9285624849478458
6932,25.70000000000002,2.9155461882659965
6881,1.9000000000000008,2.9047041208996807
8137,5.5000000000000036,2.8958175628123044
1966,6.000000000000004,2.887950508009641
6632,15.900000000000013,2.8839479853722043
8890,26.800000000000022,2.8756316730119535
4979,11.40000000000001,2.8694617908862377
5699,11.000000000000009,2.8686614392711904
4595,6.000000000000004,2.854141341235587
5481,6.400000000000005,2.85281212606276
7818,12.70000000000001,2.8527693402903864
6969,22.200000000000017,2.850550301124993
