symbol,maxBalance,signal,wrSl,profitPerDay,maxLimit,maxSlLimit,wr
ATRA,1.3022618611062489,0,0.5384615384615384,0.04490558141745686,-1.88032,0.25,1.0
XP,1.3021366007965929,0,0.7,0.062006504799837756,-1.97073,0.66,1.0
7276,1.3017065992241783,0,0.6,0.05206826396896713,-1.883,35.0,1.0
KLG,1.3014538835812937,0,0.8571428571428571,0.10845449029844113,-0.55164,0.06,1.0
TWLO,1.3012333566297827,0,0.4,0.046472619879635094,-1.883,1.85,1.0
FNOV,1.30118751764363,0,0.5,0.00897370701823193,-0.78061,0.14,0.75
STER,1.3010938135693806,0,0.7142857142857143,0.05421224223205753,-1.9231,1.15,1.0
DRN,1.301018763240444,0,0.6666666666666666,0.04486271597380841,-1.88032,0.96,0.6666666666666666
DOMA,1.3009561849431128,0,0.5,0.21682603082385213,-2.14824,1.0,0
3441,1.3008658759126406,0,0.75,0.05203463503650562,-1.883,33.0,1.0
4394,1.3007855551894092,0,0.6666666666666666,0.05203142220757637,-1.883,21.0,1.0
MOAT,1.3007630550943807,0,0.45,0.008970779690306074,-0.78061,0.5,0.75
DBEU,1.300701493979154,0,0.625,0.008970355130890716,-0.78061,0.44,0.75
TAN,1.3006993801882287,0,0.7777777777777778,0.04645354929243674,-1.883,1.97,1.0
SPGM,1.3003744611286456,0,0.4090909090909091,0.008968099731921694,-0.78061,0.21,0.75
3666,1.300092563822357,0,0.4444444444444444,0.02131299284954684,-1.11194,9.0,1.0
EJUL,1.299889863559544,0,0.5,0.009090138906010797,-0.78381,0.1,0.75
RDVI,1.2997559945098511,0,0.4117647058823529,0.048139110907772266,-0.77962,0.04,1.0
FBZ,1.2997219818630519,0,0.8888888888888888,0.04641864220939471,-1.883,0.13,0.5
MAS,1.299713731771822,0,0.4,0.020630376694790824,-1.13252,0.44,1.0
4382,1.299620671076791,0,0.6,0.07220114839315506,-1.9848,14.0,1.0
SASR,1.299345728831251,0,0.2916666666666667,0.02062453537827383,-1.13252,0.1,0.5
USDP,1.2992462225881318,0,1.0,0.05413525927450549,-1.9231,0.2,1.0
PFIS,1.2992421791467959,0,0.5625,0.020622891732488824,-1.13252,0.99,1.0
4493,1.2991528769316611,0,0.6666666666666666,0.07217515982953673,-1.97471,54.0,0.3333333333333333
VSGX,1.2988943113336175,0,0.5172413793103449,0.00895789180230081,-0.78061,1.01,0.75
NRIX,1.2986516611477432,0,0.8,0.06835008742882859,-1.99847,0.47,1.0
GMRE,1.2986180103522271,0,0.41025641025641024,0.010388944082817817,-0.86552,0.12,0.6
PGNY,1.2985505029550206,0,0.5454545454545454,0.04637680367696502,-1.883,1.32,0.5
ACAC,1.298370440865439,0,0.625,0.004356947788139057,1.16383,0.04,1.0
XSD,1.2983227805653772,0,0.7333333333333333,0.04636867073447776,-1.883,1.75,1.0
