Symbol,ValueHiritsu,Close
4275,1.9562955254942769,961
5284,1.9525666016894088,1539
8908,1.9504950495049505,707
5695,1.949433304272014,2294
7467,1.9464692482915718,4390
8887,1.9460847240051349,779
5943,1.9453755431409063,1611
4262,1.945054945054945,819
2806,1.9388920616790406,1751
2654,1.9382022471910112,356
6229,1.9376876876876876,1332
1941,1.9374212515749685,2381
4728,1.937411095305832,703
2152,1.936762225969646,1186
6848,1.9343148357870894,883
7305,1.9338788870703765,3055
6192,1.9333333333333333,90
7927,1.93173198482933,1582
5997,1.9303079416531606,617
9401,1.9296845305967312,2631
8032,1.9294505494505494,4550
1663,1.929157667386609,2315
3465,1.9282710280373832,4280
5262,1.9276018099547512,884
6230,1.9255384615384616,3250
7442,1.9252873563218391,348
7781,1.919068736141907,902
5445,1.9180327868852458,3660
5393,1.9168316831683168,3030
1376,1.9163120567375886,1410
8707,1.9137635636778982,1751
2003,1.9111578947368422,4750
6381,1.9110915492957747,1136
4220,1.9104308390022675,882
6850,1.9102865194927197,2129
3172,1.908155767817781,1361
9702,1.9079754601226995,1467
3475,1.906047516198704,926
9441,1.9040767386091126,1668
8043,1.9007695423248279,2469
9068,1.900261096605744,3830
2429,1.8968516984258492,2414
6718,1.8960859023207481,2887
2136,1.895793499043977,1046
3431,1.8956521739130434,3105
4221,1.8943241224794622,2678
9788,1.8942505133470227,974
6340,1.8909682668836452,2458
5903,1.887966804979253,1205
4623,1.8877906976744185,1720
4762,1.8877455565949486,1069
9273,1.8863328822733423,739
9872,1.8821138211382114,984
4401,1.8814102564102564,2496
4044,1.879923518164436,2615
4754,1.8788638262322472,1197
7544,1.8786127167630058,346
1967,1.8770949720670391,895
4008,1.8768,5000
9739,1.8760242251514072,2807
9632,1.8749223602484473,12880
5288,1.8739495798319328,714
7122,1.872948650079407,1889
1926,1.8723514211886305,1935
7039,1.8717948717948718,1599
3238,1.868421052631579,494
5125,1.8674521354933726,679
9059,1.8661087866108788,717
7229,1.8649425287356323,2088
9717,1.8639681486396815,1507
4335,1.8638542665388302,1043
1515,1.8630738522954091,5010
4076,1.8621929298981426,1669
4349,1.862,4000
1930,1.859026369168357,986
9622,1.8584169453734671,897
7739,1.8582474226804124,1940
6349,1.8555743243243243,1184
7681,1.8553253362413669,2751
3436,1.853717607168806,2064.5
3374,1.8534715960324617,2218
3421,1.852168199737188,1522
5659,1.849217935349322,4795
6927,1.8477842003853564,519
7270,1.8455935906773488,2746
1743,1.8447837150127226,1179
3300,1.8444730077120823,778
6339,1.8439922480620154,1032
9413,1.8435140700068635,2914
7925,1.8432397126061397,1531
5965,1.8419811320754718,848
6250,1.841767640769779,1403
8072,1.841297676457694,2281
4212,1.8412121212121213,2475
2991,1.8396584440227703,1054
6540,1.8373362445414847,916
4674,1.8365906623235613,1842
1776,1.8356435643564357,1010
6882,1.8351477449455678,1286
9605,1.8313947226709746,18570
2763,1.8312,1250
5290,1.8295292439372326,1402
4298,1.829192546583851,1288
4595,1.8286189683860232,3005
9085,1.8279411764705882,3400
7370,1.8274881516587678,1055
2122,1.8272251308900525,955
1950,1.8269134567283642,1999
3328,1.8265171503957784,1516
7533,1.826001955034213,1023
8117,1.8240928882438316,3445
4625,1.82406015037594,665
7727,1.8238095238095238,420
2436,1.8237410071942446,556
3670,1.8233766233766233,1540
3458,1.8230031948881789,1565
4694,1.8216672529018643,2843
7505,1.8213523131672598,1405
1786,1.8187311178247734,331
3847,1.8181008902077151,3370
4450,1.8140116763969976,2398
6644,1.8130990415335464,626
7949,1.8113866573524275,2863
5946,1.8111527647610122,2134
2730,1.8093959731543625,1490
6674,1.808852330591461,2553
2540,1.8083604777415851,1842
1942,1.808058608058608,1365
5970,1.8078902229845626,1749
8051,1.8060453400503778,1191
8850,1.8040703690927906,2899
4116,1.8033682294037323,2197
7538,1.8032786885245902,305
9729,1.8032614413466597,1901
9908,1.8031368307193076,1849
9625,1.8031145717463848,899
8059,1.8020100502512564,1990
5368,1.8015607580824973,897
3955,1.7982532751091702,1145
4097,1.797452229299363,785
2385,1.796116504854369,206
8103,1.7951070336391437,654
4093,1.7929736511919698,1594
5440,1.7924345295829291,2062
6566,1.7916666666666667,840
7600,1.7903682719546743,706
1964,1.7894736842105263,2090
8081,1.7886740331491713,1448
4848,1.7884719956498096,1839
6382,1.7881355932203389,944
9412,1.7876106194690264,678
7513,1.7873651771956858,649
5991,1.7859618717504333,1154
4430,1.784888888888889,1125
5699,1.7846846846846847,1110
8704,1.78343949044586,628
4215,1.7828282828282829,594
7953,1.7825,400
9990,1.7798816568047338,845
3071,1.7798165137614679,109
4172,1.778829095209935,1691
7740,1.7779376498800958,4170
3181,1.7750906892382103,827
5982,1.7732718894009216,2170
1929,1.7703488372093024,1032
3849,1.7684729064039408,812
4719,1.7669172932330828,2926
6167,1.764525993883792,654
7552,1.7641129032258065,2480
4620,1.7640449438202248,445
9027,1.7623333333333333,3000
4261,1.762119503945885,1774
9986,1.7594673325010404,2403
3132,1.7594644506001846,6498
6770,1.7579512598099958,1210.5
7131,1.7573710073710074,1628
6840,1.7547892720306513,522
7224,1.754748142031379,1211
3023,1.7546602525556223,1663
3964,1.7542699724517907,1815
4839,1.7530402245088867,1069
9913,1.752988047808765,1255
9685,1.7522603978300182,553
6741,1.7484472049689441,966
6070,1.746756367131187,2081
7414,1.7461263408820025,1678
3933,1.745362563237774,593
1401,1.744954128440367,545
1780,1.744,1250
6677,1.7424982554082344,2866
6647,1.7419745608721986,1651
4317,1.7418478260869565,368
5463,1.7410242872228088,3788
7950,1.7402409638554217,8300
7970,1.7397555715312725,1391
8057,1.7394736842105263,6840
2790,1.738704409363092,1837
6788,1.7384615384615385,3055
3080,1.7375745526838966,503
4886,1.7365236523652365,1818
4662,1.7344689378757514,998
8007,1.734375,960
4645,1.734,500
9696,1.7335984095427435,1509
2305,1.7335285505124451,2049
5660,1.7327102803738317,1070
6135,1.7322862129144851,5730
2735,1.7317518248175183,548
5941,1.7310769230769232,1625
6670,1.7300177619893429,1126
4287,1.7284345047923322,313
3918,1.728301886792453,1060
3891,1.7281993204983013,1766
4832,1.7266770670826832,3205
8893,1.7248322147651007,596
6875,1.7246192893401016,3940
6246,1.7244002340550029,1709
2408,1.7241379310344827,580
7438,1.7228496959165942,1151
4027,1.7226480836236935,1435
7980,1.721862871927555,773
9101,1.7217753120665742,3605
4437,1.7215909090909092,528
9249,1.7203539823008849,1695
1766,1.7200748129675811,8020
7343,1.7187196896217265,1031
7525,1.7187134502923977,3420
7894,1.7179616548940464,1982
5410,1.7158381502890174,4325
8927,1.7155963302752293,218
8218,1.7147385103011092,3155
3347,1.7142857142857142,259
7567,1.7129186602870814,418
6535,1.7119341563786008,486
4644,1.7119341563786008,972
3050,1.7117194183062447,1169
3758,1.7113095238095237,336
9260,1.7086460032626427,6130
8060,1.7082435344827587,3712
7299,1.7070938215102975,4370
4955,1.706355003652301,1369
5011,1.7063389391979302,2319
4334,1.7060185185185186,864
2148,1.704356846473029,964
9934,1.7037617554858935,3190
2292,1.7035658914728682,3225
1946,1.7023809523809523,4200
6373,1.702331961591221,729
4299,1.7018450184501845,1355
6033,1.7017411052233156,1321
2108,1.7000524383848978,1907
6330,1.7,640
6190,1.6990654205607476,535
6490,1.6978048780487804,4100
7976,1.697560975609756,1845
1417,1.6970793486689066,1934.5
2121,1.6965904186447993,2317
7605,1.6965714285714286,1750
6622,1.6962962962962962,5400
6459,1.695814648729447,1338
8089,1.693103448275862,1450
9381,1.692918192918193,1638
7921,1.6923721709974853,2386
2169,1.6923525977816696,1713
1718,1.6919213973799128,4580
1992,1.690844233055886,1682
7575,1.6906934306569343,1096
3723,1.6894654088050314,1272
5212,1.6874015748031497,1270
3437,1.6841442953020134,2384
2475,1.684070796460177,2260
7749,1.6833333333333333,2640
2410,1.6820300362506473,1931
7606,1.6818181818181819,1826
7990,1.681455633100698,2006
7267,1.6801692865779927,1654
4182,1.6758839528558478,2206
8732,1.6748251748251748,286
6488,1.6747404844290656,867
4042,1.674731182795699,1860
6853,1.6734693877551021,392
9824,1.673186119873817,3170
4395,1.6728896103896105,1232
9621,1.672322375397667,4715
6820,1.6716814159292035,3390
6823,1.6711009174311926,2180
8022,1.6707828004410143,4535
2376,1.670343137254902,816
7500,1.6694888178913738,6260
4331,1.6688453159041394,918
1853,1.6686746987951808,332
9363,1.6684636118598384,371
7725,1.6679316888045541,1054
6568,1.6679316888045541,1581
5331,1.6660633484162897,6630
1994,1.666023166023166,518
9765,1.665943600867679,922
7981,1.6653108657757119,1721
6654,1.6651705565529622,1114
2480,1.6647272727272728,1375
4171,1.6617940199335548,1505
9470,1.6601156069364162,865
6957,1.66,5900
6485,1.6599568655643422,1391
4183,1.6576045139779432,3899
7940,1.6554487179487178,624
9065,1.6537183215621105,4814
3443,1.6531684698608964,6470
1805,1.6531065088757397,1352
9479,1.6526315789473685,190
9658,1.652132247244849,2087
8215,1.651685393258427,1068
7595,1.6513788098693758,3445
9275,1.6510318949343339,1066
7217,1.649214659685864,955
1795,1.648502994011976,3340
9980,1.6481481481481481,108
6864,1.6480541455160744,1182
9368,1.6479631053036126,1301
5218,1.646341463414634,1312
6363,1.64576802507837,1914
1939,1.6440972222222223,2880
3839,1.6436363636363636,550
6996,1.6429597701149425,1392
6995,1.6427683381682552,2413
6358,1.6425,5200
6287,1.638454011741683,2044
1813,1.637318659329665,1999
6543,1.6339285714285714,560
6915,1.6333683841570277,2853
6707,1.6329588014981273,7209
4463,1.631633714880333,961
9517,1.6311584553928096,751
3302,1.630423685553854,1959
9740,1.6304179566563468,2584
9353,1.6301824212271974,1809
4494,1.627717391304348,736
5976,1.6275303643724697,988
6420,1.6274143302180686,4815
4994,1.6268456375838927,2980
5947,1.6267991775188486,2918
3682,1.6262626262626263,495
8098,1.623696682464455,3165
2491,1.6231884057971016,1242
5713,1.6229036895064686,4174
2294,1.6224737267582863,2474
6203,1.6223118279569892,744
1944,1.6192367085815134,2266.5
8226,1.6181818181818182,220
7986,1.6167664670658684,1336
7619,1.616191904047976,667
6034,1.6159420289855073,1104
3878,1.6153846153846154,637
6136,1.6148272017837235,1794
9902,1.613158937772493,2523
5021,1.6131282418172062,5591
8931,1.6125970664365832,1159
2981,1.6120663650075415,3315
2892,1.6112751677852348,3725
3393,1.6110671936758894,1265
6744,1.6099893730074388,1882
5189,1.6088435374149659,1764
9930,1.6082089552238805,268
6817,1.6077199281867145,1114
2674,1.6076294277929155,1468
3675,1.6046511627906976,688
6474,1.6030808729139923,3895
8945,1.6014957264957266,936
9265,1.601,2000
3974,1.6008230452674896,486
3986,1.6004350978970268,1379
7826,1.6001044932079416,9570
1928,1.5997313633310948,2978
5201,1.5992344497607656,5225
3641,1.5986316989737743,877
9083,1.5972972972972972,3330
9242,1.5969135802469137,1620
6619,1.5961754780652417,889
4743,1.5947955390334572,1076
3950,1.5938176197836167,3235
5334,1.593154761904762,3360
1717,1.5919395465994963,794
9832,1.5907742998352554,1517.5
4534,1.5906202723146747,3305
