Symbol,MaxGain,LowestPreviousClose,PreviousGain,PreviousCloseLow,PreviousVolume,LowestIdx,LowestEntry,LowestLow,HighestHigh,VolumePercentage
RCMT,9.149205975329506,3.2899999618530273,0.9293785303124307,1.0123076805701623,105200.0,5.0,3.2699999809265137,3.1500000953674316,28.81999969482422,0.11634558059721888
CEIX,9.142032282206552,8.90999984741211,0.9509071458094767,1.0300578312541027,257200.0,23.0,8.800000190734863,8.65999984741211,79.16999816894531,0.0059641560999195145
VIST,9.099601688991417,2.609999895095825,0.9961832095801322,1.023529389765298,188600.0,8.0,2.609999895095825,2.509999990463257,22.84000015258789,0.004685644009515594
HDSN,9.09489050713807,1.4500000476837158,0.9354839305103649,1.0211268250040317,527300.0,5.0,1.4600000381469727,1.3700000047683716,12.460000038146973,0.008166975152717141
MARK,8.933333333333334,8.699999809265137,0.9886363205338322,1.0235293893253101,144950.0,141.0,8.800000190734863,7.5,67.0,0.021319712057755694
3083,8.881118881118882,296.0,0.9899665551839465,1.0068027210884354,600.0,139.0,294.0,286.0,2540.0,0.0009019359708716309
GRND,8.688943634716065,10.180000305175781,0.9676805952668022,1.0159680479144229,14200.0,421.0,10.40999984741211,8.229999542236328,71.51000213623047,0.005372026805487647
CAR,8.673190112741453,65.5999984741211,0.9814482655339914,1.0036719379058807,1877900.0,5.0,64.5,62.849998474121094,545.1099853515625,0.037185977672317745
GOTU,8.578124834108163,0.6610000133514404,0.9309859624341296,1.015360967913475,1784000.0,410.0,0.703000009059906,0.6399999856948853,5.489999771118164,0.015333912996276108
MARPS,8.533333333333333,4.010000228881836,0.9709443384421488,1.0,1800.0,98.0,4.079999923706055,3.75,32.0,0.00995
PETZ,8.39285728578665,36.79999923706055,1.005464501947476,1.039547956238312,6880.0,136.0,25.600000381469727,22.399999618530273,188.0,0.006586072283087772
SD,8.365714481898717,3.7200000286102295,0.9973190374230237,1.002695415191492,140400.0,16.0,3.740000009536743,3.5,29.280000686645508,0.010311233960679105
7359,8.314176245210728,284.0,0.9793103448275862,1.0124777183600713,32600.0,280.0,282.5,261.0,2170.0,0.007713407826092414
7776,8.065573770491802,125.0,0.984251968503937,1.0080645161290323,100200.0,238.0,125.0,122.0,984.0,0.004059978499828906
7078,8.005427408412483,769.0,1.0039164490861618,1.036388140161725,25500.0,147.0,784.0,737.0,5900.0,0.0025393050293495483
MTR,7.858835519038676,4.1507673263549805,1.0222222010294597,1.0222222010294597,7100.0,31.0,3.925181555166961,3.7537367881709476,29.5,0.06932855402744166
2158,7.794117786231753,697.5227661132812,0.9763888888888888,1.0203193033381712,379200.0,35.0,680.6551488868038,674.7018968557239,5258.7060546875,0.007553612085942054
IHT,7.773684004997131,2.297670364379883,0.9624999379118307,1.0452488248445533,175400.0,32.0,2.2976704303130076,1.889858818594187,14.691165269808405,0.010534928134794787
PBT,7.7495771568259,3.670117139816284,0.9896103992613358,1.0079365004277343,60500.0,27.0,3.6508512858063478,3.5834213784559323,27.770000457763672,0.002512390310884164
6898,7.536,1311.0,0.9776286353467561,1.0,2900.0,84.0,1319.0,1250.0,9420.0,0.0065209017648896455
BTE,7.463917069663695,1.0,0.900900889290549,1.0101010003706326,314300.0,25.0,1.0,0.9700000286102295,7.239999771118164,0.0001453570963774372
ISIG,7.395833039449332,4.900000095367432,0.9819639920082471,1.0,31600.0,20.0,4.889999866485596,4.800000190734863,35.5,0.02314119466417454
9553,7.38191632928475,769.0,0.9660804020100503,1.006544502617801,82900.0,64.0,759.0,741.0,5470.0,0.006946334619275845
4011,7.374958039610608,3065.0,0.9967479674796748,1.0182724252491695,1900.0,226.0,3050.0,2979.0,21970.0,0.003096143806271079
3989,7.309523809523809,86.0,0.9555555555555556,1.011764705882353,457100.0,211.0,86.0,84.0,614.0,0.011344922266239102
BGI,7.260869922018983,1.4900000095367432,0.9254658362098436,1.013605428936911,1306200.0,36.0,1.399999976158142,1.3799999952316284,10.020000457763672,0.038291989936511825
7809,7.231832878542083,1942.626953125,1.003012048192771,1.009090909090909,2700.0,3.0,1941.6547128388377,1919.292139781605,13880.0,0.0012531647155904703
DGHI,7.206451452882432,0.36000001430511475,1.028571486959653,1.028571486959653,38100.0,451.0,0.3400000035762787,0.3100000023841858,2.2339999675750732,0.0029003673334377883
STG,7.12916646108584,3.0199999809265137,0.9882198908969743,1.0,1200.0,289.0,3.069999933242798,2.1600000858306885,15.39900016784668,0.006701803720780327
WFRD,7.0180000305175785,10.75,0.978161985794678,1.0141509068992576,39000.0,6.0,10.899999618530273,10.0,70.18000030517578,0.0006050152433313028
9941,7.016528925619835,419.0,1.0371287128712872,1.0371287128712872,2900.0,7.0,363.0,363.0,2547.0,0.05100174988762545
HNRG,6.969879474378943,1.840000033378601,0.9633508196512586,1.0165746362140708,130600.0,5.0,1.8300000429153442,1.659999966621399,11.569999694824219,0.008117813924012434
SMCI,6.925486597221698,33.59000015258789,0.9655073086702946,1.0026865717190414,165800.0,80.0,33.459999084472656,32.880001068115234,227.7100067138672,0.004372386332244206
DOGZ,6.9076922089390465,1.399999976158142,0.9210526274512019,1.0,255500.0,37.0,1.2999999523162842,1.2999999523162842,8.979999542236328,0.005441217284585594
XYF,6.903474808222624,2.6700000762939453,1.019084043098801,1.0269231439342186,49900.0,23.0,2.690000057220459,2.5899999141693115,17.8799991607666,0.0008449616429326876
EP,6.840659038713347,4.71999979019165,0.9516128536069558,1.0727272017928209,9750.0,1.0,4.800000190734863,3.640000104904175,24.899999618530273,0.0002895324954986745
SBOW,6.827633411503752,7.550000190734863,0.9830729634753284,1.0066666920979819,37300.0,5.0,7.380000114440918,7.309999942779541,49.90999984741211,0.001914514495925577
5726,6.787148068661258,761.4307250976562,1.001300390117035,1.0026041666666665,202000.0,94.0,742.6421386874056,709.0205238866442,4812.227279338431,0.02486242307941586
PBF,6.76795601506384,7.440000057220459,0.956298182079835,1.0205761448768655,5235100.0,108.0,7.380000114440918,7.239999771118164,49.0,0.08491716694290903
FLJ,6.7554074354264015,0.6840000152587891,0.9083665288187263,1.068750047730283,62100.0,291.0,0.6639999747276306,0.6010000109672546,4.059999942779541,0.0011853276508450859
9252,6.7437722419928825,599.0,0.9884488448844885,1.0,4400.0,120.0,579.0,562.0,3790.0,0.02325046742739716
INCR,6.659999847412109,1.649999976158142,0.9705881940452297,1.0,70000.0,2.0,1.600000023841858,1.5,9.989999771118164,0.0007504492821360157
BLIN,6.626727930351014,2.380000114440918,0.9875518795347138,1.021459310030935,34400.0,37.0,2.2899999618530273,2.1700000762939453,14.380000114440918,0.007381738596221778
HPK,6.4257573376882124,6.114861488342285,0.9625585371558069,1.0249169594423064,231200.0,8.0,6.095040259177681,5.946380648451226,38.209999084472656,0.0010399639502725818
CPOP,6.362153225433825,12.260000228881836,1.0,1.0,0.0,0.0,12.260000228881836,12.260000228881836,78.0,0.14879016308414764
ASC,6.322475657812018,3.1600000858306885,0.972307718717135,1.0259740792552918,361200.0,108.0,3.200000047683716,3.069999933242798,19.40999984741211,0.011193537560614301
MXC,6.2536359007066356,7.570000171661377,1.0174731335270293,1.025745264806795,76600.0,22.0,7.400000095367432,6.875999927520752,43.0,0.036227824463118584
SFR,6.237373843419651,0.5699999928474426,0.8636363184813315,1.034482747430131,73600.0,514.0,0.5099999904632568,0.3959999978542328,2.4700000286102295,0.006085406749056117
2437,6.224489795918367,302.0,0.9526813880126183,1.0100334448160535,298600.0,205.0,294.0,294.0,1830.0,0.01780161923210649
7066,6.067092651757188,337.0,0.9439775910364145,1.0089820359281436,11000.0,228.0,337.0,313.0,1899.0,0.004720993627746389
9552,6.065040650406504,2062.0,1.020286986640277,1.0456389452332657,2161700.0,6.0,2017.0,1845.0,11190.0,0.06926587862028999
EDRY,5.945553350088275,8.760000228881836,1.0428572174643207,1.0428572174643207,73400.0,19.0,8.529999732971191,7.566999912261963,44.9900016784668,0.01666555328582127
TRMD,5.93192836653985,6.829999923706055,0.9619718331615265,1.00737458884225,416900.0,215.0,6.579999923706055,6.170000076293945,36.599998474121094,0.011345838081509914
8890,5.923993849657176,544.003173828125,0.9560975609756098,1.0137931034482757,538300.0,171.0,544.003191330039,504.22064502529133,2987.0,0.056261320230448324
9560,5.917293233082707,694.0,1.0312035661218424,1.0389221556886228,18700.0,59.0,688.0,665.0,3935.0,0.007319807059263606
7878,5.916955017301038,2521.0,0.9208917655519597,1.006286836935167,6500.0,211.0,2421.0,2312.0,13680.0,0.015234898073186311
TISI,5.9038465171170795,6.400000095367432,0.9275362328856063,1.0158730002547673,42580.0,215.0,6.199999809265137,5.199999809265137,30.700000762939453,0.0131390107799038
4417,5.894078473604381,1075.3768310546875,0.9613333333333333,1.0226950354609927,27600.0,22.0,1056.9816072871768,1049.0269009294182,6183.046874999999,0.0022799175658721063
STNG,5.859465026510642,11.72220230102539,0.9562043823848849,1.0025509976519824,1657600.0,215.0,11.433870492467495,10.956631135739332,64.19999694824219,0.024216308585537492
3825,5.781249901273436,130.13531494140625,0.9632352941176469,1.0,1077500.0,76.0,128.14851711107337,127.15511775362319,735.1155119595462,0.01590116132077062
4334,5.772889448439426,346.0374755859375,0.9971751412429379,1.0028409090909092,15300.0,39.0,346.0374775913783,342.1163730294364,1975.0,0.0031433645886575308
9227,5.7606679035250465,550.0,1.0,1.0,0.0,0.0,550.0,539.0,3105.0,0.3901441650279344
7859,5.75,160.0,1.0256410256410255,1.0256410256410255,81800.0,37.0,152.0,144.0,828.0,0.02917833454227067
YRD,5.746268371240848,0.8619999885559082,0.8450980437988963,1.020118295112532,358200.0,366.0,0.8619999885559082,0.6700000166893005,3.8499999046325684,0.0038941017562723708
RELI,5.719738451267589,31.649999618530273,1.0134486097486466,1.071066004591837,1291873.0,174.0,27.510000228881836,27.510000228881836,157.35000610351562,0.03755862787774746
7080,5.703915950334289,554.5,0.9398305084745763,1.0072661217075387,5200.0,211.0,555.5,523.5,2986.0,0.002205538548402749
WAL,5.701072193273221,49.34000015258789,0.9020109591299478,1.641930163237311,24666500.0,499.0,12.890000343322754,7.460000038146973,42.529998779296875,0.5529648131067296
METC,5.673629236318508,4.050000190734863,0.9806295589614326,1.0049627741650824,42200.0,22.0,4.079999923706055,3.8299999237060547,21.729999542236328,0.0018259966992464104
TEDU,5.650684783865398,1.659999966621399,0.9512893765531792,1.0121951104274183,70100.0,195.0,1.659999966621399,1.4600000381469727,8.25,0.022966467968960243
AR,5.64814783540774,9.119999885559082,0.9722814258305227,1.002197747609998,7909200.0,5.0,8.800000190734863,8.640000343322754,48.79999923706055,0.02919619504556283
CLRO,5.638298089550653,0.5,0.7575757274724029,1.0416666899497316,119400.0,290.0,0.49000000953674316,0.4699999988079071,2.6500000953674316,0.002308418003155812
DRCT,5.629310687678332,1.2699999809265137,1.0,1.0079365004277343,35300.0,94.0,1.25,1.159999966621399,6.53000020980835,0.0029385243110074547
6619,5.589788732394366,584.0,0.9815126050420168,1.0,978300.0,76.0,575.0,568.0,3175.0,0.029118901268762733
9107,5.587734479101952,680.5377807617188,0.9272197740046739,1.0003925948036294,8609700.0,3.0,666.9163075567411,633.5304609121192,3540.0,0.031150628543784167
UONE,5.515981556200483,4.559999942779541,0.9306122151080498,1.002197747609998,148800.0,37.0,4.409999847412109,4.380000114440918,24.15999984741211,0.0027573526182106934
7089,5.512927439532944,1315.0,1.0038167938931297,1.0038167938931297,3500.0,37.0,1316.0,1199.0,6610.0,0.0019736968243782007
4169,5.503597122302159,864.0,0.9829351535836177,1.016470588235294,213000.0,83.0,844.0,834.0,4590.0,0.018399797674899823
ZURA,5.48175178975783,7.940000057220459,1.0,1.0,0.0,0.0,7.940000057220459,6.849999904632568,37.54999923706055,0.0012309555375532928
VET,5.475498878956753,6.010000228881836,0.9509493774747716,1.0016667048136394,3652200.0,107.0,5.75,5.510000228881836,30.170000076293945,0.029965019217837115
3181,5.47069943289225,272.0,0.9714285714285714,1.0111524163568772,17800.0,236.0,275.5,264.5,1447.0,0.00679858876773644
2983,5.428024868483979,526.5,0.9700598802395209,1.0066921606118546,54000.0,38.0,522.75,522.75,2837.5,0.0064793851286939945
3133,5.407407407407407,139.0,0.9858156028368794,1.0,209000.0,404.0,139.0,135.0,730.0,0.0024360696668417397
CVU,5.348837009438188,0.9599999785423279,1.0,1.0549450009618617,27800.0,377.0,0.9599999785423279,0.8600000143051147,4.599999904632568,8.753222777477162e-05
IPI,5.333917740950291,23.510000228881836,0.9627354691003664,1.0177489108502786,461800.0,39.0,23.579999923706055,22.81999969482422,121.72000122070312,0.023665131548948976
CPRX,5.32771086801481,4.210000038146973,0.9929245908984378,1.0071770839809515,1577400.0,1.0,4.190000057220459,4.150000095367432,22.110000610351562,0.04330344938110995
1518,5.282272344084018,827.0755615234375,0.9850586979722518,0.9999999999999999,56100.0,23.0,815.4265685902182,810.9462028287335,4283.638699742168,0.0061953276762680394
ARLP,5.272934792481131,5.367770195007324,0.9732620157223661,1.005524900691853,474600.0,5.0,5.357938882097378,5.239966024265125,27.6299991607666,0.0023766657494398366
TOPS,5.272727331839316,4.199999809265137,0.9130434557260317,1.0,113385.0,382.0,3.799999952316284,2.200000047683716,11.600000381469727,0.06567669428552002
4777,5.261363636363637,193.0,0.9747474747474747,1.0,32700.0,234.0,191.0,176.0,926.0,0.0081723299128844
AMBI,5.260416457636497,9.850000381469727,0.9969635898154148,1.0,21600.0,4.0,9.949999809265137,9.600000381469727,50.5,0.0006043675459607086
YGMZ,5.2419354435556516,1.399999976158142,0.9395972934211033,1.0370370010616692,90400.0,215.0,1.3300000429153442,1.2400000095367432,6.5,0.005248189265819697
DDS,5.226027664896515,82.60614013671875,0.9536372986198535,1.0023204193360844,242500.0,5.0,81.01885970261233,79.95747671952611,417.8599853515625,0.014531123891283746
LNTH,5.225169411706343,20.25,0.9458197171564986,1.0009886533967494,669100.0,48.0,20.420000076293945,19.301000595092773,100.85099792480469,0.016498641210895483
AMEH,5.222657566921506,26.020000457763672,0.9976994069740067,1.0026974833435915,59400.0,5.0,25.709999084472656,25.510000228881836,133.22999572753906,0.0009070814913670865
2395,5.2063647766645955,615.7258911132812,0.9831029185867894,1.001564945226917,185000.0,4.0,615.7259466769706,612.8397313019224,3190.6671907909235,0.0034252554847864253
NRT,5.197921381133298,4.041572093963623,0.9887133824299816,1.0,16800.0,11.0,4.10616369184494,3.9862086772918697,20.719999313354492,0.0064848937881028315
ARQQ,5.190000057220459,8.390000343322754,0.9643678766967045,1.0096269458082343,150400.0,108.0,8.420000076293945,8.0,41.52000045776367,0.0011119320005074588
1382,5.189655172413793,881.0,1.0045610034207526,1.0045610034207526,300.0,210.0,878.0,870.0,4515.0,0.0014441722398586287
4937,5.183673469387755,447.0,0.9845814977973568,1.0022421524663676,7200.0,161.0,444.0,441.0,2286.0,0.0022952717402151567
3093,5.181446281752846,401.2057189941406,0.9809750297265161,1.0000000000000002,83800.0,206.0,393.9110651275991,368.62294736632117,1910.0,0.011079687526944765
BANL,5.163069614564642,4.210000038146973,1.0,1.0,0.0,0.0,4.210000038146973,4.170000076293945,21.530000686645508,0.06336941176470588
6249,5.130194248993125,962.8071899414062,0.9999999999999999,1.0010020040080159,14100.0,190.0,965.6984934295073,958.9520967688221,4919.61053190331,0.0016081802864204202
7433,5.10742822691517,1074.5670166015625,0.9880382775119616,1.0,44400.0,29.0,1084.107130001753,1066.7614159217248,5448.407367062611,0.005215629921582068
ELF,5.090775926001947,21.399999618530273,1.0056390473690198,1.0099102916083054,534700.0,297.0,21.719999313354492,20.489999771118164,104.30999755859375,0.01252527052690789
VOC,5.066516074964325,2.824206590652466,0.9399999891008649,1.0,91500.0,3.0,2.8585434165494306,2.7040277000130906,13.699999809265137,0.006923529411764706
FLNG,5.0497981713128945,8.041205406188965,1.0044544451632993,1.010078404200695,45400.0,3.0,7.80941807473947,7.57317396322293,38.24300003051758,0.0006333582330050427
PVL,5.037875107819796,1.278014898300171,1.0072463699259495,1.0072463699259495,73900.0,8.0,1.2688206434249878,1.1492940650445624,5.789999961853027,0.020466666666666668
2998,5.030832476875642,1070.0,1.0398445092322643,1.0541871921182266,82900.0,33.0,1099.0,973.0,4895.0,0.04445856602978201
RCON,5.014326633862365,3.680000066757202,1.0,1.0,0.0,0.0,3.680000066757202,3.490000009536743,17.5,0.013664559491909338
9827,5.0,155.0,0.9451219512195121,1.0,47600.0,211.0,157.0,150.0,750.0,0.007751151753643184
NCPL,5.0,7.0,1.0,1.0,0.0,331.0,2.0,2.0,10.0,0.00032720243229200066
TGLS,4.999375831325648,10.679977416992188,0.9745454788208008,1.0161137510161604,161700.0,3.0,10.600275784490615,9.813225296223056,49.060001373291016,0.0058270755548097495
BNTX,4.9929517730249575,94.05000305175781,0.9382482547493248,1.0070671770684532,2204100.0,5.0,94.0999984741211,92.93099975585938,464.0,0.005391913811506735
6614,4.9904761904761905,1221.0,1.0,1.0,0.0,0.0,1221.0,1050.0,5240.0,0.7696094786267058
NRP,4.968977411536253,15.346696853637695,1.0054844700441654,1.010410292534488,14000.0,5.0,15.346695634727094,13.226061577201767,65.72000122070312,0.0060310575720640145
ALTI,4.963898951147603,10.329999923706055,0.9390909021550958,1.0273495385563258,52400.0,426.0,7.630000114440918,5.539999961853027,27.5,0.0006272756381244544
SRTS,4.959349516591801,3.4600000381469727,0.9914040196825809,1.020648947220247,3100.0,55.0,3.430000066757202,3.075000047683716,15.25,0.004799717017954723
GCT,4.956035081187338,19.200000762939453,1.0,1.0,0.0,0.0,19.200000762939453,12.510000228881836,62.0,0.3199039880387705
9219,4.947994056463596,747.0,0.9676165803108808,1.0013404825737264,87500.0,27.0,735.0,673.0,3330.0,0.0180962397447176
JCSE,4.936288147551649,5.119999885559082,0.35754189906928846,1.2610837334282936,5343300.0,4.0,4.170000076293945,3.609999895095825,17.81999969482422,0.15527296937416776
TANH,4.919752942427432,1.7699999809265137,1.0172413627731862,1.0290697392352282,4200.0,531.0,1.7699999809265137,1.6200000047683716,7.96999979019165,0.01122678557741297
3760,4.91722972972973,597.0,0.9582664526484751,1.0033613445378151,70700.0,229.0,593.0,592.0,2911.0,0.010986114676954492
GTE,4.886363530454559,4.900000095367432,0.9800000190734863,1.0208333126372768,218440.0,107.0,4.699999809265137,4.400000095367432,21.5,0.0013435473727582243
CLFD,4.8753159929355725,29.690000534057617,0.9850697125181306,1.002701787303513,304000.0,5.0,29.5,27.670000076293945,134.89999389648438,0.01078419803589925
ACLS,4.872002272351999,34.5,0.9615384329143297,1.0029069322582984,213500.0,84.0,34.04999923706055,33.36000061035156,162.52999877929688,0.00928736728511117
TNK,4.858442625788336,10.479999542236328,0.9933648675608546,1.0076923006385032,462900.0,215.0,10.34000015258789,9.890000343322754,48.04999923706055,0.013852632597746571
3187,4.822147651006712,297.0,0.9801980198019802,1.0033783783783783,9400.0,27.0,299.0,298.0,1437.0,0.0007595928905337756
SST,4.818181739365757,8.09000015258789,0.9829891376141686,1.002478371563818,403600.0,214.0,8.239999771118164,7.699999809265137,37.099998474121094,0.004454605990428174
4235,4.810728739049779,1354.0006103515625,1.027632561613144,1.0479817212490479,93500.0,38.0,1328.4162338773701,1226.078983267558,5898.333401150174,0.0043714255892855014
7095,4.792584009269988,4500.0,0.896414342629482,1.0123734533183353,119000.0,211.0,4570.0,4315.0,20680.0,0.01814613367970164
JAKK,4.780446175635077,6.480000019073486,1.0236966978160105,1.0253164308649139,47700.0,22.0,6.460000038146973,5.829999923706055,27.8700008392334,0.01731346489135269
KRKR,4.78000020980835,0.6399999856948853,0.9411764396515688,1.0666666004392862,1166200.0,249.0,0.6399999856948853,0.5,2.390000104904175,0.024564245713922853
SIGA,4.768551324865963,5.789999961853027,1.0052082867672065,1.0211640006956608,163700.0,80.0,5.769999980926514,5.659999847412109,26.989999771118164,0.00266319058089266
KOS,4.7500002317958465,1.9600000381469727,0.96078435039117,1.0,5097500.0,107.0,1.899999976158142,1.7999999523162842,8.550000190734863,0.01699205162098233
2872,4.748823890685649,1088.2344970703125,1.0058736792745044,1.0058736792745044,21900.0,109.0,999.2694108545365,986.560063680013,4685.0,0.01781851072112675
CRK,4.734475428081318,4.78000020980835,0.9815195733335422,1.0213676036619057,2180200.0,23.0,4.690000057220459,4.670000076293945,22.110000610351562,0.00492198479334078
ARCH,4.728945480860865,39.87620544433594,0.9461883682611777,1.0040070084194659,409600.0,5.0,39.04068183898926,38.809920630737906,183.52999877929688,0.032022962284661644
HHS,4.705262996087112,4.349999904632568,1.0,1.0,2600.0,8.0,3.8499999046325684,3.799999952316284,17.8799991607666,8.01056326275582e-05
BELFB,4.705103888305087,12.739999771118164,0.9914396414719031,1.0274193679877055,70600.0,91.0,11.1899995803833,10.579999923706055,49.779998779296875,0.05148078395522431
9274,4.700960887921711,227.7485809326172,0.9877551020408163,0.9999999999999999,49400.0,23.0,226.80746910642472,223.04302978515625,1048.5165593435768,0.0009362423435638257
WAFU,4.687499980043087,5.360000133514404,1.0075187895793876,1.03076929425347,61600.0,5.0,5.230000019073486,4.480000019073486,21.0,0.02135091856246157
SJT,4.677937571286367,3.2984626293182373,0.9744245164051187,1.0000000000000002,63100.0,5.0,3.307119584191525,3.298462211186104,15.430000305175781,0.001167156557746358
UONEK,4.656441825025482,1.7100000381469727,0.9771428789411273,1.0178571973426829,243900.0,17.0,1.690000057220459,1.6299999952316284,7.590000152587891,0.004733386428562585
VLD,4.652343794383342,1.350000023841858,0.9712230487304425,1.0074626792643009,1277600.0,326.0,1.340000033378601,1.2799999713897705,5.954999923706055,0.007888544312674344
YPF,4.648936158520289,2.990000009536743,0.9835526470579932,1.0101351253389008,970100.0,338.0,2.9000000953674316,2.819999933242798,13.109999656677246,0.006001612160880433
7014,4.634146623251149,171.33128356933594,0.9942857142857142,1.0057803468208093,574700.0,37.0,174.28527232578824,161.48465910412017,748.3435876942214,0.018605366716369046
MVO,4.613807797127838,3.710611581802368,1.004629625030506,1.0284361062470078,15600.0,3.0,3.7106116900372768,3.5567150971541492,16.40999984741211,0.0018
3660,4.612244897959184,160.0,1.032258064516129,1.032258064516129,785000.0,278.0,160.0,147.0,678.0,0.014566221858837235
ARRY,4.589531493714025,6.420000076293945,1.0388349926572478,1.0405186380727185,10038900.0,291.0,6.159999847412109,5.445000171661377,24.989999771118164,0.06517868388431122
