Symbol,Sharpe,Length
BRN,0.32471771924428733,553
PRLH,0.32404047922716894,325
7359,0.323934747639203,537
HRMY,0.3234432304466731,553
CHE,0.3233548325145359,553
ROL,0.32303591656660446,553
6969,0.32284292542625703,537
6262,0.3226664297989684,537
2788,0.32237684649356385,537
4547,0.32163491619621665,537
8869,0.3215177954625886,537
6918,0.3212018347237309,537
8142,0.3207639908759621,537
DRI,0.32073437282123846,553
LOW,0.32071553641726286,553
7240,0.32008213024090976,537
6091,0.31979222514032785,537
4523,0.319751825949371,537
9757,0.3188939516577823,537
SCPL,0.3188228490557709,553
UTHR,0.31868318565387804,553
ORLA,0.31863803930256585,553
DSAQ,0.3186050061755739,386
6408,0.3185617597740344,537
8593,0.3184315610490894,537
6250,0.31831982191549246,537
AMAT,0.3178794502590507,553
HP,0.31777757091970754,553
7128,0.31761522078807686,406
7366,0.31704980983007036,528
9308,0.31701469973387536,537
AMS,0.3169297611103675,553
9428,0.31608371249152023,537
4956,0.31584004602349475,537
4825,0.3158058244535519,537
2388,0.31562496039905175,537
PRT,0.3153943828342024,553
PBPB,0.3146489441907004,553
2698,0.31419770727077057,537
DINO,0.31339593081599476,553
6962,0.3132890621748207,537
APH,0.3130107922211428,553
VMC,0.3129636733615815,553
BIP,0.3129114257472702,553
GRIN,0.31286181040885697,553
TTD,0.3127982422524815,553
IHT,0.3113013866208694,553
1963,0.3110294522995905,537
4326,0.31084003522136244,537
TWI,0.3107173206810147,553
9793,0.31071133386876104,537
4673,0.31059887031879985,537
PG,0.310284073531808,553
3925,0.3102052751211404,537
MAIN,0.30996852542910747,553
4119,0.3093738188650883,537
3765,0.30931732208811197,537
6191,0.3090297136111912,537
6428,0.30890853851181854,537
2736,0.30888612863639875,537
SYK,0.30788692276802365,553
PPYA,0.30785589358893484,310
4812,0.30752322420624256,537
7059,0.30728139959242723,537
9072,0.307225980913089,537
3896,0.30717502661307133,537
BNTX,0.30628504735620327,553
ACAX,0.3062477617844384,296
1383,0.306168995491074,537
2801,0.30589273752402757,537
TCBC,0.30586048334893706,467
2689,0.30582515046270187,537
BPAC,0.305057256213319,337
VCTR,0.30474072420221054,553
7414,0.3044479876537767,537
2181,0.3042023958950944,537
CTVA,0.30323838044951384,553
4816,0.30323036132999953,537
8132,0.3028692102305883,537
4748,0.30215027712346676,537
7451,0.3017337679348438,537
XYF,0.3017032894608548,553
GNK,0.30169404321017457,553
VRSN,0.3014576155068746,553
VHNA,0.30100284056705756,344
AVAC,0.30097728763424225,372
LRCX,0.3006120654723784,553
8254,0.3005246949310644,537
DPSI,0.2998528034018281,267
CLIN,0.29967374579984885,278
CACI,0.29938928018095246,553
8336,0.29925289891055634,537
EGLE,0.29755759999509673,553
LGVCU,0.2970261736229616,376
6272,0.2966927578646857,537
6638,0.296643641201656,537
HSON,0.29662334488158854,553
RJF,0.2965734143401563,553
7606,0.29655058668184203,537
5984,0.2964244687782429,537
2667,0.2962639671203534,537
5288,0.2961150563596664,537
FNV,0.2957405031014176,553
SNA,0.29546794800897613,553
9613,0.2947268091223581,537
TLK,0.2943102422447132,553
BRKR,0.2942341635215435,553
4667,0.29409004479787926,537
3907,0.2939944825194747,537
2651,0.2936900393080158,537
5939,0.29339868128965213,537
MSCI,0.2933729335207564,553
4674,0.2931265745422081,537
TTI,0.2926969949199888,553
MTG,0.2924990431137223,553
TWIN,0.2924744745905101,553
CHEAU,0.29204796117995785,272
6070,0.29200719500557865,537
WHD,0.2918801576722642,553
5464,0.2916489305964156,537
OGE,0.2916341143268732,553
2978,0.2915440614507241,537
4072,0.29136397053383883,467
7885,0.2910461917946605,537
ENB,0.2908914172118968,553
BBSI,0.2906051817764099,553
5991,0.29018465714947134,537
SRE,0.29008988502698746,553
SUM,0.2897791458613241,553
SJ,0.2892997266486628,553
ADI,0.28922259017779167,553
TALO,0.28884508646546814,553
2185,0.2885187548196572,537
TJX,0.28838681420785056,553
VSEC,0.28835885220905044,553
3923,0.2880366194185937,537
8367,0.2878804349840185,537
3632,0.2877947060277606,537
3180,0.2876687887224299,537
RGA,0.2875786949707159,553
3355,0.2875553971818451,537
8155,0.2874553655580051,537
8927,0.28681764980500407,537
KEYS,0.28613127141947176,553
CPE,0.2858571580659851,553
MLM,0.28576951019680014,553
ARW,0.28567407258080973,553
NOW,0.28531976905496426,553
PLBC,0.2852649474509588,553
BOOT,0.2847331534217204,553
SFL,0.28452454953250084,553
FAST,0.28442668351541206,553
KNTK,0.2842420338998537,553
3143,0.28413749178888364,537
NPO,0.28393553257908494,553
ARRY,0.2833328810051047,553
RICK,0.28318981825219874,553
AIBBU,0.2829252624922878,341
9723,0.28243045827760144,537
6060,0.2823799360050099,537
MOH,0.2823643217129802,553
4809,0.2823635540639378,537
5911,0.2821082796344093,537
6849,0.28116843421281124,537
TRT,0.2810188868575722,553
IR,0.28095953786457584,553
ACHC,0.28089871696779134,553
HXL,0.28058277627562483,553
7815,0.28025139543811434,537
4260,0.28017985846788745,349
8226,0.2800498530854724,537
6462,0.2800208167687211,537
2730,0.27889478772007015,537
RWOD,0.27878264732531904,271
VECO,0.2782094008274261,553
9795,0.27746902595675094,537
4203,0.27652423288106553,537
3300,0.2762020058811701,537
3248,0.27608730618972865,537
7803,0.2758676663799486,537
SLCA,0.27574643737501736,553
RMD,0.2756834805514964,553
4704,0.27529468075434477,537
ONYX,0.2749369808639567,367
RGLD,0.2749299431895734,553
WRB,0.27449834501242737,553
BLEU,0.2738071483583696,347
HGV,0.2737809043443126,553
RDN,0.2734955280899975,553
4333,0.27326412045315057,537
6273,0.27311236100803143,537
7212,0.2729662321488228,537
LBRT,0.27288897992804806,553
7427,0.27287791561040314,537
1768,0.2724857861456379,537
FELE,0.27221372321015297,553
1802,0.27142559788881554,537
FOCS,0.2709388109694023,553
6996,0.2707512676793235,537
DNN,0.27029577953520023,553
3449,0.26987829209005326,537
CC,0.26957073596889086,553
UTL,0.26907592835264066,553
FET,0.26841103926622817,553
THR,0.268364762741451,553
CQP,0.26813027122034433,553
8138,0.2680036327140873,537
6493,0.2673869693059453,537
9363,0.26668308358535026,537
4743,0.26657731717439037,537
4381,0.2663509007328689,537
2418,0.26596060419862527,537
1878,0.2659013714739454,537
6367,0.26556481095957246,537
6309,0.26553465420329636,537
TMO,0.2653534618425134,553
7608,0.26509995834781197,537
AIG,0.2648994264782255,553
9034,0.26478085239464805,537
8360,0.2646831650003782,537
8354,0.2643813601323258,537
3024,0.26424603762460985,537
7899,0.26375089722932543,537
2349,0.26324951922082196,537
6902,0.26302243010964654,537
3986,0.2630099598377485,536
7219,0.2629723048234975,536
7551,0.2619256974616211,537
RJAC,0.2618182914950289,333
CHD,0.261679343693393,553
7897,0.2610363165790797,537
LEN,0.26101735378961577,553
MOV,0.2608937849765005,553
BANF,0.2606127198499929,553
THRY,0.2602366847765529,553
4502,0.26016994748612693,537
TXRH,0.26006542103328895,553
6758,0.2598129799391235,537
4769,0.25961589873576435,537
2502,0.2594094751848163,537
1301,0.25937906335457156,537
7299,0.25935514512061847,537
DK,0.259335211600216,553
PHX,0.2592606739165224,553
PLYA,0.2591793807146705,553
7467,0.25876999668100326,537
7472,0.2587465070672093,537
KLIC,0.2585113645199561,553
ACI,0.25845405296633983,553
FLO,0.2582695912543773,553
2983,0.2576187477705888,537
9001,0.257334074712543,537
SWKH,0.2573214677374428,553
9699,0.2572274158104675,537
VMI,0.2571474068070015,553
9647,0.2569395672003646,536
4396,0.2563496876466731,537
3205,0.2563226706525544,537
4997,0.2562002007472225,537
KMI,0.2561714047581196,553
WPM,0.2561515334312081,553
6420,0.2559403730195731,537
PHAR,0.2556546746318704,553
3190,0.2554939133462151,537
6914,0.2551415101564622,537
4483,0.2550759887126919,537
6492,0.2547296635059806,536
ALC,0.2546586886818217,553
DY,0.2545910946048438,553
6963,0.25448667717320456,537
3176,0.2544830267858007,537
6379,0.2544588705816382,537
XPO,0.25416504912663634,553
9637,0.25407532690987217,537
TLF,0.25402743013171736,553
4848,0.2539586408954198,537
9763,0.25343412880921484,537
BIIB,0.25273232513671195,553
ALSN,0.2525281133274205,553
6578,0.25248158544311017,537
CALM,0.2522684496106808,553
ECPG,0.25225106877229114,553
WFCF,0.25218399208400677,553
DG,0.2521700559747652,553
NUBIU,0.25208087375165866,305
8157,0.2520372582924902,537
9513,0.25203289981526217,537
LPX,0.25183959759614977,553
6026,0.25183760851937803,537
SEAS,0.25180750651180017,553
SSD,0.2516660818765008,553
5945,0.25145960270652457,537
ACN,0.25144788374325494,553
ESACU,0.2513538224292253,403
PRST,0.2512196868066227,553
CHDN,0.2507529493190024,553
2497,0.2505547407275411,537
IVCB,0.2502990269230949,327
RAVE,0.2502564829768914,553
REX,0.25019551181691607,553
JGGC,0.2501108307559065,289
7446,0.24998637481522343,537
CGBD,0.24982727375166938,553
CAL,0.24885868975402325,553
8084,0.24883690208168077,537
WT,0.24872564837657485,553
2327,0.2487113443566795,537
2483,0.24813599562879018,537
DIOD,0.24800060657907466,553
GOGL,0.24775549692540672,553
AMKR,0.24774571423841163,553
7939,0.2474736222903243,537
6817,0.2474006103095362,537
PNT,0.24708782660306566,553
9739,0.24631328151144702,537
BHP,0.24555558517482193,553
7771,0.24520517442486373,537
8113,0.24496190775580898,537
5186,0.24477433810224203,537
9439,0.24476048957423552,537
9625,0.2441338164650177,537
RGP,0.24407428918133403,553
4251,0.2439905553221393,537
8700,0.2439065638045158,537
BSY,0.243826778364624,553
CB,0.24374592536219386,553
GPP,0.24330348005401406,553
2334,0.24302445795876249,537
HZNP,0.24266117637001638,553
TDC,0.24260879854709475,553
PSN,0.242094378504602,553
4324,0.24132109054862716,537
HRI,0.2409388867836749,553
8368,0.24044053863490553,537
VIV,0.24014212796872159,553
CSIQ,0.23967988670145093,553
PXS,0.23951551913102048,553
AJRD,0.2388659277221006,553
ASX,0.2388500913159721,553
3771,0.23865178708389603,537
3001,0.23814381091255094,537
4171,0.23811012678085186,537
OGS,0.23803972895824593,553
ABG,0.237945020333952,553
FNVTU,0.23792089655165505,392
SAL,0.23778493459619918,553
TRIS,0.23770310681855794,371
CRECU,0.23705836615844927,381
1430,0.23693444245771483,537
ING,0.2366915834946801,553
UMC,0.2363831493895397,553
9828,0.23626591312931156,537
AMRC,0.2362373525944603,553
7713,0.23612956991214482,537
MMMB,0.2360556269383225,469
8550,0.23603256918095858,537
8601,0.23590933815582996,537
1966,0.2358300911592691,537
1718,0.23560918245646378,537
INTU,0.23550725838313372,553
ENTG,0.23501559862693555,553
7915,0.23473948325420727,537
POWI,0.23468086186511,553
3050,0.23459645932812517,537
CCSI,0.23459138392222723,417
FSK,0.23458425971557262,553
8214,0.23434846315042984,537
VTRU,0.2343458335172731,553
7384,0.23423326581026435,284
9044,0.23422829399949105,537
GRND,0.23416405263850915,553
BZH,0.23411061417184645,553
SIGA,0.23393018535544885,553
4071,0.23362682525236042,468
3667,0.23359186178482327,536
3087,0.233325563871129,537
2437,0.23315108228042836,537
RTO,0.233141649233903,553
UFPI,0.2329719649084466,553
9896,0.23254902653181342,537
AGTI,0.23233762739615701,528
AYI,0.23230711684440056,553
7320,0.23218971022944254,537
IAUX,0.23215980876815334,529
WMT,0.2318942209961304,553
VMCA,0.2317490208539538,275
5905,0.2316783937652505,537
5484,0.23167316074570404,536
BMRN,0.23145289345307024,553
9934,0.23131753375047576,537
NS,0.23121091347803208,553
ADP,0.231210688842813,553
7127,0.2311922450824063,406
1332,0.23118409321560746,537
8462,0.2310927823396675,537
4732,0.23087481077963665,537
LATGU,0.23076387622587272,337
CNGLU,0.23072519620093088,375
APG,0.23066014426605733,553
AIRT,0.23030157004836643,553
7284,0.23028123630854938,537
CCS,0.22999052380538282,553
7042,0.22985922127230335,537
NVS,0.229750913676377,553
VIRC,0.22958230671166846,553
8331,0.22947069781773893,537
3974,0.22928428937357193,537
5809,0.22915324479844326,537
3091,0.2290306125639796,537
2982,0.22883386001502365,537
PFG,0.22843156668890055,553
4274,0.22835067337587203,537
FE,0.22816115146021665,553
HAIA,0.22815866426772477,332
5273,0.22803191668912398,537
MRNA,0.2279101325336897,553
5982,0.22722590494077546,537
ABEV,0.226829612724992,553
LULU,0.2267357690072483,553
4026,0.22645996156275108,537
SNY,0.22635619193288664,553
5988,0.2258518857119023,537
VRT,0.22563670262514082,553
7896,0.22551534650204239,537
NVAC,0.22535520754760077,338
3288,0.2248156708624971,537
9861,0.22462970964003762,537
VOXR,0.22442552775175525,553
3544,0.22440352857047385,537
3156,0.22431723847064183,537
R,0.22348775967166645,553
KCGI,0.22335895624226557,415
5631,0.22319251785352232,537
7670,0.222821958522552,537
SXC,0.22275523956069762,553
ASCBU,0.22260908201909438,269
GASS,0.22250025742444188,553
MEOH,0.22249414093251424,553
4080,0.2223618678687943,537
9509,0.22221211120715617,537
HEES,0.22220486421939986,553
CVU,0.22210881870262572,553
RLI,0.22182141695318008,553
9983,0.22179920151006755,537
AU,0.2217053889765732,553
8097,0.22159986746027585,537
BSIG,0.22119705488938252,553
6378,0.2211103233938312,537
ALOR,0.22089929818212187,344
3484,0.22027887300353077,537
7327,0.2200728534626661,537
7545,0.21966215494662053,537
7516,0.2192821489946877,537
6054,0.21881610458258888,537
IVCP,0.21867479899224593,318
6200,0.2186567896369376,537
7804,0.21864993564237215,537
AINC,0.21797796195316832,553
2186,0.2179437430057779,537
RDVT,0.21764577006879554,553
9305,0.21761345796501003,537
NDAQ,0.21760463764399668,553
PEGR,0.21741659471387567,357
GXO,0.2171346731115661,466
2498,0.2171254144088179,537
6702,0.21711536403247006,537
PODD,0.21692913497480884,553
9213,0.2167075594792907,321
BIPC,0.2165874161856022,553
IBM,0.21617134839625626,553
TXT,0.21588036621269593,553
7723,0.21569308226399436,537
ESOA,0.21539945048621598,553
MSSAU,0.21507413126333658,290
2924,0.21502233750188535,537
6227,0.21485978144419582,448
UTI,0.21461820578450236,553
7957,0.2144437671094832,536
3387,0.21435604916487175,537
ROK,0.2141802713662821,553
GHL,0.214179072441068,553
BMAC,0.21415019737079716,386
ONYXU,0.21398156670669077,393
CDAQ,0.2134802897609164,371
OFG,0.2131285079863924,553
3293,0.21229301879774173,537
1762,0.21196896457289363,537
6506,0.21174450475301676,537
GRCY,0.21162560342657694,553
WFG,0.21044952262049285,553
6176,0.21039949294366803,537
7455,0.21023732316345156,537
ORAN,0.21007387279328457,553
PAYX,0.20975948968646418,553
6198,0.20975648129494126,537
AXP,0.20972317722253012,553
HCKT,0.20954018394004725,553
TITN,0.2094710817068546,553
URI,0.20907545559223994,553
4051,0.2089558129030058,537
7050,0.2081741027785779,537
9024,0.20802781637774131,537
ICLR,0.2079247922673206,553
7718,0.20761464550094003,537
6037,0.20752176804344225,537
6806,0.20745744980659464,537
ORA,0.20735179899126763,553
SPOK,0.20725853614000098,553
2379,0.20710239155653903,537
TAC,0.20700476706252544,553
CHT,0.2068818380462072,553
HOV,0.20654872177509145,553
7186,0.2059363125434408,537
EVE,0.20590584629629907,329
3375,0.2055523088991549,537
PCAR,0.20545785704812053,553
7377,0.2051908493480457,458
BLEUU,0.20508321933123225,377
BKE,0.20482689230879927,553
4684,0.20469378224296333,537
EVC,0.20462876827371437,553
6859,0.20448116947347195,537
DAKT,0.20411677722306587,553
5602,0.20399761144970244,537
3322,0.2037834263653403,537
4220,0.2031749241275326,537
PFE,0.20311116079385788,553
1743,0.202600883961345,537
9742,0.20235289740749432,537
4665,0.20180446137756294,537
2384,0.2017121692083583,537
DFS,0.20131958060121644,553
6982,0.20071115526547778,537
SPH,0.20039606337100227,553
7984,0.20025937099699037,537
CALX,0.20025761958187796,553
9434,0.19985282773048452,537
2114,0.19976440584169763,537
3106,0.1996496105730008,537
9142,0.1993976272559031,537
1717,0.19914885174185734,537
6135,0.19895661122400296,537
6618,0.1988806656084755,537
3030,0.19876120415822768,537
TRV,0.1987252760513774,553
BKNG,0.19819604597930895,553
3741,0.19810932641474172,537
PLAO,0.19808973265569757,268
MCHP,0.1980842708048526,553
2749,0.19807286220047368,537
LGST,0.19805590183818764,350
WMK,0.19805233973362169,553
9413,0.19802836803753307,537
3244,0.19786504445002603,537
5458,0.19783689500980697,537
2975,0.19762375274152225,537
SGH,0.1974657158168816,553
3437,0.19738974477870164,537
MAR,0.19725407209894116,553
8174,0.19722655475732112,537
4634,0.19693992893560058,537
CCTS,0.1960921227349847,352
VSH,0.19591915773890348,553
ROP,0.19512260646108892,553
CASY,0.19477477855786535,553
5929,0.19445655849305132,537
8399,0.19431235789982743,537
1942,0.19378385074758256,537
6292,0.19375038654810123,537
6266,0.19373766767191478,537
7270,0.19370165485118718,537
UPS,0.1935136681455947,553
EXPD,0.19336870318743293,553
6737,0.19305599830121967,537
SHLS,0.193021710959439,553
BFAC,0.19289486991590019,329
3254,0.19268158088179677,537
7565,0.19259689971266206,537
INMD,0.19257957337244228,553
TNET,0.19256821513511352,553
ARCT,0.19233386469643757,553
VC,0.19224736842735848,553
4551,0.19216871345134695,537
9267,0.192060113318827,537
AFARU,0.1917881098645204,282
INVA,0.19177207864948534,553
6356,0.19172863537405163,537
KFRC,0.19147698895871604,553
APXIU,0.19117929656625685,370
ISSC,0.19067741083662973,553
GAQ,0.19038903651884706,302
3289,0.19016027943766994,537
4074,0.1899904317180174,456
9766,0.18996076145456867,537
PEPLU,0.18976938449667533,406
3224,0.189686739826142,537
ORCC,0.18943867417514532,553
8358,0.18940926555535467,537
7634,0.18927445344132848,537
6411,0.18845653790847905,537
AGRO,0.1880622399099001,553
7036,0.1872712426124898,537
LANC,0.18716787920119424,553
7012,0.18691889416577226,537
ODP,0.186648797320514,553
AVNW,0.1865319182206888,553
3660,0.18644688559866432,537
9622,0.18639310836908704,537
8897,0.1861089444284235,537
9731,0.1860688327158845,537
6058,0.18602174511949235,537
SMPL,0.1857730529959316,553
8544,0.1857497177915894,537
5805,0.18574951956078453,537
DTM,0.18530487232724496,480
EVGRU,0.18526318002647954,326
2656,0.18510674513392822,537
XFIN,0.18483465034929153,363
7254,0.18466790792846854,537
3002,0.1842878063183362,537
7040,0.18420733262614322,537
6558,0.18400795012545354,537
8600,0.1839325544406246,537
4099,0.18380536350168483,537
AVT,0.18377857517761814,553
6745,0.1836484572095997,537
5191,0.18362863995378656,537
1866,0.18311510859202662,537
8366,0.18301880996726233,537
4813,0.18301824269746114,536
CAMT,0.182812610704645,553
CDW,0.18224307993502334,553
1873,0.18196623525245426,537
4559,0.18171141260039297,537
5440,0.181709136914225,537
9273,0.18169611357180665,537
7434,0.1815991246861757,537
SPCMU,0.1814639438125056,312
3847,0.18127392715635418,536
2158,0.18117768481653185,537
7265,0.18097151782987903,537
SRTS,0.18093610123811854,553
6856,0.18087323751916679,537
4651,0.18084656702609433,537
ACA,0.1807382787215194,553
GGG,0.18073068127635913,553
6656,0.1806672673725264,537
CCBG,0.18057394719088785,553
LINC,0.18053102679588873,553
7979,0.18030904229470954,537
SAP,0.18003325757176755,553
7701,0.17957680674796328,537
VBFC,0.17947378652391593,553
SLAB,0.17937093928268044,553
9367,0.17915308392619608,537
PORT,0.17911496559337894,333
3647,0.1788085341913109,537
7046,0.17874545892632393,537
MOS,0.1784566392089682,553
4194,0.17797222333224114,513
8227,0.17739453812467573,537
ENTFU,0.17730428531355452,404
CAAS,0.17728192938154028,553
4231,0.17687831397353307,537
MRC,0.176674886756747,553
1801,0.17663694904384294,537
4578,0.17660439110745163,537
AROC,0.17633308760064012,553
3935,0.1758936195894987,537
6837,0.17572718613486685,537
VEL,0.17556369178689016,553
ACNT,0.17550570063954413,553
TRON,0.17547004707794603,452
USFD,0.1753182914463362,553
SCRM,0.1751773241042874,313
6999,0.17510361040541308,537
KEX,0.17505604762695234,553
HLT,0.1749162951725282,553
IBEX,0.17488297990062066,553
4884,0.17486079329384455,537
TSLX,0.17480592970238418,553
9507,0.17452602141062498,537
CFFI,0.17439385602106416,553
X,0.1737458517072783,553
CPK,0.173198147050953,553
4100,0.17270552942414943,537
GAIN,0.1724716048906564,553
HOLX,0.17243348700609135,553
5699,0.17233655044583895,537
HUBG,0.1720840231333648,553
VOYA,0.17193308024877438,553
DELL,0.1718298687962404,553
WAFU,0.17157555619553347,553
4691,0.17131279177596218,537
9115,0.17080560694726415,537
6762,0.17059237299902846,537
AMOT,0.17052291386372886,553
4814,0.16923395160395627,537
6965,0.169187834159322,537
5110,0.16898346067952844,537
NFG,0.1688141901748637,553
FRBNU,0.1685461695986784,367
TEX,0.1685403321438469,553
ELMD,0.16835687489428844,553
MNSB,0.16822609224347126,553
6457,0.1680615380072916,537
ITRN,0.16805976547363635,553
3904,0.1671747943520284,537
MCO,0.16712258476465078,553
3011,0.16708702873082668,537
2359,0.16703862201411113,537
CM,0.16693589566881992,553
3911,0.16677706646761895,537
6988,0.16671718529369048,537
4681,0.1666950989794046,537
3393,0.1666511706051485,537
CMCA,0.1665395084395766,337
3548,0.16642192120424137,537
HFBL,0.1662545501063587,553
MTZ,0.16612246756983723,553
7621,0.1660537651307042,537
7687,0.1658099190966718,537
BLD,0.16543216932181112,553
9704,0.16522078252246372,537
7091,0.1649414272935468,537
DGX,0.1649354888267146,553
BYD,0.16488827503808862,553
9478,0.1648799760458229,537
MCAG,0.16463728463830934,372
2117,0.16428315336755378,537
9307,0.16416108315328456,537
4448,0.16368534251460923,537
4776,0.16368499261326966,537
PLAOU,0.1636670910562477,306
9284,0.16359250128761052,537
SP,0.16354104979165088,553
7039,0.16327972371183347,537
BRD,0.16318999115496494,343
6622,0.16293654592606807,537
7898,0.16250194451078953,537
1451,0.16246757964400405,537
7840,0.16229483960875493,537
WEN,0.1621966757054701,553
8908,0.16152277134751597,537
MSM,0.16150571105907693,553
8803,0.16097290251995836,537
ODC,0.16082290472842967,553
4845,0.16073722325804995,537
HPQ,0.16057290784656797,553
NOV,0.1601556802552356,553
ENTF,0.16001278130349106,365
6879,0.15975178390854772,537
GHIX,0.1597490318984256,297
FCX,0.159679727392108,553
FWRD,0.15967320990319323,553
6524,0.15954114557248764,351
6364,0.15939073999695588,537
2301,0.1591596227342342,537
9959,0.1589160695030526,537
UTMD,0.15877926357759867,553
8343,0.15862954492875858,537
CRTO,0.15822635807634625,553
5821,0.15812087579697617,537
9270,0.15805807854609225,537
6960,0.15791308891354308,537
6028,0.15782022112502128,537
PKX,0.15769834712065012,553
HSIC,0.15713184342335226,553
ULH,0.15704882428303185,553
PFIE,0.15687523247187266,553
8230,0.15649289778166728,537
1515,0.1560354104928028,537
VMD,0.1552609005464498,553
BCSA,0.15524023605721057,353
6871,0.15522676432203997,537
SMAP,0.15504044961402025,384
DT,0.15500277383537173,553
VPG,0.1549853687566667,553
3569,0.15497726250220042,537
PM,0.15482676387635308,553
9887,0.15451378659532217,537
4617,0.1543406200988139,537
9753,0.15420237467374664,537
6518,0.15404408038498438,537
KBH,0.15403685114816015,553
RCAC,0.15394458712268427,326
9818,0.1535091028236111,537
2488,0.15343268177586633,537
SGMA,0.1534013728231454,553
MELI,0.15326732010481361,553
MGRC,0.15293706837423385,553
SLGN,0.1526128154199136,553
2134,0.15253198846072866,537
9353,0.15236325445493457,537
BCE,0.15235546582516213,553
5283,0.1522961916970381,537
7175,0.1522025570889251,537
6282,0.1521761935185342,537
ALG,0.15182738924248693,553
7865,0.1515593283121707,537
CSTM,0.15116722329084584,553
KAI,0.15057418987169963,553
CHCO,0.1503643608882457,553
DOGZ,0.15036007549038777,553
CSWI,0.15008681777419916,553
2668,0.1496691473408764,537
4847,0.14952973541172884,537
ERO,0.14944431392980642,553
STE,0.14940979714869543,553
3779,0.14936735515541286,537
CCAI,0.1489883955620217,401
FND,0.14886578900159284,553
5471,0.14841827388365814,537
UGP,0.14831007287464568,553
NVTS,0.14821801522807138,403
9715,0.147926014762953,537
FRPH,0.14780904457836205,553
8946,0.14765159051267426,537
4671,0.14719863007058656,537
3445,0.14713701503594023,537
7975,0.14688778902215008,536
DV,0.14684554939906241,530
6678,0.14682336752226222,537
8237,0.146778398285769,537
EPC,0.14677571828661817,553
PFGC,0.1466612307076465,553
OCN,0.14625937562289615,553
MGM,0.1462031838931063,553
MUFG,0.1458006051618832,553
7677,0.14528678741121767,536
2882,0.14525405472216701,537
9347,0.145192112301263,537
9202,0.1450665736049375,537
5104,0.14483781819041902,537
2980,0.14466450060793945,537
3979,0.14448557395502398,537
GTAC,0.14447431610841374,357
7958,0.14404249290955368,537
CWT,0.14389659092927845,553
BYNOU,0.14347539410273147,326
2201,0.14279618435598176,537
TSLA,0.14275805893092255,553
ZTS,0.1426454538906982,553
7280,0.1425995287728593,537
4668,0.14231355035193394,537
CPB,0.14212250306556726,553
7088,0.14161164092842232,537
7361,0.14092411655774595,537
1798,0.14078212933064324,537
6246,0.14050608597562844,537
2702,0.14033323072909396,537
PRPC,0.13993569871394004,545
2917,0.13977899958653642,537
META,0.13952867284988638,553
6416,0.13938082521617864,536
9090,0.1387739677838619,537
GOLF,0.13852465786501805,553
8596,0.1384651390387053,537
JFIN,0.13794108501488606,553
4272,0.13784470416906663,537
APTM,0.1376363578091639,422
LWAY,0.13738786866570285,553
7596,0.1373845381995627,537
8999,0.13736799934126606,537
7337,0.13735997310687947,537
CHEF,0.1372998461075691,553
IESC,0.13646401856858034,553
DHR,0.13633774791948294,553
4937,0.1362991227019189,469
EVRI,0.13620779822462292,553
3089,0.1359205080502262,537
DCI,0.13585444347909234,553
8068,0.1358386521121674,537
4977,0.13569744562796499,537
PCTY,0.1355468088138054,553
2721,0.13519197353196835,537
PH,0.13507341587842212,553
3988,0.13480818720327714,537
ITAQ,0.13393468597728092,310
7021,0.13233725351934114,537
6371,0.13226906549162085,537
8252,0.13215120108205655,537
6635,0.13168890682240392,537
CDMO,0.13147633894991476,553
LYG,0.13144159267167058,553
CCU,0.13132250255377595,553
JXN,0.13115755271258414,437
AOSL,0.1309301750456215,553
6436,0.13091669473615075,537
HEP,0.1307189141108569,553
1949,0.1299615313479271,537
OSW,0.12982566691935443,553
NTR,0.12912885842406652,553
9233,0.12897584702141224,537
CRM,0.1286631690389704,553
DXPE,0.1282705626720698,553
2742,0.12820323287842667,537
6875,0.12819565626431068,537
5202,0.1276646326978287,537
TPX,0.1275831962166451,553
IQV,0.12748885387576084,553
LOMA,0.12740435343266016,553
9636,0.12728200724697894,537
9691,0.12725104062346793,537
8046,0.12723092915625578,537
CRH,0.12687495928609702,553
FUL,0.12638710813977133,553
4422,0.12624683663792932,537
ANF,0.1260655901127311,553
8798,0.1257405375669722,537
POR,0.12539078249542931,553
4594,0.12520061478019084,537
GEF,0.1251698241329534,553
4193,0.12500580033262115,524
MCBS,0.12499313326197721,553
2212,0.1249217305778905,537
KMB,0.12479008992788755,553
7683,0.12473235711396673,537
SKIN,0.12440721558047257,553
5214,0.1243199299471275,537
2683,0.12416139468115224,537
1925,0.12394867107682228,537
MATX,0.12361366207522834,553
5759,0.12292908284374342,471
7739,0.12292205361190688,537
3796,0.12281493173689984,537
4556,0.12248260876745302,537
IAS,0.12247134186050865,481
MPX,0.12225146905533826,553
7923,0.12212359560301798,537
4389,0.12191457416098833,537
9310,0.12170464820023216,537
6034,0.12146987247230591,537
MCRI,0.12128955261114653,553
IBP,0.12097260106626657,553
8410,0.12076424333498954,537
RUSHA,0.12066470218089072,553
7760,0.12064186237229643,537
4450,0.1205936382701433,537
2221,0.11992616785733597,537
FAF,0.11976050615487216,553
NEE,0.11969509079804683,553
5280,0.11968024778218694,537
7081,0.11955052873731542,537
NDSN,0.11954028374031192,553
4421,0.11947855192209339,537
4543,0.11916737844511094,537
FWAC,0.11900822171947863,507
RBC,0.11890599117498521,553
ACABU,0.11880436145156623,343
OBT,0.11853020080153882,553
3997,0.1178667812077147,537
FTIIU,0.11777716320590077,321
IDA,0.11767243536645422,553
