Symbol,Sharpe,Length
2715,0.8412817690017682,537
8891,0.8408966856783933,537
9941,0.8407256552783515,537
3865,0.8406811366848104,537
7911,0.8398708925310873,537
3772,0.8387987795096056,537
5803,0.8386368853254575,537
PDCE,0.8380343434658388,553
9066,0.8369369710734197,537
5816,0.8362251383912133,537
9889,0.8357235938400698,537
3989,0.8341182931058895,537
OTTR,0.8327172616308245,553
7692,0.8322541367114847,537
3131,0.8322442471331829,537
MYRG,0.8317744510748545,553
7014,0.831321483585264,537
FTNT,0.8276531240688132,553
6125,0.8271804916249887,537
MSI,0.8262974170813069,553
EXTR,0.8260010173641683,553
5480,0.8258180374508659,537
PAC,0.8242354823199144,553
6789,0.8233231770527205,537
SIRE,0.823179285221465,553
8039,0.8229845172450896,537
8130,0.8209193884783113,537
9303,0.8203573698032399,537
FXCO,0.8202735838454649,347
3626,0.8196244627843525,537
KNSL,0.8177156736111038,553
MEOA,0.8165520451326905,405
1890,0.8160557989223456,537
GIS,0.8154248466373899,553
7715,0.8153530592134042,537
EQT,0.8145428074414898,553
8848,0.8129038490855258,537
3023,0.8120551663271737,537
IRMD,0.8111492838738439,553
9749,0.811078810878623,537
8725,0.810270701869098,537
6723,0.8076584643525041,537
3397,0.8066886401645657,537
MTDR,0.8048190321084852,553
1788,0.8046281067726638,537
HUBB,0.804467729504759,553
8114,0.8041609102968525,537
7500,0.8022990371384248,537
3099,0.8020926234650528,537
9384,0.8014640782997573,537
3948,0.8011262183069329,537
6850,0.8008851414370731,537
6966,0.800824236212579,537
1968,0.8002485798138244,537
GLNG,0.7991803656448773,553
9381,0.798101725108933,537
4837,0.7972054349940849,537
3073,0.7959117999352228,537
7685,0.7957596506593733,537
TK,0.7955770005090472,553
3924,0.7950360290502707,537
PAGP,0.7946019054464456,553
COST,0.7945584801120568,553
INTT,0.7941360226499541,553
FTII,0.7939421070832093,285
PEP,0.7924407658008036,553
ASO,0.7920274175143638,553
BXC,0.7919384835559427,553
USAC,0.7915392848076565,553
HPK,0.7912297712095324,553
3695,0.7901358212062493,537
IPAR,0.789910618331578,553
7170,0.7898142148718211,536
9302,0.7893568165891266,537
RRAC,0.7892439308199385,357
4377,0.7892235081360506,402
CVX,0.7888367579112093,553
5121,0.788285212243371,537
8029,0.7877077446549509,537
PVL,0.7875070082529217,553
MMC,0.7872884114800835,553
RYI,0.7869357939265876,553
ABC,0.7869093177994221,553
7047,0.7868783788836252,537
PAG,0.786258635516635,553
TRI,0.7850859956443946,553
7936,0.7841141651009031,537
6078,0.7824104721031517,537
6387,0.7819074115538018,537
6498,0.7815178796742802,537
7867,0.7813670558768222,537
AZN,0.7809013351298052,553
9216,0.7798116583676664,305
PAA,0.7795213681910166,553
4832,0.7790746578050453,537
2981,0.7785232597192179,537
6257,0.7779785140859211,537
4362,0.777288179230249,537
KOS,0.7760640440552511,553
5727,0.7758139497078596,537
CLH,0.775425707501822,553
CBZ,0.775031027804676,553
RS,0.7749638230781402,553
OXAC,0.7745526544242873,416
CPRT,0.7729642687196155,553
6651,0.7728316135176116,537
UNVR,0.7725307027896867,553
BOCN,0.7724704935431258,318
5820,0.7723259355563615,537
CCRN,0.7722560367712383,553
6460,0.7710707365117093,537
5344,0.7686597723317515,537
7064,0.7675901135220196,537
9282,0.7673984562753725,537
1419,0.7670762274916784,537
CXAC,0.7669673654694743,314
8111,0.7668467609595113,537
5955,0.7666210954041441,537
2674,0.7662246663498559,537
ORCL,0.7660629855164128,553
2897,0.7658847856889061,537
3607,0.7655861478280217,537
6339,0.7642379225577793,537
FICV,0.7636834271618727,433
UNM,0.763029975083049,553
CHK,0.7625956379901067,553
7071,0.7618411996772296,537
2173,0.7616296560368522,537
EOG,0.7601654647411296,553
CVLG,0.7597678015626871,553
CXT,0.7575339686250612,553
8011,0.7573996572935918,537
4481,0.7573867976718236,537
CAR,0.7562535568578675,553
7711,0.7561943950994817,537
ARCO,0.7560956391327266,553
MEOAU,0.7558380432663271,441
1939,0.7558326893544577,537
1663,0.7549421088959801,537
7847,0.7543138353419415,537
9656,0.7536733040312049,537
5918,0.7536056749811911,537
6418,0.753534290799872,537
8306,0.7535236951884969,537
AHRN,0.7510046815056229,327
7808,0.7509009902456429,537
RNGR,0.7501919227465315,553
MGY,0.7501684085720184,553
3245,0.7500055277175176,537
FRO,0.7499019031276841,553
1852,0.7491458606789062,537
5423,0.7491444628383077,537
AFG,0.7487020511182247,553
3187,0.7482647591862933,537
DGII,0.7476207337593199,553
9990,0.7461143671260454,537
NVT,0.7457370770753163,553
8923,0.7454203936204716,537
NCAC,0.7453950977300546,367
WSC,0.7452025584781522,553
STET,0.7449236397449532,338
LSCC,0.7442129046401338,553
3628,0.7439101548515471,537
5408,0.7436465620924941,537
DIT,0.7432366772922007,553
6180,0.7425164322596299,537
1382,0.7424206728347321,537
NEX,0.7414866985751076,553
2424,0.7408028025017165,537
4318,0.7404934786715022,537
4046,0.7396246584532679,537
3294,0.7393505820802407,537
8233,0.7377666711802741,537
7283,0.7373570996171365,537
AMRK,0.7368955332832976,553
6055,0.7354250979427466,537
9837,0.7351310919411633,537
SLVM,0.7350475464260713,422
EP,0.7343654092427903,553
ABBV,0.7337563659997984,553
3068,0.7310087056802889,537
7731,0.7300209151962785,537
7373,0.7294257115741516,473
6957,0.7272586952671587,537
3526,0.7271787221721474,537
CREC,0.7268378581495191,347
2307,0.725751576116281,537
3358,0.7253436748142325,537
DKS,0.72424169484242,553
3697,0.7237626070943116,537
3035,0.7234022597639934,537
TRNS,0.7233241435804063,553
POWL,0.7231121156865601,553
7991,0.7230632823248965,537
4722,0.7220980487070809,537
4526,0.7215277332107399,537
7735,0.7208713361244372,537
9110,0.7205248800052717,537
PANL,0.7184831003173104,553
ONTO,0.7182206154151621,553
SHUA,0.718120587876673,274
7610,0.717762016318399,537
4393,0.7177342624868208,537
VRTX,0.717031688687344,553
6067,0.7148544990462554,537
FICO,0.7147316675016114,553
5185,0.7146864336948141,537
8040,0.7142153552102424,537
7214,0.714161994394642,537
NOA,0.712505432289918,553
8001,0.7124495143012676,537
HCC,0.7122054688354922,553
6730,0.7120238760238671,537
6554,0.7117699780315656,537
6779,0.7113072531081346,537
6998,0.7111761057104687,537
ELP,0.7103174240487851,553
3107,0.7097543879751357,537
6658,0.7093305007502569,537
OI,0.7090809101341301,553
FRBN,0.7088989145873063,332
8511,0.7088801084094816,537
2157,0.7085137933436398,537
9791,0.7082747702090119,537
MNTN,0.7079762300542672,343
4462,0.7064730528751632,537
ARL,0.7063986810068499,553
6254,0.706273501992887,537
FANG,0.7047660299580178,553
3316,0.7046786311121115,537
4792,0.7036806078680048,537
3843,0.7018620889303153,537
VLO,0.7006336622761014,553
HURN,0.7001227204382016,553
9852,0.6999385286375336,536
TECK,0.6998957153280985,553
9697,0.6988909468346768,537
6551,0.6987504603013555,537
FWONA,0.698598863710363,553
EURN,0.6983816724267122,553
8337,0.6973512104731956,537
FWONK,0.6967947520596545,553
CRK,0.6967476711461822,553
3498,0.6960238242100589,537
LMB,0.6946254134198766,553
ASR,0.6945121717047484,553
PGR,0.6942330000136486,553
5406,0.6941340193051817,537
8931,0.6940160316120216,537
CSLM,0.6935876996366198,309
6294,0.6930987691535102,537
7946,0.6921789527000707,537
8074,0.6921726216401691,537
EME,0.6919420458885712,553
6413,0.6911224906529466,537
PLAB,0.6904995968477939,553
4439,0.6888086840660906,537
6392,0.6882219442910023,537
8022,0.6874505857966262,537
TLGY,0.687268635080391,337
LFAC,0.6867126138784556,345
2479,0.6865051725898007,537
1758,0.6863355963467328,537
4980,0.686139033368444,537
5401,0.6858198920720574,537
ESEA,0.6857268915287777,553
GFGD,0.6856879973378974,329
6804,0.6851855937776831,537
2109,0.6851358529398665,537
ASRT,0.6846789344177042,553
2750,0.6845656020891202,537
CRC,0.6840031294714299,553
6775,0.683577758113306,537
8242,0.6834002623449098,537
6501,0.6822710479300642,537
9468,0.6822587920678822,537
4371,0.6816481188547535,412
6357,0.6807322241535958,537
APA,0.6796058345627286,553
9364,0.6791764424406964,537
OTEC,0.6789022471339449,467
7140,0.678435499068695,265
2747,0.6780087920888186,537
6069,0.6775728667652815,537
METC,0.6771028127483816,553
NE,0.6752416160832728,496
2436,0.6748069352723578,537
3858,0.674726665933613,537
ARES,0.6739213776921006,553
WES,0.673803682625952,553
VNOM,0.6735123153198751,553
ED,0.6734816751801753,553
8341,0.6734664434134959,537
4268,0.6734345983109794,313
4178,0.6711462445148088,534
5021,0.6705517930380435,537
3760,0.6702853405804785,537
SLB,0.6699057415399272,553
6140,0.6696206528419452,537
5901,0.6690893453661579,537
TNP,0.6688610588807901,553
8316,0.668816140056057,537
3083,0.6686151365188523,537
REGN,0.6683046787125382,553
9503,0.6681398376620831,537
GNW,0.6675982458267765,553
TAYD,0.6662334354346207,553
4958,0.665877030765463,537
GPC,0.6657394644489484,553
6920,0.6649029645617827,537
3663,0.6648646983853324,537
LBBB,0.664385598032021,281
MOD,0.6635616364417312,553
APCA,0.6626280985881104,328
RACE,0.6604079975116663,553
CMC,0.6596750200718844,553
8359,0.6594365585800597,537
9759,0.6591903342472714,537
TCI,0.6589041000309895,553
6898,0.6571001253589495,537
SPSC,0.6568367064591335,553
6882,0.6563932085638571,537
3486,0.6558007592519725,537
9049,0.6550177753257572,536
9127,0.6535008804628332,537
MCD,0.651624047161049,553
CWST,0.6513552797235899,553
DRCT,0.651232558842784,324
3238,0.6507648522545609,537
7637,0.6505284286197907,537
7734,0.6496512784532918,537
9171,0.6491846021824104,537
APXI,0.6482712301813643,334
ATKR,0.6480521740357191,553
3675,0.6480042054916817,537
ATXG,0.6477256833678694,553
4347,0.6471294391172412,537
SM,0.6463071932579183,553
7298,0.645001893129357,537
HESM,0.6448307996806988,553
3777,0.6443125933503338,537
5644,0.6441459680737048,537
7466,0.6436777047066845,537
4120,0.6436680747232004,536
3196,0.6427314247204611,537
6086,0.6413492285668924,537
9913,0.6413096274824384,537
OMAB,0.6411790110862327,553
6967,0.6411100307333645,537
3490,0.6409773666191679,537
5481,0.6408746835992903,537
3177,0.639308218762501,537
OPXS,0.6379671189556941,553
3583,0.637575578728408,537
WCC,0.6374479772678092,553
ELVN,0.6372646221261961,552
9612,0.6364350392852604,537
ATI,0.6356051835103097,553
6561,0.6355091359052506,537
FRHC,0.6350761224218333,553
6488,0.6346614276690525,537
4709,0.6346076241044586,537
MURF,0.634042217245841,294
RYAN,0.6337011175575015,466
8038,0.6336751345021616,537
3566,0.6329399470173466,537
WM,0.6328046667237587,553
9755,0.6317438011430115,537
6342,0.6316110479226799,537
1429,0.6315494279043926,537
3661,0.6310311418626608,537
KLAC,0.6303764920347169,553
GLP,0.6293917469887872,553
4933,0.629039210067818,537
6973,0.6279833348078134,537
HRB,0.6277436132691999,553
1969,0.627458381246055,537
4641,0.6274226302399002,537
7242,0.6268879939388067,537
TMST,0.6260142139394532,553
CPHC,0.6249844990860488,553
7086,0.6248591390739342,537
3377,0.6244618173212119,537
5076,0.6243914195720268,406
PTSI,0.6242546651297587,553
ESTE,0.6241940404150438,553
NOC,0.6241507367856601,553
6104,0.6231685385822238,537
2338,0.622635293000866,537
6454,0.6223258506452545,537
VVV,0.6218667694529894,553
EGY,0.6218383641815319,553
PNRG,0.6216122189153466,553
5352,0.6205325390994593,537
LECO,0.6185582732648192,553
IBN,0.6179727316451056,553
4235,0.617431645142901,537
6337,0.6157210302168287,537
IRDM,0.6144669097216887,553
VALU,0.6140714839929496,553
7148,0.6134865792251653,537
STGW,0.6133467582800426,553
BPT,0.6127563075122021,553
WCN,0.6124903705136293,553
NSIT,0.6123602190946159,553
6360,0.6111095701204842,537
DFIN,0.6110955897919705,553
LATG,0.6105242689978881,299
AMD,0.6101776960266317,553
3045,0.6098248294534641,537
8159,0.6097263829944404,537
6406,0.6096541655808617,537
PPIH,0.6095469873341957,553
2993,0.6093386779500962,348
NC,0.6091883615602125,553
3088,0.6086951161183195,537
6941,0.6083941304510738,537
8877,0.6079295921111241,537
AAPL,0.6069498772520389,553
PMTS,0.6065755794341697,553
2903,0.6065353478064773,537
3085,0.6060338218180958,537
9960,0.6059070115447208,537
RE,0.6054094465312782,553
6030,0.6052496979253214,537
8793,0.6045999436929556,537
BIOS,0.6042531645441999,334
GMS,0.6040466046958354,553
3854,0.6039673334219732,537
3652,0.6038659155173367,537
AON,0.6020284500999306,553
4783,0.601764061926797,537
FCN,0.6016181714656629,553
3791,0.6013070648253851,537
6677,0.6012782973986389,537
3382,0.6012537798331435,537
AGI,0.6011926124480459,553
7202,0.6011513177769007,537
8934,0.6005383340861051,537
4680,0.6003972817570505,537
PERI,0.6002115331735489,553
4062,0.5998880688032642,537
2792,0.5997123674335503,537
MGI,0.5988187650476906,553
8141,0.5986765199317181,537
CPG,0.5984171764481386,553
8630,0.5980321601585967,537
2153,0.597398369858739,537
2705,0.5966825351432049,537
2901,0.5965399501375944,537
4356,0.5954323146015372,537
6193,0.5952812367663672,537
TGAA,0.5952531132954754,332
BJ,0.5951111692634367,553
CMT,0.5948707665713371,553
6361,0.5948058422061615,537
2737,0.5946291788589498,537
CTAS,0.5942427074713407,553
7228,0.5933619846482174,537
2764,0.5931136885324525,537
HMA,0.5929832752002712,304
MDLZ,0.5921462682290666,553
BMI,0.5920494458963739,553
6862,0.5916622059406179,537
BUR,0.5916189053089179,553
MSFT,0.5915471013451614,553
4645,0.5909883337601007,537
1911,0.5889863956913001,537
4202,0.5888260077271786,537
CNP,0.5879658794695338,553
9682,0.5879321884122812,537
AM,0.587792259687201,553
6927,0.5877198070133852,537
ISIG,0.5876238716788723,553
1833,0.5875038607237523,537
4091,0.5872533625275244,537
7581,0.5867120000028957,537
2653,0.5866477188334025,537
WING,0.5862401853772408,553
9009,0.5861217652199125,537
EDRY,0.5861157154711153,553
3543,0.5854974455172055,537
CDRE,0.5845896673642218,392
TRTN,0.5845030455654467,553
8381,0.5841819255174523,537
6031,0.5839120875483071,537
FLEX,0.583833746612439,553
MANH,0.5832443407764286,553
PCG,0.5829874735901605,553
9433,0.5822892154116119,537
APAC,0.5818075310300674,429
4327,0.5817378275973035,537
7970,0.5806542620627403,537
MARPS,0.5801481391793388,553
STN,0.580095296257999,553
8303,0.5793438421010514,537
CZFS,0.5792541101345359,553
6807,0.5788213973939204,537
AN,0.578774047039986,553
5331,0.5787732793761333,537
7477,0.5784324146344382,537
IMXI,0.578003223007005,553
ACBA,0.5779434892172182,505
4616,0.577674208712473,536
5976,0.5773071581251307,537
2685,0.5771513546285495,537
8508,0.5770881090034747,537
9087,0.5765018071625485,537
6237,0.5761267269447697,537
6777,0.5760140811017241,537
MPWR,0.5746485865786418,553
2666,0.5744965420953564,537
REPX,0.5742847137605237,553
ALGM,0.5735628167996403,553
SCUA,0.5734356584603155,333
3175,0.5730502706926793,537
ZEUS,0.5729145901164159,553
UNH,0.5729118885041286,553
4442,0.5725440692702999,537
WMB,0.5720738445716436,553
BBAR,0.5718437805688444,553
3347,0.5712205079503739,537
EPD,0.5712135669274611,553
GFI,0.5700532999845904,553
5334,0.5698461289369121,537
HVBC,0.5698439589295631,553
1812,0.5690457146241524,537
CLS,0.5684472041198291,553
SFM,0.5682121235161673,553
FSS,0.5679932784598255,553
5108,0.5679682590632127,537
3679,0.5678069568853742,537
GDEN,0.5674162413937399,553
OSG,0.5673780642351173,553
ESLT,0.5671611392681131,553
6874,0.5654080063491687,537
CCJ,0.5652242419013003,553
MGPI,0.5651493637831055,553
BRO,0.564520771081815,553
7931,0.5644943023688748,537
TPH,0.5642380589999413,553
7018,0.5640020801286516,537
8072,0.5639453580078634,537
AGM,0.5635364953888599,553
6323,0.5624986054167089,537
2411,0.562400650980201,537
9418,0.5620413162936646,537
4565,0.5618434496985362,537
7523,0.5616931929055431,537
SXI,0.5614958903008826,553
7625,0.560694059537421,537
4687,0.5601800561647194,537
7131,0.5601755383017144,364
MMSI,0.5595066967308537,553
8125,0.5591130987917281,537
5753,0.5590847433073415,537
4971,0.5585130712162242,537
KYCH,0.557824728241377,310
GGAL,0.5564216423925239,553
HQI,0.5563617615282848,553
SGU,0.5562243096616418,553
EZPW,0.5557471605155117,553
7871,0.5555400829852347,537
TMHC,0.554376179091113,553
9644,0.5540194578539728,537
NWLI,0.5540176065071931,553
BRBR,0.5535098987756364,553
CMG,0.5529418234445821,553
6890,0.5525074294078615,537
7638,0.5524594823700957,537
MTRN,0.5520562924662439,553
LW,0.5507674136129481,553
OPCH,0.5505839722198055,553
ATEN,0.5504437152663395,553
AIT,0.5500083005239269,553
KR,0.5497074164690129,553
4746,0.5493913201065934,537
BVH,0.5484951058586258,553
PRGS,0.5484522989379371,553
GPK,0.5484199569868866,553
TFII,0.5476970622792984,553
GTX,0.5463893385440919,553
9534,0.5462832438212804,537
IRS,0.5460039179422898,553
6351,0.5457741005927478,537
6912,0.5456246293077901,537
5395,0.5451906884846204,537
TOAC,0.544247882480624,351
8308,0.5436585186309513,537
ETN,0.5432828557326739,553
2892,0.5426148535890597,537
9955,0.5425447349627436,537
2687,0.5422684254100668,537
7013,0.5422213283880921,537
VTSI,0.541883534275287,553
ANDE,0.5416786738005421,553
GDNR,0.5410654759394175,344
1793,0.5409563254050221,537
SHEL,0.5408179277414407,553
8012,0.5407920280280168,537
5969,0.5397767861946973,536
FMX,0.5389019175139695,553
7211,0.5388414141082364,537
4690,0.5387178544502956,537
6412,0.5383965680524988,537
7974,0.5383637209332441,537
