,xt_va_z
2417,0.3872886978858385
2418,0.3468224740418372
2419,0.33888208898201727
2420,0.34604165635171635
2421,0.36541762892677554
2422,0.40097882116366446
2423,0.45557217687330614
2424,0.5261729901616974
2425,0.5995270963859877
2426,0.6462461103392286
2427,0.6356124191439838
2428,0.5519836297930701
2429,0.4048383525804165
2430,0.22609174471283108
2431,0.05168054965998307
2432,-0.09263281964037928
2433,-0.19809722199772864
2434,-0.2685724686230732
2435,-0.3134154315600455
2436,-0.34293619583095036
2437,-0.3645746241745023
2438,-0.3845861665428484
2439,-0.4093459573541292
2440,-0.4428528559206867
2441,-0.4853076200199949
2442,-0.5331233960369764
2443,-0.5806915068556503
2444,-0.62426625327813
2445,-0.6620119892246933
2446,-0.6946690196613862
2447,-0.7250234761047961
2448,-0.7646758566419086
2449,-0.8243117542700691
2450,-0.907803736485732
2451,-1.0134320169013873
2452,-1.1308623106728473
2453,-1.2481405212740166
2454,-1.3570651329491223
2455,-1.4541320308004368
2456,-1.5406476333358783
2457,-1.618210082836948
2458,-1.6878090807456385
2459,-1.7493102139034142
2460,-1.802596035617522
2461,-1.845931625561061
2462,-1.8771449018986073
2463,-1.8975458611866067
2464,-1.912702285732649
2465,-1.9292669407788878
2466,-1.9505124254362962
2467,-1.974682466700445
2468,-1.995561377300167
2469,-2.008754667506516
2470,-2.0156684343121922
2471,-2.021062234764801
2472,-2.029920803434449
2473,-2.045006511083719
2474,-2.0671357547980844
2475,-2.0958390432050193
2476,-2.1277850693581493
2477,-2.1589667526926943
2478,-2.1847539259135815
2479,-2.2026382217831655
2480,-2.2130996801719114
2481,-2.217016823826616
2482,-2.216437480111934
2483,-2.211349119558433
2484,-2.2006357663464193
2485,-2.1823850861471303
2486,-2.1591186177035353
2487,-2.1356618609855786
2488,-2.1135351385761383
2489,-2.093481636584495
2490,-2.071288821153778
2491,-2.043340973862727
2492,-2.009189593617388
2493,-1.9700841310726975
2494,-1.9300701519996992
2495,-1.8926600372917193
2496,-1.8580273235918283
2497,-1.8260938795446022
2498,-1.7983161764287452
2499,-1.7767652695624285
2500,-1.7613007521652897
2501,-1.7507473462508343
2502,-1.7435784376293397
2503,-1.737676255763915
2504,-1.6789107968782073
2505,-1.518706792038941
2506,-1.242417453807027
2507,-0.8866016293797877
2508,-0.537843573627182
2509,-0.30424595133580723
2510,-0.24960218002354012
2511,-0.36996434972784553
2512,-0.6017066105908236
2513,-0.8522767341017417
2514,-1.0529137101342438
2515,-1.1754837147645936
2516,-1.2282559182716675
2517,-1.2372843068800037
2518,-1.2247594311329029
2519,-1.2028199318268586
2520,-1.1746609349906356
2521,-1.1403550121215393
2522,-1.100766818252334
2523,-1.0574083877699105
2524,-1.0103093898412059
2525,-0.9609457133746261
2526,-0.9115597076979158
2527,-0.8652282855708154
2528,-0.8256397009221764
2529,-0.7942868420915812
2530,-0.7712643428809295
2531,-0.7552969008306223
2532,-0.7450291431271308
2533,-0.7407632533015448
2534,-0.7417841231752322
2535,-0.747155293368363
2536,-0.7544076254836284
2537,-0.7577329393139778
2538,-0.7523012082875784
2539,-0.7352781382662584
2540,-0.7064295977096823
2541,-0.6678678317422524
2542,-0.6224088842800979
2543,-0.5741350937126972
2544,-0.5267565501497391
2545,-0.48238185435036085
2546,-0.44243712369495947
2547,-0.40661884332972076
2548,-0.3756922632200076
2549,-0.3503270366805898
2550,-0.3250367034377067
2551,-0.2926015532205354
2552,-0.24805243768100665
2553,-0.19198008434719213
2554,-0.13235734692789608
2555,-0.07772006879079843
2556,-0.03134956769337724
2557,0.00819615259035455
2558,0.046938690218731025
2559,0.0892226168279104
2560,0.13481042659220296
2561,0.18271732527120213
2562,0.22971243337224417
2563,0.27232424602294475
2564,0.30881799421361816
2565,0.3370827570629259
2566,0.3560893355281975
2567,0.3674162030442462
2568,0.3744638621195205
2569,0.38191432669271985
2570,0.3797918209527709
2571,0.36766649033988746
2572,0.35084395611183944
2573,0.33710225430232843
2574,0.3365099111786541
2575,0.34636736314149186
2576,0.3585361254794893
2577,0.3655794412335043
2578,0.3644828548950848
2579,0.36044276611500814
2580,0.36033381329129
2581,0.3687503710121931
2582,0.38907606958107754
2583,0.4196314112724364
2584,0.4558647176272017
2585,0.4924140277113157
2586,0.523028001647238
2587,0.545281835472087
2588,0.5608458707453622
2589,0.5731592860476994
2590,0.5652460226251013
2591,0.5228427898323653
2592,0.45905188887774245
2593,0.40155908923105105
2594,0.3860927692027091
2595,0.42571538509052714
2596,0.504799413227445
2597,0.5962483504217068
2598,0.6746007834220122
2599,0.7281435889988228
2600,0.7564665981277823
2601,0.7656263877050269
2602,0.7653898448613247
2603,0.7630467007929611
2604,0.7632499274558967
2605,0.7662086467192886
2606,0.7705081899459454
2607,0.7753180495969023
2608,0.7804031273489921
2609,0.7866140483160033
2610,0.7947599163039355
2611,0.8028312054341449
2612,0.8064895049255213
2613,0.8007877130770599
2614,0.7818078455749026
2615,0.7518680994020398
2616,0.7167005268912217
2617,0.6836654595354874
2618,0.6571158676558664
2619,0.6356562778340494
2620,0.6156832091055697
2621,0.5948088015285291
2622,0.5745897353352767
2623,0.5583122542309793
2624,0.5490760360828777
2625,0.5478200578837719
2626,0.5543023375107058
2627,0.5674869735765726
2628,0.5854103655909058
2629,0.6062459466980303
2630,0.6277074166338877
2631,0.6449760537265983
2632,0.6550205910478363
2633,0.6563145111775238
2634,0.650335141472904
2635,0.6411421961812533
2636,0.63322546840077
2637,0.6296708159654056
2638,0.6317795374937074
2639,0.6372607440934066
2640,0.6429735841031095
2641,0.6457376110996809
2642,0.644595954957944
2643,0.6415212739686559
2644,0.6389697520343864
2645,0.63793637859901
2646,0.6361022230544886
2647,0.6317253810387016
2648,0.625851971007601
2649,0.6210027148801923
2650,0.6203204918350886
2651,0.6235067716635008
2652,0.6294532240299017
2653,0.6362079216719175
2654,0.6434601031229077
2655,0.6529367419513823
2656,0.6661907202792751
2657,0.6839299095885123
2658,0.7054707750427538
2659,0.7274143863011788
2660,0.745600732269365
2661,0.7602748548051175
2662,0.7723977491180122
2663,0.7853874575382696
2664,0.8018885870999789
2665,0.8191907546850679
2666,0.8322157856524044
2667,0.834955399490687
2668,0.8244967023028046
2669,0.8033227485890126
2670,0.7756192052132118
2671,0.7455775450721605
2672,0.7148535515003527
2673,0.6835892230949812
2674,0.6525189102757271
2675,0.6232015294713265
2676,0.5972462310906681
2677,0.5726521958198638
2678,0.546079526974539
2679,0.5147057751732865
2680,0.45365773975591595
2681,0.3416827983154054
2682,0.18726055525250404
2683,0.006483786372880318
2684,-0.17167075095141499
2685,-0.30382131069552687
2686,-0.36427626569466814
2687,-0.3436433947227978
2688,-0.25730352711431487
2689,-0.1420777620871408
2690,-0.03186476422862814
2691,0.05166596236333789
2692,0.10135402552543701
2693,0.12171472421016345
2694,0.11917771223331575
2695,0.10021665426970858
2696,0.07013417362211939
2697,0.032152470461307855
2698,-0.010731402985423216
2699,-0.054641588554224275
2700,-0.09366135106491877
2701,-0.1228214641629263
2702,-0.13976183900051078
2703,-0.14529703824838056
2704,-0.14302056609813413
2705,-0.13542700436816807
2706,-0.12322310904193448
2707,-0.10764249324448585
2708,-0.09082486040419127
2709,-0.07855156146276675
2710,-0.0762159024701428
2711,-0.08514447158721732
2712,-0.1018905331282137
2713,-0.12036141783024798
2714,-0.13516214490707856
2715,-0.14436652595325583
2716,-0.14765388119650974
2717,-0.14401864237044806
2718,-0.13374721393312633
2719,-0.11872034583424948
2720,-0.10251259859328474
2721,-0.08950577860600935
2722,-0.08317433108007848
2723,-0.08667590542724132
2724,-0.09896927696583349
2725,-0.1167311602246516
2726,-0.13477753943573004
2727,-0.14845192369673407
2728,-0.1580235203570437
2729,-0.16545306490080158
2730,-0.17270118413863284
2731,-0.1812868083730371
2732,-0.1883697984614472
2733,-0.1906574675422947
2734,-0.1873532456690382
2735,-0.18049685794795275
2736,-0.17665714698087107
2737,-0.1823353775934604
2738,-0.1991918175112552
2739,-0.22399695838525116
2740,-0.2504910142463679
2741,-0.27263884353130224
2742,-0.28593763606023564
2743,-0.2891480775215748
2744,-0.282823230698389
2745,-0.2698196495278472
2746,-0.25332902203074403
2747,-0.235271468072695
2748,-0.2174435828590741
2749,-0.20062164131566784
2750,-0.18738974658609756
2751,-0.1804615025537651
2752,-0.1803252471890163
2753,-0.18586176283786968
2754,-0.19396957671172624
2755,-0.20078453794973253
2756,-0.2049568601990591
2757,-0.20769842311012604
2758,-0.21180693328597067
2759,-0.22008330629240955
2760,-0.23078067925754175
2761,-0.2411102165685075
2762,-0.24807064111467989
2763,-0.2512593943012029
2764,-0.2544388850473278
2765,-0.26291393566935917
2766,-0.28008012248460046
2767,-0.3070042322988716
2768,-0.343571470019032
2769,-0.38752877731185714
2770,-0.43829186612577653
2771,-0.4967062107068124
2772,-0.5620521305704423
2773,-0.6334186950517496
2774,-0.7081923014974486
2775,-0.7814241944536935
2776,-0.8499647471572157
2777,-0.8948201761704333
2778,-0.9079130521433578
2779,-0.8948702448293414
2780,-0.8596228265894501
2781,-0.8313223523604044
2782,-0.8282518909102714
2783,-0.8541757789505453
2784,-0.9018246723889944
2785,-0.9508939518111857
2786,-0.9884321918875884
2787,-1.0096880402338613
2788,-1.0196624550616051
2789,-1.0275568388001262
2790,-1.0386876037660613
2791,-1.055108958771963
2792,-1.0735284158231013
2793,-1.0899366454367339
2794,-1.0999739233337
2795,-1.1001935677965782
2796,-1.0900010506011033
2797,-1.0713760882641181
2798,-1.049904044276119
2799,-1.0306736614496668
2800,-1.0176593911314347
2801,-1.0130580786567613
2802,-1.0144890917382643
2803,-1.0201570534026134
2804,-1.0281729770387582
2805,-1.0343681392705364
2806,-1.0365166457996295
2807,-1.0318364590555802
2808,-1.019302878717355
2809,-0.9987344377561854
2810,-0.9722822446918892
2811,-0.9447224969531568
2812,-0.9175647816095978
2813,-0.8829811878443646
2814,-0.8426469042593598
2815,-0.8031971488618304
2816,-0.7742209948995317
2817,-0.7652347442473532
2818,-0.7735587140414648
2819,-0.7919750480554532
2820,-0.8126851859310996
2821,-0.8306302321200792
2822,-0.8456375104639043
2823,-0.8603186769749666
2824,-0.8781858370702871
2825,-0.9003079258173203
2826,-0.9262599933415678
2827,-0.9533703190894466
2828,-0.9769387987588765
2829,-0.999141568678068
2830,-1.0142358960617428
2831,-1.019196370923896
2832,-1.0135788737068225
2833,-0.9982724594996313
2834,-0.9798418192301519
2835,-0.9622900049533178
2836,-0.9482878258951981
2837,-0.9374430060655646
2838,-0.9271493939988918
2839,-0.9149698924497216
2840,-0.9018827292429986
2841,-0.8917979666389199
2842,-0.8891350534887673
2843,-0.8944539574576444
2844,-0.9033442407261163
2845,-0.9101392683572833
2846,-0.9102516508266127
2847,-0.9026031827545925
2848,-0.8881262757870039
2849,-0.86806018709647
2850,-0.8399626615911912
2851,-0.8048851129079031
2852,-0.765380162954029
2853,-0.7252885569735767
2854,-0.6889868882524783
2855,-0.6566816529120592
2856,-0.6286379799787978
2857,-0.6035029157751255
2858,-0.5807315686016583
2859,-0.5612150167257123
2860,-0.5449238862544206
2861,-0.5326731184256774
2862,-0.5241514788604889
2863,-0.5175848607051061
2864,-0.5180389680244908
2865,-0.5249986663709695
2866,-0.5354761279428549
2867,-0.5444663136750756
2868,-0.5454473072181967
2869,-0.5384638341106541
2870,-0.5269985735289321
2871,-0.5149176236537478
2872,-0.5055009166529507
2873,-0.49817381269548006
2874,-0.4929520685110561
2875,-0.48999328699221767
2876,-0.4895908544788762
2877,-0.49268362139918
2878,-0.4979468452120154
2879,-0.5030765232992511
2880,-0.505964887004424
2881,-0.5055085559525283
2882,-0.5019084535250711
2883,-0.4949121636863925
2884,-0.48498548919190754
2885,-0.47358939274134365
2886,-0.46311094874019326
2887,-0.4553239762707933
2888,-0.45093865458401156
2889,-0.45120932664017843
2890,-0.4556227379641754
2891,-0.4622877169057261
2892,-0.4696503916112226
2893,-0.47565292083274713
2894,-0.4803978499624388
2895,-0.4849162589906477
2896,-0.49079446670467386
2897,-0.5003255663658353
2898,-0.5137406392419684
2899,-0.5297300851601324
2900,-0.5458150671016149
2901,-0.5595323647937787
2902,-0.5684741557272591
2903,-0.5697225261079899
2904,-0.5631473690050641
2905,-0.5512653275738513
2906,-0.5384063502889829
2907,-0.5298105940367093
2908,-0.5281195594319584
2909,-0.5312271826977476
2910,-0.5348956711215449
2911,-0.5342446136155254
2912,-0.526772537102065
2913,-0.513781663343033
2914,-0.4974639328400398
2915,-0.4810255264754497
2916,-0.4665501541705505
2917,-0.4544782211087807
2918,-0.44484289205208344
2919,-0.4363212279720442
2920,-0.42856725902934245
2921,-0.42300170744825427
2922,-0.42115801977992834
2923,-0.425844736605783
2924,-0.43912222330785067
2925,-0.4616843709382092
2926,-0.4920130838595469
2927,-0.525066070216067
2928,-0.5551044229888472
2929,-0.5787896036464968
2930,-0.5964051644187964
2931,-0.6107311124664377
2932,-0.6242536839874864
2933,-0.6360034798602097
2934,-0.640228331759476
2935,-0.6356115087531544
2936,-0.6236166374245002
2937,-0.60891829835575
2938,-0.5966290740577467
2939,-0.6107309619890072
2940,-0.6751555004251308
2941,-0.8029648025621527
2942,-0.9880982758892245
2943,-1.2011175862442758
2944,-1.372845423356266
2945,-1.4453384333468418
2946,-1.3971641667617125
2947,-1.252794378567204
2948,-1.0748284336573195
2949,-0.9200813550819766
2950,-0.81894697095049
2951,-0.772952539870402
2952,-0.7657472376954961
2953,-0.7788188999742406
2954,-0.7978035734894082
2955,-0.8159727220215395
2956,-0.8305749759990805
2957,-0.842766955126067
2958,-0.8541435057426792
2959,-0.8653664301610643
2960,-0.8769118069225363
2961,-0.8878954293384522
2962,-0.8969660743994463
2963,-0.902819372338115
2964,-0.9046565889734502
2965,-0.9032548502381108
2966,-0.9004392542490262
2967,-0.8981664953812176
2968,-0.8977175414728418
2969,-0.8985840053824792
2970,-0.898566486486746
2971,-0.8951823577793491
2972,-0.8865384859792769
2973,-0.871640641305433
2974,-0.8497111215901004
2975,-0.8221532560378876
2976,-0.7923750241268601
2977,-0.764547909510394
2978,-0.7426027454251294
2979,-0.7273739010097228
2980,-0.716806618966415
2981,-0.7066138736328099
2982,-0.6930845241562265
2983,-0.6740955191954907
2984,-0.6448242554757494
2985,-0.6008067592906551
2986,-0.5417214843121967
2987,-0.473009463533468
2988,-0.4039671500986257
2989,-0.3435734249333747
2990,-0.29683243141893023
2991,-0.2635506649932514
2992,-0.23973842182174337
2993,-0.22066667159204148
2994,-0.2020989379587649
2995,-0.18183499034505043
2996,-0.15835134858321293
2997,-0.13251564295212606
2998,-0.10722202108044346
2999,-0.08481347712783019
3000,-0.0680900801369755
3001,-0.058957161341169295
3002,-0.054606453122062734
3003,-0.0501990433989785
3004,-0.04315781110615807
3005,-0.024549984336687543
3006,0.015261258803057879
3007,0.07825776080849339
3008,0.1594656639256856
3009,0.24392319961326817
3010,0.3175399137314981
3011,0.3739020711160913
3012,0.41504624317983707
3013,0.44709764407938624
3014,0.4763015692205467
3015,0.5053329789342815
3016,0.5329898260675895
3017,0.5571537473918531
3018,0.5760551757879424
3019,0.5908948554427447
3020,0.6035110402824371
3021,0.6170001530107699
3022,0.6333052522349225
3023,0.6522465417616166
3024,0.6735365522452048
3025,0.6962161469940071
3026,0.7221729321606902
3027,0.752009906407939
3028,0.7679552616053162
3029,0.7336428899128322
3030,0.6389121344026291
3031,0.484739103829903
3032,0.3138838671249101
3033,0.19601399574900472
3034,0.17549507150874824
3035,0.2645903430267941
3036,0.43106721286178856
3037,0.6191041577576823
3038,0.7851358492556628
3039,0.9080993781839382
3040,0.9897727357671539
3041,1.04248192621074
3042,1.0789103249530825
3043,1.1086697467982383
3044,1.1377854752647065
3045,1.1672587860461967
3046,1.193755361265977
3047,1.210454402658638
3048,1.2132219510231441
3049,1.203279139343763
3050,1.1873958793287998
3051,1.1751262667914888
3052,1.1710449686011377
3053,1.1743040305197758
3054,1.182552265044027
3055,1.1926289691146112
3056,1.2022732904298816
3057,1.2119393394162326
3058,1.222904325618501
3059,1.236065467633185
3060,1.2538589465288557
3061,1.276662965696951
3062,1.3061446951021485
3063,1.342507049024637
3064,1.383615208487088
3065,1.427869344920539
3066,1.4711424470600236
3067,1.510133148088277
3068,1.5400126428365657
3069,1.5574497046998867
3070,1.5621844084960668
3071,1.556926175092246
3072,1.5100510975066814
3073,1.4250156206057636
3074,1.3273639613802521
3075,1.2532751406294635
3076,1.238370143007606
3077,1.2737893604171546
3078,1.3298268127808603
3079,1.3753662441095538
3080,1.393002531837649
3081,1.3866360381043479
3082,1.3685100851729028
3083,1.3478909661615837
3084,1.328894571548218
3085,1.312513953837504
3086,1.2980239052646556
3087,1.2859532626043984
3088,1.2752937216961988
3089,1.2649239935247736
3090,1.1956173678047708
3091,1.0095887231909364
3092,0.7391956365988945
3093,0.47249763945618417
3094,0.31926285587950204
3095,0.32805111956422456
3096,0.45560852386294337
3097,0.6240686566836825
3098,0.7645737879480163
3099,0.8496935534018224
3100,0.8864889631171561
3101,0.8929184747066881
3102,0.8835813506277044
3103,0.8648109340641295
3104,0.8401848793183768
3105,0.8154677187898438
3106,0.7956800219770073
3107,0.7838052017128705
3108,0.7813678725289103
3109,0.7876827288285257
3110,0.8014438583322061
3111,0.823026187603902
3112,0.853242131534599
3113,0.889322894214591
3114,0.9264191730964765
3115,0.9579100365838837
3116,0.9710855198936595
3117,0.9663301679342655
3118,0.9527490853999317
3119,0.9427508355187628
3120,0.9483455376105177
3121,0.9690343192120038
3122,0.9975192768877108
3123,1.026570222198738
3124,1.0542548371668055
3125,1.085400962840061
3126,1.1217961164445778
3127,1.1624189536564449
3128,1.2032114576718402
3129,1.2369839813818957
3130,1.262620508826196
3131,1.281871383343122
3132,1.2957194180606606
3133,1.3077552380141
3134,1.319924133109599
3135,1.3336998161209217
3136,1.3468639186521503
3137,1.3531623616134159
3138,1.346531013928033
3139,1.3249496185435274
3140,1.2899113073440376
3141,1.2470606403471887
3142,1.2033713205816678
3143,1.1637577759148596
3144,1.1335450869235448
3145,1.1151562987329269
3146,1.1077907452230886
3147,1.1082281717441886
3148,1.1101870005320649
3149,1.1098384936914383
3150,1.1052349347043997
3151,1.0966304682499923
3152,1.0857446285217769
3153,1.073867626166768
3154,1.0636810495315934
3155,1.058475417464893
3156,1.061145540161013
3157,1.0767784117806005
3158,1.1069159806652877
3159,1.1482886302704167
3160,1.1945397589440188
3161,1.2358852237208755
3162,1.270804750776931
3163,1.2987996814445417
3164,1.3262882641176428
3165,1.3642285767715596
3166,1.4152116552269105
3167,1.475657012645343
3168,1.5377761192100314
3169,1.5914476057031786
3170,1.6307718032392322
3171,1.6585663227691376
3172,1.6791490164584917
3173,1.7011089844551044
3174,1.7310283717929393
3175,1.7680167072607573
3176,1.8083380782616498
3177,1.844536420850305
3178,1.8728446384957507
3179,1.8948157241783163
3180,1.910062205281615
3181,1.9186307819525457
3182,1.9150301953018178
3183,1.8905577245257732
3184,1.8428423908605782
3185,1.7753300282668767
3186,1.6926225371766264
3187,1.6031502386297904
3188,1.5152809221501058
3189,1.4370651535489993
3190,1.375938499378556
3191,1.3364159277539625
3192,1.317132852013429
3193,1.3160973684375086
3194,1.3247683642990287
3195,1.3341293572883959
3196,1.3387905883186306
3197,1.3361136386556416
3198,1.3153311216495132
3199,1.2705172132124873
3200,1.2081765493713965
3201,1.1462803677594358
3202,1.113586262668043
3203,1.1197881115018302
3204,1.1514707356556724
3205,1.1804473593171714
3206,1.1775971070590827
3207,1.1333812796573268
3208,1.0563208401688742
3209,0.9661552661433852
3210,0.8821046396679388
3211,0.8136280939796287
3212,0.7595155588777581
3213,0.7143822557721279
3214,0.6731432098622887
3215,0.633879326196037
3216,0.5962049930833795
3217,0.5580128127263301
3218,0.5174260028756577
3219,0.47597796861757835
3220,0.4409796707603456
3221,0.4183962169505799
3222,0.40810148369689553
3223,0.40153201439771297
3224,0.3886460885059661
3225,0.3610787378235181
3226,0.3160667350471478
3227,0.25581171649085743
3228,0.18644030349073026
3229,0.11681846814598133
3230,0.05705601907853251
3231,0.013758135376635042
3232,-0.010986369597441951
3233,-0.018495788128002268
3234,-0.012317395332405506
3235,0.0019045431879410018
3236,0.017805961317965684
3237,0.03166052234632126
3238,0.04313079649046563
3239,0.05338630114903753
3240,0.06320961905376125
3241,0.07057723504035908
3242,0.07006390438121121
3243,0.06221047858840771
3244,0.04885684831129332
3245,0.03260585019809528
3246,0.015179830761878624
3247,-0.004389121157196013
3248,-0.02605172737454519
3249,-0.046495634358753715
3250,-0.06502522971644112
3251,-0.07835920107823675
3252,-0.08573497661760816
3253,-0.08784406646882162
3254,-0.08671313439805133
3255,-0.08623054256191495
3256,-0.0889400871108124
3257,-0.09666680755567789
3258,-0.10781289605445532
3259,-0.11930019934938736
3260,-0.1276900442644016
3261,-0.12956151081054082
3262,-0.1242614514276819
3263,-0.11447203158329597
3264,-0.10984374175577583
3265,-0.11653680265309348
3266,-0.13580108341154826
3267,-0.1630054095203956
3268,-0.1924386631067431
3269,-0.22059873559186594
3270,-0.24385631027139842
3271,-0.2601635916052468
3272,-0.2668556837829403
3273,-0.26283094125360834
3274,-0.2509078676266939
3275,-0.2359084392137522
3276,-0.22332985223313423
3277,-0.21527246936362526
3278,-0.20986677521121783
3279,-0.20330455095648894
3280,-0.14954885488107814
3281,-0.0076463094587276735
3282,0.23356558733459054
3283,0.5577044472000194
3284,0.893095337831291
3285,1.1747772768856009
3286,1.3345470220556457
3287,1.3341672165750071
3288,1.1879087378268374
3289,0.9455416372957653
3290,0.6860039087605447
3291,0.476537209546713
3292,0.3487287902249879
3293,0.2979529512322247
3294,0.2970420335233509
3295,0.31881882071442574
3296,0.34697553072809695
3297,0.37664579464878406
3298,0.40823525755788176
3299,0.44419267892651426
3300,0.4880467694614752
3301,0.5457370243820827
3302,0.6219512711137287
3303,0.7146446718080839
3304,0.8180358266405966
3305,0.9275593197300939
3306,1.0427889442055371
3307,1.1741995948767356
3308,1.326040540895487
3309,1.5012602342011647
3310,1.7037959714763147
3311,1.9483627609320706
3312,2.224898785024814
3313,2.496719486689991
3314,2.7214840859254963
3315,2.8551375250773625
3316,2.9016094177876224
3317,2.8738028289442643
3318,2.7828696367815335
3319,2.644426129531146
3320,2.488728929856749
3321,2.3654345442791707
3322,2.3143575072654365
3323,2.3441695697914797
3324,2.429669798529339
3325,2.546026088747414
3326,2.674725577619856
3327,2.811560197326681
3328,2.955239779596242
3329,3.095010533978506
3330,3.220398749588237
3331,3.305847815809993
3332,3.3391507074535034
3333,3.321902628245333
3334,3.2708242447005347
3335,3.2144834829954574
3336,3.1658482135964894
3337,3.1282980136980947
3338,3.1051908145406046
3339,3.100435777269854
3340,3.1186090717810706
3341,3.15757528948365
3342,3.2092920737909503
3343,3.2600462206571867
3344,3.298928857237083
3345,3.3209595168913992
3346,3.3222871101267684
3347,3.3076674081777524
3348,3.2838196656577323
3349,3.256501734781081
3350,3.2311929523660465
3351,3.1966997246459465
3352,3.1423805401266898
3353,3.0629400762400047
3354,2.9673537018935354
3355,2.873054720379293
3356,2.790135933138436
3357,2.719853974229894
3358,2.659065933769468
3359,2.6072398144841578
3360,2.565108131348686
3361,2.5264893232263796
3362,2.4840784380825136
3363,2.4324710238962433
3364,2.3730968001377812
3365,2.3136511824979427
3366,2.2601504529213137
3367,2.213012413307599
3368,2.168470745487764
3369,2.1221924226324225
3370,2.075417041611394
3371,2.027967817521014
3372,1.9777809656093286
3373,1.9188624663222118
3374,1.8412988362734979
3375,1.738535634615996
3376,1.6109391794459065
3377,1.4700608026612225
3378,1.338262556547985
3379,1.239302200125015
3380,1.1827151437617558
3381,1.1606760593080474
3382,1.1536187106579927
3383,1.1426163308045203
3384,1.1216889884024306
3385,1.0944948182743508
3386,1.0683774255706844
3387,1.0478393864527267
3388,1.0337599094241121
3389,1.0761131858010349
3390,1.2268716224468423
3391,1.4559176081107688
3392,1.681468628318076
3393,1.7875361802733383
3394,1.7121792354202505
3395,1.4890355862730482
3396,1.1996890593340965
3397,0.9335451092882708
3398,0.7395959377656652
3399,0.6250160721952711
3400,0.5708389412786572
3401,0.5517730520463392
3402,0.5492289789352693
3403,0.5503136401267691
3404,0.5493047482912232
3405,0.5432059695033393
3406,0.5320444348530391
3407,0.5192055490359787
3408,0.5084229543509892
3409,0.5043027899243686
3410,0.507333041332347
3411,0.5125322023084351
3412,0.5164111591583365
3413,0.5174956606378732
3414,0.520237503605826
3415,0.5312274661043566
3416,0.5501637292024812
3417,0.5768142822728054
3418,0.6064806566770043
3419,0.634660575010935
3420,0.6571463510807767
3421,0.6679900210944432
3422,0.660623473326367
3423,0.6303072523103987
3424,0.5759498636084682
3425,0.5032823349344688
3426,0.42269219193608026
3427,0.34628529064077995
3428,0.28295993474419856
3429,0.2362372105529845
3430,0.20634274337907038
3431,0.18985959120756962
3432,0.17978334427607331
3433,0.16875504867715957
3434,0.14742193365226947
3435,0.11207389786317327
3436,0.06639835443648798
3437,0.016556084178828704
3438,-0.0286655020227363
3439,-0.06345261481920601
3440,-0.09232273423562273
3441,-0.12354175540591883
3442,-0.16210173576900216
3443,-0.20864622865295054
3444,-0.2562496161001112
3445,-0.29650908685291527
3446,-0.3243743843325083
3447,-0.3389887094445632
3448,-0.34517305434657997
3449,-0.3491753184238048
3450,-0.3558782558482999
3451,-0.3654778938699706
3452,-0.3754156285023849
3453,-0.3835742035068962
3454,-0.3896127441718919
3455,-0.39452375399211465
3456,-0.3983557805810225
3457,-0.3999160205045203
3458,-0.4003804620125351
3459,-0.32308102442295905
3460,-0.08988745718764411
3461,0.31480149906019783
3462,0.839521891556182
3463,1.362902265881953
3464,1.7861754532105572
3465,1.989943896771646
3466,1.9049049393234239
3467,1.5447435436228867
3468,0.9946657371184617
3469,0.4048577821440259
3470,-0.1001027680657864
3471,-0.46099524177505824
3472,-0.6821251919165503
3473,-0.8084209569459138
3474,-0.8867585224847637
3475,-0.9477738714773863
3476,-1.0024173560102994
3477,-1.047763255872386
3478,-1.0781549573881595
3479,-1.0949956747845366
3480,-1.1083830296398944
3481,-1.1291826557696616
3482,-1.1647417128358293
3483,-1.2067756121999609
3484,-1.2393126362509181
3485,-1.253031678884357
3486,-1.2516386951176428
3487,-1.2507318654316837
3488,-1.2644230893847999
3489,-1.2928147914980272
3490,-1.3263052564602842
3491,-1.352605176360997
3492,-1.3628871019305386
3493,-1.3568006979029095
3494,-1.3373065137561517
3495,-1.3080742272028032
3496,-1.2738759836707279
3497,-1.239863567704616
3498,-1.2111665177220945
3499,-1.1907791502062122
3500,-1.1757530906623117
3501,-1.1606567222399984
3502,-1.1417170363367213
3503,-1.1187322692221546
3504,-1.0936130548294212
3505,-1.0705690625606774
3506,-1.051489424884442
3507,-1.0356215820331327
3508,-1.0220131553450766
3509,-1.007521421714451
3510,-0.989463237017923
3511,-0.9663350512802034
3512,-0.9393093779084364
3513,-0.9113987646838619
3514,-0.8858411464082601
3515,-0.8651050539043655
3516,-0.8484350297874327
3517,-0.8336949859845241
3518,-0.8192467952466537
3519,-0.8032592203292268
3520,-0.7849632196408314
3521,-0.7638945553595562
3522,-0.7401452248341627
3523,-0.7137388651123235
3524,-0.6841437567639531
3525,-0.6581217718244721
3526,-0.6451216231734699
3527,-0.6560015880467869
3528,-0.6962634880341463
3529,-0.7615709478252761
3530,-0.8429507786153303
3531,-0.9278807510783083
3532,-1.0038861604440388
3533,-1.0642546816165124
3534,-1.1057250388718807
3535,-1.1298062471502779
3536,-1.1410753335889632
3537,-1.1434252383225585
3538,-1.1414915537998982
3539,-1.1383884935502269
3540,-1.1321999287310034
3541,-1.1211782588008508
3542,-1.1032602001259482
3543,-1.07963073272679
3544,-1.0588595949768984
3545,-1.0486350664691801
3546,-1.0528426942350215
