Symbol,Balabce,Period
WTID,1.2823877173906586,8
9828,1.2823529411764707,184
7679,1.282289628180039,74
ROBO,1.282212637025006,88
FAS,1.2821951768998965,12
MU,1.2821145626573915,29
KTTA,1.2820513290766447,2
AXTA,1.281990500620265,238
SWKS,1.2819452013692065,9
SLND,1.2819444148260861,25
PRO,1.2818723051978926,13
7455,1.281853281853282,20
AIRI,1.2818181236913395,5
HITI,1.281690216518496,4
SHIP,1.2815533558085663,19
TAP.A,1.2815198928824858,4
VSTO,1.2814370443635565,14
EGP,1.2813616021288599,18
QULL,1.28127975845425,110
4927,1.28125,203
7721,1.281195079086116,6
BVN,1.2810903113348662,39
NUVB,1.2810810027112058,10
AOTG,1.2810458005215601,132
ALKS,1.2809391047240692,109
1949,1.280889268918341,357
5911,1.2808870116156283,35
MXE,1.2807881484119268,145
CYA,1.2806966024612714,2
5602,1.280580075662043,264
9045,1.2804878048780488,47
POWI,1.2804563397270292,21
9820,1.2804328223624888,3
GMRE,1.2804097404949595,11
9404,1.2804054054054055,39
FCBC,1.2803698155636436,9
DAR,1.2803565157352736,6
7480,1.2803430079155673,71
7638,1.2803149606299213,93
TKLF,1.2803030227771917,31
OFS,1.2802419064103256,24
TRMR,1.2802197293556148,10
2730,1.280184331797235,259
7970,1.280107047279215,388
6366,1.280104712041885,5
IVZ,1.280086760867647,15
CETY,1.2800000508626301,2
SGHC,1.2799999713897705,2
ALE,1.2799973650270466,18
4593,1.27997799779978,18
4885,1.2799511002444988,20
4307,1.2798029556650246,36
9244,1.2797074954296161,2
7090,1.2796934865900382,64
RCKY,1.2796754575458156,7
1739,1.2796005706134095,12
UCYB,1.2795340706087108,13
3417,1.2794520547945205,198
4398,1.2793522493925398,15
4931,1.279295154185022,24
BOKF,1.2792208072962596,9
4187,1.2792109256449165,13
NKE,1.2791712855377142,38
8209,1.2791666666666666,66
FIVN,1.2791318997459373,10
KNTK,1.2791077984340473,2
9202,1.2790697674418605,202
TGH,1.2789439695115423,122
3600,1.2789336801040312,7
SEAS,1.2788732474363815,29
CNM,1.2788719561183457,60
4763,1.2788398232978497,59
4507,1.278819765047881,69
8309,1.2787179487179487,230
4021,1.2786885701512376,8
FORD,1.2786884477016156,11
4732,1.2786096256684492,101
8946,1.2784810126582278,271
6637,1.2784552845528456,25
AGO,1.278419382930621,9
BGCP,1.27839643684878,4
INVA,1.2783835862803032,3
BLKB,1.2783268708124422,28
COPX,1.2782405970604969,36
YELP,1.2782330409049163,4
VEL,1.2782122708584294,3
PFGC,1.2782113197460592,19
WHLR,1.2781954833304636,10
FND,1.2781386052120574,58
MBUU,1.2781381598691506,12
SBUX,1.2780814138639909,95
7701,1.2780071468848633,20
VRSK,1.2779818485098855,108
EZU,1.2779235498643997,43
DINT,1.277885196798163,26
MITQ,1.2777777501830359,2
ZUMZ,1.2777222446958656,2
IAC,1.2776882636091937,5
SABR,1.277685913284998,4
RFIL,1.2776243497824595,3
9265,1.2775841221618525,4
5975,1.2775368603642672,192
AL,1.2774251926749511,4
MDGS,1.2773722212779584,4
ARKO,1.2773109772837752,3
4848,1.2772626369327917,14
2440,1.2771739130434783,6
6535,1.277145024856939,14
PFEL,1.277002005183445,28
6349,1.2769640479360853,169
CWEN.A,1.276915290872678,59
AG,1.2768791421540917,18
LYV,1.2768246903932077,15
NXT,1.276733415442388,59
LOGI,1.2766894037064784,12
BLDP,1.2766798638733559,14
MINDP,1.2764159322783206,15
7041,1.2763713080168777,42
7717,1.276238455079765,6
6976,1.2761579834957026,9
7846,1.2761194029850746,181
WLK,1.2760106700545226,47
9843,1.2759896411394747,123
3156,1.2758441558441558,319
NFG,1.2758436590939966,111
ARKW,1.2757995446187023,20
GVA,1.275723208857473,17
9262,1.2756467439785906,28
9433,1.2755426917510855,31
REGN,1.2755258875657525,32
BRSH,1.2755101792567083,2
BGS,1.2755020367649497,3
VJET,1.275434143644879,22
1762,1.2754303599374022,52
4298,1.2754018921880352,36
2196,1.275395033860045,11
ZBH,1.275337795650649,152
ONEW,1.2753374532687884,16
BERY,1.275248502451065,4
4746,1.2752100840336134,93
MATV,1.2752030647346644,9
ERII,1.2751396635642949,381
NRG,1.2751371712516286,30
4369,1.2751295336787565,14
EPV,1.2750836079731958,156
MNSB,1.2750551720601127,10
4583,1.275,92
8551,1.2749840865690643,63
EDEN,1.2749312787168963,32
RILYP,1.2747541333808274,7
6462,1.2747252747252746,55
MODG,1.274571025082379,4
HLF,1.2744834028538767,9
EXR,1.2744376718532315,34
4645,1.274415825959869,73
7313,1.2743983957219251,182
BIRD,1.2743588893998246,3
EMQQ,1.274349415071472,28
KELYA,1.2743362483320546,8
NVDS,1.2743000034907996,29
9984,1.2742802303262957,10
KITT,1.2742718800555446,2
8418,1.2742681047765794,181
VOR,1.2741573751281299,42
KLTR,1.2741116517820457,7
BOTJ,1.2741096115447592,12
SSBK,1.2740879719539449,158
IIIV,1.274045429189845,52
TR,1.2740079727066853,12
5757,1.2738853503184713,68
FNWB,1.273713955609588,33
RVP,1.273684266663655,2
9757,1.2736596736596737,94
FDP,1.273533110854955,7
CMCT,1.2735167125272326,9
FIP,1.2734693162593196,8
6373,1.2734646581691773,5
5019,1.273442458828136,8
SNAL,1.2734375247382563,34
7291,1.2733686163285194,13
NBHC,1.2733626007406418,7
RADI,1.2733504335499843,99
6235,1.2733333333333334,7
3441,1.2733333333333334,3
NSP,1.2733096537394029,45
7363,1.2732702837232455,15
7266,1.2732342007434945,2
CTO,1.2731680370828276,67
6062,1.273109243697479,15
IXP,1.2729795121053673,80
6544,1.2729693741677763,40
IMXI,1.2729384988589691,98
BCH,1.2728517126426817,347
WRND,1.2728233164577303,65
SJW,1.2727710386424669,30
8025,1.2727272727272727,53
JAN,1.2727272333192425,15
SDOW,1.2726984175424727,2
RLI,1.2726696325958173,244
CARZ,1.2726656454466978,112
PBA,1.2726561552396989,29
7806,1.2725610149961095,2
TDOC,1.2724890775137336,11
1775,1.2723214285714286,190
3556,1.2723214285714286,14
CHN,1.2722558906906218,37
EWQ,1.272193466682145,38
4975,1.2717133965787912,71
3264,1.2716763005780347,2
JG,1.2716048992074422,13
GEF.B,1.2715873112754217,317
CRON,1.2715654548097024,3
9068,1.2715447154471544,57
UTI,1.27147764211406,9
5105,1.271437994722955,19
7003,1.2713864306784661,25
PLUS,1.271298392561358,6
DVA,1.2712592991627736,96
SLM,1.2711954300304118,32
SEIC,1.2710855573274322,11
6861,1.2710832587287377,63
WES,1.2710194163850594,100
DIS,1.2709669289387737,7
MASI,1.2709567851279255,32
GLP,1.2708180712642811,70
BPYPO,1.2707929589691316,8
AEIS,1.270747853858442,12
8077,1.2706422018348624,2
OMEX,1.270627043229538,21
CCSI,1.2705775727544222,15
HSAI,1.2704019801113022,5
5464,1.270321361058601,119
9603,1.2702349869451697,2
HXL,1.2701915672318809,250
ETWO,1.2701688701374687,9
9763,1.2700057570523893,57
9759,1.2700044702726867,396
6762,1.27,370
NLS,1.269841329911459,4
9364,1.2698229407236337,223
SILC,1.269809720165242,4
4587,1.2698005698005699,271
DOOR,1.26974532797712,115
XHB,1.2696331031362285,107
EFX,1.2696060775514892,6
4768,1.2696035242290749,53
BLMN,1.2694825003310346,10
PYCR,1.2694703304793418,2
ST,1.2694640003323403,12
HASI,1.2694512654851988,11
LYG,1.2694300742793314,33
1939,1.2694117647058825,366
BBDO,1.2693904506130436,43
NVEE,1.2693831927210881,13
ESCA,1.2691924108820802,37
TBNK,1.269048804369081,24
JOE,1.2689280938334822,12
BRDG,1.2687862272223425,35
UCC,1.26873779296875,70
POOL,1.2687195005804635,6
PAHC,1.2687155960475947,13
FINV,1.268678143004285,32
7377,1.2686695278969957,120
6758,1.2686635944700462,100
ESGY,1.2685970916626008,124
FRSH,1.2685483892055753,3
CODX,1.2685421813982414,5
BYOB,1.2685330202955127,8
EVO,1.2684729477709449,11
6502,1.2684326710816778,14
ITIC,1.268363962891082,4
3762,1.268342391304348,29
MDXH,1.268292770051834,11
8893,1.2682926829268293,132
7871,1.268284900415363,48
FNA,1.2682574846195018,4
STRT,1.2682403521309504,17
GGB,1.268115737977092,28
XWEB,1.2680919612640797,8
CVLY,1.2677665973112149,14
3254,1.267706302794022,72
MTA,1.2675000429153442,24
RIO,1.2674965363033206,21
KR,1.267482572388203,14
1803,1.2674715735695579,46
2337,1.2674418604651163,3
PP,1.2674093814629805,8
JCI,1.2673767294558207,27
BSBR,1.2672581533325806,17
QID,1.2671232780349606,47
NOVT,1.2671193702787935,18
ADTN,1.2670872661116301,18
RDIB,1.2670833269755046,3
7826,1.2670731707317073,56
COMT,1.2670173623020564,28
6926,1.2669322709163346,15
EHC,1.2668358794805845,49
ATEX,1.2668075927154927,26
YGF,1.2666666843273027,4
8338,1.2666666666666666,24
OGCP,1.2666666507720947,330
TTSH,1.2666666242811415,15
CARE,1.2664952558993376,26
1954,1.2664816099930605,57
NXRT,1.266370274061172,34
5711,1.2663414634146342,206
3028,1.2663371567213415,15
6101,1.2662721942807438,6
SPNS,1.2661844052276392,40
BCOV,1.2661596117131508,16
CMP,1.2660854700972335,14
SBT,1.266037697484801,48
3113,1.2659574468085106,13
MCY,1.2659538134768296,6
MED,1.2659229089092017,13
6523,1.2658326817826426,10
6412,1.2658031088082902,156
TBI,1.2657836891457883,2
1979,1.2657232704402517,190
MGK,1.2656852878215978,84
QCLN,1.2656543068606207,13
RMCF,1.2655737558829785,5
FREE,1.2654866845860384,2
4633,1.2653884964682138,242
2153,1.2653876898481216,143
ARKK,1.2653712007972098,9
CGAU,1.2653464604237448,73
BGSF,1.2653061075540248,30
PTC,1.2652465500152872,230
LBTYB,1.2652199866221165,8
CODI,1.2651605869644398,6
SPG,1.2651442608987917,13
1780,1.2651113467656416,282
PARAP,1.2650836416579438,11
LRNZ,1.2650696576567042,10
AUST,1.2650602089509086,3
AX,1.2650356082142755,12
CVLT,1.2650053073030565,30
LRGE,1.2649834652950318,83
IRM,1.2648524971186585,370
2341,1.2647058452066917,3
WIX,1.2646726683421865,5
3988,1.2646048109965635,101
SYBT,1.2645803809392933,85
BNKU,1.2643918299015606,19
3634,1.264367816091954,21
POST,1.2643451278630802,139
AMS,1.2643171408255585,179
3547,1.2641509295045525,14
INFY,1.2641368684376193,32
7952,1.2640776699029126,66
CLM,1.2640726793130153,58
3395,1.2640264026402641,129
AME,1.2639350643015734,183
AGCO,1.263868408347916,67
WFG,1.2637710914873763,73
PDBC,1.26375079536058,43
6165,1.2636579572446556,134
8085,1.263641585295807,188
ASTI,1.2636102680118575,2
7532,1.2635235732009926,39
VRE,1.2635023930435156,11
EZJ,1.2634855055024568,121
7250,1.2634099616858236,220
2903,1.2633279483037156,64
HYDR,1.263325675553318,10
SKWD,1.2633196346880264,31
XRX,1.2632653017532622,7
SSIC,1.263218392190569,2
CHD,1.2632183700880764,62
ABR,1.2632058710208416,17
3521,1.263157894736842,3
8107,1.263157894736842,34
2385,1.2629757785467128,9
OFLX,1.262963286639865,20
COF,1.262913441204025,14
2722,1.2629107981220657,21
NVS,1.262829949886883,15
GRC,1.2627723033008496,6
XYL,1.2627692600556186,5
NLY,1.2627399559090025,21
HLIO,1.26272509177528,70
6494,1.2627118644067796,2
8151,1.2627037392138063,28
3967,1.2626903553299493,10
6095,1.2625954198473281,7
ADSK,1.2624761608153536,7
KMPR,1.2621790894432035,20
PFIE,1.262135911093478,67
3543,1.2621313035204567,247
LBRDA,1.262115757203133,7
7501,1.2620690349941135,13
FEUZ,1.262042389446053,37
PST,1.261976940860278,160
MBLY,1.261925450515304,9
4017,1.2618181818181817,12
4519,1.2616711269699672,12
FSP,1.2615730780223016,92
ROCK,1.2615584831100903,252
NECB,1.261511743616555,83
PKB,1.261478066427058,94
MZZ,1.261382764430984,4
FG,1.2613637270966822,9
DYNT,1.2612612179159486,3
FCN,1.2612159519658557,404
UEIC,1.2611644314532455,10
6086,1.26106696014947,39
5983,1.261061946902655,28
7590,1.2610294264658524,20
EDIV,1.260776804556927,65
TPG,1.2607738728510816,9
BBC,1.260762033473451,33
DOOO,1.2607619758527056,33
7228,1.260727411532176,2
7958,1.2606679035250463,139
MMYT,1.260650643756026,39
SGC,1.2606383896133093,11
WSFS,1.2605739717028608,7
6556,1.260465109684289,8
4119,1.2604456824512535,97
4735,1.2604422604422605,8
LRN,1.2604231204366654,2
9831,1.2604166666666667,33
7084,1.2603938730853392,15
SCVL,1.2603919352226354,8
HOUS,1.260383319170407,6
ACIU,1.26031743124349,21
HBNC,1.2602272627521154,13
SNAP,1.2602101021377439,14
7942,1.2602076124567474,154
MC,1.2602055868738813,9
BFC,1.2601983448103853,5
EWZS,1.2601351253389008,24
SUPN,1.2600145530844453,20
GAU,1.2599999904632568,16
SEDG,1.2599972715068173,14
PVBC,1.2599179357373536,16
SKE,1.2598870300022171,3
OPCH,1.2598021221961138,9
3177,1.2597831211692598,64
BIG,1.259668532303084,2
VACC,1.2595745354337706,9
8705,1.2595419847328244,34
6471,1.259482171542387,52
6727,1.2594670406732118,25
EQIX,1.2592274104785224,11
HRZN,1.2591857685649237,9
PRSRU,1.2591656422604807,368
WOR,1.2590978417571028,211
2573,1.2590799031476998,31
FEDL,1.2590615483270262,11
MX,1.2590497649689107,9
AOS,1.2589705457396718,139
VRTS,1.2589024793694303,6
ICFI,1.2588760009033302,398
THRD,1.2588509059961597,4
OPI,1.2588055134641503,10
MPLX,1.2587966358081002,347
7134,1.2586872586872586,108
ICUI,1.2586549060733043,11
4551,1.2586325966850829,84
7114,1.2585470085470085,7
BCIM,1.258533106837568,30
6492,1.258447488584475,14
6859,1.2584450402144771,128
CSAN,1.258433576336854,2
6233,1.2584269662921348,75
MSA,1.2583871813950862,275
EPSN,1.25822777979612,26
INDT,1.25818540346367,18
1921,1.2581453634085213,4
3852,1.2581211589113257,98
7131,1.2580645161290323,178
ROBT,1.258021020637728,106
SUZ,1.257988146418111,12
DBJP,1.2579597860829852,225
6293,1.2579472646968781,18
HOLX,1.257940872132934,17
CALB,1.2576538693726818,56
ILMN,1.2575247535802634,8
SAMG,1.2574671161811188,7
4704,1.2574404761904763,16
CNRG,1.2574393032468614,8
7417,1.257374696217099,48
3683,1.2573033707865169,19
CUBE,1.2572927874160305,19
9508,1.2572413793103447,49
ACES,1.2572271823707417,22
CPB,1.2572088849410767,162
ADT,1.257204902850783,66
6048,1.2571428571428571,2
8081,1.2571157495256167,358
9312,1.2569792412312097,187
VEEV,1.2569395769556686,21
7083,1.256923076923077,25
MAG,1.2569170037949453,26
UNIT,1.2569061697724748,24
EPD,1.2569047180539459,46
4635,1.2568768514600084,34
ZM,1.2568473553336903,17
SAM,1.2567271127897137,9
FDN,1.2565449054866002,102
RUSHA,1.2565369732103442,13
6489,1.2564935064935066,97
CBL,1.2564725052060512,11
4267,1.2564102564102564,9
4658,1.2563739316928089,6
3965,1.256281407035176,88
OLP,1.2562468754489016,23
SCHG,1.256105812560939,85
3758,1.256,2
SPUU,1.2558650251344015,121
ATHM,1.2558056626609995,2
LULU,1.255719137097809,11
ARW,1.2556683680921927,200
ESTA,1.2556576187885975,25
VRRM,1.2556440451874435,71
VBFC,1.2556250095367432,32
WTFC,1.255561192516294,12
FONR,1.2554539130679891,21
BHE,1.2554518532952306,9
9880,1.2554347826086956,102
FCAP,1.2554257543022813,10
WEST,1.2554151573278596,2
BCO,1.2553456547847415,160
2763,1.2553191489361701,25
TAGS,1.2552953909639446,64
SENEA,1.2552523055586722,16
4441,1.2551390568319225,23
9672,1.2551319648093842,6
UPRO,1.254912436528677,89
3551,1.2549019607843137,11
4611,1.254847645429363,94
3985,1.2548262548262548,8
AZO,1.2547860252991978,87
6190,1.2547528517110267,84
2469,1.2547169811320755,65
SCO,1.2546236591954385,2
6145,1.2545691906005223,14
XTLB,1.2545454230190316,5
EPU,1.2545014056459767,32
5035,1.2544910179640718,6
STT,1.2544043451076394,46
FDBC,1.2543837998574165,4
DELL,1.2543814460997693,35
GER,1.2543720054588379,335
OLN,1.254231861157228,14
9303,1.2541753653444676,440
ICLR,1.2541743287252725,88
4372,1.2540983606557377,16
4424,1.2539184952978057,25
IOSP,1.2539025989419557,15
MSI,1.253874332866976,32
XBI,1.2537703049932374,30
EMO,1.253750539890852,15
NGM,1.2537313397427998,8
6464,1.2536687631027255,50
FLFR,1.2535900692398914,107
8345,1.2535282258064515,9
CFFI,1.2534935702141532,12
7921,1.2534284147010422,254
ATO,1.2534197871037134,45
PLD,1.2534128756856024,16
OCC,1.2534059425082518,33
HELX,1.2533333672417535,30
TCHP,1.2531933949700467,106
CWAN,1.2530863984040672,25
MGIH,1.2530561770849584,6
BKU,1.2529729894689612,12
TRC,1.2529644318438256,7
CRF,1.2529340282552845,73
PLTK,1.2527473448785764,10
7837,1.2526315789473683,47
NAPA,1.252615047683215,6
BRKR,1.2525901396945025,18
3349,1.2525423728813558,27
FDNI,1.2524557581317126,25
ANGO,1.2523860060889525,9
6302,1.2523230879199427,96
EWP,1.2523105889935051,44
PNW,1.2522990909045868,7
2993,1.2522907758094075,105
RGA,1.252277872493387,123
9412,1.2522727272727272,45
GPRO,1.2522123609062312,5
NBDS,1.2521948803822867,102
7127,1.2521891418563922,12
6703,1.2521008403361344,20
BTG,1.2520324698962628,17
PYPL,1.2520302429466337,10
VPG,1.252017337810255,87
PINS,1.2520022069439711,2
DGP,1.2519685741021493,7
GIS,1.251967414446587,178
HVT.A,1.2519230475792518,23
FTXL,1.251902976091796,130
LOW,1.2518622860638555,40
CSGP,1.2517868070098468,73
GPMT,1.251781456811126,11
4613,1.2517142857142858,55
4531,1.251700680272109,16
7345,1.2516823687752354,11
SAVE,1.251627899879633,6
DDM,1.2514837842816922,11
9010,1.2514484356894553,7
SHPW,1.2514285743479827,52
9791,1.2514156285390714,257
SIGI,1.2513714742372697,353
6459,1.2513368983957218,254
CIG,1.251256210875446,7
FEP,1.251245529185047,31
CBT,1.2512238426522124,104
6469,1.2511848447335212,3
CTS,1.2511078399751892,5
SOYB,1.2510306716165116,52
ACRE,1.2509270327172763,8
CYAN,1.2509091117165305,7
8368,1.2507645259938838,121
4172,1.2506720430107527,12
8541,1.2506459948320414,19
3910,1.2506393861892584,8
SOCL,1.2506247230650336,32
UHAL,1.2506223314340232,46
TMFC,1.2506214589877374,101
4733,1.2505643340857788,69
3850,1.2505526897568164,7
8065,1.2504347826086957,178
PSI,1.2504232255020664,149
9007,1.2503052503052503,31
FELE,1.250281960670667,22
COFS,1.2502201853270616,10
DOW,1.2500888080155401,42
GCC,1.2500000229690345,32
9651,1.25,100
3851,1.25,4
6493,1.2499999778409585,26
BKYI,1.2499999503294648,5
GRID,1.2499107893298416,104
GWRE,1.249792915076446,48
SNY,1.2496386353923423,97
SNFCA,1.2496351151519987,46
AEG,1.2494279558765267,5
3640,1.249375,12
MLM,1.249299990001711,204
RXO,1.2492564346921424,8
ABC,1.249112787393991,42
REVG,1.24904940794233,3
KRG,1.2487589871841527,26
8227,1.2487411883182276,213
ESRT,1.2486772184196726,13
9301,1.248665955176094,46
HPE,1.2486611891731054,38
BCD,1.2486085614592668,24
6863,1.2486064659977703,121
6218,1.2486033519553073,22
FUN,1.2486009355286591,5
1980,1.2485902255639099,191
HON,1.248587316045316,13
SATS,1.2485157179521547,3
DXGE,1.2485149433530032,69
XDNA,1.24849705507651,24
FLS,1.2484375060740094,9
EWEB,1.2484374146287673,31
1802,1.248414376321353,277
3068,1.2484113229347198,189
2937,1.2483766233766234,9
1828,1.2483370288248337,177
6158,1.2483278450878001,8
TRI,1.2482605284887605,131
NOMD,1.2481535942498931,6
3434,1.2481442205726405,126
KMX,1.248119094132559,34
PRME,1.248115624623727,2
OGIG,1.2480856595209007,143
IMNN,1.2480620634999258,5
MOV,1.2479652827535894,3
PLAY,1.247916732421,18
VAC,1.247908152383881,17
GIGM,1.247863326238852,12
MT,1.2478098177945272,44
RCG,1.2477875863462955,29
INDL,1.2477717945267672,54
GHLD,1.2477375048169184,10
GTES,1.24756844678839,15
UPW,1.2475262802341938,9
DAL,1.2475219203297678,10
5104,1.247449066247961,53
9932,1.2472991711622234,19
ACCO,1.24728846712994,11
DKL,1.2472869717126687,2
AEZS,1.2472324969973336,4
RARE,1.2471730636613705,3
MAIN,1.2471707242905714,10
6960,1.2469959946595461,16
TGNA,1.2469565625964776,5
QTUM,1.246925748972091,143
7988,1.2468944099378882,174
ILDR,1.246889982032724,97
9065,1.2468193384223918,91
7780,1.2467718794835008,37
CION,1.246706511596565,9
6134,1.24658203125,49
NAII,1.2464879085544465,25
CCBG,1.246425927886004,76
7337,1.2463722590016266,217
4685,1.2463054187192117,4
2185,1.246288209606987,117
EMBC,1.246262793473386,12
HFGO,1.246156346573293,86
GTY,1.2460714067731584,27
3246,1.2460567823343849,20
3690,1.2460456942003515,2
3766,1.246031746031746,19
5947,1.2459485919265203,12
SBIO,1.2459080087086893,34
TWKS,1.2459016431886898,3
XPND,1.2458809926792447,104
4208,1.2458227848101266,95
DE,1.2458080633977444,12
6507,1.2457813646368305,198
KLIC,1.2457681952157302,221
4337,1.245723172628305,17
9193,1.2456521739130435,55
5809,1.245644599303136,4
QGRW,1.2456354614363254,37
7512,1.2456309826117444,10
QNST,1.2456139989611257,7
FA,1.2455858759460077,5
8841,1.245557350565428,29
AVNT,1.245528146977245,15
6330,1.2455172413793103,43
3562,1.2455089820359282,167
9070,1.2454923717059638,166
9816,1.2454545454545454,97
9600,1.2453416149068324,51
JRSH,1.2453124486608438,18
BBY,1.2452779390344673,7
4386,1.2452471232930433,17
NKSH,1.2451952963101138,64
2327,1.2451127819548873,46
9310,1.2450980392156863,35
MTD,1.2450810590191776,38
9561,1.2450638792102207,2
UTMD,1.2450613622456832,20
MMLG,1.2447673777749981,103
RCI,1.24472188862554,25
SLGN,1.2446609440113485,16
AES,1.2446427933031223,5
5918,1.2445193929173692,214
9145,1.244414277780431,35
MCHP,1.2444127553862014,242
TLF,1.2443888993267203,8
7863,1.2443762781186094,2
AXGN,1.2443257649703316,3
9610,1.2443181818181819,10
SFST,1.2442625766250945,45
VTEX,1.2442528448200618,5
CHH,1.244242355372562,23
3776,1.244186046511628,5
BLOK,1.244147198580065,6
LBRDK,1.2441095848606056,7
NULG,1.2440992243012763,98
EWK,1.2440789529408776,27
SSO,1.2440294730491976,124
CANG,1.2440191442141568,4
RM,1.2439162899659724,11
ASGN,1.243910008101536,35
3452,1.243809523809524,221
IMOS,1.2437811004286672,48
7739,1.2437137330754353,50
8830,1.2436692939795404,24
AIRR,1.2435345400480655,214
7077,1.2435064935064934,23
6849,1.2434920634920634,136
6864,1.2434417628541448,120
5108,1.2434278617263506,48
POTX,1.243421041624258,4
4464,1.2434150772025432,53
NNI,1.2433433644597531,381
NBIX,1.243320700536086,16
MLYS,1.2432234276634866,6
1801,1.243116883116883,404
3092,1.243083003952569,18
8881,1.2430555555555556,131
FLCH,1.243018429657084,32
4284,1.2429378531073447,25
COLD,1.2429184298636817,8
NEM,1.242839261606345,52
JVA,1.2427983119180146,10
WHLRP,1.2427983119180146,2
CPSI,1.2426362367308998,21
3937,1.242616992276238,22
1873,1.2426035406834794,40
9740,1.2425765189584286,3
6382,1.2424698795180722,70
VVV,1.2424263693766986,15
7925,1.2424242424242424,205
7565,1.2424242424242424,21
3727,1.2424242424242424,22
TMFE,1.2423935123322212,105
AMGN,1.2423716737320594,15
MLEC,1.2422998630194662,2
SFR,1.2422360138072492,2
KALU,1.2421852582020643,17
3050,1.2421602787456445,3
NIR,1.242093232908702,3
VTR,1.2420404959145737,39
MCHI,1.242033691248702,33
HLNE,1.2420000600013335,5
7226,1.2419928825622777,91
3635,1.2419700214132763,11
DOX,1.241958098112301,282
TSLY,1.2418397878032126,9
FCO,1.241758210663923,10
IWY,1.2417338870528534,104
SAL,1.241532333175054,29
AIA,1.2413862371555016,34
UBP,1.2413114954213627,23
GOLD,1.2412877303526422,15
3179,1.241142857142857,22
TTE,1.2410070121387606,24
9327,1.240981240981241,15
QLYS,1.240929433793185,5
BEPC,1.2409008163398323,23
CTR,1.2408922254545844,13
NNDM,1.2408293833293926,8
KNOP,1.2407975385326004,6
3195,1.2407407407407407,31
BRSP,1.2407406835072008,9
9716,1.240677897191772,18
7716,1.2406753042795446,295
RHI,1.2406072088877582,83
EIG,1.2405593978775131,7
7752,1.2404505386875613,65
EPRT,1.2404460887705246,43
ED,1.2404026433418227,76
RSG,1.24038976375697,60
GOAU,1.2403542118835056,5
ORA,1.2403023664410473,18
ETO,1.2401387511405233,7
7674,1.2401315789473684,133
GMAB,1.2401129840004708,15
GS,1.2400962754793887,5
MLKN,1.23999998304579,5
ZIONO,1.2399999618530273,10
TWM,1.2399267708504482,4
BMRN,1.2397773783601638,34
4237,1.2397476340694007,4
TRU,1.2396404201854554,10
GNOM,1.2396274194034198,22
BC,1.2395632466470792,14
INGN,1.239465144827113,7
EE,1.2394636111573687,17
6702,1.2393715341959335,22
OGN,1.239368143744694,15
WBA,1.2393437279585777,10
SOHU,1.2393379545561745,3
7354,1.239251040221914,14
8023,1.2392241379310345,251
IBN,1.2392002482255162,14
2221,1.2391857506361323,278
6208,1.2391464311994114,23
UBT,1.2391118857056762,9
6814,1.2390290346704045,11
5070,1.2389705882352942,4
YCL,1.238938053097345,20
4921,1.2389176864560156,34
6788,1.2388495206335974,35
RING,1.2388452139965154,46
UPWK,1.2388349527347882,2
DG,1.2388249728125402,14
RMBI,1.2387733053505308,8
REX,1.238718032836914,4
CTEX,1.2386138522866088,27
1401,1.238396624472574,2
PRGS,1.2383572803018295,170
UI,1.2383334253813105,6
ALYA,1.238317740870435,3
CIX,1.2383072735994243,4
EXEL,1.23828795336759,19
7203,1.2381716118684845,41
4320,1.2379958246346556,261
6038,1.2379642365887207,76
8119,1.2379540400296516,15
BV,1.2379110253234653,2
CHAU,1.2378592251968124,4
WLGS,1.2378378012652294,3
3645,1.2378246597314753,6
7218,1.237785016286645,97
SPLK,1.2377728502575167,2
OPK,1.2377622698249848,5
9962,1.2377622377622377,11
MGRC,1.2377293038253168,78
MKSI,1.237724794966182,9
BHP,1.2377246903995445,40
9257,1.237691001697793,27
6089,1.2376237623762376,17
6634,1.2375,2
DOUG,1.2374999523162842,12
7327,1.2374517374517375,16
VXX,1.237420653315847,34
LKFN,1.2373877233052757,6
HEWG,1.2372361031160293,89
7602,1.2371134020618557,4
LDOS,1.2371015823864382,16
3538,1.2370786516853933,34
9432,1.2370078609417725,93
SKYY,1.2367746105299953,9
APTV,1.236600124212581,17
LNN,1.2365999802783079,4
DSWL,1.236566233111477,25
SELF,1.236503598097683,16
SMPL,1.236486499340805,23
9042,1.2364672364672364,31
NCNO,1.2364417312415457,2
4326,1.236409608091024,4
6005,1.2363934426229508,134
BYD,1.236310973299085,140
7595,1.2363067292644758,260
4902,1.2362030905077264,15
5363,1.2361623616236161,118
6309,1.2361344537815127,334
ILLM,1.2361110421242565,2
8174,1.2359617682198327,46
5959,1.2359375,105
GIII,1.2359266538211184,45
PEB,1.2359208026482824,10
CLNR,1.2358646752580322,89
CHIQ,1.2358542854062402,28
6485,1.2358078602620088,154
7915,1.2358049432197729,22
7919,1.2357723577235773,2
UMC,1.2357373161912655,30
CMA,1.2357132667615338,80
1719,1.235705950991832,18
MHH,1.2356902296357786,2
AWRE,1.2356687849726444,5
EWGS,1.2356586288865994,44
LAKE,1.235657554657828,9
9934,1.235600148643627,240
LRND,1.2355755279747502,98
ARGX,1.235553059625886,34
4559,1.2354932301740813,287
6246,1.235474006116208,2
3421,1.2354716981132075,154
SZK,1.2354694358753515,6
1878,1.2354497354497354,20
SNT,1.2354210904554916,4
2999,1.2354166666666666,10
6586,1.2353783218796728,26
IQV,1.2353434269992236,4
OKE,1.235301123740263,14
