Symbol,days,rr
KEYS,47,29.999999999999936
PLAB,20,29.999999999999936
6301,87,23.39999999999996
9697,3,21.199999999999967
5216,2,29.999999999999936
PLTK,7,29.999999999999936
HSY,3,20.59999999999997
AIT,85,29.999999999999936
IPGP,24,17.99999999999998
6863,2,13.199999999999996
9867,32,18.399999999999977
9845,36,25.99999999999995
3995,15,12.599999999999998
4243,2,23.29999999999996
IBOC,4,28.79999999999994
9706,46,29.999999999999936
SNCE,16,29.999999999999936
SQZ,48,29.999999999999936
7244,53,29.999999999999936
BWV,51,17.39999999999998
OTIS,2,29.999999999999936
KGC,90,29.999999999999936
7552,3,29.999999999999936
5122,3,29.999999999999936
WST,51,26.999999999999947
RIO,7,26.999999999999947
AWK,19,22.099999999999966
2461,69,21.899999999999963
6996,95,18.49999999999998
4931,14,29.999999999999936
FELE,62,12.399999999999999
STRO,80,21.999999999999964
QDEL,60,29.999999999999936
5464,2,17.09999999999998
7435,15,14.499999999999991
AMK,14,29.099999999999937
BDL,4,27.199999999999946
TIGR,79,16.299999999999983
VMD,82,14.199999999999992
LYB,2,15.299999999999988
9531,97,24.299999999999955
6376,3,22.29999999999996
U,35,29.999999999999936
3727,76,29.999999999999936
9439,5,29.999999999999936
9369,56,29.999999999999936
6599,84,16.399999999999984
8117,6,16.899999999999984
5952,25,29.599999999999937
8624,2,20.59999999999997
4188,39,29.999999999999936
4980,3,29.999999999999936
4523,2,23.09999999999996
4901,3,29.999999999999936
GOSS,99,29.999999999999936
4450,3,29.999999999999936
UFI,2,29.999999999999936
BSET,63,12.699999999999998
4403,32,29.999999999999936
6977,29,29.999999999999936
CLBT,9,15.199999999999989
SSRM,99,29.999999999999936
EQX,99,29.999999999999936
TDOC,8,29.999999999999936
RSSS,3,27.999999999999943
FURY,87,29.399999999999938
4424,78,19.599999999999973
LOGI,68,29.999999999999936
6037,64,15.299999999999988
ADAP,95,13.499999999999995
8917,2,22.79999999999996
5101,15,15.499999999999988
LSDI,5,29.999999999999936
HPQ,61,29.999999999999936
WLFC,100,16.299999999999983
3402,58,17.299999999999983
ALGT,24,29.999999999999936
8945,2,27.89999999999994
6408,2,25.49999999999995
CPHI,99,29.29999999999994
4012,29,21.29999999999997
AG,19,15.999999999999986
MTCH,90,29.999999999999936
6407,5,29.999999999999936
RYAAY,5,25.699999999999953
PET,17,29.999999999999936
BNOX,37,29.999999999999936
SPH,7,16.199999999999985
6824,57,29.999999999999936
CMMB,53,29.999999999999936
4179,2,29.999999999999936
7242,46,24.599999999999955
4320,51,25.399999999999952
SCWX,73,29.999999999999936
SUPN,99,22.69999999999996
HLLY,73,20.999999999999968
2160,83,16.099999999999987
VRSK,53,29.999999999999936
7674,7,29.999999999999936
6620,89,26.39999999999995
BKD,62,22.899999999999963
7590,39,29.999999999999936
EPD,62,12.799999999999997
VANI,95,29.999999999999936
2930,5,29.69999999999994
CTAS,3,29.999999999999936
3649,33,29.999999999999936
7943,36,25.399999999999952
VRM,55,29.999999999999936
7919,14,13.199999999999996
9795,3,20.099999999999973
ATXI,71,29.999999999999936
ATOM,17,29.999999999999936
CLH,20,29.999999999999936
3647,36,27.999999999999943
5957,3,28.29999999999994
IMAB,19,29.999999999999936
9361,40,26.799999999999947
SCSC,25,29.999999999999936
RGCO,34,29.999999999999936
PRGO,44,24.899999999999956
6222,14,28.99999999999994
9263,74,20.999999999999968
8725,6,29.999999999999936
9147,4,29.999999999999936
CTHR,2,29.999999999999936
HBIO,4,13.399999999999995
2999,4,22.99999999999996
7984,32,24.699999999999953
6048,57,29.999999999999936
4251,16,13.899999999999993
SYNA,42,29.999999999999936
NI,4,17.899999999999977
6465,6,29.999999999999936
MSM,61,29.999999999999936
CEVA,23,13.899999999999993
AFBI,3,12.2
1736,2,29.999999999999936
9906,28,29.999999999999936
3950,3,28.79999999999994
2695,7,28.199999999999942
AGX,6,23.69999999999996
TESS,96,22.099999999999966
HUN,22,29.999999999999936
4935,95,29.999999999999936
EAR,19,29.999999999999936
UNP,57,29.999999999999936
ESAB,75,20.699999999999967
PEV,68,25.89999999999995
3763,5,29.999999999999936
7970,6,29.999999999999936
SBUX,5,14.499999999999991
5271,43,29.999999999999936
7616,5,14.499999999999991
AMAOU,7,29.999999999999936
MTEK,54,29.999999999999936
XOS,78,29.69999999999994
4486,96,29.999999999999936
MOH,100,29.499999999999936
HALL,14,29.999999999999936
ROCK,75,29.999999999999936
7185,49,29.999999999999936
PG,3,29.999999999999936
7980,16,13.199999999999996
CNMD,2,20.29999999999997
LW,11,16.69999999999998
1909,46,27.999999999999943
SPR,9,29.999999999999936
9967,32,29.999999999999936
ASTS,2,29.999999999999936
ASTR,59,24.699999999999953
SHEN,89,12.1
BKCC,76,25.399999999999952
CARE,93,22.79999999999996
MO,74,29.999999999999936
4812,3,29.999999999999936
PAGS,11,14.299999999999992
NA,66,29.999999999999936
GPC,15,15.199999999999989
6859,5,29.999999999999936
FBRX,11,29.999999999999936
GTLS,23,29.999999999999936
JHG,21,29.999999999999936
7250,2,29.999999999999936
3121,86,29.999999999999936
LZB,30,13.599999999999994
JBI,96,12.999999999999996
7229,40,14.499999999999991
EXPR,76,22.599999999999962
OVLY,79,29.999999999999936
FGBI,91,29.999999999999936
8131,3,20.79999999999997
BLKB,71,29.999999999999936
HLGN,10,29.999999999999936
TSM,42,18.599999999999977
SO,2,12.1
6905,2,29.19999999999994
CLLS,57,23.499999999999957
ATR,22,29.799999999999937
8037,35,26.799999999999947
3548,73,26.299999999999947
9769,21,27.399999999999945
3924,46,26.89999999999995
CCEL,25,29.399999999999938
MPLN,32,29.999999999999936
4064,57,19.99999999999997
3793,30,29.999999999999936
AVAL,76,26.999999999999947
BIOR,71,29.999999999999936
6239,23,13.299999999999995
UAA,56,25.99999999999995
6867,2,29.999999999999936
JAZZ,22,21.199999999999967
4930,38,21.29999999999997
7283,2,12.2
CACI,97,16.799999999999983
REAX,74,29.999999999999936
PNBK,14,12.899999999999997
ECPG,22,29.999999999999936
BATL,62,29.999999999999936
JHX,12,29.999999999999936
RCI,7,18.899999999999977
FRZA,63,20.099999999999973
FIVN,53,12.999999999999996
AVTX,20,29.999999999999936
AUGX,33,29.999999999999936
4058,2,29.999999999999936
8018,57,29.999999999999936
CLNN,47,29.999999999999936
6785,73,29.999999999999936
4069,95,29.999999999999936
PHG,2,29.999999999999936
BUD,13,29.999999999999936
4657,25,29.999999999999936
IBM,2,25.89999999999995
2784,87,25.59999999999995
8316,2,13.599999999999994
DAN,71,12.699999999999998
CLAR,55,29.999999999999936
7284,46,29.999999999999936
3086,35,29.999999999999936
STVN,24,12.799999999999997
3686,84,17.59999999999998
9984,2,29.999999999999936
7212,15,29.999999999999936
FRHC,40,23.19999999999996
9010,6,28.89999999999994
NVT,81,29.999999999999936
8227,5,29.999999999999936
ZBH,98,17.79999999999998
SYF,94,29.999999999999936
3571,2,29.999999999999936
SSD,3,29.999999999999936
DXC,83,29.799999999999937
7867,40,29.999999999999936
NIR,63,29.999999999999936
SCHN,54,16.999999999999982
8068,3,27.299999999999947
CCCS,29,29.999999999999936
ASAI,33,28.099999999999945
IDA,79,22.599999999999962
SWKS,8,29.999999999999936
ICCM,35,26.89999999999995
VLN,53,29.999999999999936
CMBM,57,23.899999999999956
6560,25,29.999999999999936
CWAN,8,29.999999999999936
ORCC,36,17.59999999999998
RCEL,2,23.59999999999996
RVLV,66,28.89999999999994
6208,93,29.999999999999936
HLMN,12,29.999999999999936
POR,14,18.699999999999974
PKE,29,12.0
SCOR,73,29.999999999999936
XWEL,72,29.999999999999936
MKL,2,25.99999999999995
5930,34,14.499999999999991
8065,24,14.69999999999999
JBL,82,15.199999999999989
OCSL,2,29.999999999999936
BBSI,2,27.599999999999945
MMSI,100,29.899999999999935
IZEA,88,29.999999999999936
CTMX,10,29.999999999999936
MRK,27,29.999999999999936
MDLZ,36,29.999999999999936
OC,3,21.799999999999965
LILA,5,29.999999999999936
Z,23,12.399999999999999
MTW,41,20.89999999999997
3679,56,29.999999999999936
SCVL,26,29.999999999999936
9621,3,22.899999999999963
BBCP,4,24.899999999999956
7280,12,29.29999999999994
GGG,2,25.89999999999995
6327,15,12.899999999999997
9852,7,29.999999999999936
3985,39,29.999999999999936
9005,36,16.199999999999985
9876,8,19.49999999999997
TPB,7,26.09999999999995
7380,20,29.999999999999936
RPTX,90,21.599999999999966
4977,48,18.599999999999977
5128,2,13.599999999999994
CYAN,84,25.89999999999995
NVR,40,13.899999999999993
POST,94,12.899999999999997
1764,40,27.199999999999946
RMD,3,29.999999999999936
LIN,41,29.999999999999936
QCOM,29,21.899999999999963
BTTR,9,12.899999999999997
6645,60,29.29999999999994
6663,91,29.999999999999936
9782,41,29.999999999999936
KTB,5,29.999999999999936
AZEK,7,23.69999999999996
SNX,61,29.999999999999936
AGI,99,28.39999999999994
6201,3,29.999999999999936
TMO,2,29.999999999999936
5031,44,29.999999999999936
WH,79,14.199999999999992
BJRI,42,29.999999999999936
5950,52,26.49999999999995
7997,11,25.199999999999953
4119,5,14.79999999999999
3762,64,29.999999999999936
MNRO,26,29.999999999999936
8016,6,29.999999999999936
6293,4,29.999999999999936
3469,31,29.999999999999936
4335,57,29.999999999999936
7384,13,23.799999999999958
2734,2,29.999999999999936
ACNB,30,29.19999999999994
4840,7,13.599999999999994
PAX,5,21.099999999999966
HRZN,5,13.399999999999995
9055,22,12.0
7186,87,29.999999999999936
4662,49,28.499999999999943
4203,20,23.999999999999957
TAIT,11,29.999999999999936
FAZE,6,29.999999999999936
7713,2,18.399999999999977
WINT,9,22.099999999999966
3784,100,25.59999999999995
7214,39,17.09999999999998
TRC,22,16.299999999999983
6436,2,18.799999999999976
CSAN,90,19.99999999999997
7602,9,29.999999999999936
BBLN,24,29.999999999999936
3848,56,29.999999999999936
5352,82,24.799999999999955
8283,61,23.899999999999956
JWAC,6,29.999999999999936
TRX,36,17.99999999999998
BPMC,14,29.999999999999936
ATNM,47,27.89999999999994
POWL,100,27.199999999999946
6973,61,18.899999999999977
8052,87,18.899999999999977
4390,46,17.49999999999998
8399,57,19.799999999999972
DELL,2,29.999999999999936
RTO,33,18.699999999999974
4045,94,27.499999999999943
9450,2,29.999999999999936
6504,3,29.29999999999994
CCEP,33,21.499999999999964
4318,39,29.999999999999936
COTY,100,14.99999999999999
8903,3,15.799999999999986
6850,2,18.09999999999998
4299,49,29.999999999999936
UMC,61,15.399999999999988
VERV,3,25.299999999999955
NEOG,20,29.999999999999936
DENN,53,29.69999999999994
2694,45,29.999999999999936
2764,35,12.499999999999998
4667,99,29.999999999999936
7191,27,18.49999999999998
4526,3,29.999999999999936
PCTY,6,29.999999999999936
GVP,28,29.999999999999936
GPK,81,14.099999999999993
3107,6,29.999999999999936
CBRL,33,29.499999999999936
MBUU,47,23.59999999999996
8362,22,29.999999999999936
CCOI,12,27.299999999999947
ICMB,23,29.999999999999936
ANGI,2,26.999999999999947
4761,78,29.599999999999937
KURA,95,22.899999999999963
3835,23,29.999999999999936
AJG,7,20.49999999999997
FCNCA,82,29.999999999999936
WTM,79,29.999999999999936
CMP,99,26.19999999999995
6412,23,29.999999999999936
EVR,73,18.799999999999976
PLXS,81,29.999999999999936
ROOT,73,29.999999999999936
LNT,14,12.2
ADM,82,29.999999999999936
8012,73,29.999999999999936
4996,60,22.99999999999996
OKTA,40,29.999999999999936
9304,42,29.399999999999938
9432,34,23.59999999999996
8142,2,29.999999999999936
WHG,4,16.999999999999982
ZGN,53,20.699999999999967
5446,75,23.799999999999958
MP,45,27.799999999999944
4189,61,20.29999999999997
7058,9,29.999999999999936
CAE,48,26.09999999999995
7060,100,29.999999999999936
6268,40,27.89999999999994
7461,61,14.89999999999999
9720,57,29.999999999999936
LMDX,70,29.999999999999936
PCAR,96,23.799999999999958
MEIP,3,15.499999999999988
AUD,45,29.999999999999936
KODK,18,29.999999999999936
4825,49,29.999999999999936
9605,2,25.299999999999955
LMT,3,24.399999999999956
2217,7,23.69999999999996
3933,50,29.999999999999936
8844,3,15.899999999999986
NTR,47,29.999999999999936
5078,28,29.599999999999937
JOBY,55,27.399999999999945
3600,24,26.19999999999995
LFMD,21,29.999999999999936
3741,62,26.799999999999947
LITM,58,29.999999999999936
SPOT,4,14.69999999999999
IAS,26,28.59999999999994
ZBRA,76,26.799999999999947
3839,2,29.999999999999936
6555,16,15.199999999999989
4396,96,28.89999999999994
9709,2,17.49999999999998
5945,17,23.29999999999996
POAI,28,29.999999999999936
7463,6,25.699999999999953
6302,6,19.89999999999997
APEI,6,29.999999999999936
PATK,21,29.999999999999936
PRT,18,29.899999999999935
3134,9,25.09999999999995
6809,45,29.999999999999936
DCO,2,14.199999999999992
8150,5,25.89999999999995
7994,46,29.999999999999936
7605,2,29.999999999999936
PRCT,90,24.299999999999955
CLW,93,29.999999999999936
ESMT,49,29.999999999999936
CDNS,40,17.49999999999998
3003,81,29.999999999999936
6651,82,15.799999999999986
FLEX,82,29.999999999999936
OEC,20,13.299999999999995
8061,3,29.999999999999936
CACO,24,25.89999999999995
BNSO,42,14.59999999999999
6513,2,23.19999999999996
A,2,29.999999999999936
CX,83,29.999999999999936
2897,34,14.79999999999999
PAR,59,27.299999999999947
GHRS,3,29.999999999999936
OLPX,86,29.999999999999936
6856,87,13.699999999999994
IMPL,12,29.999999999999936
4021,5,29.999999999999936
REGN,2,29.999999999999936
RPID,84,29.999999999999936
7082,64,26.39999999999995
8078,3,29.999999999999936
MOBQ,9,29.999999999999936
4365,10,27.499999999999943
4120,56,13.099999999999996
NWG,12,16.099999999999987
EMX,7,29.999999999999936
8185,39,29.999999999999936
4246,23,29.999999999999936
SGU,42,29.999999999999936
6277,5,29.999999999999936
AREB,12,29.999999999999936
GRPN,64,28.39999999999994
8912,49,29.999999999999936
3968,49,29.999999999999936
5233,52,29.599999999999937
HCWB,14,29.999999999999936
PARAA,8,29.999999999999936
6622,73,28.499999999999943
7545,6,22.99999999999996
1973,3,29.799999999999937
NXTC,46,26.999999999999947
1333,30,25.59999999999995
1860,87,29.999999999999936
5989,13,29.999999999999936
BBY,29,29.999999999999936
ELBM,92,29.999999999999936
VSH,13,29.999999999999936
7467,87,21.999999999999964
COUR,92,29.999999999999936
2415,37,29.999999999999936
ALLY,8,22.099999999999966
7571,100,28.29999999999994
9364,39,29.999999999999936
TEAM,3,29.999999999999936
2937,20,29.999999999999936
6503,94,29.999999999999936
BXRX,27,23.59999999999996
4714,46,29.999999999999936
5801,56,28.99999999999994
BIMI,10,19.99999999999997
5232,87,26.799999999999947
RGNX,93,26.19999999999995
NET,11,13.999999999999993
USPH,2,24.199999999999957
NEXI,18,14.399999999999991
MPTI,6,29.999999999999936
9658,3,25.99999999999995
OPY,42,29.999999999999936
JMSB,65,29.999999999999936
8596,89,29.899999999999935
ROP,20,12.499999999999998
8077,94,29.29999999999994
6915,46,13.299999999999995
4433,64,12.799999999999997
HCI,8,16.599999999999984
VRNS,32,29.999999999999936
5126,50,18.199999999999978
ZG,49,18.299999999999976
GIFI,97,29.999999999999936
JCTCF,74,29.999999999999936
CGNX,21,12.2
SNCR,79,29.999999999999936
2776,2,26.999999999999947
8291,49,26.49999999999995
HUM,12,16.69999999999998
8377,33,29.999999999999936
3540,5,29.799999999999937
8881,6,25.89999999999995
9059,78,29.999999999999936
GGR,20,19.399999999999974
GL,30,29.999999999999936
ROG,12,28.29999999999994
9090,87,29.999999999999936
RNG,95,29.999999999999936
7508,7,29.999999999999936
BCO,46,25.09999999999995
CRBU,91,29.999999999999936
VRPX,84,29.999999999999936
3021,2,29.999999999999936
GIS,13,21.399999999999967
3852,4,22.599999999999962
UTRS,22,29.999999999999936
ACTG,97,29.999999999999936
4920,15,15.899999999999986
VSTO,61,19.199999999999974
8835,57,18.09999999999998
8944,11,12.299999999999999
PAAS,42,29.999999999999936
CNHI,11,12.399999999999999
4348,63,29.999999999999936
8369,94,29.899999999999935
SYY,81,29.999999999999936
6463,14,29.999999999999936
CLVT,39,29.999999999999936
ALV,81,18.299999999999976
6571,2,17.39999999999998
6462,28,29.999999999999936
3557,4,29.999999999999936
7265,39,28.59999999999994
6507,87,25.199999999999953
JBT,2,23.799999999999958
6210,6,25.399999999999952
TLF,75,29.999999999999936
NEOV,36,28.39999999999994
5302,14,29.999999999999936
MKTW,56,29.399999999999938
5105,10,29.999999999999936
FN,2,24.899999999999956
REYN,16,29.999999999999936
2481,2,24.299999999999955
9843,7,27.999999999999943
BBWI,87,26.89999999999995
EHC,2,29.999999999999936
3484,58,29.899999999999935
CGNT,12,29.999999999999936
CMRE,53,13.199999999999996
TGAN,35,29.999999999999936
MIST,58,29.999999999999936
5019,87,29.999999999999936
BBBY,50,25.89999999999995
4686,73,29.999999999999936
CSPI,12,19.699999999999974
4200,88,29.999999999999936
7683,5,29.999999999999936
4728,44,12.299999999999999
MYNA,35,27.999999999999943
UA,18,14.89999999999999
2332,13,27.399999999999945
GBR,26,29.999999999999936
WEC,8,13.699999999999994
7636,97,29.999999999999936
4307,5,26.299999999999947
CMI,48,29.399999999999938
9233,27,29.999999999999936
4824,25,29.999999999999936
3319,64,29.999999999999936
WKSP,3,12.0
TOPS,88,29.999999999999936
ABB,5,29.999999999999936
1852,47,29.999999999999936
2693,7,29.999999999999936
VRAX,92,29.999999999999936
6332,41,29.999999999999936
PZZA,58,25.199999999999953
FMS,19,29.599999999999937
5218,10,24.699999999999953
6322,17,29.999999999999936
PAYX,29,29.999999999999936
EZFL,39,29.999999999999936
6319,6,29.999999999999936
5484,2,29.999999999999936
1870,100,21.899999999999963
AME,20,20.699999999999967
TRV,11,26.799999999999947
PLMR,54,29.999999999999936
3475,6,27.799999999999944
TG,94,29.999999999999936
MSN,84,29.999999999999936
3766,10,29.999999999999936
6411,74,20.999999999999968
4801,3,29.399999999999938
2412,55,14.59999999999999
DGICA,76,28.29999999999994
ETWO,19,13.899999999999993
6005,100,29.999999999999936
WAT,52,23.69999999999996
ALPP,86,17.99999999999998
4287,24,20.19999999999997
IBRX,2,19.99999999999997
RGTI,62,27.799999999999944
KMPR,10,29.999999999999936
EIG,14,29.999999999999936
5009,38,28.59999999999994
9767,11,29.999999999999936
8544,87,29.19999999999994
4498,20,29.999999999999936
PKG,7,28.59999999999994
4172,81,29.999999999999936
6954,83,29.999999999999936
6458,79,29.999999999999936
ZFOX,22,29.999999999999936
6240,43,22.099999999999966
ALGS,3,25.99999999999995
7417,3,29.999999999999936
6592,66,29.999999999999936
4386,2,28.69999999999994
PRI,2,20.39999999999997
7811,2,29.999999999999936
9037,28,12.499999999999998
HOUR,71,28.99999999999994
WMT,61,16.299999999999983
9973,5,16.499999999999986
MDU,11,15.799999999999986
8570,10,29.999999999999936
NMRD,93,29.19999999999994
6723,46,15.599999999999987
QGEN,12,12.399999999999999
SIGI,15,17.79999999999998
3667,3,29.29999999999994
PRPO,56,15.599999999999987
TPVG,20,29.999999999999936
5976,42,28.89999999999994
2533,54,21.29999999999997
4664,2,29.999999999999936
9215,2,29.999999999999936
MGRC,17,28.499999999999943
4465,12,15.099999999999989
EME,2,22.499999999999964
CWT,2,29.999999999999936
LIPO,24,23.39999999999996
TRN,50,29.999999999999936
1884,2,22.899999999999963
8214,35,23.499999999999957
6871,22,29.999999999999936
4151,75,29.999999999999936
HEAR,4,15.099999999999989
4412,52,29.999999999999936
6310,11,29.999999999999936
9955,64,29.999999999999936
DIBS,91,18.999999999999975
7585,12,23.999999999999957
STKL,97,29.999999999999936
KRNT,73,29.999999999999936
ROK,45,29.999999999999936
WWD,20,29.999999999999936
9412,61,15.099999999999989
SONY,8,29.999999999999936
CMCSA,18,29.999999999999936
SLDP,49,29.999999999999936
PSTG,81,29.999999999999936
CL,7,29.999999999999936
7951,6,29.19999999999994
SMBK,74,29.799999999999937
8304,94,29.999999999999936
SBH,48,29.999999999999936
7520,2,29.999999999999936
CTKB,13,29.999999999999936
KO,6,28.59999999999994
WNW,73,15.999999999999986
AOS,2,15.399999999999988
LSF,70,29.999999999999936
ATNF,97,27.399999999999945
RDY,32,17.79999999999998
PFX,2,29.999999999999936
2338,98,29.999999999999936
9438,83,29.999999999999936
4628,19,17.299999999999983
MC,72,29.999999999999936
8418,93,27.499999999999943
UFAB,13,29.999999999999936
9713,53,28.29999999999994
FLUX,18,28.99999999999994
WLMS,74,29.999999999999936
TIGO,7,29.999999999999936
7551,48,25.79999999999995
4892,15,26.19999999999995
ARCE,88,28.199999999999942
8541,87,12.0
3375,3,27.299999999999947
USX,23,12.299999999999999
3569,55,18.399999999999977
5463,4,29.999999999999936
PSNYW,82,29.999999999999936
CARV,42,29.999999999999936
2777,48,20.59999999999997
6929,24,29.999999999999936
4676,48,25.09999999999995
NTCO,96,29.999999999999936
9995,37,26.89999999999995
INFI,5,29.999999999999936
FCFS,30,16.899999999999984
SYPR,21,29.999999999999936
BWMX,89,13.299999999999995
HWBK,74,18.699999999999974
7224,87,27.099999999999945
9401,49,28.99999999999994
SPTN,25,17.59999999999998
8425,34,29.999999999999936
6151,5,29.999999999999936
7294,14,29.999999999999936
1979,41,29.29999999999994
8331,74,22.79999999999996
7504,9,29.999999999999936
POOL,3,28.29999999999994
OB,10,20.999999999999968
4718,15,29.999999999999936
NTZ,86,29.999999999999936
AWX,22,21.999999999999964
MBIN,74,29.999999999999936
7807,81,24.899999999999956
AVA,45,14.99999999999999
CNI,82,19.49999999999997
SWKH,85,25.699999999999953
CXT,11,18.09999999999998
5240,28,29.999999999999936
5901,38,15.999999999999986
EMBC,17,13.699999999999994
AAON,31,13.199999999999996
PTC,28,29.19999999999994
ME,69,29.999999999999936
NMG,36,27.999999999999943
6203,85,28.39999999999994
6516,5,29.999999999999936
1431,15,29.999999999999936
8392,76,29.999999999999936
4619,46,29.29999999999994
2588,18,29.999999999999936
FHN,82,20.999999999999968
7222,51,14.79999999999999
KHC,30,29.999999999999936
8203,11,27.89999999999994
8601,87,29.999999999999936
FINW,44,29.19999999999994
VOYA,58,13.699999999999994
STOK,3,29.999999999999936
7451,57,29.999999999999936
SEER,98,17.99999999999998
4109,13,27.399999999999945
LOPE,62,29.999999999999936
7846,59,22.29999999999996
4917,3,25.09999999999995
7937,6,29.999999999999936
NEM,10,29.999999999999936
CMA,20,29.999999999999936
AMG,44,27.299999999999947
ATNI,91,29.999999999999936
NDLS,49,12.2
6501,21,27.199999999999946
NEU,86,12.2
6279,8,14.399999999999991
2329,81,26.999999999999947
GILT,51,29.29999999999994
OESX,58,12.0
SI,29,29.999999999999936
ITIC,22,29.999999999999936
IVZ,2,20.79999999999997
NWN,17,29.999999999999936
USAS,45,29.999999999999936
MIXT,29,26.299999999999947
EAF,43,12.899999999999997
4820,65,29.999999999999936
5715,39,29.999999999999936
NYCB,39,29.999999999999936
AMSF,11,12.2
7030,7,29.999999999999936
8521,64,26.19999999999995
9554,30,16.299999999999983
MIDD,18,24.699999999999953
UPS,2,27.89999999999994
LSAK,88,29.999999999999936
3632,30,13.899999999999993
5981,2,29.899999999999935
2301,47,29.999999999999936
5729,54,29.999999999999936
SFT,39,29.999999999999936
2914,39,29.999999999999936
2432,2,29.999999999999936
4755,2,23.499999999999957
3197,53,12.0
8367,2,13.799999999999994
9063,2,29.799999999999937
ZTS,3,29.999999999999936
ALRN,10,29.999999999999936
HTOO,50,29.999999999999936
G,19,29.999999999999936
ENOV,3,22.99999999999996
6470,25,29.999999999999936
2733,94,20.49999999999997
DAKT,13,29.999999999999936
HIHO,47,29.499999999999936
BN,88,29.999999999999936
4578,6,29.999999999999936
9301,44,15.699999999999987
9347,2,28.69999999999994
1721,37,29.999999999999936
BOLT,78,29.999999999999936
KTRA,48,15.999999999999986
FBP,2,14.099999999999993
3941,2,29.999999999999936
4205,3,27.999999999999943
PFIS,41,24.999999999999954
PRLB,66,29.999999999999936
7180,2,18.09999999999998
3666,46,24.899999999999956
SNSE,53,29.999999999999936
HUBB,61,12.399999999999999
CHDN,81,23.799999999999958
APTV,11,29.999999999999936
AMPE,99,29.999999999999936
SIFY,16,25.99999999999995
7268,17,29.999999999999936
GRWG,94,29.999999999999936
9275,2,29.999999999999936
BANF,93,16.69999999999998
8309,2,19.799999999999972
7041,37,26.599999999999948
CTS,2,29.999999999999936
5982,2,29.999999999999936
6156,15,14.399999999999991
BMY,99,27.89999999999994
IONR,74,29.999999999999936
RELI,8,29.999999999999936
ITI,6,28.199999999999942
3355,2,13.899999999999993
4768,24,27.999999999999943
7240,73,28.89999999999994
6090,92,18.299999999999976
MRTX,92,17.79999999999998
DOLE,6,28.59999999999994
7670,66,22.599999999999962
8897,36,29.999999999999936
RGP,82,27.499999999999943
8713,2,16.799999999999983
BNED,81,29.999999999999936
3559,25,29.999999999999936
5036,35,17.39999999999998
GILD,91,28.099999999999945
9959,3,29.999999999999936
3954,59,29.999999999999936
FBIN,53,12.399999999999999
VNET,85,22.499999999999964
SEIC,22,29.999999999999936
SHW,3,22.69999999999996
NXGN,100,23.799999999999958
EFSC,33,27.399999999999945
2815,19,29.399999999999938
FDBC,66,29.999999999999936
CVLY,36,20.59999999999997
6231,65,29.999999999999936
PRDO,98,24.09999999999996
WSO,6,19.099999999999973
FXNC,44,29.999999999999936
ASMB,65,21.999999999999964
7593,46,29.999999999999936
9044,21,19.699999999999974
9678,2,29.999999999999936
EBAY,11,19.099999999999973
4928,41,29.999999999999936
7458,61,29.099999999999937
6131,52,29.999999999999936
2264,80,25.79999999999995
7550,73,29.999999999999936
6218,66,29.999999999999936
OTEX,2,29.999999999999936
EEIQ,85,23.09999999999996
3111,46,28.199999999999942
CVCY,36,29.799999999999937
HCKT,17,14.89999999999999
3673,23,29.999999999999936
3068,46,16.599999999999984
CLRB,42,29.999999999999936
6347,7,29.999999999999936
UNAM,42,29.999999999999936
9979,34,29.999999999999936
6640,36,29.999999999999936
4240,5,26.49999999999995
PEBK,9,29.999999999999936
PEGA,49,29.999999999999936
BHB,62,29.999999999999936
5900,2,29.999999999999936
REE,97,29.999999999999936
4543,2,25.49999999999995
ALBT,82,25.299999999999955
6149,6,26.49999999999995
BEN,82,13.699999999999994
TDC,2,16.899999999999984
EFSH,7,29.999999999999936
1887,7,25.89999999999995
DIS,48,29.999999999999936
6568,98,26.799999999999947
6183,9,14.299999999999992
6044,73,29.999999999999936
XGN,7,26.999999999999947
EBS,12,29.999999999999936
7955,3,29.999999999999936
2670,47,14.499999999999991
6570,49,28.89999999999994
NTIP,14,29.999999999999936
NSPR,68,29.999999999999936
3028,11,29.999999999999936
1850,49,12.799999999999997
9249,2,29.999999999999936
FICO,2,13.799999999999994
1893,76,27.999999999999943
NDAQ,8,13.699999999999994
8928,2,29.999999999999936
3361,57,29.999999999999936
8387,55,29.999999999999936
ATVI,2,29.999999999999936
4671,2,29.999999999999936
HXL,41,29.999999999999936
6464,73,13.999999999999993
FAF,2,29.999999999999936
3409,14,29.999999999999936
WLDN,42,28.79999999999994
8424,87,29.999999999999936
9765,6,28.79999999999994
3851,3,29.999999999999936
LAD,2,29.999999999999936
META,21,18.399999999999977
ASTC,72,24.899999999999956
STT,3,27.499999999999943
OR,6,13.999999999999993
1768,2,18.999999999999975
3758,93,12.799999999999997
3796,5,14.79999999999999
6392,2,29.999999999999936
EA,42,29.999999999999936
PRMW,37,27.999999999999943
PHM,2,12.299999999999999
2705,33,29.999999999999936
OFIX,6,29.999999999999936
4482,93,29.999999999999936
8742,16,25.49999999999995
7871,39,29.999999999999936
9735,19,24.599999999999955
JNPR,2,21.799999999999965
FC,14,29.999999999999936
BNGO,99,18.999999999999975
7358,7,29.999999999999936
4298,11,27.499999999999943
2877,97,29.999999999999936
6346,39,29.399999999999938
7581,21,29.999999999999936
7088,15,29.19999999999994
1770,2,27.299999999999947
7832,100,29.999999999999936
GFGDU,4,29.999999999999936
