Symbol,Error,Time
5606,"could not append value: 10878200000000000000 of type: u64 to the builder; make sure that all rows have the same schema or consider increasing `infer_schema_length`

it might also be that a value overflows the data-type's capacity",2024-06-24 16:09:39.194306
5407,int too big to convert,2024-06-24 16:09:39.704663
5413,int too big to convert,2024-06-24 16:09:40.284208
5690,"could not create a new DataFrame: series ""column_0"" has length 3 while series ""column_6"" has length 2",2024-06-24 16:09:41.741078
5641,"could not create a new DataFrame: series ""column_0"" has length 5 while series ""column_6"" has length 2",2024-06-24 16:09:42.242415
2962,"could not create a new DataFrame: series ""column_0"" has length 2 while series ""column_8"" has length 1",2024-06-24 16:09:42.869079
1606,"could not create a new DataFrame: series ""column_0"" has length 9 while series ""column_6"" has length 2",2024-06-24 16:09:43.216001
8411,int too big to convert,2024-06-24 16:09:43.755437
8418,int too big to convert,2024-06-24 16:09:44.319937
8713,"could not create a new DataFrame: series ""column_0"" has length 14 while series ""column_6"" has length 1",2024-06-24 16:09:44.890459
5657,"could not create a new DataFrame: series ""column_0"" has length 7 while series ""column_6"" has length 2",2024-06-24 16:09:45.175211
8714,int too big to convert,2024-06-24 16:09:45.772806
5919,"could not create a new DataFrame: series ""column_0"" has length 2 while series ""column_6"" has length 1",2024-06-24 16:09:46.099671
5759,"could not create a new DataFrame: series ""column_0"" has length 4 while series ""column_6"" has length 3",2024-06-24 16:09:46.559895
5408,"could not append value: 14877000000000000000 of type: u64 to the builder; make sure that all rows have the same schema or consider increasing `infer_schema_length`

it might also be that a value overflows the data-type's capacity",2024-06-24 16:09:47.288833
1514,"could not create a new DataFrame: series ""column_0"" has length 15 while series ""column_6"" has length 2",2024-06-24 16:09:47.832287
5917,"could not create a new DataFrame: series ""column_0"" has length 4 while series ""column_6"" has length 2",2024-06-24 16:09:49.493701
1605,int too big to convert,2024-06-24 16:09:49.865687
5406,int too big to convert,2024-06-24 16:09:50.089281
5491,"could not create a new DataFrame: series ""column_0"" has length 16 while series ""column_6"" has length 2",2024-06-24 16:09:50.551511
5423,int too big to convert,2024-06-24 16:09:50.881389
5482,int too big to convert,2024-06-24 16:09:51.193219
6592,int too big to convert,2024-06-24 16:10:12.755975
6592,int too big to convert,2024-06-24 16:11:21.036872
6592,int too big to convert,2024-06-24 16:16:39.833947
7203,6 column names provided for a DataFrame of width 102,2024-06-24 16:59:34.116957
7203,"current_assets

Error originated just after this operation:
DF [""column_0"", ""column_1"", ""column_2"", ""column_3""]; PROJECT */6 COLUMNS; SELECTION: ""None""",2024-06-24 17:04:47.646549
7203,"current_assets

Error originated just after this operation:
DF [""column_0"", ""column_1"", ""column_2"", ""column_3""]; PROJECT */6 COLUMNS; SELECTION: ""None""",2024-06-24 17:05:29.127546
7203,"Conversion from `f64` to `u64` failed in column 'current_assets' for 17 out of 17 values: [4.6000e22, 3.5413e24, … 3.4714e25]",2024-06-24 17:07:32.113954
6502,Conversion from `i64` to `u64` failed in column 'total_assets' for 1 out of 16 values: [-73],2024-06-24 17:10:18.718190
6672,Conversion from `i64` to `u64` failed in column 'total_assets' for 1 out of 8 values: [-1],2024-06-24 17:10:26.588920
6672,Conversion from `i64` to `u64` failed in column 'total_assets' for 1 out of 8 values: [-1],2024-06-24 17:11:03.907167
