Symbol,Error,Time
6224,"(""Expected bytes, got a 'int' object"", 'Conversion failed for column eigyoucf with type object')",2024-07-26 14:04:13.745849
5939,"(""Expected bytes, got a 'int' object"", 'Conversion failed for column eigyoucfmargin with type object')",2024-07-26 14:04:14.062692
7330,"(""Expected bytes, got a 'int' object"", 'Conversion failed for column eigyoucf with type object')",2024-07-26 14:04:15.822375
9348,"(""Expected bytes, got a 'int' object"", 'Conversion failed for column eigyoucf with type object')",2024-07-26 14:04:16.003852
7342,"(""Expected bytes, got a 'int' object"", 'Conversion failed for column eigyoucf with type object')",2024-07-26 14:04:16.181325
8711,"(""Expected bytes, got a 'int' object"", 'Conversion failed for column saimucf with type object')",2024-07-26 14:04:16.501179
7190,"(""Expected bytes, got a 'int' object"", 'Conversion failed for column eigyoucf with type object')",2024-07-26 14:04:16.600477
7175,"(""Expected bytes, got a 'int' object"", 'Conversion failed for column eigyoucf with type object')",2024-07-26 14:04:16.993489
7172,"(""Expected bytes, got a 'int' object"", 'Conversion failed for column eigyoucf with type object')",2024-07-26 14:04:17.352442
7316,"(""Expected bytes, got a 'int' object"", 'Conversion failed for column eigyoucf with type object')",2024-07-26 14:04:17.760529
9318,"(""Could not convert '-' with type str: tried to convert to int64"", 'Conversion failed for column saimucf with type object')",2024-07-26 14:04:17.867808
3504,"(""Expected bytes, got a 'int' object"", 'Conversion failed for column eigyoucf with type object')",2024-07-26 14:04:18.265870
7736,"(""Could not convert '-' with type str: tried to convert to int64"", 'Conversion failed for column toushicf with type object')",2024-07-26 14:04:18.416265
6235,"(""Expected bytes, got a 'int' object"", 'Conversion failed for column eigyoucf with type object')",2024-07-26 14:04:18.578699
8107,"(""Expected bytes, got a 'int' object"", 'Conversion failed for column eigyoucf with type object')",2024-07-26 14:04:19.188357
3611,"(""Expected bytes, got a 'int' object"", 'Conversion failed for column eigyoucf with type object')",2024-07-26 14:04:19.214390
9204,"(""Could not convert '-' with type str: tried to convert to int64"", 'Conversion failed for column eigyoucf with type object')",2024-07-26 14:04:19.372812
9113,"(""Expected bytes, got a 'int' object"", 'Conversion failed for column eigyoucfmargin with type object')",2024-07-26 14:04:19.585374
