symbol,close,div,divPer
BHP,52.78,1.48,0.02804092459264873
FRO,22.29,0.62,0.02781516375056079
SLRC,15.75,0.41,0.02603174603174603
CSWC,25.36,0.64,0.02523659305993691
NFJ,12.95,0.305,0.023552123552123553
ARCC,20.6,0.48,0.023300970873786405
RVT,14.74,0.28,0.018995929443690638
GTN,4.46,0.08,0.017937219730941704
QQQX,24.71,0.42,0.016997167138810197
MNSO,16.52,0.2744,0.016610169491525422
CBL,25.62,0.4,0.0156128024980484
GLPI,52.23,0.76,0.014551024315527475
DRD,7.86,0.112567,0.014321501272264631
VLY,8.1,0.11,0.013580246913580247
CCI,119.67,1.565,0.013077630149578006
CMA,56.42,0.71,0.012584190003544842
GFI,13.58,0.169181,0.012458100147275405
AAN,10.08,0.125,0.01240079365079365
FISI,24.57,0.3,0.01221001221001221
NSA,46.64,0.56,0.012006861063464838
TNL,41.73,0.5,0.011981787682722263
TROW,104.11,1.24,0.011910479300739601
NWE,54.58,0.65,0.011909124221326494
M,14.62,0.1737,0.011880984952120383
HUN,21.28,0.25,0.011748120300751879
GOF,15.58,0.1821,0.01168806161745828
FMNB,14.9,0.17,0.011409395973154364
PDI,19.47,0.2205,0.011325115562403698
WMB,44.58,0.475,0.010655002243158367
PCH,42.55,0.45,0.010575793184488837
SFNC,20.33,0.21,0.010329562223315297
UBSI,36.15,0.37,0.010235131396957123
NXRT,45.18,0.46242,0.010235059760956176
MYE,13.38,0.135,0.010089686098654708
CTBI,47.52,0.47,0.009890572390572389
FHN,15.3,0.15,0.00980392156862745
GILD,80.94,0.77,0.009513219668890537
JFR,9.0,0.085,0.009444444444444445
NFE,10.79,0.1,0.009267840593141799
PDO,13.92,0.1279,0.009188218390804598
JQC,5.91,0.054,0.00913705583756345
CHY,11.64,0.1,0.00859106529209622
XEL,63.85,0.5475,0.008574784651527017
RYAAY,112.43,0.962891,0.008564360046251001
PSA,359.4,3.0,0.008347245409015026
JPC,7.98,0.0665,0.008333333333333333
PTY,14.31,0.1188,0.00830188679245283
CHI,11.46,0.095,0.008289703315881325
CADE,30.22,0.25,0.00827266710787558
CBU,56.32,0.46,0.008167613636363636
PCN,13.78,0.1125,0.00816400580551524
UE,20.92,0.17,0.008126195028680689
CCD,24.1,0.195,0.008091286307053941
ADT,6.9,0.055,0.007971014492753623
PB,71.86,0.56,0.0077929306985805745
EVV,10.35,0.0806,0.007787439613526571
OVV,38.72,0.3,0.007747933884297521
DLR,158.42,1.22,0.007701047847494004
EAD,7.11,0.05231,0.007357243319268636
CHW,6.89,0.05,0.007256894049346881
SBCF,26.17,0.18,0.006878104700038211
KO,71.12,0.485,0.006819460067491563
CSGS,44.25,0.3,0.006779661016949152
IPAR,115.4,0.75,0.006499133448873483
AMH,40.1,0.26,0.006483790523690773
BPOP,96.24,0.62,0.006442227763923525
NAD,12.18,0.0755,0.006198686371100164
NEA,11.79,0.073,0.006191687871077184
NZF,12.96,0.0795,0.006134259259259259
CSQ,16.72,0.1025,0.006130382775119617
NAC,11.99,0.0735,0.006130108423686405
KFRC,62.11,0.38,0.0061181774271453875
SEE,32.92,0.2,0.006075334143377886
TBLD,17.32,0.10417,0.006014434180138568
NVG,13.31,0.079,0.005935386927122464
THG,144.35,0.85,0.005888465535157603
CWH,21.88,0.125,0.005712979890310786
AVNT,45.64,0.2575,0.005641980718667835
SAH,53.54,0.3,0.0056032872618602915
NMZ,11.78,0.0655,0.005560271646859084
DVN,39.96,0.22,0.0055055055055055055
IRDM,27.1,0.14,0.0051660516605166054
WS,31.3,0.16,0.005111821086261981
ADP,277.48,1.4,0.005045408678102926
STEL,25.94,0.13,0.0050115651503469544
WH,77.34,0.38,0.004913369537108869
PDX,23.32,0.1133,0.004858490566037736
SHOO,43.55,0.21,0.004822043628013777
NOV,15.95,0.075,0.004702194357366771
ALB,88.88,0.405,0.004556705670567057
GATX,133.12,0.58,0.004356971153846153
LEG,11.59,0.05,0.004314063848144953
GRMN,182.74,0.75,0.004104191747838459
WOR,43.36,0.17,0.003920664206642067
SCI,79.38,0.3,0.003779289493575208
DPZ,407.97,1.51,0.0037012525430791476
WM,207.64,0.75,0.0036120208052398384
CX,5.74,0.02067,0.0036010452961672476
SNDR,26.84,0.095,0.0035394932935916544
NUV,8.99,0.031,0.0034482758620689655
GPK,29.01,0.1,0.003447087211306446
NDAQ,70.75,0.24,0.0033922261484098937
CB,284.9,0.91,0.0031941031941031947
BYD,59.0,0.17,0.00288135593220339
RRC,29.13,0.08,0.0027463096464126332
WCC,154.79,0.4125,0.0026649008333871696
LDOS,152.44,0.38,0.0024927840461821046
VSTS,14.66,0.035,0.002387448840381992
GPN,109.33,0.25,0.00228665508094759
MSI,435.89,0.98,0.0022482736470210373
MBIN,42.35,0.09,0.002125147579693034
CAL,35.65,0.07,0.0019635343618513326
TPB,38.27,0.07,0.0018291089626339169
IBP,205.92,0.35,0.0016996891996891997
RNR,254.94,0.39,0.0015297717109908214
VRSK,271.63,0.39,0.001435776607885727
FTV,72.51,0.08,0.0011032960970900564
IIIN,30.42,0.03,0.0009861932938856014
QCRH,73.36,0.06,0.0008178844056706652
TMO,618.46,0.39,0.0006305985835785661
BSIG,23.36,0.01,0.00042808219178082195
TXT,86.44,0.02,0.00023137436372049977
