,Symbol,Performance
940,VDE,2.438407879349821
941,ORLY,1.681127126959484
942,HRL,1.0115962005855874
943,KMPH,1.6182572244663962
944,DIOD,1.2992394886228713
945,ZTS,1.0935852968189002
946,IWN,1.4638224672119746
947,BMY,1.303673255476988
948,TV,1.0221987056803248
949,AVUS,1.274461726053159
950,MTDR,6.7524502852800055
951,TLF,1.1451104186359389
952,BNO,2.472398119751285
953,FBP,2.8663863446674087
954,GHY,1.002324599033731
955,KNX,1.1300227508809837
956,PHO,1.2736142834415425
957,SCHV,1.253057065301774
958,PLNT,1.0210731114040192
959,IIPR,1.074242222314833
960,SRLP,1.6962377909023385
961,EDN,1.599045278703349
962,HRB,3.575202243569251
963,SFL,1.2612160421587977
964,RVNC,1.0489510582783934
965,FTI,1.6647497828035185
966,HLX,1.1950464000935368
967,ARLP,7.96800984630318
968,FRT,1.2580316150215995
969,ABC,1.457042855047651
970,AB,1.578767179336766
971,WHR,1.0757616006605777
972,ALL,1.5294609217716646
973,SCHW,2.186078951217954
974,STAA,1.208254903052202
975,TALO,2.089084072376105
976,GAIN,1.5360215345182788
977,CLFD,7.768373965498797
978,SCHG,1.0656461895546916
979,CNM,1.136999988555908
980,FAD,1.130042162116321
981,DSGX,1.152785303496508
982,SCHX,1.1613947616847724
983,NTLA,2.2473895558949293
984,SCHM,1.1995679621750754
985,TAN,1.7805850438717563
986,ODFL,1.4124979941453362
987,CORN,2.139240520654857
988,ELF,1.8904522438711089
989,PHX,1.390499627215629
990,DGX,1.097723155255558
991,NKEQ,1.324130559783124
992,CPT,1.4324870382233013
993,KIO,1.1173768879430177
994,CNP,1.570137323464922
995,CVS,1.6452959273601635
996,DXLG,10.423077452112253
997,DG,1.2832527083131875
998,OIL,2.329349826431269
999,FHB,1.788413512862994
1000,GRIN,9.811380980162768
1001,MGA,1.071923049839295
1002,SGH,1.119181914246253
1003,LRN,1.2868952533882887
1004,ARNC,1.2128114365980014
1005,UGRO,3.100000039736431
1006,CAR,5.5066769938939375
1007,AVA,1.1513866104449797
1008,PHI,1.057320079179657
1009,TDC,1.5838856960334151
1010,KSI,1.0176165889133824
1011,VV,1.1561524275370076
1012,ATKR,3.108669413665196
1013,EGLE,3.3633178905920618
1014,VGR,1.1647568354831264
1015,PACW,1.4494843387060083
1016,SXT,1.3980662578958445
1017,FFBC,1.9191433604513708
1018,VST,1.1845818776859471
1019,VHAQ,1.0206896597083204
1020,FIBK,1.6151937228663933
1021,WSFS,1.910272415222253
1022,TRNO,1.0601542057027449
1023,VB,1.2234984718357051
1024,GLOP,1.3457955426990131
1025,CNI,1.224527853523694
1026,DBI,2.679953104420683
1027,XMLV,1.2226201535957406
1028,BOOT,3.0290156163434285
1029,GNR,1.452285354228783
1030,CMI,1.2481586494744803
1031,PECO,5.070858004781295
1032,SLX,1.9231451250003644
1033,BIP,1.3717158160049836
1034,SWX,1.118461951127541
1035,WWE,1.5909696022487565
1036,CSWC,1.7444946039515952
1037,TOWN,1.6934368197042908
1038,MFIC,1.4600523061707178
1039,NEAR,1.0055197123806692
1040,MSFD,1.102927053942652
1041,WHLM,1.132964064110956
1042,BGR,1.83589430850172
1043,PRU,1.6500762795187711
1044,SASR,1.7803446500148434
1045,FVAM,1.0
1046,VLY,1.7334697149385436
1047,APAC,1.035897475022536
1048,NWS,1.348644544507705
1049,LYTS,1.451066044178485
1050,USA,1.1957304500741526
1051,SCOB,1.0
1052,AFL,1.745446109440331
1053,KARS,1.2041847431914283
1054,ALKS,1.1176176394049453
1055,STIP,1.0400274838707195
1056,RUTH,2.5422653671196964
1057,BKU,2.206410250268376
1058,PYCR,1.0557142666407997
1059,NLOK,1.002988021223623
1060,FDIS,1.1186198705836286
1061,PFLT,1.465650821876913
1062,JYNT,1.1078984273655292
1063,TFSL,1.1283228500668088
1064,IVCPU,1.0060666798644644
1065,ELS,1.0310774292395557
1066,CAH,1.4708232837113362
1067,MTN,1.2501925746731564
1068,ACGL,1.6779661731642086
1069,YELP,1.512488837288955
1070,MXL,1.293417915146882
1071,PLD,1.1133062840343315
1072,KRO,1.0622636588721055
1073,RICK,5.508871230730333
1074,WCN,1.425223877404857
1075,BCRX,2.270270260981989
1076,RS,2.024229473290517
1077,SFNC,1.552676005977237
1078,NOBL,1.2482667538723922
1079,SHLX,1.876397922380033
1080,TEKK,1.0015000343322753
1081,BX,1.7064342761371922
1082,AMJ,1.95527747085394
1083,BBRE,1.168655639299616
1084,MDY,1.2906516092640368
1085,FIZZ,1.3206863725443108
1086,PDCO,1.1419177821037865
1087,VBTX,1.7939645188515323
1088,VECO,1.3411420131380856
1089,OMF,1.821916454842242
1090,OSW,1.8142547323769536
1091,FXD,1.1708789624556564
1092,NMM,2.8046476042698103
1093,NS,1.2678441452072655
1094,AOSL,2.921177683658161
1095,SIG,5.6710721256325405
1096,REGN,1.0790569686294222
1097,IEA,3.601063828775385
1098,VTV,1.3270353333633822
1099,POWW,1.2964602120005355
1100,CUBE,1.5700364283171968
1101,NOPE,1.0050899150038977
1102,SBCF,1.7543939729371405
1103,UTG,1.0544145507686216
1104,EWW,1.4725253363709545
1105,NBTB,1.4916772216232284
1106,TSVT,1.0566448588991455
1107,ACLS,2.143716862771363
1108,IRWD,1.0528454772383915
1109,ARCH,4.753330389989796
1110,TEAM,1.076470843335303
1111,PCH,1.2220186481997324
1112,AVB,1.306963073199035
1113,HIMX,1.450655868859658
1114,CQP,1.813638554155088
1115,MVV,1.4668079118265036
1116,MSSA,1.014271089058109
1117,CIVI,4.246291513906644
1118,FORR,1.1384761073974194
1119,GGLS,1.05880488989122
1120,CATY,1.8015510616143704
1121,IPI,5.1389611266238
1122,VCKA,1.0487309161062903
1123,CWT,1.163313376814973
1124,BC,1.0811793030227572
1125,AMKR,1.3895159519324665
1126,DRI,1.9028457938350671
1127,UDR,1.2362342155619446
1128,HIG,1.820231984097901
1129,HOPE,1.716618905048866
1130,MCAE,1.0132383012709705
1131,L,1.5304814280915635
1132,LXU,17.64286405334938
1133,EPM,3.0344133778133
1134,GPMT,1.265711137122802
1135,AMH,1.2611933026962137
1136,LINC,1.307692369413096
1137,NFE,2.607129618766091
1138,NMRK,1.9486836292118128
1139,NIC,1.4230303523516414
1140,AMNA,1.740853051643282
1141,SYY,1.453864541610122
1142,MDYV,1.4596109347638224
1143,MNRL,2.59840918350053
1144,TBSA,3.666666460625923
1145,NTST,1.0737434533411914
1146,ENER,1.0226336735916306
1147,APLS,2.1363779955799864
1148,PPIH,1.5909090434735005
1149,ILCB,1.1494891197201087
1150,FIDI,1.0766854390188636
1151,HUSV,1.1883131681611274
1152,TRC,1.0374639409079214
1153,IXN,1.0511321618187306
1154,NEN,1.419369210742746
1155,LSBK,1.0516730692460974
1156,FXR,1.2596967699707915
1157,GSRMU,1.0300000190734864
1158,FLAG,1.0071575307167486
1159,CLAS,1.0175077317843542
1160,FISK,1.0161842687744582
1161,VGT,1.085469018784367
1162,SKYAU,1.0020242412811438
1163,PINC,1.1391048441441545
1164,BLNG,1.0324606764137172
1165,MDRX,2.383411558756824
1166,JPEM,1.003833471133839
1167,ESSC,1.0474747762766663
1168,OFG,2.1299457144234784
1169,RNGR,3.5824174595758245
1170,DAR,2.842715952925948
1171,FSBC,1.4598601033608831
1172,LGTO,1.021582738748897
1173,GAL,1.0479080052132723
1174,RLI,1.4186469857326578
1175,CCNE,1.6254408723023317
1176,GLRE,1.205834678318083
1177,ROMO,1.1466509001684857
1178,RTLPP,1.0919620354359274
1179,SKY,2.2393052759475345
1180,LAUR,2.208127129413839
1181,NREF,1.250957395803989
1182,OCFCP,1.1313012419716824
1183,KELYA,1.0053906405018138
1184,CSL,2.5453408670955007
1185,TGAA,1.0224490064027552
1186,AUGZ,1.1400159296388097
1187,BMAY,1.0048004881425874
1188,JSD,1.2056445488927483
1189,NOVV,1.0407332570911807
1190,PTWO,1.00703524118999
1191,MGK,1.0284927159099018
1192,RFV,1.6785956171998324
1193,PVBC,2.002507024469886
1194,SSUS,1.2041728085332717
1195,AIG,1.7889529872133685
1196,HEES,1.8206942545770155
1197,MOTG,1.040671632712158
1198,DJD,1.22537096684557
1199,PHT,1.0460025450993942
1200,WCC,3.4137830450729867
1201,BFOR,1.289615910758608
1202,DORM,1.2926177290175431
1203,SANM,1.9248120636213093
1204,FYX,1.4183692921867688
1205,XTL,1.1270855610798305
1206,ESQ,2.6114229827973547
1207,USXF,1.0962453557965983
1208,LHX,1.3552865834397003
1209,PKI,1.1681705455963662
1210,MLM,1.581094449569696
1211,TGI,1.1258191381059128
1212,HQI,2.141714373114202
1213,PWS,1.209346135415617
1214,ROG,1.99406429346588
1215,IEZ,1.8575144014233265
1216,XPAXU,1.0
1217,HASI,1.0734957213955902
1218,CATO,1.347288406682397
1219,NJR,1.3916007608964056
1220,BHSEU,1.0345176838320935
1221,CPB,1.0216883971452015
1222,BSJO,1.0095834124464906
1223,FFIC,2.147021908145285
1224,SAGA,1.0406145039950012
1225,CPA,1.4257447263027758
1226,HIHO,1.053854894577199
1227,FNB,1.921659578884217
1228,STEW,1.2428819420470754
1229,PSCF,1.2982577043308337
1230,CFCV,1.1844657851595124
1231,USEA,2.162499991618097
1232,SDAC,1.0196891752920665
1233,AVAN,1.027692354642428
1234,RMCF,1.5215190269190266
1235,SUI,1.028522787955236
1236,GWW,1.6355877905007077
1237,NOA,1.719839923540101
1238,VHI,2.7763704355467693
1239,BHVN,1.9945902670912177
1240,GAA,1.0747456839047658
1241,EQRR,1.566328079158803
1242,BGT,1.1527434100457832
1243,PTRS,1.4995118700207442
1244,PCEF,1.021820493174239
1245,BKMC,1.2024398081017815
1246,SNV,2.2810918766014763
1247,USMV,1.1279411140705289
1248,PXJ,1.6623658996955435
1249,FTLS,1.1409844647642504
1250,ARES,1.7121469652077737
1251,OMCL,1.3344065800426648
1252,CPSI,1.2767859631384366
1253,EMLP,1.3985181097326698
1254,NPAB,1.050261731167504
1255,SOTK,3.0521739680284825
1256,LAX,1.038342057394791
1257,FFBW,1.3983547941800545
1258,CBH,1.1257062311077992
1259,GENQU,1.0010000228881837
1260,PAM,2.092830902413436
1261,GPRK,1.2131338809834602
1262,OEC,1.318823553391658
1263,FJUN,1.099515280789444
1264,RCKY,1.1043568573114602
1265,FIVE,1.3652320821953046
1266,TBI,1.5313001497023748
1267,BBWI,2.6604238701804523
1268,PBH,1.3957983407883772
1269,PFXNL,1.104203446881321
1270,EFR,1.1720072118421632
1271,IBCE,1.008824951548118
1272,OXLCL,1.022494036794511
1273,RELL,3.8442489628877534
1274,HOVNP,5.874101559342656
1275,GATE,1.0194472437544584
1276,CHX,2.3074940130811714
1277,VLYPP,1.195823399842573
1278,FFA,1.1554205366738286
1279,KGRN,1.0305080256077987
1280,ALSAU,1.001968549022052
1281,CLRCU,1.012922381246934
1282,TCI,1.5078474637145811
1283,JACK,1.050286937374877
1284,CBNK,2.414692195057285
1285,CBRG,1.0264496674363972
1286,GOODN,1.2207314624893255
1287,AUBAP,1.1164034700912189
1288,NSS,1.5187543724119958
1289,ENCPU,1.002452238641781
1290,HCVI,1.0187695831399135
1291,SXC,2.327017823221434
1292,MACK,1.1329305331803037
1293,FEX,1.249747964162152
1294,NCAC,1.024242498387905
1295,IRIX,1.1209302227583495
1296,GBBK,1.0061161532493317
1297,RGP,1.789639229614835
1298,BSBK,1.483176408124869
1299,GLP,3.296914218184196
1300,MTRYU,1.0079443819394724
1301,VPC,1.3492006948249642
1302,OSK,1.0299561002568631
1303,JJU,1.218995930230271
1304,MGV,1.3134364314093898
1305,EBAC,1.0216271923091618
1306,LNDC,1.1441441911384262
1307,BWB,1.817880634717596
1308,TEN,2.66309323597385
1309,DFEB,1.0887237435285364
1310,ECCW,1.0422824287145336
1311,CPF,1.6371202998006211
1312,MHLD,1.6929134863442472
1313,SMMD,1.2359290774980012
1314,EAD,1.0665776489473395
1315,FHLT,1.011111173190923
1316,TRT,1.572881285249075
1317,PDT,1.2259563738954076
1318,GIACU,1.026183209186006
1319,ASRV,1.3917396008246512
1320,VFVA,1.5937493450386602
1321,HCC,2.04756164603331
1322,LMB,2.0994475538384734
1323,VRNT,1.5084105734097877
1324,PSCT,1.2966778060437911
1325,WNS,1.5116364473683097
1326,TGLS,3.91116960725017
1327,LJAQ,1.0244399931009138
1328,ICCH,1.3689407118502248
1329,GGAAU,1.0229999542236328
1330,VBOCU,1.0010069763242917
1331,SGHLU,1.0043043265503129
1332,KEN,3.186058388603836
1333,STLG,1.0923872550681113
1334,HYZD,1.0912341263725185
1335,TPYP,1.651277370680301
1336,APOG,1.89513389365042
1337,STEP,1.0192449714429077
1338,ADAL,1.0390544843081853
1339,QCLN,1.689611402905797
1340,ASLE,1.8087805771246188
1341,CWST,1.5034441512494017
1342,AGS,1.7207793253311388
1343,MFC,1.3260962158482243
1344,ENFR,1.7385678975167995
1345,FLBR,1.1122360039749637
1346,PSMG,1.1739755879514515
1347,TLGY,1.0455015074365883
1348,PRPC,1.0195072421480975
1349,MBWM,1.6229245264330137
1350,MCBS,1.6929275654516205
1351,GEF,1.9616469523923448
1352,PLUS,1.2330069043871963
1353,LEA,1.1948504256442116
1354,FITBP,1.0431037290397591
1355,VOOV,1.264798527108108
1356,ROUS,1.2446800255017334
1357,TOLZ,1.1133887969835277
1358,OXUSU,1.0119402868936969
1359,AGM,1.8611766603336912
1360,AFT,1.2017868405090568
1361,MYGN,1.6722173688752129
1362,OSS,1.7297297332128352
1363,ICD,1.016949136104436
1364,SFBS,2.540373040614446
1365,BAL,1.536172927869527
1366,MCAA,1.0260521283374302
1367,DRH,1.5323932257023718
1368,ARGUU,1.0
1369,WTM,1.5470444075591023
1370,RXL,1.2972006854761189
1371,FLFR,1.003591553178139
1372,FSNB,1.0040816286810732
1373,XSHQ,1.2647363750761065
1374,CSWI,1.843939982928224
1375,HSON,3.811791394008071
1376,AQNB,1.0415657749129212
1377,JCI,1.5435367516104783
1378,MN,4.496520740598171
1379,FNDE,1.0226116688779918
1380,FFHG,1.3201666891590786
1381,KJUL,1.00763855251969
1382,CPTK,1.0387434427402469
1383,ESOA,3.8648646732940586
1384,NULV,1.192649782451589
1385,DBEU,1.1341760505739416
1386,ZIONP,1.085070351173618
1387,PNC,1.6269476607640734
1388,STON,4.900000178813937
1389,RDOG,1.1648799251140731
1390,WES,3.530495720103779
1391,USVM,1.3213312496254666
1392,BGB,1.1194102252378526
1393,LATGU,1.019133894717432
1394,GLBZ,1.17100055530404
1395,LEGH,1.3753006616908885
1396,SLG,1.0059109951182332
1397,JHMC,1.1576053426807884
1398,DTM,1.427806742173099
1399,BLDR,2.996948048130381
1400,NOVT,1.1102045076195073
1401,IXG,1.2310041704407937
1402,RSP,1.3156863197421813
1403,PBUS,1.1516776120387802
1404,IHTA,1.2062008784229696
1405,QRHC,6.345864141389741
1406,DCF,1.0325731700864418
1407,HAP,1.5043412267956608
1408,XPAX,1.0176899149185532
1409,GHC,1.6611030170589975
1410,HCNE,1.0263157894736843
1411,BBU,1.008487088316265
1412,KRG,1.800110880647403
1413,WMK,1.571100478237965
1414,TBB,1.0094501149602677
1415,FTS,1.087733830295778
1416,SHE,1.051379882242674
1417,LFAC,1.0192698317112971
1418,DLHC,1.640374388566312
1419,RHE,1.8409090683315747
1420,AUB,1.6734909204601724
1421,ESNT,1.151506738926802
1422,FEMS,1.032739883106088
1423,UOCT,1.0504000091552734
1424,VLRS,1.3869047269889645
1425,PDS,4.150000152431553
1426,PATI,1.6533797125634837
1427,CHI,1.0654167502010174
1428,ARMP,1.0343136934077262
1429,CLINU,1.0020000457763671
1430,PDLB,1.3844204350617
1431,PCCT,1.0346232345370736
1432,TOAC,1.0149402011055972
1433,PRS,1.016976458034733
1434,HII,1.4433703691082864
1435,ONEQ,1.0259973891690286
1436,DIN,1.853735234229566
1437,BNSO,1.0925925909573486
1438,CEFS,1.171269925581017
1439,HES,2.53873611812076
1440,EIS,1.0967720356022634
1441,CPLP,1.840512087186363
1442,RAND,1.5926891336995643
1443,TRTL,1.0144627464085494
1444,BWSN,1.123743667726562
1445,IOACU,1.0079365004277343
1446,BCSF,1.481798847666007
1447,FEN,1.818227793944388
1448,ACABU,1.000997031819349
1449,PXSAP,4.151751468441546
1450,RWO,1.0786370206993203
1451,ACDI,1.034693892445975
1452,TWIN,1.8062992817781
1453,KCGI,1.0189161988412954
1454,SHCAU,1.0029820806878589
1455,VC,1.5813329065331485
1456,DY,2.5515492062851624
1457,VRNA,2.197849474715172
1458,OPBK,1.9282915263120368
1459,Y,1.78138328650461
1460,DWPP,1.0569634225433275
1461,HBCP,1.6892826817372386
1462,AIB,1.0224032865443735
1463,OXBR,2.0094341786996828
1464,OXSQZ,1.2291814896828892
1465,LSTR,1.3019227777442666
1466,FVC,1.3369456471681314
1467,QLV,1.1988158111162257
1468,AROW,1.1853279349517405
1469,FLRT,1.0134667025729596
1470,TW,1.0308928221108942
1471,PTNQ,1.0882570871975612
1472,WPCA,1.001009104847206
1473,APTV,1.0346607074151783
1474,CRAI,2.4285921254832488
1475,SRSA,1.0
1476,RNP,1.1662214983052814
1477,HUM,1.2788118181263406
1478,BAH,1.2773470603094026
1479,QDEF,1.155700553557357
1480,IESC,1.365974370780097
1481,DTP,1.366505706083618
1482,MSM,1.2757065475620153
1483,KJAN,1.137264891027293
1484,ESGG,1.079489435970585
1485,RCD,1.2066885382284558
1486,OXLCM,1.2601676572620617
1487,SMCP,1.1328630213590662
1488,NFGC,1.8897215812205803
1489,WH,1.5081570179631418
1490,BJAN,1.0775707927948557
1491,POCT,1.1258355806995222
1492,CLW,1.0573677452769257
1493,EPAM,1.389244809606055
1494,DZZ,1.0784313771322296
1495,JHAA,1.0721538998605706
1496,EVG,1.063552899512917
1497,DZSI,1.3356974160498878
1498,SWIR,3.490825642420482
1499,EDAP,3.3132529993583764
1500,FBC,1.2584162979516629
1501,FDUS,2.505094117226224
1502,RYE,2.545285819662962
1503,SIZE,1.2382466783251234
1504,RSF,1.4557397260892175
1505,ACWF,1.0725848686714974
1506,DUSL,1.5197459916843112
1507,FUNL,1.2000080954798142
1508,IFIN,1.024242498387905
1509,GCO,2.250715583300971
1510,CCS,1.3946491374603776
1511,RMGC,1.0101522257789486
1512,SMBK,1.841503379974788
1513,JJE,2.323058488800979
1514,PHK,1.0738904476965203
1515,SMOG,1.299789787877396
1516,ESTE,4.831372519687064
1517,ORLA,1.10433607652009
1518,ONBPO,1.1835992656310914
1519,TRIS,1.0060913161034244
1520,MPB,1.7827573239860397
1521,VSEC,1.319218989942866
1522,MFDX,1.0245680555329553
1523,IVCP,1.025853153880823
1524,NFG,1.674850389881021
1525,PLG,1.124137890778315
1526,SRE,1.3478007848974058
1527,GLEE,1.037244873879007
1528,WLKP,1.4143402827063027
1529,AZAL,1.0660762371782857
1530,RAAX,1.3410418956464312
1531,SRTS,4.53985499140095
1532,RCFA,1.0369990367202857
1533,VCKAU,1.015686259843532
1534,FMAY,1.0377888528161865
1535,AOGO,1.0132653175419142
1536,GCV,1.1463981510852062
1537,GSQB,1.0071065677272364
1538,LMAO,1.0511770702735923
1539,WTW,1.0374040021600417
1540,KW,1.1782787095304914
1541,MPRA,1.0468749782691409
1542,NUSC,1.2778884213109023
1543,CRESY,1.5809247774231665
1544,COW,1.200257133397913
1545,HTLF,1.5620345831712366
1546,RJZ,1.1239952520244003
1547,ADME,1.021778979573153
1548,VEL,3.0621469687569287
1549,FSSI,1.022750803029272
1550,KRYS,1.6540103929228764
1551,FIF,1.6074592894155326
1552,NVGS,1.7192192299695457
1553,NSL,1.1940328785569176
1554,JJS,1.7735794088688133
1555,NVR,1.2267900917672956
1556,SPAX,1.0243659749500922
1557,BCO,1.227839719974223
1558,PFIS,1.374395852285917
1559,OSCV,1.3567547513768403
1560,JBSS,1.0460228963019031
1561,BDCZ,1.406939001811453
1562,CRC,1.956487804587263
1563,AMAL,2.1757187425990736
1564,BDEC,1.1020454253124492
1565,AMZA,2.359330425839067
1566,HQY,1.1861203761616117
1567,IQSU,1.1572697039416515
1568,GBNY,1.0886700104462577
1569,VBOC,1.0030487533034542
1570,BWAQU,1.0090090244894787
1571,TPL,3.4405790041748547
1572,PCTTU,1.0575609904963796
1573,CAAS,1.3964912814923764
1574,RRBI,1.3054143349175047
1575,EDTXU,1.0098522547022724
1576,IVCB,1.0294416193524814
1577,JHMF,1.3176641281164234
1578,SENEB,1.4427792823483985
1579,MCFT,1.040286948588641
1580,SKYA,1.0239334551641566
1581,FTXH,1.0778960403349522
1582,ROSEU,1.0099305247765922
1583,TLTD,1.0289377995355906
1584,SAA,1.5699329516061606
1585,CHSCP,1.1733782658154206
1586,SIXS,1.433075466694672
1587,IVE,1.2631343988899082
1588,MTCN,1.667587246059106
1589,SAGAU,1.0010000228881837
1590,CEM,2.530203183462372
1591,GOLF,1.3226597676603005
1592,FRON,1.0050710134356853
1593,REET,1.0998068221310533
1594,SLYV,1.4922569342328174
1595,CDAQ,1.0124353206193883
1596,MTAL,1.0041025601900542
1597,FWONK,1.7353901390921722
1598,ACTV,1.152908120133467
1599,CBAN,1.341810986825209
1600,HWEL,1.0124610471581543
1601,PUMP,1.7928731850982114
1602,ROCGU,1.0093000411987303
1603,XRLV,1.2677585177828956
1604,AGNCO,1.1097984820425992
1605,NE,1.2073469356614717
1606,TSCO,1.391672007675938
1607,IWX,1.2461566931583288
1608,ENCP,1.0247475604721057
1609,WD,1.8978209307852203
1610,IBHC,1.106536715482952
1611,DSWL,1.3890129830441675
1612,KNG,1.2313228033775254
1613,AMOT,1.3305318225411966
1614,STLD,3.023389037729713
1615,ARW,1.3944940491646445
1616,ERES,1.0255102035851342
1617,DCRDU,1.0289999961853027
1618,AGGR,1.0258264454667765
1619,WSR,1.4604062675391258
1620,LARK,1.5092903014091572
1621,RJAC,1.015290480337832
1622,DIVZ,1.090313390771273
1623,CIBR,1.1092238838258828
1624,OLP,1.4102784432117526
1625,CPII,1.0012628637733243
1626,REMX,2.2887590987290385
1627,MTRN,1.432705043888613
1628,MGIC,1.5128977610985994
1629,ESEA,8.75009935583194
1630,RCM,1.459055194089622
1631,NETC,1.0192698317112971
1632,AMNB,1.4516563308134067
1633,MVO,6.0990984909797765
1634,LAMR,1.456691573698043
1635,QIPT,1.3365385350155905
1636,CVY,1.3201742566717505
1637,UONEK,2.514792814261776
1638,NULG,1.0394378847640688
1639,VCXAU,1.0090817511577856
1640,NBHC,1.6121894936864154
1641,PPH,1.134617882334116
1642,CXW,1.002267625675249
1643,MBNKP,1.968663455397886
1644,ESM,1.0020202483368017
1645,PII,1.0949214190934773
1646,AMG,1.6189368126433952
1647,UHS,1.0107394182276035
1648,IPKW,1.0991619046905872
1649,BFC,1.3028341336322569
1650,CHGX,1.072404954997337
1651,JJN,1.581340659603636
1652,DSU,1.114476684246609
1653,SPVM,1.4368621373680035
1654,DBRG,1.3848656930640144
1655,FTEV,1.0226804403458514
1656,ATEK,1.033507820778336
1657,MLPA,1.9359896980509128
1658,REIT,1.00363993918875
1659,TXT,1.926092266700831
1660,IQMDU,1.0069514052254156
1661,JQUA,1.179119670721538
1662,SDVY,1.415813841466512
1663,ERII,3.1507245609625585
1664,CNRG,1.584726218001368
1665,XPER,1.0084469167918242
1666,PKBK,1.880897917518776
1667,SSTI,1.200835044372334
1668,GII,1.181463463240469
1669,PBFX,2.6531112142773936
1670,MGPI,3.220340709350409
1671,OMC,1.3342388274153494
1672,EDRY,3.59116033452367
1673,MXF,1.403514952661281
1674,IMXI,1.813047054003612
1675,GSSC,1.3396504434649883
1676,VDC,1.2045879939893298
1677,EMCGU,1.006965143631415
1678,ARGU,1.0192698317112971
1679,QQXT,1.0997026329224755
1680,GLSI,1.582608761994735
1681,AMOV,1.442977594850017
1682,GMS,1.7719219865686502
1683,TFLO,1.0101505935726391
1684,BRY,1.9813250943744016
1685,TGR,1.0191147426638312
1686,VUG,1.0254912391328828
1687,SJI,1.6253581894242666
1688,MORN,1.4386799942064996
1689,SF,1.76367295179233
1690,AKR,1.1244415258520777
1691,FSD,1.0031538163298692
1692,ARDC,1.1676251661038672
1693,CSM,1.2051377054993289
1694,TRP,1.11448341714286
1695,UVV,1.281161837717098
1696,FYC,1.2868796887899618
1697,OGCP,1.044260881913226
1698,PSCI,1.4258426248333975
1699,TURN,1.0701753701064936
1700,CVEO,3.9512576467322
1701,MCN,1.4339997355724403
1702,MIDU,1.512911447146723
1703,EYPT,1.1299999782017298
1704,WAFD,1.3635980367141147
1705,SIVB,1.659074063896019
1706,DENN,1.1057578841744082
1707,CFB,1.4532294939833554
1708,FTII,1.0110553379356986
1709,WBIL,1.0495693252783165
1710,NTWK,1.236220532307971
1711,CTBI,1.5466744061751172
1712,OVBC,1.4942324212835432
1713,LBBBU,1.0219779528795343
1714,DCP,4.587625047464124
1715,BSJN,1.0305283294432055
1716,FLEH,1.1195965108138486
1717,BTWNU,1.0030099868774414
1718,TLK,1.4698714017884784
1719,CSLM,1.021671831500602
1720,FT,1.0947440694290267
1721,RPM,1.159485880013274
1722,VFQY,1.2634593284005835
1723,PPYAU,1.0
1724,BMAR,1.108148421998303
1725,CTBB,1.0943668256820396
1726,KAI,1.6214989036279637
1727,GRBK,1.6599378082920648
1728,OLN,4.305653199694867
1729,INCR,4.285714480341706
1730,DLN,1.2644295030702142
1731,PEY,1.4852288687484767
1732,PRLHU,1.004012032174694
1733,YLDE,1.1735453826977549
1734,PDOT,1.016923073010567
1735,QDIV,1.4113894930911148
1736,MMI,1.234996809024465
1737,LNN,1.6064207075549168
1738,TTC,1.368023129128073
1739,AMND,1.645283771987538
1740,EBC,1.6526356159681144
1741,EDNCU,1.0182001360215311
1742,TSRI,1.8299492216843751
1743,EVV,1.0257278814656543
1744,BRAG,1.353333314259847
1745,ESG,1.152452412703459
1746,PAC,2.1003064514593097
1747,SQEW,1.1468164842143018
1748,NXRT,1.4602909423388537
1749,SWKH,1.4617368729765683
1750,EXG,1.186931722222207
1751,DAOOU,1.0029910954580474
1752,FMX,1.119465118979008
1753,FFIN,1.6022204318467854
1754,WLDR,1.1913558927625008
1755,AEAEU,1.0024826785463996
1756,BGSF,1.2464105816306392
1757,SMMV,1.1303942580138393
1758,FE,1.0153661464124206
1759,CSTR,1.8126562458279507
1760,ADRT,1.028571400767513
1761,WIRE,2.5125057572594574
1762,GSRM,1.0050710134356853
1763,SAIA,1.5481137032761765
1764,RMR,1.201638808582424
1765,GIA,1.0326530294485865
1766,DSAQ,1.0357873610456014
1767,CCM,1.1280488048650763
1768,CACI,1.3401437036386024
1769,ARL,1.6670156815011452
1770,LGSTU,1.0069514052254156
1771,KBE,1.6543716480914552
1772,BOCT,1.1425295961544586
1773,TDVG,1.154092797894328
1774,NC,2.215373198615423
1775,BELFB,2.709041272515805
1776,LIVE,2.5718685652684337
1777,PPYA,1.0110886749829886
1778,INSE,3.6040815313673695
1779,TBCP,1.0314136319102816
1780,SNEX,1.5268778149368996
1781,QGRO,1.070763968593426
1782,IHF,1.360945277697445
1783,CRT,3.744066086525713
1784,HOMZ,1.2728447223445185
1785,CTOS,1.5928961166630284
1786,CDRE,1.6269921611669007
1787,IETC,1.0021188192793318
1788,SR,1.073175777215838
1789,ABT,1.071509147512672
1790,ORA,1.3869373014620097
1791,RES,2.499730117912012
1792,SLAM,1.0050710134356853
1793,AXGN,1.084622413516316
1794,BSIG,1.2107259447073464
1795,HALO,1.4111349132605655
1796,CHSCM,1.1673810941103382
1797,FC,2.6236995023914624
1798,IMCB,1.213710054424865
1799,BRACU,1.0059939525045432
1800,MSCI,1.1438315628801627
1801,MARB,1.032904851647508
1802,SUM,1.5069182175670652
1803,SHAC,1.0123076805701623
1804,IFRA,1.481285779003792
1805,KNSW,1.002999973297119
1806,NRIM,2.142594324896644
