,Symbol,Performance
215,SSNT,1.248888863457574
216,IBN,2.206239873649204
217,MS,1.767892788065409
218,XME,2.118548777049284
219,DSKE,1.4661245971598338
220,BORR,1.97619049815364
221,SIVR,1.0016447745077832
222,DXYN,1.2413793528689496
223,PDBC,1.8812473946251551
224,CNHI,1.6959921433791996
225,MO,1.2293076257062463
226,RUM,1.1847195183004011
227,EXD,1.180384048781345
228,INFY,1.7231348806471898
229,KO,1.3678648277558343
230,CROX,1.9918770301891169
231,SLB,2.1892457628772366
232,GEVO,3.799999801317859
233,XLI,1.27727653153355
234,KMI,1.388425633343213
235,PR,8.94736878429424
236,PST,1.4693069827972256
237,ICLN,1.439262278458478
238,MGM,1.8968711369861675
239,KOS,3.357142989843368
240,ALPP,8.671874699866763
241,O,1.1544096263646189
242,IWF,1.060125434577487
243,FTNT,1.627144488006331
244,SENS,3.1428573658677257
245,TMX,1.0656832894602453
246,SU,1.960353241616878
247,WPP,1.1392832887161468
248,PK,1.2550781728665334
249,XLY,1.0980451836710972
250,WDS,1.587072676654158
251,TCPC,1.5345262829986106
252,SPWR,3.634512566002797
253,BSBR,1.0835434316006516
254,OCSL,1.681921802629191
255,SID,1.2874816898306252
256,NYCB,1.0541157552277227
257,RC,1.695032568998816
258,PBF,4.394999980926514
259,SUNW,3.874999793039436
260,DDM,1.2263514704376182
261,XLP,1.1927103941392472
262,SCHD,1.4211172304405764
263,KEY,1.6077705127429869
264,KIRK,1.056140382871808
265,GPRO,1.020703914329638
266,KDP,1.2920407646884509
267,OXLC,1.7281792686231
268,DHT,1.6939674909249942
269,SIGA,1.923017227833569
270,IOO,1.1349614856028656
271,ON,2.9951947828285093
272,TRMD,3.17565950144052
273,CRK,3.75869592912707
274,ERX,3.974982696474388
275,SMH,1.1671397131933696
276,LRCX,1.1209327310212926
277,LEVI,1.1950230039966674
278,JOFF,1.0260416656318638
279,DBC,1.8946117325065936
280,GCI,1.318965530530168
281,EGY,3.85855690965444
282,TPR,2.4009876275734108
283,SCHB,1.1639400409062866
284,HST,1.5372891219113467
285,TBF,1.4817275052786347
286,HBAN,1.8036025016353656
287,TCOM,1.0305660175827314
288,SOXX,1.15238609650242
289,LNG,3.402244847962784
290,THCH,1.0187393757511
291,SPLV,1.199359751791625
292,GBOX,3.2499999503294648
293,FERG,1.2926492867800108
294,RWR,1.1758536607740044
295,SO,1.4326510773371397
296,NEE,1.30127260158936
297,EQT,3.1339033776151
298,JSM,1.1758963087434424
299,RELX,1.116285879278589
300,SPYD,1.4507902227937444
301,BITF,3.6082471523933006
302,IWD,1.2761181516716036
303,REI,2.2307692484037416
304,DFEN,1.1648795747947736
305,XLV,1.2403365830969746
306,TTM,3.3647711651214984
307,WTI,2.675799077810024
308,EYE,1.1719311130864651
309,PBI,1.05793774613425
310,COTY,1.5643564929051588
311,GILT,1.2109158615608089
312,ISAA,1.0254171965342254
313,MCHP,1.157565892504897
314,COWN,2.426124411861713
315,SQM,3.6917923251230462
316,COP,2.9326377145004785
317,OBE,18.38461625458459
318,TS,2.1816365360828454
319,USAC,2.280853622794296
320,SAVA,12.947368250115408
321,URBN,1.1766466299892298
322,MIST,2.463806845412846
323,STX,1.2319182230984604
324,COST,1.5114129176778237
325,BTU,9.261193685288372
326,SPHD,1.3373431826285394
327,LAC,5.163385814206969
328,TMUS,1.2679077542608208
329,TGT,1.3074339675832638
330,DXC,1.6244193787637546
331,NVO,1.5803024922901066
332,LC,2.306889411009543
333,HKD,3.59999994131235
334,AVXL,2.114753986231523
335,NYMT,1.3102328174967803
336,LIN,1.2437612382633796
337,XAIR,1.081395339166364
338,VTIP,1.0384726735919323
339,TM,1.0511496288341018
340,MNST,1.2234101975849982
341,TJX,1.273913476502947
342,ATCO,2.1947696914775032
343,LND,1.6294619202383822
344,INFI,1.1226416240174792
345,ANF,1.5786801612706776
346,ATOM,1.1670506633969262
347,TXN,1.2585890970002234
348,PSO,1.4181839468994164
349,HD,1.1685630072819446
350,FAST,1.134306840239972
351,WMT,1.0437210123800302
352,EXPE,1.1560957722478895
353,STEM,1.334000015258789
354,PSX,1.5307355618171108
355,NWL,1.0053532732688917
356,VICI,1.6912580552529797
357,AMPS,1.07414636379335
358,ADI,1.1662080621693376
359,ASO,3.50636400040471
360,CHS,3.5328468144101928
361,PVH,1.052570272167995
362,EPD,1.6809082287824697
363,SCHH,1.1293677657517351
364,FAS,1.834557981911436
365,ASXC,1.3599999385891564
366,EL,1.1678483023647006
367,D,1.0191570181916167
368,MVIS,2.4557821937655326
369,NGG,1.0331612208956154
370,SHOO,1.2608420893637828
371,UUUU,3.948387144408292
372,HDB,1.244947428999567
373,NNDM,1.21938778489195
374,ENPH,5.060550646626995
375,ISEE,3.7374999627470986
376,DX,1.0617134267334112
377,FSLR,2.262959838254228
378,USFR,1.0101101445081475
379,ELP,1.4321815946383494
380,GE,1.194055867400293
381,CRWD,1.4018031639567077
382,CAN,1.6820512262478553
383,LLY,2.017226645938103
384,MAR,1.6351951587616425
385,MAC,1.14735540848173
386,AES,1.7287038974825617
387,SBLK,3.723481874384159
388,BLK,1.0526802254482932
389,CVE,3.644896561034422
390,EUM,1.0686829997967058
391,IHG,1.058845484155135
392,HIBL,1.8398058881553487
393,CLAR,1.306290703035314
394,CPE,3.50099983215332
395,BILL,1.442253180189044
396,PGRW,1.0278063339885302
397,DDD,1.2314814808001298
398,PFF,1.0065249056994572
399,THTX,1.0128205010641722
400,STCN,2.6346154904224504
401,CPRI,2.604335909933862
402,DUST,1.1423290208214785
403,OVV,5.163058689129992
404,WIT,1.4361168057346922
405,GUSH,4.605733876017935
406,AVGO,1.4795579911845131
407,DECK,1.6341347640594823
408,ERF,6.696282619375833
409,MRK,1.268571790454568
410,SPYG,1.0930998810801102
411,UWM,1.2546222296181195
412,BLNK,2.4273971027897585
413,GWAV,1.4416666252745538
414,CWH,1.1110341022498869
415,XHB,1.265945385671277
416,KT,1.246938778489195
417,LOW,1.4266704259845109
418,SBRA,1.1409608444194856
419,PDI,1.0019893468107228
420,IJH,1.2989399470085432
421,ABBV,1.5135092247825312
422,IP,1.1042506934238403
423,SLNG,3.43999989827474
424,DGRO,1.2530768989046166
425,ABB,1.113204383619377
426,MCRB,1.1672727411443538
427,COM,1.601525080587786
428,MNDO,1.2198833486971798
429,FANG,3.5349246777783905
430,SCHA,1.2106843645485923
431,EPP,1.0047513918890054
432,SUZ,1.2350183076281769
433,SPUU,1.2422012094720052
434,BEN,1.182024543080114
435,VLUE,1.2316805129261337
436,USOI,1.686568718388082
437,PG,1.0873035707974408
438,HPQ,1.6178356219118646
439,DRIV,1.3296195622912872
440,PACB,1.507792200553998
441,HON,1.2305296002710802
442,BXMT,1.339674856800973
443,STNG,3.528336079284632
444,RF,2.20716908449146
445,DSX,2.874823578497733
446,IYE,2.3394854439813684
447,ACRE,1.6667744892280378
448,KLAC,1.5304372947519296
449,MP,2.7299999237060546
450,ALK,1.1514706331140854
451,JPST,1.0074692573111792
452,DOW,1.2401766084586576
453,COPX,1.5367225911176776
454,GD,1.6144112104378376
455,LTC,1.1704924513305446
456,AHPA,1.020479965209961
457,JNPR,1.232785569479713
458,SHYG,1.0348397863411996
459,OUT,1.214917494700462
460,MCD,1.321123591170266
461,SPR,1.051028011745236
462,STWD,1.668090282492681
463,ALB,3.548561792658649
464,BNS,1.3200861295806467
465,ALPS,1.0199999809265137
466,DELL,1.2788024954988029
467,TTT,2.836567119671469
468,SEEL,1.04040400148253
469,IWO,1.0088788325640257
470,XYLD,1.1310284347954858
471,ALV,1.0682305896259623
472,CCEP,1.2193503883104937
473,CAT,1.3703987775449034
474,JNJ,1.2126522652819085
475,ADM,2.240043290395841
476,ROST,1.0137817179846815
477,ITB,1.1851372182944044
478,ORCC,1.04802430763044
479,AGRO,2.0203224400783464
480,WMB,1.8017532270646424
481,DBMF,1.5109560149673984
482,ALTU,1.0009960387370351
483,TRIP,1.1688724529978392
484,GLL,1.0675443818863668
485,FUTY,1.2263484868773291
486,MSTR,1.804164825787496
487,NAVI,2.530236548590119
488,OII,1.4014084997737122
489,IYW,1.0513792939198483
490,LNC,1.4328997906185226
491,FCG,3.5840123412025955
492,PM,1.3256099385031126
493,ITOT,1.1642024591290048
494,HNGR,1.2372768785035948
495,PAYX,1.6322583920651197
496,NURO,1.2455356919529792
497,TGA,4.895478741406649
498,XXII,1.1965161353239286
499,FENY,2.4164496061051874
500,RA,1.3307478903241357
501,RTX,1.464792375317927
502,MAIN,1.374377566061694
503,PANW,1.9756743460013
504,OKE,2.360001308172295
505,PXE,3.4102210218947206
506,SAVE,1.19113920681218
507,EPRT,1.4923209430128397
508,MNKD,1.716666664459087
509,DPST,2.934326567298019
510,EXPD,1.1665740421302773
511,URA,1.9216172912888865
512,BE,1.5376922900860126
513,URG,2.270833453629169
514,SPI,1.1196581118205593
515,TUP,1.0755336661118966
516,USB,1.270495351437384
517,MPC,3.268547269658512
518,INMD,2.205303108407557
519,FSK,1.6899507869273476
520,MERC,1.7018645053801156
521,GNK,2.363388572970403
522,VLO,2.395029661460164
523,KIM,1.6912522501779572
524,WY,1.3728373596318348
525,TECK,2.869163596665533
526,BG,2.292132436860673
527,AMPX,1.0237735865033388
528,SSL,2.034314964941858
529,ENTG,1.362055961777516
530,CRL,1.063726333144052
531,INDA,1.4132453090053136
532,MOS,4.240872841812305
533,XRX,1.0091111859521142
534,TNP,1.6885365332411726
535,KRE,1.8169305969049927
536,BRLI,1.0774718901833864
537,IEP,1.4471913842008868
538,E,1.262921949618792
539,BSX,1.1248910600913975
540,ORCL,1.101181188393108
541,SLI,5.6233766635889
542,VT,1.0746902897329793
543,PPLT,1.0089647315811283
544,WAT,1.4288061898397528
545,DEO,1.2930958034650972
546,RYTM,1.1156648916858705
547,EWA,1.1018363448621302
548,NOVA,1.1434490178339571
549,SEDG,1.473985916787661
550,CSB,1.4427883921874611
551,CLNE,1.7740864350521253
552,RACE,1.0501515758308313
553,CX,1.2750929344965796
554,SIMO,1.5762256534031924
555,BEP,1.199082438421047
556,TPX,1.3839712174043917
557,FXU,1.248039834459117
558,NXE,2.6214286705669108
559,UNL,2.9205296264918843
560,SND,1.405405335743294
561,TSLX,1.378148671382914
562,MBTC,1.0556975048331845
563,REM,1.0597088453847
564,SPYV,1.2686979166934025
565,RVLV,1.3514019666726165
566,FLEX,1.694811798241708
567,ALLY,1.5568506070603243
568,NTR,2.8738657341189
569,SNMP,1.0618750243308028
570,STN,1.4503081877123232
571,HPE,1.44040936975887
572,LYV,1.6935411655097683
573,BEEM,1.0200668704308256
574,LIT,1.846793983121635
575,MFA,1.07777651552921
576,K,1.1418668162923813
577,TYO,1.7368420794899178
578,MPLX,2.243188094146507
579,JHG,1.1383812346247264
580,AXP,1.5312492221939749
581,UCTT,1.0783082456010171
582,NOG,3.814770726810849
583,FITB,1.9786368762222697
584,AEP,1.1368729268600142
585,SRET,1.097622937547526
586,MOAT,1.1814937331077613
587,HDV,1.2424098322871255
588,AEG,1.4545257660338984
589,KR,1.3968801882049715
590,PFXF,1.0529580723338612
591,CSIQ,1.556623465313674
592,YELL,1.766550652901413
593,DBA,1.4623813784808852
594,GSUN,1.444736882259971
595,EUO,1.324221748901102
596,PXD,2.709252353005033
597,DWAC,1.050624966621399
598,ITA,1.204997875490915
599,VYM,1.309488385318101
600,FDVV,1.335681617306777
601,PWR,3.559639574767248
602,DINO,2.1827218109315782
603,ASEA,1.140709740921744
604,SHO,1.2440903321783117
605,EOG,2.8716683250504023
606,TNK,2.203200073242188
607,RYLD,1.2266634436491852
608,CP,1.3265707874508863
609,CYBE,1.3885876430400683
610,CTIC,4.546875235741032
611,GLW,1.162172809562061
612,BECN,2.180079696775646
613,DQ,2.974335976360249
614,VOE,1.3637359924635135
615,OPTT,1.1884057908417722
616,FULT,1.8874043497400448
617,CHAD,1.0125910508329945
618,PPL,1.1565585901420623
619,SOYB,1.8169798760117195
620,HTGC,1.4755352988808716
621,BAK,1.27204006822116
622,AMBA,1.1682262451012393
623,LEN,1.2060768105657116
624,GS,1.497558023451377
625,SBGI,1.1499488909260422
626,GOOD,1.0390545831137394
627,CTSH,1.07476885442413
628,PCAR,1.193293395129016
629,AMRK,3.518694744087409
630,HPK,2.078909434981961
631,UTSL,1.4645691587760183
632,WPC,1.199649601156736
633,RYN,1.3108038195367877
634,NFJ,1.0804518130472134
635,QVCC,1.0329191838516838
636,JAAA,1.007957167437303
637,DIVO,1.2589781209912123
638,SBH,1.0268948583043656
639,AMTX,7.445255093369005
640,DNP,1.1141043460661273
641,INTU,1.2728992431207145
642,JKS,2.5596118739330658
643,CPER,1.145016800900149
644,DRN,1.064666454560991
645,DLTR,1.4949473279311345
646,BRTX,4.03749996367842
647,USRT,1.186968817067302
648,UNP,1.227734867276488
649,EPAC,1.0159544557730935
650,FREL,1.1012966783004514
651,AREC,2.038168086197602
652,PLL,7.866176496781279
653,TNL,1.3185170696838404
654,AXL,1.0523883150352271
655,COF,1.6402133436780004
656,CHT,1.0095312813901562
657,MGY,3.3668703042403827
658,IBM,1.2047517785899586
659,CCRN,4.977193296238189
660,UNFI,1.765279925218608
661,VUZI,1.7130176821934058
662,IRT,1.6404013828555075
663,AEIS,1.112536815181964
664,CHK,2.4057368939631294
665,SKIN,1.0876383575546664
666,WFG,1.9128152387492832
667,VPU,1.2310099450882672
668,AWF,1.0160681976700172
669,FCFS,1.205287405283056
670,EIX,1.162625681731899
671,DUK,1.273656358791024
672,CE,1.11838086170526
673,CNQ,3.3285728874468896
674,AERI,1.1462121464442072
675,HIVE,2.8923077910609534
676,CRHC,1.0142856517269048
677,NEX,3.4418603568028137
678,JEF,2.082822461871929
679,NRGU,6.277636163884943
680,INSW,2.51644349792651
681,CBAT,1.0454545011205132
682,GGN,1.1820885442860487
683,FRHC,2.555151007535615
684,SOL,3.8181816375616897
685,TSLS,1.084043916878007
686,CBOE,1.2990592665056908
687,VOOG,1.09113177731132
688,STAG,1.080587350724927
689,MORT,1.066981813341342
690,METC,4.2951265084147545
691,REZ,1.2987676612399133
692,NUE,2.8818239764941462
693,ECC,2.042347449095588
694,BGFV,4.801595726010048
695,FVD,1.229900570822437
696,YXI,1.2870661910128385
697,HRZN,1.0902773510672743
698,LSCC,1.597208696445119
699,PIPR,2.0468033642646266
700,HROW,2.463265195899784
701,PFG,1.9687284194352244
702,AEHR,7.2307692495793745
703,APWC,1.385964967317309
704,STT,1.0428873876598506
705,RL,1.3199744197460832
706,PAA,1.5151152856702934
707,SGML,18.559726904136447
708,HIBB,2.253846177082214
709,CVI,2.046795583117256
710,VIG,1.1921909531392212
711,SPFF,1.0638519679756668
712,CC,1.7378942627538363
713,PAVE,1.5809235664741874
714,BJ,1.883829099200483
715,IAT,1.6531526181236436
716,PBA,1.5039410633351469
717,BCH,1.036906469798609
718,SYM,1.1068334571702492
719,AN,2.506643806016634
720,MET,1.8535277494627709
721,TKR,1.4001036496934036
722,EPR,1.2689048851465576
723,AVEO,1.9095126801623017
724,DD,1.0014358402822527
725,ROIC,1.4342725875513285
726,PFIX,1.3640928362770006
727,GLPI,1.5175177421996693
728,CF,3.807580895815336
729,TBX,1.2082630976838338
730,NEWT,1.251770583218262
731,SUN,2.068796356378757
732,SMR,1.162189063035404
733,KLIC,1.7397482959557056
734,GLAD,1.4832552677516355
735,BKR,1.541479899272357
736,FLRN,1.00901486509524
737,SM,11.847322090378729
738,GLBE,1.1035051640776017
739,BKCC,1.7311979528245125
740,DHY,1.071499555094574
741,FOXA,1.298354354998114
742,TXRH,1.8603570080347869
743,OGE,1.3347654340774966
744,CDNS,1.611894601633333
745,HA,1.0241432603004994
746,GSBD,1.2211224481964649
747,BPT,5.54054816728099
748,RLJ,1.216385320116681
749,PAGP,1.53638989451249
750,SJT,5.30497912015214
751,HBM,1.222351548682766
752,ABR,1.8574237785171808
753,IPG,1.7012753828837428
754,BUSE,1.472289337029576
755,IEO,2.96723517895062
756,BCTX,1.1446028635868877
757,VEV,1.2287104107702544
758,ASIX,3.124311006991043
759,CFG,1.6616321131614968
760,PEG,1.217791375873281
761,ANET,2.07185135985952
762,DHI,1.1822920100885363
763,H,1.6665293543220725
764,CAL,3.4858901218602694
765,MDIV,1.239010665827215
766,IWC,1.2517244849213645
767,SPPP,1.0265613695228424
768,IVLU,1.079966079665172
769,EEV,1.068091239377291
770,RDVY,1.323981847621908
771,DE,2.16696078315479
772,IJS,1.492585524055038
773,SDY,1.345991275530915
774,EFV,1.043787108712638
775,ASC,2.143192399977256
776,ICSH,1.0037532395653843
777,NTCT,1.2248729006110974
778,CTRA,1.7453526623944262
779,NXPI,1.2848593577604588
780,DBEF,1.1568341863604563
781,OILU,1.4595353221722869
782,NWE,1.029700065380243
783,YCS,1.7847926461265693
784,AMN,2.504372385848276
785,OXSQ,1.3653706531121714
786,HSIC,1.1715354000376714
787,STPZ,1.02706158987187
788,DOX,1.4369059363014909
789,TFC,1.4031901939885705
790,FRG,1.3106043394701097
791,SBOW,8.245398539693513
792,CHSCO,1.1514235288081862
793,IYK,1.4402852475989858
794,FNCL,1.4062800441430383
795,ADT,1.048842145106862
796,NOC,1.7007216518919726
797,GIS,1.3015620568661448
798,DRVN,1.0362962793420862
799,WOR,1.124326358271469
800,KYN,2.059799099019185
801,VCR,1.161697606037
802,BEAM,1.551791472499202
803,ABG,1.702727177607993
804,APLE,1.6032497321818444
805,IVZ,1.48009024703828
806,CHRW,1.2496796267704338
807,ENB,1.460061740818809
808,ROCC,3.940013666773525
809,ABUS,1.0324324010844823
810,TTEK,1.6936221887758027
811,CELH,7.002316729016348
812,TSN,1.2482755444914684
813,YPF,1.016366596145236
814,JBHT,1.2693121775505418
815,DVAX,1.1459934109581684
816,AWK,1.0282552210346216
817,RMBS,1.6924100733402194
818,KOSS,3.779761966005341
819,IVW,1.0911214934702549
820,GTX,1.153061221510805
821,WRN,1.0672268234111806
822,EFC,1.296252840723519
823,THRD,1.1158823125502642
824,ULTA,2.077305402052056
825,BDRY,1.0331428527832032
826,UNH,1.77101953180518
827,PICK,1.4937086766126704
828,AMPY,5.814159468482699
829,KMLM,1.6384223644266684
830,FLOT,1.008895101694374
831,VOYA,1.3691586828651627
832,CYTK,1.7371818509584478
833,HLIT,2.7927350799634545
834,BEPC,1.2203690153569806
835,ALTO,4.853333473205566
836,KODK,2.196172412003292
837,GOF,1.1497242422117553
838,SCCO,1.2439211636469985
839,UGA,2.645436238073452
840,LTRX,1.3664772638758598
841,FNKO,4.052104256674861
842,FRI,1.1779467178027967
843,GSL,4.2260723607831965
844,SGA,1.2125458708920074
845,ATEC,1.9773754796960152
846,SDPI,1.0
847,CARR,1.5278745915231469
848,PBW,1.1002884160990845
849,LFG,1.5660869764245076
850,QUAL,1.1056081970461065
851,LCNB,1.3329993982134918
852,BKE,2.5795812915165244
853,CTVA,2.275519194033905
854,MAT,1.8752475068027192
855,STKL,1.864754132800318
856,KRBN,1.816645053348375
857,BAM,1.2948325069436146
858,BRSP,1.1956847806872497
859,AVUV,1.7468862217251615
860,EXTR,3.2674999237060547
861,ICLR,1.0600450132969828
862,RQI,1.2372507798856531
863,DK,1.7740931476283013
864,SMLF,1.328159560065319
865,TRQ,3.606097607638141
866,CPRT,1.2800769731718298
867,PKG,1.2408489684134694
868,VNOM,3.5112917870682447
869,IGR,1.189463839507479
870,DGRW,1.2333696943982742
871,IDV,1.0225059191311447
872,PARR,2.0512499809265137
873,ILF,1.2119853632123474
874,GLNG,3.833846165583684
875,PHM,1.13125067919504
876,NINE,1.6097561755682448
877,CPRX,2.565999984741211
878,CYBR,1.366195922017369
879,LPI,5.7136362249201
880,WFRD,5.440606777900819
881,QQEW,1.0224965419898346
882,NDAQ,1.4444663329445593
883,ED,1.3035160241389283
884,CCO,1.5054944673463824
885,APG,1.172261556140416
886,NL,2.8327645418675607
887,WK,1.3910245418782552
888,UTES,1.237350161269071
889,OILK,1.938237793248994
890,KBWD,1.3292749207406631
891,TRV,1.4644624877459655
892,THRM,1.3314592121521247
893,VTR,1.2592007317099123
894,FTSM,1.0018558542466791
895,RISR,1.2919029106796172
896,ESSA,1.7185582873154202
897,PJP,1.1151383493065024
898,RFI,1.150246607857622
899,TTI,7.179999828338623
900,IJR,1.370154670595891
901,RWJ,1.8797285040300813
902,UPS,1.4909288403085887
903,AIZ,1.5373651201751526
904,KB,1.0752764413597824
905,FTEC,1.0857173741124972
906,ARGX,1.3879388079176542
907,SCVL,1.691639067408251
908,EMN,1.1082558783920384
909,BUG,1.127447343948686
910,BNTX,2.03979866301208
911,OHI,1.180501901926443
912,FNF,1.331923799742197
913,BGI,4.062015446567253
914,WSC,3.43526427745522
915,CALM,1.2810908401943537
916,BSM,3.107035374057923
917,BTO,1.825551123509808
918,CEG,2.2057544783893253
919,BK,1.1075653321319625
920,MOO,1.385962728362296
921,VXF,1.0928610109814334
922,BR,1.172035344936995
923,OPCH,2.642317356552488
924,CHSCL,1.1647581680478043
925,KSA,1.5544808058956736
926,EPI,1.5658254116669483
927,LYB,1.382776660025821
928,RPV,1.6010904775827952
929,PPA,1.254481835955591
930,INVH,1.2919223677241194
931,CUBA,1.4987672650224504
932,GFS,1.028504577758602
933,SNPS,1.5030503690943977
934,FRC,1.2971065198316825
935,XAR,1.131549987024155
936,ASAI,1.322025676318216
937,MTMT,3.0097815827348025
938,LWLG,9.918918997288792
939,SLY,1.3722605818721971
