date,open,high,low,close,volume,barCount,date
2024-09-25 07:00:00,20183.75,20187.0,20178.75,20179.5,336,264,2024-09-25 07:00:00
2024-09-25 07:05:00,20181.0,20183.0,20179.25,20183.0,135,99,2024-09-25 07:05:00
2024-09-25 07:10:00,20183.25,20187.5,20181.75,20186.25,202,160,2024-09-25 07:10:00
2024-09-25 07:15:00,20185.75,20186.75,20180.25,20182.0,148,125,2024-09-25 07:15:00
2024-09-25 07:20:00,20182.25,20184.25,20179.25,20181.0,124,101,2024-09-25 07:20:00
2024-09-25 07:25:00,20180.75,20183.5,20174.75,20176.75,146,101,2024-09-25 07:25:00
2024-09-25 07:30:00,20177.25,20180.25,20175.75,20178.0,113,89,2024-09-25 07:30:00
2024-09-25 07:35:00,20178.75,20179.25,20174.25,20177.75,162,123,2024-09-25 07:35:00
2024-09-25 07:40:00,20177.25,20184.0,20173.75,20182.75,170,145,2024-09-25 07:40:00
2024-09-25 07:45:00,20183.25,20186.5,20182.0,20184.0,145,122,2024-09-25 07:45:00
2024-09-25 07:50:00,20184.0,20187.0,20184.0,20187.0,113,85,2024-09-25 07:50:00
2024-09-25 07:55:00,20187.25,20189.0,20183.0,20186.25,132,95,2024-09-25 07:55:00
2024-09-25 08:00:00,20185.25,20188.75,20184.0,20186.0,138,96,2024-09-25 08:00:00
2024-09-25 08:05:00,20186.25,20192.25,20184.25,20191.5,238,167,2024-09-25 08:05:00
2024-09-25 08:10:00,20191.75,20191.75,20188.0,20189.75,170,127,2024-09-25 08:10:00
2024-09-25 08:15:00,20190.0,20191.0,20187.5,20189.0,144,116,2024-09-25 08:15:00
2024-09-25 08:20:00,20189.5,20190.25,20184.75,20186.0,144,118,2024-09-25 08:20:00
2024-09-25 08:25:00,20186.25,20188.0,20185.0,20186.0,107,84,2024-09-25 08:25:00
2024-09-25 08:30:00,20186.25,20187.0,20180.75,20183.0,143,114,2024-09-25 08:30:00
2024-09-25 08:35:00,20183.5,20187.5,20182.5,20186.0,128,104,2024-09-25 08:35:00
2024-09-25 08:40:00,20186.0,20187.75,20180.75,20181.5,189,143,2024-09-25 08:40:00
2024-09-25 08:45:00,20181.75,20182.75,20179.0,20181.0,123,95,2024-09-25 08:45:00
2024-09-25 08:50:00,20181.0,20181.5,20178.0,20180.5,167,130,2024-09-25 08:50:00
2024-09-25 08:55:00,20180.25,20181.5,20178.25,20179.75,85,78,2024-09-25 08:55:00
2024-09-25 09:00:00,20180.25,20183.0,20173.75,20176.25,369,294,2024-09-25 09:00:00
2024-09-25 09:05:00,20176.25,20177.5,20168.0,20171.25,351,264,2024-09-25 09:05:00
2024-09-25 09:10:00,20172.0,20172.0,20153.0,20154.0,699,519,2024-09-25 09:10:00
2024-09-25 09:15:00,20153.75,20159.25,20148.5,20153.25,620,438,2024-09-25 09:15:00
2024-09-25 09:20:00,20152.75,20155.0,20143.5,20151.5,622,468,2024-09-25 09:20:00
2024-09-25 09:25:00,20151.75,20156.25,20149.75,20152.5,366,273,2024-09-25 09:25:00
2024-09-25 09:30:00,20153.0,20155.75,20143.5,20148.25,481,302,2024-09-25 09:30:00
2024-09-25 09:35:00,20148.25,20153.5,20139.5,20150.0,387,292,2024-09-25 09:35:00
2024-09-25 09:40:00,20150.0,20151.0,20136.25,20148.0,346,266,2024-09-25 09:40:00
2024-09-25 09:45:00,20147.0,20151.5,20142.0,20147.5,273,185,2024-09-25 09:45:00
2024-09-25 09:50:00,20148.0,20149.25,20143.5,20146.5,138,116,2024-09-25 09:50:00
2024-09-25 09:55:00,20147.25,20149.25,20142.0,20142.25,173,131,2024-09-25 09:55:00
2024-09-25 10:00:00,20141.75,20146.0,20140.5,20145.5,213,166,2024-09-25 10:00:00
2024-09-25 10:05:00,20146.25,20155.75,20146.25,20150.0,469,380,2024-09-25 10:05:00
2024-09-25 10:10:00,20148.75,20155.0,20148.75,20150.25,185,155,2024-09-25 10:10:00
2024-09-25 10:15:00,20150.0,20150.5,20121.0,20125.75,1157,897,2024-09-25 10:15:00
2024-09-25 10:20:00,20125.0,20135.5,20122.75,20134.0,563,414,2024-09-25 10:20:00
2024-09-25 10:25:00,20133.75,20134.5,20130.25,20132.5,187,149,2024-09-25 10:25:00
2024-09-25 10:30:00,20131.25,20132.0,20121.5,20125.0,423,323,2024-09-25 10:30:00
2024-09-25 10:35:00,20125.0,20128.0,20123.25,20127.25,214,189,2024-09-25 10:35:00
2024-09-25 10:40:00,20127.0,20138.25,20126.75,20133.75,349,272,2024-09-25 10:40:00
2024-09-25 10:45:00,20132.75,20133.5,20122.75,20125.0,298,241,2024-09-25 10:45:00
2024-09-25 10:50:00,20125.0,20127.75,20116.0,20124.25,419,296,2024-09-25 10:50:00
2024-09-25 10:55:00,20123.25,20127.25,20117.5,20125.5,287,211,2024-09-25 10:55:00
2024-09-25 11:00:00,20125.25,20136.75,20124.25,20136.0,372,286,2024-09-25 11:00:00
2024-09-25 11:05:00,20136.5,20137.0,20131.0,20132.75,205,162,2024-09-25 11:05:00
2024-09-25 11:10:00,20132.5,20133.0,20127.0,20131.5,239,197,2024-09-25 11:10:00
2024-09-25 11:15:00,20131.75,20137.0,20128.75,20133.5,149,122,2024-09-25 11:15:00
2024-09-25 11:20:00,20132.5,20137.0,20130.0,20130.0,151,115,2024-09-25 11:20:00
2024-09-25 11:25:00,20129.75,20132.25,20123.25,20131.0,193,158,2024-09-25 11:25:00
2024-09-25 11:30:00,20130.25,20131.25,20125.5,20129.0,101,84,2024-09-25 11:30:00
2024-09-25 11:35:00,20129.25,20136.25,20128.75,20131.0,155,117,2024-09-25 11:35:00
2024-09-25 11:40:00,20131.25,20134.75,20129.75,20131.0,75,68,2024-09-25 11:40:00
2024-09-25 11:45:00,20131.0,20134.25,20120.25,20121.0,157,141,2024-09-25 11:45:00
2024-09-25 11:50:00,20121.5,20129.0,20119.0,20125.75,276,224,2024-09-25 11:50:00
2024-09-25 11:55:00,20126.0,20127.5,20120.5,20122.5,138,110,2024-09-25 11:55:00
2024-09-25 12:00:00,20121.0,20122.25,20112.0,20116.5,497,357,2024-09-25 12:00:00
2024-09-25 12:05:00,20117.0,20119.75,20109.25,20117.0,366,273,2024-09-25 12:05:00
2024-09-25 12:10:00,20116.0,20129.75,20115.0,20126.75,369,282,2024-09-25 12:10:00
2024-09-25 12:15:00,20126.5,20133.25,20126.5,20130.5,315,242,2024-09-25 12:15:00
2024-09-25 12:20:00,20131.25,20136.0,20129.5,20132.75,248,199,2024-09-25 12:20:00
2024-09-25 12:25:00,20133.5,20139.0,20131.0,20138.5,213,161,2024-09-25 12:25:00
2024-09-25 12:30:00,20139.25,20142.25,20130.0,20131.75,489,342,2024-09-25 12:30:00
2024-09-25 12:35:00,20132.0,20133.0,20126.75,20127.25,187,141,2024-09-25 12:35:00
2024-09-25 12:40:00,20127.25,20129.25,20120.75,20121.25,282,224,2024-09-25 12:40:00
2024-09-25 12:45:00,20122.5,20125.75,20119.25,20125.0,216,189,2024-09-25 12:45:00
2024-09-25 12:50:00,20125.25,20125.25,20121.0,20123.75,122,96,2024-09-25 12:50:00
2024-09-25 12:55:00,20123.25,20128.25,20122.25,20127.75,151,121,2024-09-25 12:55:00
2024-09-25 13:00:00,20128.25,20133.0,20125.5,20132.75,181,144,2024-09-25 13:00:00
2024-09-25 13:05:00,20132.5,20133.5,20129.0,20130.5,98,83,2024-09-25 13:05:00
2024-09-25 13:10:00,20131.25,20133.0,20130.25,20131.25,57,52,2024-09-25 13:10:00
2024-09-25 13:15:00,20130.5,20131.5,20124.75,20126.75,137,114,2024-09-25 13:15:00
2024-09-25 13:20:00,20127.25,20132.0,20125.5,20130.75,103,84,2024-09-25 13:20:00
2024-09-25 13:25:00,20131.0,20135.25,20129.75,20131.25,194,141,2024-09-25 13:25:00
2024-09-25 13:30:00,20130.5,20131.5,20127.75,20128.75,78,61,2024-09-25 13:30:00
2024-09-25 13:35:00,20128.75,20133.25,20127.0,20133.25,102,74,2024-09-25 13:35:00
2024-09-25 13:40:00,20133.25,20133.75,20127.5,20129.25,99,78,2024-09-25 13:40:00
2024-09-25 13:45:00,20129.0,20140.0,20129.0,20139.0,143,125,2024-09-25 13:45:00
2024-09-25 13:50:00,20139.75,20140.0,20132.75,20134.0,159,137,2024-09-25 13:50:00
2024-09-25 13:55:00,20134.25,20134.25,20124.75,20129.25,285,222,2024-09-25 13:55:00
2024-09-25 14:00:00,20129.0,20133.5,20126.75,20133.5,151,117,2024-09-25 14:00:00
2024-09-25 14:05:00,20133.25,20139.75,20131.0,20131.0,265,201,2024-09-25 14:05:00
2024-09-25 14:10:00,20131.0,20135.0,20129.5,20131.75,285,174,2024-09-25 14:10:00
2024-09-25 14:15:00,20131.0,20133.0,20122.0,20129.25,278,214,2024-09-25 14:15:00
