date,open,high,low,close,volume,barCount,date
2024-09-25 14:20:00,20129.5,20132.25,20124.25,20125.0,180,138,2024-09-25 14:20:00
2024-09-25 14:25:00,20124.75,20128.0,20122.5,20127.75,127,101,2024-09-25 14:25:00
2024-09-25 14:30:00,20127.0,20134.25,20126.25,20132.5,204,154,2024-09-25 14:30:00
2024-09-25 14:35:00,20132.25,20132.5,20123.75,20124.75,128,106,2024-09-25 14:35:00
2024-09-25 14:40:00,20123.75,20124.75,20101.0,20105.25,680,501,2024-09-25 14:40:00
2024-09-25 14:45:00,20104.25,20107.5,20088.0,20092.5,899,646,2024-09-25 14:45:00
2024-09-25 14:50:00,20093.25,20109.25,20092.0,20107.75,410,327,2024-09-25 14:50:00
2024-09-25 14:55:00,20108.5,20108.75,20098.25,20099.0,280,221,2024-09-25 14:55:00
2024-09-25 15:00:00,20099.0,20104.75,20093.5,20100.5,405,318,2024-09-25 15:00:00
2024-09-25 15:05:00,20100.75,20102.75,20093.25,20101.75,298,232,2024-09-25 15:05:00
2024-09-25 15:10:00,20101.25,20103.25,20086.25,20088.0,384,311,2024-09-25 15:10:00
2024-09-25 15:15:00,20088.0,20092.0,20072.75,20090.25,981,779,2024-09-25 15:15:00
2024-09-25 15:20:00,20090.0,20091.25,20082.5,20089.75,321,243,2024-09-25 15:20:00
2024-09-25 15:25:00,20091.0,20091.0,20075.0,20078.0,318,257,2024-09-25 15:25:00
2024-09-25 15:30:00,20078.25,20084.5,20069.25,20078.75,739,574,2024-09-25 15:30:00
2024-09-25 15:35:00,20078.25,20083.5,20075.5,20077.75,256,200,2024-09-25 15:35:00
2024-09-25 15:40:00,20077.5,20089.75,20075.5,20086.75,410,330,2024-09-25 15:40:00
2024-09-25 15:45:00,20086.5,20086.75,20075.75,20083.0,297,233,2024-09-25 15:45:00
2024-09-25 15:50:00,20083.5,20083.5,20074.0,20079.75,242,195,2024-09-25 15:50:00
2024-09-25 15:55:00,20078.5,20081.5,20073.0,20073.25,211,172,2024-09-25 15:55:00
2024-09-25 16:00:00,20073.25,20085.0,20070.5,20078.5,595,516,2024-09-25 16:00:00
2024-09-25 16:05:00,20077.75,20095.75,20075.75,20085.75,782,605,2024-09-25 16:05:00
2024-09-25 16:10:00,20087.0,20088.0,20064.25,20080.25,955,756,2024-09-25 16:10:00
2024-09-25 16:15:00,20080.75,20099.0,20080.0,20089.5,648,466,2024-09-25 16:15:00
2024-09-25 16:20:00,20089.0,20105.75,20083.5,20104.75,540,398,2024-09-25 16:20:00
2024-09-25 16:25:00,20104.5,20109.75,20101.0,20108.5,449,372,2024-09-25 16:25:00
2024-09-25 16:30:00,20108.75,20116.25,20103.5,20108.75,700,540,2024-09-25 16:30:00
2024-09-25 16:35:00,20108.0,20113.25,20103.0,20110.75,497,399,2024-09-25 16:35:00
2024-09-25 16:40:00,20111.25,20115.5,20107.0,20110.25,350,282,2024-09-25 16:40:00
2024-09-25 16:45:00,20109.0,20112.75,20102.5,20108.75,226,183,2024-09-25 16:45:00
2024-09-25 16:50:00,20109.5,20110.75,20100.25,20107.0,246,203,2024-09-25 16:50:00
2024-09-25 16:55:00,20107.75,20111.75,20105.25,20108.0,250,205,2024-09-25 16:55:00
2024-09-25 17:00:00,20109.0,20113.75,20102.75,20111.0,674,549,2024-09-25 17:00:00
2024-09-25 17:05:00,20110.5,20110.5,20094.25,20099.0,735,576,2024-09-25 17:05:00
2024-09-25 17:10:00,20099.0,20112.5,20099.0,20106.75,503,414,2024-09-25 17:10:00
2024-09-25 17:15:00,20106.75,20115.0,20104.75,20108.25,559,402,2024-09-25 17:15:00
2024-09-25 17:20:00,20107.75,20107.75,20098.25,20102.75,410,326,2024-09-25 17:20:00
2024-09-25 17:25:00,20103.5,20104.25,20098.5,20101.75,288,200,2024-09-25 17:25:00
2024-09-25 17:30:00,20101.5,20104.0,20091.75,20097.0,416,345,2024-09-25 17:30:00
2024-09-25 17:35:00,20097.5,20107.0,20094.75,20096.25,349,290,2024-09-25 17:35:00
2024-09-25 17:40:00,20095.75,20097.5,20086.25,20092.25,529,393,2024-09-25 17:40:00
2024-09-25 17:45:00,20092.5,20103.0,20090.0,20100.0,505,405,2024-09-25 17:45:00
2024-09-25 17:50:00,20098.75,20104.0,20093.5,20096.75,319,254,2024-09-25 17:50:00
2024-09-25 17:55:00,20096.0,20097.5,20087.5,20096.25,370,282,2024-09-25 17:55:00
2024-09-25 18:00:00,20096.5,20098.5,20088.75,20095.5,279,220,2024-09-25 18:00:00
2024-09-25 18:05:00,20095.25,20102.5,20093.0,20098.5,270,206,2024-09-25 18:05:00
2024-09-25 18:10:00,20099.0,20103.25,20097.75,20100.75,173,130,2024-09-25 18:10:00
2024-09-25 18:15:00,20100.25,20100.25,20086.75,20087.75,419,311,2024-09-25 18:15:00
2024-09-25 18:20:00,20087.5,20093.25,20079.75,20083.75,645,461,2024-09-25 18:20:00
2024-09-25 18:25:00,20082.75,20093.75,20082.75,20090.0,468,369,2024-09-25 18:25:00
2024-09-25 18:30:00,20089.25,20106.5,20086.25,20105.5,474,366,2024-09-25 18:30:00
2024-09-25 18:35:00,20106.0,20110.5,20102.25,20105.0,411,288,2024-09-25 18:35:00
2024-09-25 18:40:00,20105.25,20111.0,20103.25,20105.75,255,169,2024-09-25 18:40:00
2024-09-25 18:45:00,20105.5,20108.0,20100.25,20104.0,363,269,2024-09-25 18:45:00
2024-09-25 18:50:00,20103.75,20106.5,20100.25,20105.0,252,216,2024-09-25 18:50:00
2024-09-25 18:55:00,20106.0,20112.5,20102.75,20109.5,319,240,2024-09-25 18:55:00
2024-09-25 19:00:00,20108.75,20129.5,20108.5,20121.75,1230,862,2024-09-25 19:00:00
2024-09-25 19:05:00,20121.75,20130.0,20121.5,20129.25,359,289,2024-09-25 19:05:00
2024-09-25 19:10:00,20129.0,20135.25,20125.75,20134.0,424,336,2024-09-25 19:10:00
2024-09-25 19:15:00,20133.5,20136.25,20130.0,20131.25,308,253,2024-09-25 19:15:00
2024-09-25 19:20:00,20131.0,20131.75,20125.25,20128.75,978,506,2024-09-25 19:20:00
2024-09-25 19:25:00,20128.0,20130.25,20122.5,20124.0,919,451,2024-09-25 19:25:00
2024-09-25 19:30:00,20123.5,20132.25,20123.0,20126.25,647,381,2024-09-25 19:30:00
2024-09-25 19:35:00,20127.0,20128.0,20121.0,20123.5,556,340,2024-09-25 19:35:00
2024-09-25 19:40:00,20124.0,20125.75,20115.75,20117.0,680,385,2024-09-25 19:40:00
2024-09-25 19:45:00,20116.5,20117.5,20109.0,20116.75,484,353,2024-09-25 19:45:00
2024-09-25 19:50:00,20116.25,20122.5,20115.75,20121.75,440,330,2024-09-25 19:50:00
2024-09-25 19:55:00,20121.5,20131.75,20119.75,20130.75,441,294,2024-09-25 19:55:00
2024-09-25 20:00:00,20131.5,20138.5,20127.75,20133.75,853,640,2024-09-25 20:00:00
2024-09-25 20:05:00,20133.75,20138.75,20131.75,20135.75,328,258,2024-09-25 20:05:00
2024-09-25 20:10:00,20136.5,20138.5,20127.75,20128.0,387,315,2024-09-25 20:10:00
2024-09-25 20:15:00,20127.75,20139.0,20127.75,20131.5,342,290,2024-09-25 20:15:00
2024-09-25 20:20:00,20131.5,20132.5,20128.5,20128.5,217,187,2024-09-25 20:20:00
2024-09-25 20:25:00,20128.0,20133.25,20124.5,20129.75,365,280,2024-09-25 20:25:00
2024-09-25 20:30:00,20129.5,20131.5,20126.75,20131.5,237,190,2024-09-25 20:30:00
2024-09-25 20:35:00,20130.75,20130.75,20123.0,20124.25,238,190,2024-09-25 20:35:00
2024-09-25 20:40:00,20124.5,20129.5,20121.25,20126.5,282,220,2024-09-25 20:40:00
2024-09-25 20:45:00,20126.75,20130.25,20121.0,20125.25,338,265,2024-09-25 20:45:00
2024-09-25 20:50:00,20125.0,20139.75,20124.25,20136.75,431,325,2024-09-25 20:50:00
2024-09-25 20:55:00,20137.0,20141.5,20134.75,20141.0,355,275,2024-09-25 20:55:00
2024-09-25 21:00:00,20140.5,20142.0,20136.5,20137.5,457,345,2024-09-25 21:00:00
2024-09-25 21:05:00,20137.5,20138.75,20129.75,20130.0,428,318,2024-09-25 21:05:00
2024-09-25 21:10:00,20129.75,20132.25,20125.0,20130.5,407,319,2024-09-25 21:10:00
2024-09-25 21:15:00,20130.75,20142.5,20130.75,20139.0,617,441,2024-09-25 21:15:00
2024-09-25 21:20:00,20138.25,20146.75,20137.25,20143.5,734,513,2024-09-25 21:20:00
2024-09-25 21:25:00,20143.25,20147.0,20140.5,20141.75,736,435,2024-09-25 21:25:00
2024-09-25 21:30:00,20142.5,20151.75,20142.5,20147.0,988,607,2024-09-25 21:30:00
2024-09-25 21:35:00,20147.25,20151.75,20144.25,20149.25,872,526,2024-09-25 21:35:00
2024-09-25 21:40:00,20150.0,20158.0,20147.5,20149.0,714,503,2024-09-25 21:40:00
2024-09-25 21:45:00,20148.0,20148.5,20136.75,20143.0,847,633,2024-09-25 21:45:00
2024-09-25 21:50:00,20142.5,20150.5,20140.5,20149.0,459,352,2024-09-25 21:50:00
2024-09-25 21:55:00,20149.5,20152.0,20141.5,20149.25,529,402,2024-09-25 21:55:00
2024-09-25 22:00:00,20149.25,20150.5,20141.5,20143.0,579,437,2024-09-25 22:00:00
2024-09-25 22:05:00,20143.25,20151.25,20139.75,20150.5,557,422,2024-09-25 22:05:00
2024-09-25 22:10:00,20151.0,20151.5,20146.0,20149.0,563,405,2024-09-25 22:10:00
2024-09-25 22:15:00,20148.75,20149.75,20142.25,20146.25,460,358,2024-09-25 22:15:00
2024-09-25 22:20:00,20146.0,20147.75,20140.0,20141.0,571,446,2024-09-25 22:20:00
2024-09-25 22:25:00,20141.25,20150.25,20140.25,20141.0,2139,1477,2024-09-25 22:25:00
2024-09-25 22:30:00,20141.0,20193.5,20138.0,20185.25,13229,9240,2024-09-25 22:30:00
2024-09-25 22:35:00,20185.0,20206.0,20181.25,20188.0,8888,6163,2024-09-25 22:35:00
2024-09-25 22:40:00,20187.25,20189.25,20144.5,20177.0,10926,7377,2024-09-25 22:40:00
2024-09-25 22:45:00,20176.75,20204.5,20174.5,20191.5,7114,4960,2024-09-25 22:45:00
2024-09-25 22:50:00,20191.75,20208.0,20175.5,20203.0,5694,4113,2024-09-25 22:50:00
2024-09-25 22:55:00,20203.5,20234.0,20195.25,20232.0,7041,4870,2024-09-25 22:55:00
2024-09-25 23:00:00,20231.5,20244.75,20223.5,20232.0,7441,5178,2024-09-25 23:00:00
2024-09-25 23:05:00,20231.75,20253.0,20226.25,20245.5,6150,4176,2024-09-25 23:05:00
2024-09-25 23:10:00,20245.75,20263.5,20240.25,20261.25,5611,3761,2024-09-25 23:10:00
2024-09-25 23:15:00,20261.5,20271.0,20254.75,20266.75,6524,4120,2024-09-25 23:15:00
2024-09-25 23:20:00,20267.0,20269.0,20242.0,20252.25,5607,3895,2024-09-25 23:20:00
2024-09-25 23:25:00,20252.25,20255.0,20224.5,20227.25,7101,4920,2024-09-25 23:25:00
2024-09-25 23:30:00,20227.0,20241.5,20212.0,20241.0,6008,4271,2024-09-25 23:30:00
2024-09-25 23:35:00,20240.5,20249.75,20229.75,20243.0,4078,2900,2024-09-25 23:35:00
2024-09-25 23:40:00,20242.0,20248.75,20221.25,20232.0,4026,2815,2024-09-25 23:40:00
2024-09-25 23:45:00,20231.25,20237.5,20206.0,20211.5,4537,3205,2024-09-25 23:45:00
2024-09-25 23:50:00,20210.75,20238.0,20205.0,20224.0,4749,3443,2024-09-25 23:50:00
2024-09-25 23:55:00,20224.0,20234.25,20222.0,20229.5,2354,1733,2024-09-25 23:55:00
2024-09-26 00:00:00,20229.5,20239.75,20218.75,20229.5,3725,2542,2024-09-26 00:00:00
2024-09-26 00:05:00,20229.0,20245.5,20219.75,20241.75,3602,2436,2024-09-26 00:05:00
2024-09-26 00:10:00,20241.25,20241.5,20213.0,20220.75,4392,3087,2024-09-26 00:10:00
2024-09-26 00:15:00,20220.25,20232.25,20201.5,20230.0,4984,3260,2024-09-26 00:15:00
2024-09-26 00:20:00,20229.75,20231.75,20211.75,20212.5,2935,1959,2024-09-26 00:20:00
2024-09-26 00:25:00,20212.75,20219.5,20200.5,20202.5,3430,2338,2024-09-26 00:25:00
2024-09-26 00:30:00,20202.25,20213.75,20193.75,20208.25,4782,3081,2024-09-26 00:30:00
2024-09-26 00:35:00,20208.5,20241.5,20208.0,20232.25,4863,3152,2024-09-26 00:35:00
2024-09-26 00:40:00,20232.5,20242.0,20207.25,20217.25,4429,2965,2024-09-26 00:40:00
2024-09-26 00:45:00,20217.25,20220.0,20198.75,20208.5,3652,2503,2024-09-26 00:45:00
2024-09-26 00:50:00,20207.75,20210.0,20180.25,20192.75,5570,3542,2024-09-26 00:50:00
2024-09-26 00:55:00,20192.75,20208.75,20179.0,20206.75,4651,3180,2024-09-26 00:55:00
2024-09-26 01:00:00,20206.5,20208.0,20192.5,20199.25,2747,1961,2024-09-26 01:00:00
2024-09-26 01:05:00,20198.75,20199.0,20169.75,20193.5,4298,2865,2024-09-26 01:05:00
2024-09-26 01:10:00,20193.0,20203.0,20185.75,20197.25,2912,1954,2024-09-26 01:10:00
2024-09-26 01:15:00,20197.0,20201.75,20190.5,20195.75,1900,1349,2024-09-26 01:15:00
2024-09-26 01:20:00,20197.0,20211.5,20196.75,20209.5,2869,1983,2024-09-26 01:20:00
2024-09-26 01:25:00,20209.75,20216.0,20204.25,20209.75,2209,1587,2024-09-26 01:25:00
2024-09-26 01:30:00,20209.75,20212.5,20190.25,20206.25,3229,2259,2024-09-26 01:30:00
2024-09-26 01:35:00,20206.5,20214.0,20196.25,20205.0,2113,1523,2024-09-26 01:35:00
2024-09-26 01:40:00,20205.25,20211.25,20193.0,20195.5,2211,1549,2024-09-26 01:40:00
2024-09-26 01:45:00,20195.75,20200.5,20176.5,20181.25,3689,2511,2024-09-26 01:45:00
2024-09-26 01:50:00,20181.0,20200.25,20178.0,20194.0,2437,1592,2024-09-26 01:50:00
2024-09-26 01:55:00,20194.25,20197.0,20172.25,20178.5,2716,1780,2024-09-26 01:55:00
2024-09-26 02:00:00,20178.75,20180.25,20135.5,20169.25,7159,4794,2024-09-26 02:00:00
2024-09-26 02:05:00,20167.5,20188.75,20162.25,20176.0,3418,2413,2024-09-26 02:05:00
2024-09-26 02:10:00,20175.5,20176.0,20157.5,20164.75,3092,2119,2024-09-26 02:10:00
2024-09-26 02:15:00,20164.25,20177.75,20157.75,20173.75,2401,1673,2024-09-26 02:15:00
2024-09-26 02:20:00,20173.5,20181.0,20168.75,20172.75,1896,1294,2024-09-26 02:20:00
2024-09-26 02:25:00,20173.25,20188.5,20172.0,20181.75,2716,1800,2024-09-26 02:25:00
2024-09-26 02:30:00,20181.0,20190.0,20165.5,20167.5,3142,2150,2024-09-26 02:30:00
2024-09-26 02:35:00,20167.75,20181.0,20145.0,20176.5,4766,3071,2024-09-26 02:35:00
2024-09-26 02:40:00,20176.0,20176.25,20157.75,20159.0,2923,1974,2024-09-26 02:40:00
2024-09-26 02:45:00,20158.5,20161.75,20139.75,20152.5,3651,2444,2024-09-26 02:45:00
2024-09-26 02:50:00,20153.0,20187.75,20149.0,20185.25,4650,2904,2024-09-26 02:50:00
2024-09-26 02:55:00,20185.25,20203.0,20181.5,20200.75,3876,2530,2024-09-26 02:55:00
2024-09-26 03:00:00,20199.5,20206.5,20187.5,20189.5,3343,2251,2024-09-26 03:00:00
2024-09-26 03:05:00,20189.5,20198.75,20172.25,20179.5,3442,2268,2024-09-26 03:05:00
2024-09-26 03:10:00,20178.75,20182.0,20158.75,20163.5,2827,2035,2024-09-26 03:10:00
2024-09-26 03:15:00,20163.25,20179.0,20145.0,20175.0,3989,2743,2024-09-26 03:15:00
2024-09-26 03:20:00,20175.0,20180.25,20168.5,20178.0,1882,1275,2024-09-26 03:20:00
2024-09-26 03:25:00,20179.0,20199.0,20177.5,20198.75,2374,1601,2024-09-26 03:25:00
2024-09-26 03:30:00,20198.75,20199.25,20182.75,20191.0,2430,1675,2024-09-26 03:30:00
2024-09-26 03:35:00,20191.25,20198.25,20187.25,20189.75,1816,1295,2024-09-26 03:35:00
2024-09-26 03:40:00,20190.0,20197.0,20185.75,20191.75,1483,1039,2024-09-26 03:40:00
2024-09-26 03:45:00,20191.75,20202.0,20191.0,20196.75,1749,1215,2024-09-26 03:45:00
2024-09-26 03:50:00,20197.5,20200.0,20187.0,20197.0,1716,1172,2024-09-26 03:50:00
2024-09-26 03:55:00,20197.5,20198.5,20173.25,20190.0,2596,1751,2024-09-26 03:55:00
2024-09-26 04:00:00,20190.25,20199.25,20185.0,20197.0,1698,1188,2024-09-26 04:00:00
2024-09-26 04:05:00,20197.75,20198.5,20183.0,20185.0,1429,983,2024-09-26 04:05:00
2024-09-26 04:10:00,20185.25,20191.5,20175.5,20180.0,1875,1315,2024-09-26 04:10:00
2024-09-26 04:15:00,20180.25,20185.25,20173.75,20179.0,1843,1355,2024-09-26 04:15:00
2024-09-26 04:20:00,20179.5,20184.75,20176.5,20181.25,1309,911,2024-09-26 04:20:00
2024-09-26 04:25:00,20181.5,20185.5,20178.75,20181.75,1278,846,2024-09-26 04:25:00
2024-09-26 04:30:00,20182.0,20184.75,20174.0,20180.0,2956,1854,2024-09-26 04:30:00
2024-09-26 04:35:00,20180.25,20187.5,20175.25,20179.0,2477,1659,2024-09-26 04:35:00
2024-09-26 04:40:00,20179.0,20183.25,20175.25,20179.75,2056,1374,2024-09-26 04:40:00
2024-09-26 04:45:00,20179.25,20192.25,20176.75,20189.0,2862,1798,2024-09-26 04:45:00
2024-09-26 04:50:00,20188.25,20198.25,20180.25,20193.75,4196,2651,2024-09-26 04:50:00
2024-09-26 04:55:00,20194.0,20200.0,20181.75,20194.75,9432,5554,2024-09-26 04:55:00
2024-09-26 05:00:00,20195.0,20228.75,20188.25,20222.75,9116,4749,2024-09-26 05:00:00
2024-09-26 05:05:00,20222.75,20231.25,20221.75,20227.75,2195,1178,2024-09-26 05:05:00
2024-09-26 05:10:00,20227.75,20241.75,20227.25,20239.25,1844,962,2024-09-26 05:10:00
2024-09-26 05:15:00,20238.5,20238.75,20234.0,20237.5,645,411,2024-09-26 05:15:00
2024-09-26 05:20:00,20237.5,20238.0,20221.25,20227.5,1027,625,2024-09-26 05:20:00
2024-09-26 05:25:00,20227.0,20235.0,20226.5,20234.5,354,264,2024-09-26 05:25:00
2024-09-26 05:30:00,20234.25,20236.5,20233.0,20234.75,325,221,2024-09-26 05:30:00
2024-09-26 05:35:00,20234.5,20238.0,20233.5,20237.5,307,183,2024-09-26 05:35:00
2024-09-26 05:40:00,20238.25,20241.0,20236.75,20238.5,524,292,2024-09-26 05:40:00
2024-09-26 05:45:00,20238.25,20243.5,20234.5,20242.0,582,347,2024-09-26 05:45:00
2024-09-26 05:50:00,20241.5,20243.75,20239.75,20243.5,438,255,2024-09-26 05:50:00
