symbol,close,div,divPer
8975,81300.0,5367.32,0.06601869618696186
3476,41400.0,2368.08,0.0572
8979,180200.0,10265.7,0.05696836847946726
3451,130900.0,7422.03,0.0567
8972,148200.0,7849.3,0.0529642375168691
8956,110500.0,5624.45,0.0509
3309,74400.0,3546.76,0.04767150537634409
3471,408500.0,18609.5,0.045555691554467564
3287,465000.0,18181.5,0.0391
4996,797.0,30.0092,0.03765269761606022
9824,4675.0,129.77450000000002,0.0277592513368984
9678,2758.0,74.9088,0.0271605511240029
8079,4470.0,50.008,0.011187472035794184
3038,3805.0,22.811999999999998,0.005995269382391589
9603,1693.0,9.9592,0.005882575310100413
2695,3975.0,19.85,0.0049937106918238995
4880,1174.0,5.0482,0.0043
4666,1863.0,5.03415,0.0027021739130434785
