,symbol,returns,sharpe,sortino,calmar,returns_ann,profitFactor
0,9432,23.79659999999995,0.7197586465744653,3872.944059305787,10028.181050090405,101183.2659536006,3.792673258601991
1,8058,32.5685,0.21738259594892737,17860.50037139413,58895.974792611145,1192276.6987234955,6.324920069634263
2,9434,59.396,0.7501930751272251,2905389.1775380312,1500763.23688631,26071671.96777461,4.587624291135976
3,2914,64.166,0.18848291901592792,1579064.3679945406,4163387.326196554,87380375.40624163,40.00221339585973
4,4578,114.09400000000001,0.4157798754189646,393789164.90476155,1401070219.8951085,17573090789.767303,14.783024034971156
5,4901,67.875,0.46791585402149966,545867.3626684365,1219228.9110231905,21736928.139375973,9.82095807144617
6,5108,43.159,0.09981146587374376,464.4849118980888,2114.684167733747,57245.32687288031,9.063451348747684
7,6954,55.942,0.08683796513439015,65618.21564238302,279647.6767087743,6590650.9759454625,4.042945951615981
8,6594,39.23,0.17630070672970577,1314.5194897717722,4663.377283097867,131518.92167986225,4.605494600290009
9,8267,69.621,0.784095969665947,6023463.725458497,6721001.520366901,153776369.11270243,6.697788867680821
10,7733,60.243500000000004,0.32666172512885133,3008491.38738077,7669929.859850721,200493516.74959734,5.66923702420658
11,4452,37.184,0.5566970490951203,11623.648504000874,47220.80069302721,698931.7973534939,5.215307145369374
12,2802,32.956,0.32339446913709197,18267.688900077155,76448.80255068922,1311518.6684814736,7.691619585687299
13,6752,175.177,0.4177241039071833,inf,16025447553380.123,179947840383206.4,130.7080929069188
14,4507,56.347,0.26363237409630774,57717.975978838374,216553.62975145222,3413857.8860320426,3.3956810432510194
15,9531,71.438,0.16902028623730048,68379.20328663706,282332.1917644298,7090804.036256153,3.9110593608618625
16,3407,37.68730000000007,0.4011553658905221,12756.581211400851,42415.77186055658,711624.0612020799,4.633964513921298
17,1801,73.412,0.16597581092097008,2288644.4111395264,8209182.6566162165,142814146.12499288,6.456787435425228
18,4324,48.571,0.34074685241667313,30541.083834960948,62700.136271510506,2315845.6903146994,7.4904967257626875
19,4704,39.062999999999995,0.11514117164023845,11769.706017310922,56708.74578097355,1023015.4351416688,2.9539626695688472
20,9005,40.4825,0.31575093229118456,3354.5002433428504,12732.784891659061,204606.28887186057,5.760683818092859
21,9201,91.1185,0.3623167735906417,28825451.539253756,79617442.71092807,921639685.1274302,8.367993708616128
22,7752,132.931,0.6347905139392337,539486551134.5173,454550525636.04126,6414704990872.834,25.243379236687762
23,5831,30.17,0.139881975529424,434.4114394302145,937.6106461635261,37013.97602612358,17.534342258440326
24,7211,73.3013000000001,0.1565543773743732,4980032.722980257,20577557.666212514,402522295.52918833,13.43328504267858
25,4042,23.1985,0.22566337575703405,678.6147393171962,2279.29180268731,43154.84206558898,41.74455236435409
26,2871,112.825,0.27551911814903884,1584273240.933313,4405355464.040318,54131656708.65779,9.771482271132694
27,2002,29.017500000000002,0.3892734596960871,4948.13548754936,18859.615619594737,273192.14725966187,11.898553493449635
28,7731,103.9335,0.37859467449005846,1001585540.4023486,2901807595.0958867,56170619010.51568,7.81140051938767
29,4751,102.07910000000004,0.49594515860917276,268231892456.87604,6628281421.384843,109712265196.25366,15.58967907344479
30,1808,79.6365,0.45196144363643936,7565394.03701535,15448925.46061837,186426017.09555843,31.356694204091358
31,9301,88.81,1.13019935046398,inf,79105851.03452109,992033344.2498233,8.136088472130213
32,8304,135.8435,0.201445162076589,77931468222.15358,190477437788.21664,2713123209839.597,9.33710862263395
33,6770,66.73750000000001,0.13729119151674102,116265.12027828989,512163.42398718244,8887101.669163294,7.172364627290087
34,4631,40.4405,0.28215070575690737,2629.8943406841813,12300.696689664239,196473.06249776436,4.979402865462334
35,6674,141.76999999999998,0.2013415047239858,195558397317.88184,136944319531.9128,2757133331933.772,9.646612773535368
36,6952,25.921,0.13557890955584226,263.6087145220602,1142.811883409411,27133.52462228255,3.6777975317175318
37,4208,66.39,0.5443974012120169,4020562.319328371,4229541.24850043,62228087.740464255,7.390044401258892
38,3401,27.123,0.12471245927128796,393.0572005004461,1424.3223105765694,29334.10274114139,5.113883120195253
39,4902,117.60349999999995,0.36869400383324524,828855966180.3397,370416827889.59186,3943553934367.579,15.171918387922238
40,4061,77.88199999999999,0.3189465634878043,405114.62681887095,2129124.7506743977,30147292.427097134,6.714278911054032
41,3863,82.915,0.40535894581170456,12677376.253385063,31498429.919669434,469632046.4311285,24.924305893141813
