,symbol,returns,sharpe,sortino,calmar,returns_ann,profitFactor,sqn
0,VWO,71.65957000000006,1.1945195017062746,3.440846396614741,2.041727215442443,36.27016295643817,2.178439357307971,1.8367735258454867
1,XLF,78.27699000000104,0.871164433235204,1.799723629200667,1.6795738238634086,39.25446281714742,1.570158078184787,1.1971139686574586
2,VTEB,53.88469999999995,0.9824857495692769,3.9493886480531204,2.52257249769029,42.98389656839281,3.1853585006751293,1.3241225053534413
3,IAU,68.86165999999933,0.9144604688075951,1.89564439862639,1.4829897162911474,34.99361894871629,1.6283239429117342,1.863022610502367
4,COWZ,82.90696999999987,0.8253987131911297,2.70718115206526,1.517061334424674,41.31440002564284,1.8361844648479582,1.2549675268796698
5,SPYV,134.94783000000038,1.3562319266531593,4.150498554051923,2.315190146423281,63.10431853131515,2.2078816731600654,2.6798790621702504
6,IBIT,86.36777000000016,1.0162196164982689,3.131941192074745,2.0483668903625953,102.72504449821778,2.253706739372983,1.380179913024081
7,FNDX,40.589650000001186,0.6520492711931714,1.066319350886755,0.821664887463085,32.658178184599905,1.6072518029155192,0.5400845809867976
8,SLV,109.25098999999905,0.6457088220160931,1.5328110294984763,1.3615183150963717,52.63531769902132,1.542235374158263,0.810762460346296
9,DGRW,60.03760999999952,1.1814082318386803,2.2294529898653552,1.9253564412717579,30.907202408586222,1.8947452874751411,1.8996131459723082
10,SCHV,53.749249999999705,1.1431804573392872,2.7591475685579465,2.5467922364179856,42.87948623730333,1.7743051073656544,1.6329317745764027
11,SPTL,117.89193000000004,0.9933663593565322,3.0795182569413075,2.3791299736564495,56.2139913189466,1.787994071730267,1.5507659041061987
12,FBTC,54.22395000000015,0.799225582026508,1.938731104869861,1.2837374269591089,63.522585040401246,1.9011900238194086,1.0330967253632897
13,ABT,74.19609000000067,1.646698810933545,3.349284378890638,2.1453384856106807,37.41978570406339,2.2756619357298886,2.4221095502958456
14,VZ,146.37769000000011,0.7583457239113514,2.0266341347348487,1.499985578270957,67.60261478011098,1.7986342340201604,1.9160288559054945
15,PFE,77.44952000000092,0.5723867791952685,1.197592401063053,0.7679124397800984,38.883914084329206,1.3614702063717798,1.2702208806937145
16,ARM,111.57872999999987,1.4235974440745167,3.5350402943415844,3.45720347155784,80.09876455396967,3.545650394938091,2.1335981954135006
17,INTC,157.0850000000002,0.7231684073631718,1.8208023034134941,1.4520389249499073,71.94799857921042,1.628243233523324,1.7211511998286257
18,MO,94.24062999999968,0.8732980849500156,1.9781132409786644,1.8507607678983526,46.3916817919557,1.5301538523001945,1.4151618243957753
19,MET,166.30389999999892,1.929963930992755,6.366737387176578,4.45517507830789,75.46086493859237,3.0552608719491463,2.7759643491868573
20,D,108.45269999999987,1.0007045629980003,2.1847781375183057,1.7159058803724379,52.447565230928504,1.719193773986063,1.4898115188952146
21,KVUE,167.43377000000038,0.6786398127666446,2.093062042152846,1.4664305995527451,77.5045448158943,1.587782255426542,0.7280229558429067
22,KR,76.54260999999998,0.9621533291847207,1.9063152130750358,1.8377212087961743,38.57966585295196,1.5323706209565882,1.400041221713836
23,GIS,90.84739000000111,1.4260864352726974,3.0183763167031787,2.680349093087441,44.918171068287485,1.9869583914735724,2.534001598505985
24,FAST,61.093419999998844,0.8627538616465218,1.5863587192757291,1.1144888228444727,31.482896256802007,1.4599938432309054,1.187485298476328
25,EXC,103.66141000000096,0.8585244225704833,2.000829319158562,1.5605609574819936,50.426195468844995,1.454758134321259,1.349530271197596
26,EW,68.6786899999998,1.2807673430136395,2.3919541516607548,1.4465319029377535,35.001877108574895,1.8786777540720168,2.508848234322941
27,CSGP,94.85435999999973,1.4584259724956325,3.3714246373145955,2.495579357424721,46.657018768346894,2.2133898160022882,2.4589752986424065
28,BRO,39.743930000000574,0.9026666516330738,1.6730653279030652,2.7114418745036106,32.079347609081935,1.4653794572922254,1.2158560231181053
29,MRNA,76.8319899999995,0.7659990969081619,1.19152012421413,1.1664454837641633,38.710013433221626,1.8901653249276562,0.9175273473254761
30,FE,68.7429900000004,0.7756771100200974,1.5249627286658902,1.421627191292578,35.031415805030775,1.4853532476045865,1.4326854508975477
31,WDC,98.98902999999788,0.6903093845931433,1.4362911757369872,1.1505717745507467,48.435388450203455,1.6861409373498555,0.7474707171519065
32,GFS,126.4150100000005,0.8930942282489154,2.2706327099284422,1.9813544477549472,59.855252705462526,1.8063645592530557,1.8239372836790622
33,PTC,67.02978999999965,1.2918108189295296,3.985134920288079,4.367521415536039,53.19291960557464,2.8179199699489224,2.0610018455508277
34,HBAN,73.55376999999967,0.2756630145023062,0.7828521138001251,0.717608328346946,37.22801507636775,1.3781482225681665,0.48621982993968615
35,BALL,173.74094999999932,1.6238470659676327,4.5242518153082445,3.11883835765593,78.25715673818665,2.3717462907470646,3.148235876865065
36,SYF,86.94267000000006,0.7668957746649009,1.6109085570404145,1.5748954257723262,43.208669605021456,1.5852162296680272,1.3048461286277135
37,MAA,48.801529999998834,1.254209514778332,2.6142826374953154,2.969955201425472,39.15917476433934,1.9434193836740703,1.650598729838576
38,LNT,173.0131699999994,1.5069396475214822,5.700455168182671,6.875229876830202,130.49332043412062,2.1231162113575017,2.45215259423537
39,KIM,189.25199999999907,0.4377459571906659,1.7826237545087444,1.295451211103112,83.98708854488757,1.6928448665887323,1.328966570294971
40,NWS,122.63028999999992,0.904893618421794,3.1903538756055556,3.000015110134309,94.53320423644493,1.6760107137195408,1.5293352806011382
41,EMN,45.23862999999904,1.047478354214178,1.7943781931146048,2.5962994523128367,36.38316980022673,1.604713818097765,1.577507501696112
